"N","a","t","s","H","rho_Psi","w_Psi"
-4.01,0.018133395236801075,0.0029096857316484727,167711.41274037154,226.03283307083015,1.566,-1
-4,0.01831563888873418,0.0029542622818977985,162754.79141900392,222.65083136926265,1.566,-1
-3.99,0.018499714119819242,0.002999515535765676,157944.6603961914,219.31959633122156,1.566,-1
-3.98,0.018685639337732773,0.003045456103284395,153276.6902293199,216.03836195103725,1.566,-1
-3.97,0.018873433135151486,0.0030920946337955227,148746.67943014178,212.80637387780953,1.566,-1
-3.96,0.019063114291611637,0.0031394417766406227,144350.55068315283,209.62288923576023,1.566,-1
-3.95,0.01925470177538692,0.0031875081811612617,140084.34717573322,206.48717644741205,1.566,-1
-3.94,0.01944821474538539,0.003236304496699005,135944.22903674887,203.3985150595459,1.566,-1
-3.93,0.019643672553065292,0.0032858413906896285,131926.46988040837,200.35619557189008,1.566,-1
-3.92,0.019841094744370288,0.003336130059753558,128027.45345226409,197.3595192685019,1.566,-1
-3.91,0.020040501061684014,0.003387182290180449,124243.67037433923,194.40779805179253,1.566,-1
-3.9,0.02024191144580439,0.0034390098984547544,120571.7149864506,191.50035427915702,1.566,-1
-3.89,0.020445346037937653,0.0034916247010609264,117008.28228088473,188.63652060216626,1.566,-1
-3.88,0.020650825181712566,0.003545038514483418,113550.16492766763,185.81563980827667,1.566,-1
-3.87,0.02085836942521472,0.003599263155206682,110194.25038775151,183.03706466502194,1.566,-1
-3.86,0.021067999523041434,0.0036543104706817965,106937.51811151941,180.3001577666438,1.566,-1
-3.85,0.02127973643837717,0.00371019295242257,103777.03682008672,177.60429138312202,1.566,-1
-3.84,0.021493601345089923,0.003766923689876079,100709.96186695223,174.9488473115676,1.566,-1
-3.83,0.02170961562984857,0.003824515794502084,97733.53267762437,172.33321672993998,1.566,-1
-3.82,0.02192780089426162,0.003882982377760345,94845.07026491774,169.75680005304932,1.566,-1
-3.81,0.022148178957037315,0.003942336551110621,92041.97481768385,167.2190067908101,1.566,-1
-3.8,0.0223707718561656,0.004002591426012673,89321.72336080555,164.71925540870865,1.566,-1
-3.79,0.022595601851121864,0.004063760164048762,86681.86748434919,162.2569731904473,1.566,-1
-3.78,0.02282269142509298,0.0041258567004766366,84120.03113983033,159.8315961027344,1.566,-1
-3.77,0.02305206328722557,0.004188895568585563,81633.90850160977,157.44256866218126,1.566,-1
-3.76,0.02328374037489701,0.004252891316628776,79221.2618914948,155.08934380427584,1.566,-1
-3.75,0.023517745856009107,0.004317858492859511,76879.91976467776,152.7713827543987,1.566,-1
-3.74,0.023754103131304997,0.004383811645531003,74607.7747551992,150.48815490084732,1.566,-1
-3.73,0.023992835836709175,0.004450765322896487,72402.78177917622,148.23913766983915,1.566,-1
-3.72,0.024233967845691113,0.004518734150934119,70262.95619408887,146.0238164024605,1.566,-1
-3.71,0.02447752327165267,0.004587733673427965,68186.37201246803,143.84168423352912,1.566,-1
-3.7,0.024723526470339388,0.004657780023536836,66171.1601683766,141.69224197234252,1.566,-1
-3.69,0.024972002042276155,0.004728889343636492,64215.506835124026,139.5749979852802,1.566,-1
-3.68,0.025222974835227212,0.004801077776102693,62317.651792699806,137.48946808023,1.566,-1
-3.67,0.025476469946681016,0.004874361463311201,60475.88684345671,135.43517539281154,1.566,-1
-3.66,0.02573251272635994,0.004948756547637774,58688.554274617556,133.4116502743652,1.566,-1
-3.65,0.025991128778755347,0.005024279287955052,56954.04536622181,131.41843018168154,1.566,-1
-3.64,0.02625234396568796,0.005100947018743942,55270.798943169066,129.45505956844198,1.566,-1
-3.63,0.02651618440889418,0.005178777646147725,53637.29997005603,127.52108977834287,1.566,-1
-3.62,0.026782676492638175,0.005257789081194254,52052.07818754241,125.6160789398779,1.566,-1
-3.61,0.027051846866350416,0.005337999234911384,50513.70678901825,123.73959186275201,1.566,-1
-3.6,0.02732372244729256,0.005419426018326967,49020.80113638172,121.89119993589959,1.566,-1
-3.59,0.027598330423249287,0.005502087342468857,47572.01751377127,120.07048102708353,1.566,-1
-3.58,0.027875698255247015,0.005586001126077607,46166.05191813074,118.27701938404928,1.566,-1
-3.57,0.028155853680300106,0.00567118653185466,44801.638885518514,116.51040553720817,1.566,-1
-3.56,0.028438824714184505,0.005757663623552724,43477.550352104605,114.77023620382785,1.566,-1
-3.55,0.028724639654239433,0.005845452472296875,42192.59454883028,113.05611419370486,1.566,-1
-3.54,0.029013327082197053,0.005934573149212191,40945.61492873548,111.36764831629519,1.566,-1
-3.53,0.02930491586704076,0.0060250457254237486,39735.48912598847,109.70445328928191,1.566,-1
-3.52,0.029599435167892,0.006116890272056626,38561.12794568082,108.06614964855467,1.566,-1
-3.51,0.02989691443692632,0.006210126860235901,37421.47438347851,106.45236365958077,1.566,-1
-3.5,0.0301973834223185,0.006304775630928954,36315.502674246636,104.86272723014518,1.566,-1
-3.49,0.030500872171217483,0.006400858076178156,35242.21736879156,103.29687782443709,1.566,-1
-3.48,0.030807411032751076,0.006498396868797353,34200.652437889425,101.7544583784631,1.566,-1
-3.47,0.03111703066106086,0.006597414719055697,33189.87040279469,100.23511721676587,1.566,-1
-3.46,0.03142976201836771,0.006697934337222343,32208.96149144593,98.73850797042631,1.566,-1
-3.45,0.03174563637806794,0.006799978433566442,31257.0428196096,97.26428949633117,1.566,-1
-3.44,0.03206468532786077,0.00690356971835715,30333.257596224605,95.81212579768489,1.566,-1
-3.43,0.03238694077290704,0.007008730901863618,29436.774352232525,94.38168594574583,1.566,-1
-3.42,0.03271243493901982,0.007115484707352388,28566.78619219933,92.97264400276923,1.566,-1
-3.41,0.03304120037588693,0.00722385492667833,27722.51006805504,91.58467894613574,1.566,-1
-3.4,0.03337326996032608,0.007333867099801142,26903.186074297562,90.21747459364886,1.566,-1
-3.39,0.033708676899572396,0.007445546922691662,26108.076764026493,88.8707195299823,1.566,-1
-3.38,0.034047454734599344,0.007558920091320728,25336.466485191097,87.54410703425813,1.566,-1
-3.37,0.03438963734347271,0.007674012301659179,24587.66073645517,86.23733500873988,1.566,-1
-3.36,0.03473525894473856,0.007790849249677854,23860.985542098944,84.95010590862205,1.566,-1
-3.35,0.035084354100845025,0.007909456631347591,23155.786845395447,83.6821266728983,1.566,-1
-3.34,0.03543695772159864,0.008029860141953971,22471.429919915314,82.43310865629284,1.566,-1
-3.33,0.0357931050676553,0.00815208617612365,21807.298798230127,81.20276756223768,1.566,-1
-3.32,0.036152831754046426,0.008276163373056445,21162.795717500176,79.99082337687857,1.566,-1
-3.31,0.0365161737537404,0.008402120806317302,20537.34058144754,78.79700030409509,1.566,-1
-3.3,0.036883167401240015,0.00852998754947117,19930.37043823029,77.62102670151826,1.566,-1
-3.29,0.03725384939621581,0.008659792676082991,19341.338973747806,76.46263501752934,1.566,-1
-3.28,0.03762825680717622,0.008791565259717719,18769.71601992125,75.3215617292263,1.566,-1
-3.27,0.038006427075174314,0.008925334373940295,18214.987077506456,74.19754728134089,1.566,-1
-3.26,0.038388398017552075,0.009061129092315672,17676.652853009935,73.09033602609286,1.566,-1
-3.25,0.03877420783172201,0.009198979211332723,17154.228809290984,71.99967616396648,1.566,-1
-3.24,0.039163895098987066,0.009338916907938165,16647.24472944558,70.92531968539404,1.566,-1
-3.23,0.039557498788398725,0.009480974689802659,16155.244293579406,69.86702231333334,1.566,-1
-3.22,0.039955058260653896,0.009625185062115295,15677.78466808916,68.82454344672513,1.566,-1
-3.21,0.04035661327203115,0.009771580530065164,15214.436107082405,67.7976461048156,1.566,-1
-3.2,0.04076220397836621,0.009920193598841356,14764.781565577272,66.78609687233208,1.566,-1
-3.19,0.04117187093906774,0.010071056777340616,14328.416324133814,65.78966584549774,1.566,-1
-3.18,0.04158565512117316,0.010224203536206919,13904.947624579194,64.80812657887199,1.566,-1
-3.17,0.04200359790344555,0.010379669505857498,13493.994316498816,63.841256033004946,1.566,-1
-3.16,0.042425741080511385,0.01053749060688364,13095.186514175231,62.88883452289165,1.566,-1
-3.15,0.04285212686704019,0.010697702759876642,12708.165263666011,61.9506456672152,1.566,-1
-3.14,0.043282797901965896,0.010860341885427793,12332.58221972098,61.026476338365654,1.566,-1
-3.13,0.04371779725275094,0.011025443904128384,11968.099332247972,60.11611661322248,1.566,-1
-3.12,0.04415716841969286,0.011193045132632421,11614.388542044928,59.21935972468954,1.566,-1
-3.11,0.044600955340274535,0.011363184148461655,11271.13148552447,58.336002013970436,1.566,-1
-3.1,0.0450492023935578,0.011535899451716153,10938.019208165184,57.46584288357229,1.566,-1
-3.09,0.04550195440462157,0.011711230058229403,10614.751886431693,56.60868475102766,1.566,-1
-3.08,0.045959256649044204,0.01188921540684965,10301.038557913238,55.76433300332287,1.566,-1
-3.07,0.04642115485743127,0.012069895722437505,9996.596859437866,54.93259595202152,1.566,-1
-3.06,0.046887695219988486,0.012253311643418344,9701.152772926522,54.113284789073155,1.566,-1
-3.05,0.04735892439114093,0.0124395046186994,9414.440378758269,53.30621354329615,1.566,-1
-3.04,0.04783488949419837,0.012628516521986273,9136.201616424687,52.511199037523845,1.566,-1
-3.03,0.04831563812606779,0.012820390063284372,8866.186052258,51.7280608464049,1.566,-1
-3.02,0.04880121836201296,0.013015168389064573,8604.150654023855,50.95662125484627,1.566,-1
-3.01,0.04929167876046217,0.013212895508589721,8349.859572175925,50.196705217090134,1.566,-1
-3,0.049787068367863944,0.013413615879710383,8103.083927575384,49.448140316414445,1.566,-1
-2.99,0.050287436723591865,0.013617374850244224,7863.601605484235,48.71075672544705,1.566,-1
-2.98,0.0507928338648985,0.01382421822919797,7631.197055647053,47.98438716708479,1.566,-1
-2.97,0.05130331033191911,0.014034192743412477,7405.66109828121,47.268866876007806,1.566,-1
-2.96,0.05181891717272583,0.014247345594022827,7186.79073580094,46.56403356077937,1.566,-1
-2.95,0.05233970594843238,0.014463724928566037,6974.388970105819,45.86972736652322,1.566,-1
-2.94,0.05286572873835037,0.014683379274315565,6768.264625269171,45.18579083816883,1.566,-1
-2.93,0.053397038145197084,0.014906358401891957,6568.232175466835,44.51206888425568,1.566,-1
-2.92,0.05393368730035602,0.015132712619538802,6374.111577991391,43.8484087412888,1.566,-1
-2.91,0.05447572986918986,0.015362492520726313,6185.728111201579,43.194659938635915,1.566,-1
-2.9,0.05502322005640723,0.015595750155678071,6002.912217261022,42.550674263958875,1.566,-1
-2.89,0.05557621261148306,0.015832538020408765,5825.499349524731,41.916305729170695,1.566,-1
-2.88,0.056134762834133725,0.016072909319063338,5653.329824436015,41.291410536909844,1.566,-1
-2.87,0.0566989265798469,0.0163169184469758,5486.248677800502,40.67584704752444,1.566,-1
-2.86,0.05726876026546736,0.016564620076365593,5324.105525307906,40.069475746558176,1.566,-1
-2.85,0.057844320874838456,0.016816070185925316,5166.754427175992,39.472159212730006,1.566,-1
-2.84,0.05842566596450083,0.017071325387797317,5014.053756794921,38.88376208640053,1.566,-1
-2.83,0.05901285366944784,0.017330442980338295,4865.866073253749,38.30415103851742,1.566,-1
-2.82,0.05960594270893937,0.017593481600490603,4722.05799763432,37.733194740032054,1.566,-1
-2.81,0.06020499239237354,0.01786050018042881,4582.500092961237,37.170763831780896,1.566,-1
-2.8,0.06081006262521797,0.018131559007644224,4447.066747699856,36.61673089482408,1.566,-1
-2.79,0.06142121391500013,0.01840671913432275,4315.636062697416,36.070970421233845,1.566,-1
-2.78,0.06203850737735832,0.018686042269723424,4188.0897414655765,35.53335878532685,1.566,-1
-2.77,0.06266200474215315,0.018969591615001544,4064.3129837055953,35.00377421533239,1.566,-1
-2.76,0.06329176835964073,0.01925743069754328,3944.1943819803055,34.482096765490894,1.566,-1
-2.75,0.06392786120670757,0.01954962443920843,3827.6258214399063,33.96820828857548,1.566,-1
-2.74,0.06457034689316847,0.019846238677103428,3714.5023825112967,33.46199240883011,1.566,-1
-2.73,0.06521928966812753,0.02014733987329981,3604.72224646338,32.96333449531827,1.566,-1
-2.72,0.06587475442640295,0.020452996138785387,3498.1866037633317,32.47212163567574,1.566,-1
-2.71,0.06653680671501686,0.020763275957157604,3394.7995651413503,31.98824261026101,1.566,-1
-2.7,0.06720551273974976,0.02107824923489245,3294.4680752838412,31.511587866697674,1.566,-1
-2.69,0.06788093937176144,0.021397986962011423,3197.101829077354,31.04204949480267,1.566,-1
-2.68,0.06856315415427791,0.02172256049932909,3102.6131903278842,30.579521201894078,1.566,-1
-2.67,0.069252225309346,0.022052043498463694,3010.9171128823828,30.123898288473416,1.566,-1
-2.66,0.06994822174465536,0.022386510303764064,2921.931064081478,29.675077624275882,1.566,-1
-2.65,0.0706512130604296,0.022726035331035434,2835.57495047451,29.232957624683596,1.566,-1
-2.64,0.07136126955638605,0.023070694886577817,2751.7710457300204,28.79743822749592,1.566,-1
-2.63,0.0720784622387661,0.02342056731309519,2670.443920676806,28.368420870051448,1.566,-1
-2.62,0.07280286282743559,0.023775731053959054,2591.5203754125732,27.945808466696406,1.566,-1
-2.61,0.0735345437630571,0.024136265034082654,2514.9293734190846,27.529505386594003,1.566,-1
-2.6,0.07427357821433388,0.024502250996687486,2440.601977624499,27.119417431869785,1.566,-1
-2.59,0.07502004008532698,0.02487377170599576,2368.471288355351,26.715451816087548,1.566,-1
-2.58,0.07577400402284548,0.025250909943752748,2298.4723831223314,26.317517143050985,1.566,-1
-2.57,0.07653554542391151,0.02563375001051631,2230.542258185662,25.925523385926002,1.566,-1
-2.56,0.07730474044329974,0.026022378942916518,2164.619771847479,25.539381866678898,1.566,-1
-2.55,0.07808166600115317,0.026416884063665234,2100.6455894201767,25.15900523582549,1.566,-1
-2.54,0.07886639979067495,0.02681735294768045,2038.562129821184,24.784307452486402,1.566,-1
-2.53,0.07965902028589804,0.027223875961320813,1978.313513746102,24.415203764744135,1.566,-1
-2.52,0.08045960674953244,0.027636545205510593,1919.84551337356,24.0516106902969,1.566,-1
-2.51,0.0812682392408917,0.028055452807593355,1863.105503556514,23.693445997405064,1.566,-1
-2.5,0.0820849986238988,0.028480691966745384,1808.0424144560632,23.34062868612546,1.566,-1
-2.49,0.08290996657517266,0.028912359224832585,1754.6066855751471,22.993078969829465,1.566,-1
-2.48,0.08374322559219596,0.02935055177270165,1702.7502211507533,22.65071825700025,1.566,-1
-2.47,0.08458485900156469,0.0297953669623654,1652.426346864483,22.313469133305077,1.566,-1
-2.46,0.08543495096732123,0.030246904761935287,1603.5897678325155,21.98125534393857,1.566,-1
-2.45,0.0862935864993705,0.03070526714741473,1556.1965278371538,21.654001776232576,1.566,-1
-2.44,0.0871608514619813,0.031170556270612205,1510.2039697632626,21.3316344425288,1.566,-1
-2.43,0.08803683258237255,0.031642876633277695,1465.5706972039845,21.01408046331004,1.566,-1
-2.42,0.08892161745938634,0.03212233471864588,1422.2565372011798,20.701268050586293,1.566,-1
-2.41,0.08981529457224763,0.03260903727788757,1380.2225040870526,20.393126491531607,1.566,-1
-2.4,0.09071795328941251,0.0331030937098264,1339.4307643944178,20.08958613236803,1.566,-1
-2.39,0.09162968387750484,0.033604615249026366,1299.8446028040269,19.790578362492955,1.566,-1
-2.38,0.09255057751034329,0.03411371346572639,1261.4283890983027,19.49603559884593,1.566,-1
-2.37,0.09348072627805847,0.03463050287155176,1224.1475460917375,19.205891270511557,1.566,-1
-2.36,0.09442022319630235,0.035155099649308665,1187.9685185090932,18.92007980355469,1.566,-1
-2.35,0.09536916221554961,0.035687620420592384,1152.8587427833877,18.638536606084568,1.566,-1
-2.34,0.09632763823049303,0.03622818502969649,1118.786617746487,18.361198053544268,1.566,-1
-2.33,0.09729574708953276,0.03677691481366748,1085.7214761859204,18.088001474222146,1.566,-1
-2.32,0.09827358560436154,0.03733393169109973,1053.6335572423195,17.81888513498186,1.566,-1
-2.31,0.09926125155964566,0.037899361062425724,1022.4939796226354,17.55378822720769,1.566,-1
-2.3,0.10025884372280375,0.0384733296345013,992.2747156050259,17.292650852961856,1.566,-1
-2.29,0.1012664618538834,0.03905596488272666,962.9485658120135,17.035414011350586,1.566,-1
-2.28,0.10228420671553748,0.03964739799012484,934.4891347292103,16.78201958509591,1.566,-1
-2.27,0.1033121800831002,0.04024776125900224,906.8708069475722,16.532410327309865,1.566,-1
-2.26,0.10435048475476504,0.04085718799638067,880.0687241078028,16.28652984846819,1.566,-1
-2.25,0.10539922456186433,0.04147581539658615,854.0587625261516,16.044322603580426,1.566,-1
-2.24,0.1064585043792528,0.0421037815942347,828.8175114814698,15.805733879553454,1.566,-1
-2.23,0.10752843013579495,0.042741226016799805,804.3222521439817,15.570709782745562,1.566,-1
-2.22,0.10860910882495796,0.043388292101931576,780.5509371268041,15.33919722670807,1.566,-1
-2.21,0.10970064851551141,0.04404512406635535,757.4821706418095,15.111143920111827,1.566,-1
-2.2,0.11080315836233387,0.044711867756318635,735.0951892419729,14.886498354855622,1.566,-1
-2.19,0.11191674861732888,0.045388673092617446,713.369843132868,14.665209794353837,1.566,-1
-2.18,0.11304153064044985,0.046075690649935316,692.2865780364916,14.447228262000602,1.566,-1
-2.17,0.1141776169108365,0.04677307317140782,671.8264175910941,14.23250452980783,1.566,-1
-2.16,0.11532512103806251,0.0474809769227785,651.9709462711721,14.02099010721441,1.566,-1
-2.15,0.11648415777349697,0.04819955897664984,632.7022928122534,13.812637230064016,1.566,-1
-2.14,0.11765484302177918,0.04892897999549152,614.0031141255517,13.607398849749037,1.566,-1
-2.13,0.11883729385240965,0.04966940225926661,595.8565796880166,13.405228622517994,1.566,-1
-2.12,0.12003162851145673,0.05042099042166665,578.2463563937264,13.206080898944059,1.566,-1
-2.11,0.12123796643338168,0.05118391234022774,561.1565938529907,13.009910713552193,1.566,-1
-2.1,0.1224564282529819,0.05195833698800065,544.571910125929,12.816673774602577,1.566,-1
-2.09,0.12368713581745483,0.052744437363190455,528.4773778776874,12.626326454027845,1.566,-1
-2.08,0.12493021219858241,0.05354238776091572,512.858510942829,12.438825777521918,1.566,-1
-2.07,0.12618578170503877,0.054352365599348314,497.70125128680706,12.254129414778042,1.566,-1
-2.06,0.12745396989482075,0.055174551168012495,482.9919563527856,12.072195669873892,1.566,-1
-2.05,0.12873490358780423,0.05600912631709521,468.71738678241684,11.892983471801388,1.566,-1
-2.04,0.1300287108784259,0.05685627713858922,454.86469449952494,11.7164523651391,1.566,-1
-2.03,0.13133552114849312,0.05771619084410822,441.4214111459707,11.542562500865131,1.566,-1
-2.02,0.13265546508012172,0.05858905852550345,428.37543685928694,11.37127462730824,1.566,-1
-2.01,0.13398867466880499,0.05947507370726546,415.71502938198597,11.202550081235225,1.566,-1
-2,0.1353352832366127,0.0603744321438281,403.4287934927351,11.036350779072402,1.566,-1
-1.99,0.13669542544552385,0.06128733380073287,391.5056707498883,10.87263920825928,1.566,-1
-1.98,0.13806923731089282,0.06221397979500402,379.9349295381419,10.711378418732295,1.566,-1
-1.97,0.13945685621505094,0.06315457580168678,368.70615540935694,10.552532014536707,1.566,-1
-1.96,0.140858420921045,0.06410932946209517,357.8092417088526,10.396064145564763,1.566,-1
-1.95,0.1422740715865136,0.06507845148385998,347.2343804787346,10.241939499418105,1.566,-1
-1.94,0.14370394977770293,0.0660621565273639,336.9720536300713,10.090123293392633,1.566,-1
-1.93,0.14514819848362373,0.06706066069117719,327.01302437597104,9.940581266583916,1.566,-1
-1.92,0.14660696213035015,0.06807418512889715,317.3483289178505,9.793279672111398,1.566,-1
-1.91,0.14808038659546247,0.06910295256852583,307.9692683774109,9.648185269459502,1.566,-1
-1.9,0.14956861922263506,0.07014718972847211,298.86740096706023,9.505265316933917,1.566,-1
-1.89,0.15107180883637086,0.07120712683049853,290.0345343917347,9.364487564231359,1.566,-1
-1.88,0.1525901057568839,0.07228299611520575,281.4627184752801,9.225820245121,1.566,-1
-1.87,0.1541236618151314,0.07337503508639195,273.14423800475674,9.089232070235932,1.566,-1
-1.86,0.1556726303679973,0.07448348262294258,265.0716057862269,8.954692219972987,1.566,-1
-1.85,0.1572371663136276,0.07560858250412096,257.2375559057748,8.822170337499276,1.566,-1
-1.84,0.15881742610692068,0.07675058144351928,249.6350371896938,8.691636521863794,1.566,-1
-1.83,0.16041356777517274,0.07790972901641854,242.2572068579541,8.563061321212547,1.566,-1
-1.82,0.16202575093388075,0.07908627996017237,235.09742436523857,8.436415726105558,1.566,-1
-1.81,0.16365413680270405,0.08028049045261852,228.149245424004,8.31167116293432,1.566,-1
-1.8,0.16529888822158653,0.08149262235688076,221.40641620418708,8.188799487438027,1.566,-1
-1.79,0.1669601696670407,0.08272293992653022,214.8628677043354,8.067772978317171,1.566,-1
-1.78,0.1686381472685955,0.08397171134363857,208.5127102890963,7.948564330943041,1.566,-1
-1.77,0.17033298882540943,0.08523920891316983,202.35022838814757,7.831146651161566,1.566,-1
-1.76,0.17204486382305054,0.0865257083511801,196.36987535179836,7.715493449190165,1.566,-1
-1.75,0.17377394345044514,0.08783148956687861,190.56626845863,7.601578633606113,1.566,-1
-1.74,0.17552040061699686,0.0891568359787901,184.93418407068344,7.489376505425092,1.566,-1
-1.73,0.17728440996987782,0.09050203534405779,179.4685529318324,7.378861752268481,1.566,-1
-1.72,0.17906614791149322,0.09186737895672785,174.1644556051108,7.27000944261806,1.566,-1
-1.71,0.1808657926171221,0.09325316259653903,169.01711804488718,7.162795020156825,1.566,-1
-1.7,0.18268352405273466,0.09465968560593917,164.02190729990176,7.057194298194513,1.566,-1
-1.69,0.18451952399298926,0.09608725196136629,159.1743273432971,6.953183454176615,1.566,-1
-1.68,0.18637397603940997,0.09753616922590043,154.47001502589083,6.850739024275534,1.566,-1
-1.67,0.1882470656387468,0.09900674974570392,149.90473614904673,6.7498378980626885,1.566,-1
-1.66,0.19013898010152055,0.10049930947553914,145.47438165360998,6.6504573132602465,1.566,-1
-1.65,0.19204990862075413,0.10201416930265485,141.17496392147686,6.5525748505712915,1.566,-1
-1.64,0.1939800422908919,0.10355165374277793,137.00261318646898,6.456168428587246,1.566,-1
-1.63,0.19592957412690937,0.10511209239329986,132.95357405128277,6.361216298771277,1.566,-1
-1.62,0.19789869908361465,0.10669581849777655,129.02420210737822,6.267697040516576,1.566,-1
-1.61,0.1998876140751445,0.10830317052978339,125.2109606547652,6.175589556278309,1.566,-1
-1.6,0.20189651799465538,0.10993449062443551,121.51041751873488,6.0848730667781155,1.566,-1
-1.59,0.20392561173421342,0.11159012629373838,117.91924196067066,5.995527106280003,1.566,-1
-1.58,0.20597509820488344,0.11327042872417395,114.43420168015868,5.907531517936533,1.566,-1
-1.57,0.20804518235702046,0.11497575462377299,111.05215990569918,5.820866449204199,1.566,-1
-1.56,0.21013607120076472,0.11670646438540357,107.77007257140049,5.735512347326901,1.566,-1
-1.55,0.21224797382674304,0.11846292406512914,104.5849855771142,5.651449954886454,1.566,-1
-1.54,0.21438110142697794,0.12024550341148647,101.49403212954562,5.568660305419052,1.566,-1
-1.53,0.21653566731600707,0.12205457797396736,98.49443016194633,5.487124719096682,1.566,-1
-1.52,0.21871188695221475,0.12389052699928638,95.58347983006628,5.406824798472409,1.566,-1.0000000000000004
-1.51,0.2209099779593782,0.12575373566803133,92.75856108211174,5.327742424288547,1.566,-1.000000000000001
-1.5,0.22313016014842982,0.12764459285969876,90.01713130052181,5.2498597513466905,1.566,-1.000000000000004
-1.49,0.22537265553943872,0.1295634935030265,87.35672301344101,5.173159204438644,1.5660000000000005,-1.0000000000000122
-1.48,0.22763768838381274,0.13151083610887176,84.774941673828,5.097623474337234,1.5660000000000016,-1.000000000000037
-1.47,0.22992548518672384,0.1334870259736419,82.26946350420168,5.023235513846036,1.5660000000000047,-1.0000000000001086
-1.46,0.23223627472975883,0.13549247091209077,79.83803340508452,4.949978533907113,1.5660000000000136,-1.0000000000003073
-1.45,0.23457028809379765,0.13752758632218012,77.47846292526086,4.877835999765743,1.5660000000000387,-1.000000000000841
-1.44,0.23692775868212176,0.1395927904201919,75.18862829202308,4.806791627191267,1.5660000000001058,-1.0000000000022302
-1.43,0.23930892224375455,0.14168850790816756,72.9664684996328,4.736829378753083,1.5660000000002805,-1.0000000000057356
-1.42,0.24171401689703645,0.14381516805463657,70.80998345427658,4.667933460150937,1.5660000000007224,-1.0000000000143183
-1.41,0.2441432831534371,0.14597320464748004,68.71723217384645,4.6000883165985496,1.566000000001807,-1.0000000000347264
-1.4,0.2465969639416065,0.14816305808513805,66.68633104092514,4.533278629259711,1.5660000000043959,-1.0000000000818958
-1.39,0.24907530463166822,0.150385171597783,64.71545210740304,4.467489311736013,1.5660000000104068,-1.0000000001879552
-1.38,0.2515785530597565,0.15263999620167312,62.80282144920167,4.402705506605277,1.5660000000239966,-1.0000000004201324
-1.37,0.25410695955280027,0.15492798543178093,60.94671756962221,4.338912582009931,1.566000000053935,-1.0000000009153662
-1.36,0.2566607769535559,0.15724960008060154,59.14546984988226,4.2760961282944505,1.5660000001182524,-1.000000001945398
-1.35,0.2592402606458915,0.15960530476108478,57.397457045446195,4.214241954691184,1.566000000253098,-1.0000000040359425
-1.34,0.261845668580326,0.16199556952286367,55.70110582679561,4.153336086053817,1.5660000005291945,-1.0000000081792402
-1.33,0.26447726129982396,0.1644208702943882,54.05488936332659,4.093364759637961,1.5660000010816584,-1.0000000162036182
-1.32,0.26713530196585034,0.16688168643879953,52.45732594909905,4.034314421928486,1.5660000021627374,-1.00000003140022
-1.31,0.2698200563846868,0.16937850481562516,50.90697766920143,3.9761717255135594,1.56600000423291,-1.0000000595603207
-1.3,0.2725317930340126,0.1719118147193945,49.402449105530174,3.9189235260057638,1.5660000081146568,-1.0000001106518384
-1.29,0.27527078308975234,0.1744821130739115,47.94238608081925,3.862556879011452,1.566000015246255,-1.0000002014665754
-1.28,0.27803730045319414,0.1770899000030024,46.52547443978921,3.807059037150435,1.566000028091594,-1.0000003597060543
-1.27,0.2808316217783798,0.179735681604114,45.150438866318716,3.75241744712964,1.5660000507879148,-1.000000630148368
-1.26,0.2836540264997704,0.18241996850677988,43.81604173557397,3.698619746876374,1.5660000901484752,-1.0000010837540398
-1.25,0.2865047968601901,0.18514327700377084,42.52108200006278,3.645653762739666,1.5660001571833042,-1.0000018308248324
-1.24,0.2893842179390506,0.18790612754985261,41.264394108610794,3.5935075067718083,1.566000269360255,-1.0000030396201385
-1.23,0.2922925776808594,0.19070904599547592,40.04484695728672,3.5421691741070607,1.5660004539018624,-1.0000049621488631
-1.22,0.2952301669240142,0.19355256292279285,38.86134287133247,3.4916271404604533,1.5660007525016755,-1.0000079691705717
-1.21,0.2981972794298874,0.19643721372287837,37.71281661718175,3.441869959776993,1.5660012279462787,-1.0000125967295304
-1.2,0.30119421191220214,0.19936353853193783,36.59823444367799,3.3928863620703513,1.5660019732440353,-1.0000196067720164
-1.19,0.3042212640667041,0.20233208217591528,35.51659315162848,3.3446652515001127,1.5660031239847667,-1.0000300645163547
-1.18,0.30727873860113125,0.20534339409038657,34.46691919085739,3.29719570474789,1.5660048747798714,-1.0000454352071169
-1.17,0.31036694126548503,0.20839802824218734,33.448267783944914,3.2504669697644832,1.5660075007512881,-1.0000677026389504
-1.16,0.3134861808826053,0.21149654304185045,32.459722075863795,3.2044684649724013,1.566011385139331,-1.0000995113343887
-1.15,0.3166367693790533,0.21463950124686568,31.500392308747934,3.1591897790196075,1.5660170541709622,-1.0001443334656972
-1.14,0.31981902181630395,0.2178274698560704,30.56941502105021,3.1146206711904005,1.5660252203572627,-1.0002066605005573
-1.13,0.32303325642225295,0.22106101999362635,29.66595227036885,3.070751072586826,1.5660368353569576,-1.0002922181232807
-1.12,0.32627979462303947,0.2243407267635859,28.78919087924268,3.027571088197621,1.5660531534377142,-1.0004082012609172
-1.11,0.32955896107518906,0.22766716913595456,27.938341703236507,2.985070999970295,1.5660758063763123,-1.0005635240791817
-1.1,0.33287108369807955,0.23104092971554616,27.112638920657886,2.9432412709941307,1.5661068903537665,-1.000769077687774
