"N","a","t","H_A","rho_f","P_obs_f","w_f","m_eff","sigma","kF_over_m"
-22.40086354755636,1.868222384771037e-10,1.8138307985769166e-18,2.7565967421286653e+17,3.873877049659765e+32,1.2912923448092177e+32,0.33333333202266424,11025.633538246715,1.3815181147886141e+20,22553.182836819367
-22.367969474799303,1.93069772888325e-10,1.9371720755553628e-18,2.5810820508939645e+17,3.396275996755806e+32,1.1320919941645115e+32,0.3333333319335382,11025.633538247024,1.2935557617185137e+20,21823.385604721243
-22.335075402042243,1.9952623149688797e-10,2.0689006124926174e-18,2.4167425187744083e+17,2.9775572374599695e+32,9.925190747019293e+31,0.3333333318383515,11025.633538247344,1.2111940412677816e+20,21117.203842059567
-22.302181329285187,2.06198600950222e-10,2.2095867466704008e-18,2.2628666145521078e+17,2.6104613143646647e+32,8.701537672869181e+31,0.3333333317366921,11025.633538247675,1.1340763567264563e+20,20433.873377127227
-22.269287256528127,2.130941015366797e-10,2.3598395985498733e-18,2.1187881107646192e+17,2.2886237712354874e+32,7.62874586509237e+31,0.33333333162811984,11025.633538248017,1.0618688161792305e+20,19772.654766008327
-22.23639318377107,2.2022019499873752e-10,2.5203097090443643e-18,1.9838831991789936e+17,2.006464810453216e+32,6.688215998302943e+31,0.3333333315121646,11025.63353824837,9.942587868732111e+19,19132.832492412934
-22.20349911101401,2.2758459260747885e-10,2.6916918561277605e-18,1.857567789925882e+17,1.759092554326367e+32,5.863641813540048e+31,0.3333333313883243,11025.633538248736,9.309535416302302e+19,18513.714193404307
-22.170605038256955,2.3519526350709587e-10,2.874728062973453e-18,1.739294982599901e+17,1.542218233085579e+32,5.140727411582553e+31,0.3333333312560629,11025.633538249112,8.716789914431516e+19,17914.629910180796
-22.137710965499895,2.430604433384409e-10,3.0702108106480064e-18,1.6285526983770474e+17,1.3520818291476989e+32,4.506939400496046e+31,0.3333333311148076,11025.633538249502,8.161784987687769e+19,17334.931363101623
-22.10481689274284,2.51188643150958e-10,3.2789864692693465e-18,1.5248614628970608e+17,1.185386888521038e+32,3.9512896003170634e+31,0.3333333309639469,11025.633538249906,7.642117663793283e+19,16773.991250172097
-22.07192281998578,2.595886586126394e-10,3.501958962485155e-18,1.4277723303114304e+17,1.039243369156849e+32,3.46414453755805e+31,0.33333333080282757,11025.633538250322,7.15553796961638e+19,16231.202568229066
-22.039028747228723,2.6826957952797257e-10,3.740093681137339e-18,1.3368649395088982e+17,9.11117535391113e+31,3.037058426680019e+31,0.3333333306307521,11025.633538250753,6.699939189594802e+19,15705.977956092149
-22.006134674471664,2.7724079967417745e-10,3.994421663057322e-18,1.2517456941026288e+17,7.987880297809795e+31,2.662626742880717e+31,0.33333333044697544,11025.633538251197,6.27334874441292e+19,15197.749058969843
-21.973240601714608,2.865120269663781e-10,4.2660440570891846e-18,1.1720460582990322e+17,7.003073607396221e+31,2.3343578475441786e+31,0.33333333025070183,11025.633538251657,5.873919650440793e+19,14705.965913432821
-21.940346528957548,2.9609329396270833e-10,4.556136890668237e-18,1.0974209612699683e+17,6.139681382686535e+31,2.046560440682135e+31,0.33333333004108157,11025.633538252132,5.499922522957486e+19,14230.096352288829
-21.90745245620049,3.059949687207196e-10,4.86595616159695e-18,1.0275473031198357e+17,5.3827347240648345e+31,1.7942448890952367e+31,0.33333332981720704,11025.633538252623,5.1497380885354906e+19,13769.625428715199
-21.874558383443436,3.1622776601683795e-10,5.1968432760637694e-18,9.621225559789165e+16,4.719110211813126e+31,1.5730367195497243e+31,0.33333332957810896,11025.63353825313,4.821850174167562e+19,13324.054859025848
-21.841664310686376,3.2680275894101256e-10,5.550230856449492e-18,9.008634541662158e+16,4.137302381300448e+31,1.3791007771738288e+31,0.3333333293227521,11025.633538253654,4.514839142781385e+19,12892.902483469723
-21.80877023792932,3.3773139087910095e-10,5.9276489440669006e-18,8.435047677506694e+16,3.6272242491627655e+31,1.2090747341844232e+31,0.3333333290500309,11025.633538254197,4.2273757467202224e+19,12475.70174447726
-21.77587616517226,3.4902548789595806e-10,6.330731623689287e-18,7.89798154200678e+16,3.1800324321339335e+31,1.0600107961640337e+31,0.3333333287587645,11025.633538254757,3.958215372577309e+19,12072.001181790229
-21.742982092415204,3.606972715326291e-10,6.761224098549672e-18,7.39511083150027e+16,2.7879738265585005e+31,9.293245952317928e+30,0.3333333284476918,11025.633538255335,3.7061926524661965e+19,11681.363943928653
-21.710088019658144,3.72759372031494e-10,7.220990246442924e-18,6.924258296248074e+16,2.4442511904213526e+31,8.147503840533394e+30,0.3333333281154661,11025.633538255932,3.4702164183957807e+19,11303.367315466125
-21.677193946901088,3.852248420036752e-10,7.712020689645961e-18,6.483385313723774e+16,2.1429052974480254e+31,7.143017538742736e+30,0.3333333277606489,11025.63353825655,3.2492649779042537e+19,10937.602259602025
-21.64429987414403,3.9810717055349725e-10,8.236441413595883e-18,6.070583062109346e+16,1.8787116201446565e+31,6.262371955334903e+30,0.333333327381704,11025.633538257189,3.0423816904971915e+19,10583.67297553559
-21.611405801386972,4.1142029787528424e-10,8.796522971641788e-18,5.684064255781373e+16,1.6470897505392877e+31,5.490299063769623e+30,0.33333332697699064,11025.633538257849,2.84867082573732e+19,10241.196470162913
-21.578511728629913,4.2517863033828903e-10,9.394690315723528e-18,5.322155407005416e+16,1.4440239882237366e+31,4.8134131960504463e+30,0.33333332654475667,11025.633538258531,2.667293685052988e+19,9909.802143633364
-21.545617655872856,4.393970560760791e-10,1.0033533295540682e-17,4.983289580334405e+16,1.2659937189062006e+31,4.2199789712335566e+30,0.33333332608313054,11025.633538259237,2.497464970474158e+19,9589.131388316975
-21.512723583115797,4.540909610972476e-10,1.0715817871669364e-17,4.665999608340225e+16,1.1099123764259038e+31,3.699707835476726e+30,0.3333333255901137,11025.633538259965,2.3384493845738557e+19,9278.83720074882
-21.47982951035874,4.692762459348837e-10,1.1444498091175587e-17,4.3689117393050344e+16,9.730739299952412e+30,3.243579686179907e+30,0.33333332506357144,11025.633538260718,2.1895584468940296e+19,8978.583806130451
-21.44693543760168,4.849693428528198e-10,1.2222728877575277e-17,4.090739689369111e+16,8.531059689020864e+30,2.843686487659704e+30,0.33333332450122416,11025.633538261496,2.0501475130721042e+19,8688.046294982092
-21.414041364844625,5.011872336272723e-10,1.3053879690516815e-17,3.830279073383139e+16,7.479285712871505e+30,2.4930951670740042e+30,0.33333332390063697,11025.6335382623,1.919612983762094e+19,8406.910271552373
-21.38114729208757,5.179474679231211e-10,1.3941549114327597e-17,3.5864021903525404e+16,6.557182438915872e+30,2.185727413580757e+30,0.33333332325920967,11025.633538263131,1.7973896912659272e+19,8134.871513605152
-21.34825321933051,5.352681822847105e-10,1.488958043858774e-17,3.3580531408966964e+16,5.748763075870274e+30,1.916254296771515e+30,0.333333322574165,11025.63353826399,1.682948452560015e+19,7871.635643215293
-21.315359146573453,5.531681197617227e-10,1.5902078298189163e-17,3.1442432555833924e+16,5.040011805781437e+30,1.6800038773467298e+30,0.333333321842537,11025.633538264878,1.5757937781225572e+19,7616.917808217126
-21.282465073816393,5.716666501913615e-10,1.6983426444925484e-17,2.944046814344834e+16,4.418640787429994e+30,1.4728802082503303e+30,0.33333332106115804,11025.633538265794,1.4754617266416263e+19,7370.442373960907
-21.249571001059337,5.907837911587945e-10,1.8138306727557235e-17,2.7565970384418264e+16,3.873877118204266e+30,1.291292321961055e+30,0.33333332022664497,11025.633538266742,1.3815178963156847e+19,7131.9426250437255
-21.216676928302277,6.105402296585328e-10,1.9371719362529273e-17,2.581082337622766e+16,3.396276060936024e+30,1.1320919727711101e+30,0.3333333193353847,11025.63353826772,1.2935555440495862e+19,6901.160476692063
-21.18378285554522,6.309573444801932e-10,2.0689004583105134e-17,2.41674279622899e+16,2.977557297553781e+30,9.92519054670663e+29,0.3333333183835183,11025.633538268734,1.211193824402859e+19,6677.846195483729
-21.15088878278816,6.520572293428614e-10,2.209586576065134e-17,2.262866883032574e+16,2.6104613706322554e+30,8.701537485310588e+29,0.3333333173669246,11025.63353826978,1.134076140665541e+19,6461.758129106928
-21.117994710031105,6.738627168030945e-10,2.3598394098178312e-17,2.1187883705613624e+16,2.2886238239204757e+30,7.628745689475784e+29,0.3333333162812022,11025.63353827086,1.061868600922325e+19,6252.662444864041
-21.085100637274046,6.96397402962432e-10,2.5203095003052043e-17,1.9838834505730104e+16,2.006464859783709e+30,6.688215833868008e+29,0.3333333151216502,11025.633538271979,9.942585724203178e+18,6050.332876637156
-21.05220656451699,7.196856730011521e-10,2.6916916253060752e-17,1.857568033189075e+16,1.759092600515948e+30,5.863641659574819e+29,0.3333333138832482,11025.633538273132,9.309533279813511e+18,5854.550480041514
-21.01931249175993,7.437527275659046e-10,2.8747278077785333e-17,1.7392952179953758e+16,1.5422182763342326e+30,5.140727267420416e+29,0.3333333125606344,11025.633538274325,8.716787785982893e+18,5665.103395501944
-20.986418419002874,7.686246100397739e-10,3.070210528551502e-17,1.6285529261593944e+16,1.3520818696426763e+30,4.506939265512831e+29,0.33333331114808235,11025.633538275559,8.161782867279334e+18,5481.78661899589
-20.953524346245814,7.943282347242815e-10,3.278986157480613e-17,1.5248616833126336e+16,1.1853869264376675e+30,3.95128947392834e+29,0.33333330963947616,11025.633538276834,7.642115551425058e+18,5304.401780214953
-20.920630273488758,8.208914159638256e-10,3.501958617924041e-17,1.4277725435986094e+16,1.0392434046592964e+30,3.464144419216601e+29,0.3333333080282842,11025.63353827815,7.155535865288383e+18,5132.756927904885
-20.887736200731702,8.48342898244072e-10,3.740093300404146e-17,1.336865145898351e+16,9.111175686330912e+29,3.037058315873467e+29,0.33333330630753055,11025.633538279511,6.699937093307054e+18,4966.666322151767
-20.854842127974642,8.767123872968682e-10,3.994421242399655e-17,1.2517458938175586e+16,7.987880609064142e+29,2.6626266391293097e+29,0.333333304469765,11025.633538280917,6.273346656165441e+18,4805.950233389579
-20.821948055217586,9.060305822453376e-10,4.266043592365353e-17,1.1720462515554194e+16,7.003073898832754e+29,2.3343577503987093e+29,0.33333330250703075,11025.63353828237,5.873917570233599e+18,4650.434747911673
-20.789053982460526,9.363292088239415e-10,4.556136377306869e-17,1.0974211482768046e+16,6.1396816555670685e+29,2.0465603497219982e+29,0.33333330041082976,11025.633538283873,5.499920450790595e+18,4499.951579675695
-20.75615990970347,9.676410537094535e-10,4.865955594552406e-17,1.02754748407935e+16,5.382734979570845e+29,1.7942448039266075e+29,0.33333329817208635,11025.633538285427,5.149736024408921e+18,4354.337888198296
-20.72326583694641,1e-9,5.1968426497669324e-17,9.621227310867938e+15,4.719110451050862e+29,1.5730366398038532e+29,0.33333329578110754,11025.633538287031,4.821848118081329e+18,4213.436102342584
-20.690371764189354,1.0334410638805562e-9,5.5502301647534535e-17,9.008636236118088e+15,4.1373026053057245e+29,1.379100702505444e+29,0.33333329322754135,11025.633538288688,4.514837094735506e+18,4077.093749807617
-20.657477691432295,1.0680004325145758e-9,5.927648180187008e-17,8.435049317172036e+15,3.627224458905445e+29,1.2090746642702372e+29,0.3333332905003317,11025.633538290402,4.227373706714712e+18,3945.1632921354562
-20.62458361867524,1.1037155032027573e-9,6.33073078013697e-17,7.897983128654502e+15,3.180032628522127e+29,1.060010730701343e+29,0.3333332875876709,11025.633538292173,3.9582133406121825e+18,3817.5019650571967
-20.59168954591818,1.1406249238513208e-9,6.761223167059398e-17,7.395112366845964e+15,2.7879740104424985e+29,9.29324533937167e+28,0.3333332844769481,11025.633538294003,3.7061906285414687e+18,3693.9716240052417
-20.558795473161123,1.1787686347935873e-9,7.22098921789158e-17,6.92425978195182e+15,2.4442513625973068e+29,8.147503266613946e+28,0.33333328115469507,11025.633538295893,3.4702144025114655e+18,3574.4385946246402
-20.525901400404063,1.2181879120101156e-9,7.712019553963862e-17,6.483386751391934e+15,2.142905458661397e+29,7.1430170013652304e+28,0.3333332776065277,11025.633538297849,3.2492629700603643e+18,3458.773528121712
-20.493007327647007,1.2589254117941673e-9,8.236440159668545e-17,6.070584453296299e+15,1.878711771093441e+29,6.262371452172685e+28,0.33333327381708383,11025.633538299868,3.042379690693741e+18,3346.8512612934446
-20.460113254889947,1.3010252169108314e-9,8.796521587201513e-17,5.684065601991204e+15,1.64708989187704e+29,5.490298592644179e+28,0.33333326976995653,11025.633538301954,2.8486688339743217e+18,3238.550681086189
-20.42721918213289,1.3445328842997608e-9,9.394688787229726e-17,5.322156709693537e+15,1.4440241205623985e+29,4.813412754921967e+28,0.33333326544762326,11025.633538304111,2.6672917013304535e+18,3133.7545935370954
-20.394325109375835,1.3894954943731376e-9,1.0033531608047778e-16,4.983290840909133e+15,1.2659938428187514e+29,4.219978558192113e+28,0.33333326083137,11025.633538306342,2.4974629947921e+18,3032.349596956462
-20.361431036618775,1.4359617019622147e-9,1.0715816008680996e-16,4.666000828164303e+15,1.1099124924488408e+29,3.6997074487339937e+28,0.3333332559012101,11025.633538308644,2.3384474169322844e+18,2934.2259592137743
-20.32853696386172,1.4839817889675653e-9,1.1444496034483665e-16,4.368912919697113e+15,9.730740386309023e+28,3.2435793240614264e+28,0.3333332506357979,11025.633538311025,2.1895564872929574e+18,2839.2774989946356
-20.29564289110466,1.5336077187700116e-9,1.2222726607082333e-16,4.090740831605167e+15,8.531060706208254e+28,2.843686148597629e+28,0.33333324501233613,11025.633538313486,2.0501455615115412e+18,2747.4014709000976
-20.262748818347603,1.5848931924611134e-9,1.3053877184039923e-16,3.8302801786978605e+15,7.479286665293732e+28,2.493094849600315e+28,0.33333323900647743,11025.63353831603,1.9196110402420508e+18,2658.49845426406
-20.229854745590544,1.6378937069540641e-9,1.3941546347381926e-16,3.586403259940664e+15,6.557183330696584e+28,2.1857271163209038e+28,0.33333323259221875,11025.633538318656,1.7973877557864138e+18,2572.4722455684155
-20.196960672833487,1.692666615037876e-9,1.4889577384147657e-16,3.358054175914296e+15,5.748763910870567e+28,1.9162540184384674e+28,0.3333332257417888,11025.633538321372,1.6829465251210412e+18,2489.2297543395325
-20.164066600076428,1.7492711874398423e-9,1.5902074926424504e-16,3.1442442571491345e+15,5.040012587616564e+28,1.6800036167354024e+28,0.33333321842552793,11025.633538324179,1.5757918587241324e+18,2408.6809024134163
-20.13117252731937,1.8077686769634344e-9,1.6983422722910474e-16,2.9440477835411855e+15,4.418641519485023e+28,1.472879964232367e+28,0.33333321061175963,11025.633538327078,1.4754598152837596e+18,2330.7385264605423
-20.098278454562312,1.868222384771037e-9,1.813830261894918e-16,2.756597976316226e+15,3.873877803648736e+28,1.291292093479943e+28,0.3333332022666534,11025.633538330076,1.3815159929983846e+18,2255.318283664885
-20.065384381805256,1.9306977288832503e-9,1.9371714827213877e-16,2.58108324518876e+15,3.3962767027376665e+28,1.1320917588376057e+28,0.3333331933540782,11025.633538333173,1.2935536487728617e+18,2182.338560455072
-20.032490309048196,1.9952623149688795e-9,2.068899957680502e-16,2.416743674467326e+15,2.9775578984913697e+28,9.925188543585084e+27,0.33333318383544613,11025.633538336375,1.211191937166718e+18,2111.720384188905
-19.99959623629114,2.06198600950222e-9,2.2095860234493891e-16,2.262867732892264e+15,2.6104619333076363e+28,8.701535609729718e+27,0.33333317366954546,11025.633538339682,1.1340742614699917e+18,2043.387337695671
-19.96670216353408,2.130941015366797e-9,2.359838799821866e-16,2.1187891929607092e+15,2.2886243507698344e+28,7.628743933314972e+27,0.33333316281236186,11025.633538343101,1.0618667297673746e+18,1977.2654765837808
-19.933808090777024,2.202201949987375e-9,2.5203088269746526e-16,1.983884246400602e+15,2.006465353088117e+28,6.688214189523683e+27,0.3333331512168882,11025.633538346634,9.942567093059741e+17,1913.2832492242414
-19.900914018019968,2.2758459260747885e-9,2.6916908820685675e-16,1.8575688033047458e+15,1.7590930624112385e+28,5.863640119927534e+27,0.3333331388329209,11025.633538350285,9.309514729076212e+17,1851.3714193233789
-19.86801994526291,2.3519526350709586e-9,2.8747269873795377e-16,1.7392959632311362e+15,1.5422187088202494e+28,5.140725825804027e+27,0.3333331256068426,11025.633538354059,8.716769315651802e+17,1791.4629910010276
-19.835125872505852,2.430604433384409e-9,3.0702096229835047e-16,1.628553647320332e+15,1.3520822745919313e+28,4.5069379156856324e+27,0.3333331114813897,11025.633538357959,8.161764477354516e+17,1733.4931362931106
-19.802231799748792,2.51188643150958e-9,3.27898515790494e-16,1.524862381177784e+15,1.1853873056034483e+28,3.9512882100460394e+27,0.3333330963954052,11025.633538361988,7.642097241906578e+17,1677.3991250001577
-19.769337726991736,2.5958865861263944e-9,3.5019575145845593e-16,1.4277732189218002e+15,1.0392437596832573e+28,3.4641432358070164e+27,0.33333308028357317,11025.633538366152,7.155517636176305e+17,1623.1202568058548
-19.736443654234677,2.682695795279726e-9,3.7400920825320078e-16,1.336865799409016e+15,9.111179010523611e+27,3.037057207812836e+27,0.3333330630761363,11025.633538370457,6.699918944601436e+17,1570.597795592163
-19.70354958147762,2.7724079967417746e-9,3.9944198981081397e-16,1.2517465262215282e+15,7.987883721602519e+27,2.6626256016201033e+27,0.333333044698594,11025.633538374905,6.273328587866341e+17,1519.7749058799325
-19.67065550872056,2.8651202696637807e-9,4.266042108533792e-16,1.172046863535684e+15,7.003076813193007e+27,2.3343567789488613e+27,0.3333330250713795,11025.633538379501,5.873899582341075e+17,1470.5965913262303
-19.637761435963505,2.9609329396270837e-9,4.556134739452507e-16,1.0974217404942539e+15,6.139684384367359e+27,2.046559440125455e+27,0.33333300410951583,11025.63353838425,5.4999025433046995e+17,1423.009635211831
-19.604867363206445,3.0599496872071955e-9,4.865953786688955e-16,1.0275480571734876e+15,5.382737534625923e+27,1.794243952245119e+27,0.3333329817222475,11025.63353838916,5.149718197329706e+17,1376.962542854468
-19.57197329044939,3.1622776601683795e-9,5.196840654248429e-16,9.621232856764299e+14,4.7191128434232256e+27,1.5730358423499198e+27,0.3333329578126481,11025.633538394233,4.821830371408846e+17,1332.405485885533
-19.53907921769233,3.2680275894101257e-9,5.550227962101892e-16,9.008641602957298e+14,4.1373048453535116e+27,1.3790999558263534e+27,0.33333293227719996,11025.633538399477,4.5148194284698016e+17,1289.2902483299204
-19.506185144935273,3.37731390879101e-9,5.927645748902065e-16,8.435054510748194e+14,3.627226556327283e+27,1.2090739651331133e+27,0.3333329050053468,11025.633538404894,4.2273561208558336e+17,1247.5701744306741
-19.473291072178213,3.4902548789595807e-9,6.330728096485953e-16,7.897988154574218e+14,3.1800345923991243e+27,1.0600100760791496e+27,0.33333287587901445,11025.633538410495,3.958195835160174e+17,1207.200118161971
-19.440396999421157,3.6069727153262907e-9,6.761220204845378e-16,7.395117230534422e+14,2.787975849277563e+27,9.293239209956017e+26,0.3333328447721001,11025.633538416281,3.7061732034963744e+17,1168.1363943758133
-19.4075029266641,3.72759372031494e-9,7.220985948197409e-16,6.924264488658654e+14,2.4442530843519588e+27,8.147497527466173e+26,0.33333281154992617,11025.633538422262,3.470197057873325e+17,1130.3367315295607
-19.37460885390704,3.852248420036752e-9,7.712015944869606e-16,6.483391306196904e+14,2.14290707079024e+27,7.143011627636657e+26,0.3333327760686574,11025.633538428441,3.2492457058292186e+17,1093.7602259431508
-19.341714781149985,3.981071705534972e-9,8.23643617593953e-16,6.070588861114789e+14,1.878713280576439e+27,6.262366420596765e+26,0.333332738174678,11025.63353843483,3.0423625068696275e+17,1058.367297536507
-19.308820708392926,4.114202978752842e-9,8.796517189943955e-16,5.68406986757954e+14,1.6470913052497365e+27,5.490293881435768e+26,0.3333326977039269,11025.633538441429,2.8486517305572768e+17,1024.1196469992394
-19.27592663563587,4.25178630338289e-9,9.39468393351056e-16,5.322160837654137e+14,1.4440254439442143e+27,4.813408343682997e+26,0.33333265448118715,11025.63353844825,2.6672746783205123e+17,990.9802143462845
-19.24303256287881,4.393970560760791e-9,1.0033526250474965e-15,4.983294835695485e+14,1.2659950819394784e+27,4.219974427823276e+26,0.3333326083193279,11025.6335384553,2.4974460521892954e+17,958.9131388146458
-19.210138490121754,4.540909610972476e-9,1.0715810094940187e-15,4.666004694085786e+14,1.1099136526734507e+27,3.699703581352051e+26,0.33333255901849385,11025.633538462585,2.3384305547366486e+17,927.8837200578301
-19.177244417364694,4.692762459348838e-9,1.14444895068267e-15,4.368916660923657e+14,9.730751249827749e+26,3.243575702921779e+26,0.33333250636524037,11025.633538470114,2.1895397055045203e+17,897.8583805959933
-19.144350344607638,4.849693428528198e-9,1.2222719401762547e-15,4.0907444521717694e+14,8.531070878034978e+26,2.8436827580218192e+26,0.33333245013160934,11025.633538477894,2.0501288601303315e+17,868.8046294811573
-19.111456271850578,5.011872336272723e-9,1.305386923068872e-15,3.830283682508949e+14,7.479296189469048e+26,2.4930916749081456e+26,0.33333239007414267,11025.633538485936,1.9195944192680963e+17,840.6910271381854
-19.078562199093522,5.179474679231211e-9,1.3941537568320518e-15,3.586406650774323e+14,6.557192248456985e+26,2.1857241437668773e+26,0.333332325932828,11025.633538494245,1.7973712152197398e+17,813.4871513434633
-19.045668126336462,5.352681822847105e-9,1.4889567693627213e-15,3.358057457426357e+14,5.748772260826986e+26,1.9162512351522723e+26,0.33333225742997363,11025.633538502832,1.6829300649616723e+17,787.1635643044775
-19.012774053579406,5.5316811976172265e-9,1.5902064229787267e-15,3.1442474328771275e+14,5.040020405921544e+26,1.680001010666191e+26,0.333332184269006,11025.633538511707,1.5757754789720915e+17,761.6917808046607
-18.979879980822346,5.716666501913616e-9,1.6983410915663574e-15,2.944050856908171e+14,4.4186488399892485e+26,1.4728775240965778e+26,0.33333210613318653,11025.633538520879,1.4754435159390685e+17,737.0442373790388
-18.94698590806529,5.9078379115879446e-9,1.813828958574212e-15,2.7566009506344984e+14,3.87388465804759e+26,1.2912898087124488e+26,0.33333202268424,11025.633538530357,1.381499774061063e+17,713.1942624873207
-18.914091835308234,6.105402296585328e-9,1.937170044070959e-15,2.5810861236634303e+14,3.3962831207084625e+26,1.1320896195459682e+26,0.33333193356089086,11025.63353854015,1.293537510242928e+17,690.1160476521544
-18.881197762551174,6.309573444801932e-9,2.068898369643347e-15,2.4167464601997916e+14,2.9775639078218423e+26,9.925168512801493e+25,0.333331838377299,11025.633538550275,1.2111758790441896e+17,667.784619531321
-18.84830368979412,6.5205722934286144e-9,2.20958427050759e-15,2.2628704288835644e+14,2.6104675600162547e+26,8.701516854350683e+25,0.3333317367213903,11025.633538560736,1.134058283754884e+17,646.1758128936408
-18.81540961703706,6.738627168030945e-9,2.3598368648446554e-15,2.1187918021147734e+14,2.2886296192184495e+26,7.628726372134322e+25,0.33333162815307255,11025.633538571547,1.061850832459702e+17,625.2662444693522
-18.782515544280002,6.963974029624319e-9,2.520306691050654e-15,1.9838867715273906e+14,2.0064702860874423e+26,6.688197746505707e+25,0.3333315122023309,11025.633538582719,9.942408924057491e+16,605.0332876466637
-18.749621471522943,7.19685673001152e-9,2.6916885243205754e-15,1.8575712471232922e+14,1.7590976813196116e+26,5.863624723877775e+25,0.3333313883671938,11025.633538594266,9.30935736414855e+16,585.4550479870994
-18.716727398765887,7.437527275659046e-9,2.874724384760008e-15,1.7392983283724884e+14,1.5422230336361048e+26,5.1407114100610345e+25,0.33333125611156,11025.633538606198,8.716612754798822e+16,566.5103395331424
-18.683833326008827,7.686246100397739e-9,3.070206750048745e-15,1.6285559363304003e+14,1.352086324040388e+26,4.506924417832343e+25,0.3333311148628789,11025.63353861853,8.1616087205763e+16,548.1786618825371
-18.65093925325177,7.943282347242815e-9,3.2789819865657823e-15,1.524864596520096e+14,1.185391097217382e+26,3.951275571639535e+25,0.3333309640096726,11025.633538631273,7.641942289203187e+16,530.4401780044433
-18.61804518049471,8.208914159638256e-9,3.5019540138310625e-15,1.4277753629801656e+14,1.0392473098792115e+26,3.4641314021254848e+25,0.3333308028988894,11025.633538644444,7.155363487547787e+16,513.2756927734365
-18.585151107737655,8.483428982440721e-9,3.74008821812947e-15,1.3368678744901072e+14,9.111212252016251e+25,3.0370461276186467e+25,0.333330630833078,11025.633538658054,6.699765600047821e+16,496.6666321981247
-18.552257034980595,8.767123872968682e-9,3.994415632261442e-15,1.2517485345573758e+14,7.98791484655413e+25,2.6626152269379652e+25,0.3333304470673694,11025.63353867212,6.273176047387641e+16,480.5950233219059
-18.51936296222354,9.060305822453377e-9,4.266037399516755e-15,1.1720488072860928e+14,7.003105956365585e+25,2.334347064858109e+25,0.33333025080625356,11025.633538686656,5.873747845937284e+16,465.0434747741153
-18.48646888946648,9.363292088239415e-9,4.556129541198617e-15,1.0974236217491394e+14,6.139711671942498e+25,2.046550344565557e+25,0.3333300412001374,11025.633538701679,5.499751610975792e+16,449.99515795051747
-18.453574816709423,9.676410537094534e-9,4.865948048339418e-15,1.0275498779551378e+14,5.382763084751135e+25,1.794235435833571e+25,0.33332981734166833,11025.633538717204,5.149568069075638e+16,435.43378880277754
-18.420680743952367,1e-8,5.196834319653107e-15,9.621250479416936e+13,4.719136766723477e+25,1.5730278682117334e+25,0.333329578261809,11025.633538733247,4.821681047229553e+16,421.3436102172062
-18.387786671195308,1.033441063880556e-8,5.5502209692681835e-15,9.00865865938134e+13,4.13732724541019e+25,1.3790924894343991e+25,0.33332932292564416,11025.633538749827,4.514670908365198e+16,407.70937496370954
-18.35489259843825,1.0680004325145758e-8,5.927638029386306e-15,8.435071019266188e+13,3.627247530126668e+25,1.2090669741586318e+25,0.3333290502279037,11025.633538766962,4.227208404825813e+16,394.5163291964935
-18.32199852568119,1.1037155032027573e-8,6.330719574721325e-15,7.898004132915808e+13,3.1800542307523014e+25,1.060003530251779e+25,0.33332875898818093,11025.63353878467,3.958048923204605e+16,381.7501964886674
-18.289104452924136,1.1406249238513208e-8,6.76121079739968e-15,7.395132695855544e+13,2.7879942372136035e+25,9.29317791972318e+24,0.33332844794582617,11025.633538802971,3.706027095615103e+16,369.397162383472
-18.256210380167076,1.1787686347935873e-8,7.22097556295337e-15,6.9242794575600875e+13,2.4442703014860664e+25,8.147440139890191e+24,0.33332811575449384,11025.633538821883,3.4700517540661724e+16,357.4438594454118
-18.22331630741002,1.2181879120101156e-8,7.712004480119626e-15,6.4834057947422484e+13,2.142923191668456e+25,7.14295789423073e+24,0.33332776097631867,11025.633538841428,3.2491012060959784e+16,345.87735279511895
-18.19042223465296,1.2589254117941673e-8,8.23642351938591e-15,6.07060288484784e+13,1.8787283749983978e+25,6.262316108695442e+24,0.33332738207569695,11025.633538861626,3.042218811210067e+16,334.68512611229215
-18.157528161895904,1.3010252169108314e-8,8.796503217594704e-15,5.6840834415411125e+13,1.6471054385708754e+25,5.490246773187591e+24,0.3333269774126451,11025.633538882501,2.8485088389711336e+16,323.8550680915666
-18.124634089138844,1.3445328842997609e-8,9.394668508459874e-15,5.322173976398339e+13,1.4440386773587382e+25,4.813364235107284e+24,0.3333265452357073,11025.633538904074,2.6671325908074932e+16,313.3754593366572
-18.091740016381788,1.3894954943731377e-8,1.0033509221556279e-14,4.9833075533054664e+13,1.2660074727453088e+25,4.2199331279269553e+24,0.3333260836743819,11025.633538926368,2.4973047687490756e+16,303.2349596785938
-18.05884594362473,1.4359617019622146e-8,1.0715791295238467e-14,4.6660170041889805e+13,1.1099252545203049e+25,3.699664911302731e+24,0.33332559073103335,11025.633538949407,2.338290075368869e+16,293.422595904325
-18.025951870867672,1.4839817889675652e-8,1.1444468752035214e-14,4.3689285767065266e+13,9.730859881044503e+24,3.2435394952734686e+24,0.3333250642722552,11025.633538973218,2.189400030208785e+16,283.9277498824111
-17.993057798110613,1.5336077187700116e-8,1.2222696488367827e-14,4.090755986394074e+13,8.531172592353662e+24,2.843648855989946e+24,0.33332450201964703,11025.633538997823,2.0499899889062068e+16,274.74014707295726
