"N","a","t","H_A","rho_f","P_obs_f","w_f","m_eff","sigma","kF_over_m"
-22.631122056855762,1.4839817889675653e-10,1.141888938587719e-18,4.3787095894335123e+17,1.8301853391565895e+33,6.1006177837158734e+32,0.3333333325971916,12182.181219597021,3.3178191493315874e+20,30093.565663039226
-22.598227984098706,1.5336077187700115e-10,1.2195378795379652e-18,4.0999136909331264e+17,1.6045461580081825e+33,5.348487180745671e+32,0.33333333254713365,12182.181219597021,3.106570976784601e+20,29119.769588057905
-22.565333911341646,1.5848931924611135e-10,1.3024669819462895e-18,3.8388689476925645e+17,1.406725492828181e+33,4.689084964282203e+32,0.33333333249367175,12182.181219597021,2.9087731425258507e+20,28177.48452796485
-22.53243983858459,1.6378937069540642e-10,1.3910352990640914e-18,3.594445129617785e+17,1.2332936651943847e+33,4.110978872921611e+32,0.33333333243657437,12182.181219597021,2.7235692528749393e+20,27265.69081952173
-22.49954576582753,1.6926666150378758e-10,1.4856262999179684e-18,3.3655839692588634e+17,1.0812438335495749e+33,3.604146101476423e+32,0.33333333237559437,12182.181219597021,2.5501574414146575e+20,26383.40179471818
-22.466651693070474,1.7492711874398422e-10,1.586649529592867e-18,3.1512945798915117e+17,9.479398626538696e+32,3.1597995324834145e+32,0.33333333231046774,12182.181219597021,2.3877868971969987e+20,25529.662713080987
-22.433757620313415,1.8077686769634344e-10,1.6945423824151907e-18,2.950649165332971e+17,8.310706200878475e+32,2.7702353912140356e+32,0.33333333224091244,12182.181219597021,2.2357546140010378e+20,24703.54972853263
-22.40086354755636,1.868222384771037e-10,1.8097719957131153e-18,2.7627790029173238e+17,7.286099074306926e+32,2.4286996829349067e+32,0.3333333321666273,12182.181219597021,2.0934023465681397e+20,23904.1688896812
-22.367969474799303,1.93069772888325e-10,1.932837272353405e-18,2.5868706822379446e+17,6.387813314277308e+32,2.1292710967996155e+32,0.3333333320872908,12182.181219597021,1.960113760636073e+20,23130.655172459854
-22.335075402042243,1.9952623149688797e-10,2.064271040811595e-18,2.4221625833721933e+17,5.600275061078557e+32,1.8667583462401524e+32,0.3333333320025594,12182.181219597021,1.835311764432712e+20,22382.171544069075
-22.302181329285187,2.06198600950222e-10,2.204642362127856e-18,2.2679415793403296e+17,4.9098305189837556e+32,1.6366101660164043e+32,0.33333333191206616,12182.181219597021,1.7184560100756432e+20,21657.908057208744
-22.269287256528127,2.130941015366797e-10,2.354558993736837e-18,2.123539948521478e+17,4.304509236145295e+32,1.4348364055145573e+32,0.3333333318154194,12182.181219597021,1.6090405540596374e+20,20957.080973619934
-22.23639318377107,2.2022019499873752e-10,2.5146700208389824e-18,1.9883324836585085e+17,3.773816569146654e+32,1.2579388502643605e+32,0.3333333317122006,12182.181219597021,1.5065916667027328e+20,20278.93191598793
-22.20349911101401,2.2758459260747885e-10,2.6856686667062048e-18,1.8617337849348662e+17,3.3085517341041305e+32,1.1028505723063815e+32,0.3333333316019629,12182.181219597021,1.410665781066622e+20,19622.72704728883
-22.170605038256955,2.3519526350709587e-10,2.8682952940895365e-18,1.7431957254033392e+17,2.9006482898138826e+32,9.668827579076927e+31,0.33333333148422895,12182.181219597021,1.3208475724708997e+20,18987.756276691554
-22.137710965499895,2.430604433384409e-10,3.0633406107237663e-18,1.632205077792982e+17,2.5430342873509486e+32,8.476780907615527e+31,0.333333331358489,12182.181219597021,1.236748160286156e+20,18373.332491156107
-22.10481689274284,2.51188643150958e-10,3.271649092807743e-18,1.5282812924191206e+17,2.2295096614903424e+32,7.431698824611115e+31,0.3333333312241988,12182.181219597021,1.1580034242203296e+20,17778.790811896433
-22.07192281998578,2.595886586126394e-10,3.494122641282782e-18,1.4309744165755848e+17,1.954638738247138e+32,6.5154624167944495e+31,0.33333333108077673,12182.181219597021,1.0842724278084372e+20,17203.487874903414
-22.039028747228723,2.6826957952797257e-10,3.731724486739546e-18,1.3398631464008822e+17,1.71365599490532e+32,5.712186608458439e+31,0.3333333309276019,12182.181219597021,1.015235942279962e+20,16646.80113474935
-22.006134674471664,2.7724079967417745e-10,3.98548335986023e-18,1.2545530027835966e+17,1.502383438667697e+32,5.00794475695792e+31,0.3333333307640111,12182.181219597021,9.505950644127723e+19,16108.128190920585
-21.973240601714608,2.865120269663781e-10,4.256497945452576e-18,1.1746746234093296e+17,1.3171581714948257e+32,4.3905272021727755e+31,0.33333333058929615,12182.181219597021,8.900699223893746e+19,15586.886135949348
