x4,phi,phidot,KE,PE,rho,P,w,w_avg,rho_drift
4.050000000000000e0,-9.432182799487314e-1,3.228806256548737e-1,5.212594921164136e-2,1.978740507922163e-1,2.500000000038576e-1,-1.457481015805749e-1,-5.829924063133037e-1,2.331825224018706e-1,1.543054573005520e-11
4.100000000000000e0,-9.260436837539577e-1,3.637280275418541e-1,6.614903900974388e-2,1.838509609941049e-1,2.500000000038488e-1,-1.177019219843610e-1,-4.708076879301958e-1,2.239132227735338e-1,1.539501859326720e-11
4.150000000000000e0,-9.068844307946280e-1,4.022396557677738e-1,8.089837033608857e-2,1.691016296677521e-1,2.500000000038406e-1,-8.820325933166348e-2,-3.528130373212339e-1,2.162539024675187e-1,1.536237803634322e-11
4.200000000000000e0,-8.858610341905517e-1,4.382737703323725e-1,9.604194888067659e-2,1.539580511231588e-1,2.500000000038354e-1,-5.791610224248218e-2,-2.316644089663747e-1,2.102004188292887e-1,1.534150584348026e-11
4.250000000000000e0,-8.631000103634359e-1,4.717319000517539e-1,1.112654927632190e-1,1.387345072406136e-1,2.500000000038325e-1,-2.746901447739464e-2,-1.098760579078941e-1,2.057184111555660e-1,1.533018156862909e-11
4.300000000000000e0,-8.387317372614490e-1,5.025577851128270e-1,1.262821636887552e-1,1.237178363150783e-1,2.500000000038335e-1,2.564327373676928e-3,1.025730949455043e-2,2.027471578374005e-1,1.533395632691281e-11
4.350000000000000e0,-8.128883927073510e-1,5.307352580712427e-1,1.408399570799743e-1,1.091600429238709e-1,2.500000000038451e-1,3.167991415610341e-2,1.267196566224646e-1,2.012039546790224e-1,1.538058569394707e-11
4.400000000000000e0,-7.857020214526285e-1,5.562852470500061e-1,1.547266380427432e-1,9.527336196113557e-2,2.500000000038788e-1,5.945327608160762e-2,2.378131043227408e-1,2.009887549721313e-1,1.551514472453164e-11
4.450000000000000e0,-7.573027698594613e-1,5.792621014674708e-1,1.677722910982552e-1,8.222770890566311e-2,2.500000000039183e-1,8.554458219259212e-2,3.421783287650054e-1,2.019888331920385e-1,1.567324048323826e-11
4.500000000000000e0,-7.278173169829886e-1,5.997494438529888e-1,1.798496977009847e-1,7.015030230297137e-2,2.500000000039561e-1,1.096993953980133e-1,4.387975815851096e-1,2.040832678807387e-1,1.582423081458728e-11
4.550000000000000e0,-6.973675208116660e-1,6.178557430546465e-1,1.908728596128047e-1,5.912714039115680e-2,2.500000000039615e-1,1.317457192216479e-1,5.269828768782411e-1,2.071470806428369e-1,1.584599118586993e-11
4.600000000000000e0,-6.660692890585498e-1,6.337097868310545e-1,2.007940469627303e-1,4.920595304119019e-2,2.500000000039204e-1,1.515880939215401e-1,6.063523756766517e-1,2.110549126606044e-1,1.568167817822541e-11
4.650000000000000e0,-6.340316755691391e-1,6.474562081091392e-1,2.095997707095325e-1,4.040022929430263e-2,2.500000000038351e-1,1.691995414152299e-1,6.767981656505371e-1,2.156841638219269e-1,1.534039562045564e-11
4.700000000000000e0,-6.013561963727982e-1,6.592511917087258e-1,2.173060668846876e-1,3.269393311906065e-2,2.500000000037482e-1,1.846121337656269e-1,7.384485350514362e-1,2.209175594232999e-1,1.499289581374796e-11
4.750000000000000e0,-5.681363537864788e-1,6.692584594466027e-1,2.239534427704200e-1,2.604655723322707e-2,2.500000000036470e-1,1.979068855371929e-1,7.916275421372232e-1,2.266451434145738e-1,1.458810849896963e-11
4.800000000000000e0,-5.344573527971103e-1,6.776456032132896e-1,2.296017817771516e-1,2.039821822640282e-2,2.500000000035544e-1,2.092035635507488e-1,8.368142541910977e-1,2.327657241932154e-1,1.421751605334975e-11
4.850000000000000e0,-5.003959911369767e-1,6.845808093671895e-1,2.343254422769181e-1,1.567455772654344e-2,2.500000000034615e-1,2.186508845503747e-1,8.746035381893889e-1,2.391878187498857e-1,1.384603542931018e-11
4.900000000000000e0,-4.660207028920985e-1,6.902299946494740e-1,2.382087227569064e-1,1.179127724648913e-2,2.500000000033956e-1,2.264174455104173e-1,9.056697820293682e-1,2.458301538657990e-1,1.358224643865924e-11
