a,z,N,t,phi,phidot,H,KE,PE,rho_phi,P_phi,w_phi,Omega_phi,Omega_m,Omega_r,q_dec
9.118819655545162e-4,1.095633158428459e3,-7.000000000000000e0,2.198720399200816e-5,0.000000000000000e0,0.000000000000000e0,2.274049943693334e4,0.000000000000000e0,2.687152052604715e0,2.687152052604715e0,-2.687152052604715e0,-1.000000000000000e0,1.732092135209231e-9,7.650774072672579e-1,2.349225910006498e-1,6.174612929021863e-1
9.210465316693785e-4,1.084721476185921e3,-6.990000000000000e0,2.243052386045157e-5,2.615078703324423e-13,1.173625728755731e-6,2.237573971458540e4,6.886986755987102e-13,2.687152052604012e0,2.687152052604701e0,-2.687152052603323e0,-9.999999999994873e-1,1.789024071322929e-9,7.668699802508129e-1,2.331300179601629e-1,6.165650062965453e-1
9.303032032049490e-4,1.073918366995772e3,-6.980000000000000e0,2.288106773774745e-5,1.052439152678931e-12,2.331688152038030e-6,2.201702758173617e4,2.718384819177262e-12,2.687152052601886e0,2.687152052604604e0,-2.687152052599168e0,-9.999999999979768e-1,1.847794261440963e-9,7.686530110987447e-1,2.313469870534609e-1,6.156734907550390e-1
9.396529058360961e-4,1.063222750538091e3,-6.970000000000000e0,2.333894990908270e-5,2.383077733165559e-12,3.474950154644905e-6,2.166425869169066e4,6.037639288633324e-12,2.687152052598311e0,2.687152052604349e0,-2.687152052592273e0,-9.999999999955062e-1,1.908461139318255e-9,7.704264873608895e-1,2.295735107306494e-1,6.147867525026331e-1
9.490965745408727e-4,1.052633557242320e3,-6.960000000000000e0,2.380428602179152e-5,4.264082154480217e-12,4.604157027501662e-6,2.131733057664602e4,1.059913096694647e-11,2.687152052593257e0,2.687152052603856e0,-2.687152052582658e0,-9.999999999921113e-1,1.971084972525706e-9,7.721903976704647e-1,2.278096003584502e-1,6.139047972225979e-1
9.586351536940199e-4,1.042149728180303e3,-6.950000000000000e0,2.427719317927533e-5,6.706515906537983e-12,5.720034074181836e-6,2.097614261250132e4,1.635939490490063e-11,2.687152052586693e0,2.687152052603052e0,-2.687152052570334e0,-9.999999999878240e-1,2.035727919443640e-9,7.739447317343872e-1,2.260552662298848e-1,6.130276300613502e-1
9.682695971614017e-4,1.031770214960399e3,-6.940000000000000e0,2.475779035883862e-5,9.721896443351278e-12,6.823289624862888e-6,2.064059598434680e4,2.327864065238076e-11,2.687152052578591e0,2.687152052601869e0,-2.687152052555312e0,-9.999999999826741e-1,2.102454088014451e-9,7.756894803234252e-1,2.243105175741207e-1,6.121552556333796e-1
9.780008683953946e-4,1.021493979622635e3,-6.930000000000000e0,2.524619831345970e-5,1.332217746128943e-11,7.914616750413570e-6,2.031059365261912e4,3.132057915296353e-11,2.687152052568916e0,2.687152052600236e0,-2.687152052537595e0,-9.999999999766885e-1,2.171329596308508e-9,7.774246352622094e-1,2.225753625664610e-1,6.112876780262362e-1
9.878299405312295e-4,1.011319994534915e3,-6.920000000000000e0,2.574253959089767e-5,1.751976454098331e-11,8.994693343184509e-6,1.998604031990925e4,4.045225416896386e-11,2.687152052557636e0,2.687152052598088e0,-2.687152052517184e0,-9.999999999698922e-1,2.242422634959098e-9,7.791501894190868e-1,2.208498083384907e-1,6.104249008056113e-1
9.977577964843120e-4,1.001247242290252e3,-6.910000000000000e0,2.624693870243451e-5,2.232756355909347e-11,1.006418159180776e-5,1.966684239841035e4,5.064387555644106e-11,2.687152052544717e0,2.687152052595361e0,-2.687152052494073e0,-9.999999999623066e-1,2.315803531523773e-9,7.808661366958454e-1,2.191338609883511e-1,6.095669270204702e-1
1.007785429048510e-3,9.912747156050261e2,-6.900000000000000e0,2.675952211995386e-5,2.775898759526835e-11,1.112372867902878e-5,1.935290797799313e4,6.186866986232368e-11,2.687152052530122e0,2.687152052591991e0,-2.687152052468253e0,-9.999999999539522e-1,2.391544816831305e-9,7.825724720172957e-1,2.174275255911593e-1,6.087137592082623e-1
