potential,A,n,w_classical,w_quantum,sigma_over_n,x_kF_over_m,n_roots,rho_over_A
expdamp,10000,0.006619200912,-0.9964873129,-0.9964873129,0.9999999994,4.387633776e-05,1,1.571536901
expdamp,10000,0.007860030856,-0.9958362567,-0.9958362566,0.9999999994,4.651486314e-05,1,1.572571153
expdamp,10000,0.009333465758,-0.9950661745,-0.9950661745,0.9999999993,4.932247636e-05,1,1.573797776
expdamp,10000,0.01108310955,-0.9941559752,-0.9941559752,0.9999999992,5.231268624e-05,1,1.575252213
expdamp,10000,0.01316074013,-0.9930811032,-0.9930811032,0.9999999991,5.550073485e-05,1,1.576976301
expdamp,10000,0.01562784162,-0.9918130821,-0.9918130821,0.999999999,5.890395348e-05,1,1.579019367
expdamp,10000,0.01855742392,-0.990319047,-0.990319047,0.9999999988,6.254221119e-05,1,1.581439487
expdamp,10000,0.02203618331,-0.9885612907,-0.9885612907,0.9999999987,6.643848331e-05,1,1.584304924
expdamp,10000,0.02616706806,-0.9864968622,-0.9864968622,0.9999999985,7.061957576e-05,1,1.587695759
expdamp,10000,0.03107232506,-0.9840772765,-0.9840772765,0.9999999983,7.511705353e-05,1,1.591705709
expdamp,10000,0.03689711749,-0.981248418,-0.981248418,0.9999999981,7.996843866e-05,1,1.596444134
expdamp,10000,0.04381382071,-0.9779507548,-0.9779507547,0.9999999978,8.521876661e-05,1,1.6020382
expdamp,10000,0.05202712341,-0.9741200218,-0.9741200217,0.9999999975,9.092262436e-05,1,1.608635146
expdamp,10000,0.06178008506,-0.9696885823,-0.9696885822,0.9999999972,9.714684234e-05,1,1.616404563
expdamp,10000,0.07336132885,-0.9645877371,-0.9645877369,0.9999999968,0.0001039740851,1,1.625540527
expdamp,10000,0.08711358306,-0.9587513121,-0.9587513119,0.9999999963,0.0001115076931,1,1.636263351
expdamp,10000,0.1034438235,-0.9521209199,-0.9521209195,0.9999999957,0.0001198782929,1,1.648820612
expdamp,10000,0.1228353174,-0.9446533317,-0.9446533312,0.999999995,0.000129252949,1,1.66348694
expdamp,10000,0.1458619246,-0.9363304101,-0.9363304094,0.9999999941,0.0001398480337,1,1.680561869
expdamp,10000,0.1732050808,-0.9271719964,-0.9271719955,0.9999999931,0.0001519476533,1,1.700364791
expdamp,10000,0.2056739624,-0.9172519964,-0.9172519952,0.9999999917,0.0001659305664,1,1.723225723
expdamp,10000,0.2442294337,-0.9067176201,-0.9067176184,0.99999999,0.0001823104219,1,1.749470238
expdamp,10000,0.290012482,-0.8958112747,-0.8958112724,0.9999999878,0.0002017975057,1,1.779396521
expdamp,10000,0.3443779827,-0.8848939753,-0.884893972,0.9999999848,0.0002253964035,1,1.81324213
expdamp,10000,0.4089347953,-0.8744683368,-0.874468332,0.9999999806,0.0002545659856,1,1.851137863
expdamp,10000,0.4855933748,-0.8651983127,-0.8651983057,0.9999999745,0.0002914925467,1,1.893046229
expdamp,10000,0.5766223084,-0.8579219461,-0.8579219356,0.9999999654,0.0003395797697,1,1.938682874
expdamp,10000,0.6847154509,-0.853652587,-0.8536525706,0.9999999509,0.0004043823499,1,1.987421204
expdamp,10000,0.8130716446,-0.8535633439,-0.8535633172,0.9999999263,0.0004955249378,1,2.038184114
expdamp,10000,0.9654893846,-0.8589488477,-0.8589488016,0.9999998805,0.0006310532762,1,2.089332793
expdamp,10000,1.146479228,-0.8711573564,-0.8711572691,0.9999997839,0.000848708169,1,2.138571509
expdamp,10000,1.361397279,-0.8914842931,-0.8914841036,0.9999995377,0.001241385885,1,2.182899175
expdamp,10000,1.61660369,-0.921014965,-0.921014433,0.9999986643,0.002110032687,1,2.218651727
expdamp,10000,1.919650885,-0.9603995637,-0.9603965959,0.9999917711,0.005237385034,1,2.241690288
expdamp,10000,2.279507057,-1.00953961,-0.9991941003,0.9671504653,0.3409287063,1,2.248231306
expdamp,10000,2.70682157,-1.067168235,-0.9995228152,0.8156927811,0.9408060524,1,2.24844471
expdamp,10000,3.214240109,-1.130332496,-0.9994984433,0.6871178806,1.431039601,1,2.248631184
expdamp,10000,3.81677891,-1.193864071,-0.9994184934,0.5787280204,1.94076418,1,2.248839095
expdamp,10000,4.532269136,-1.250096035,-0.9993001864,0.4874111332,2.504822197,1,2.249085446
expdamp,10000,5.381884571,-1.289356716,-0.9991425684,0.4104924594,3.146312037,1,2.249385001
expdamp,10000,6.390768215,-1.30198483,-0.9989391785,0.3457070945,3.886571008,1,2.249754099
expdamp,10000,7.588776354,-1.282233234,-0.9986800736,0.2911434632,4.748252747,1,2.250212289
expdamp,10000,9.011362111,-1.232783793,-0.9983519804,0.2451899804,5.756878579,1,2.250783625
expdamp,10000,10.70062462,-1.166300443,-0.9979378474,0.2064886122,6.941972821,1,2.251498047
expdamp,10000,12.70655489,-1.100770068,-0.9974160685,0.1738952501,8.338120921,1,2.252393006
expdamp,10000,15.08851519,-1.050606663,-0.996759427,0.1464461363,9.986089732,1,2.253515463
expdamp,10000,17.9169958,-1.020499963,-0.9959337449,0.1233294966,11.9340872,1,2.254924379
expdamp,10000,21.27570106,-1.006477826,-0.9948961894,0.103861606,14.23921878,1,2.256693826
expdamp,10000,25.26402644,-1.001531247,-0.9935931734,0.08746660929,16.96919371,1,2.258916892
expdamp,10000,30,-1.000257145,-0.9919577741,0.07365951384,20.20433693,1,2.261710595
expdamp,100,0.001,-0.9994650113,-0.9994650098,0.9999983784,0.002324974064,1,1.566838622
expdamp,100,0.001187459175,-0.9993648942,-0.9993648923,0.9999981809,0.002462434589,1,1.566995745
expdamp,100,0.001410059293,-0.9992460795,-0.999246077,0.9999979593,0.002608105242,1,1.567182288
expdamp,100,0.001674387845,-0.9991050909,-0.9991050875,0.9999977106,0.002762497744,1,1.567403751
expdamp,100,0.00198826721,-0.998937812,-0.9989378075,0.9999974313,0.00292616116,1,1.56766666
expdamp,100,0.002360986142,-0.9987393717,-0.9987393657,0.9999971176,0.003099685968,1,1.567978758
expdamp,100,0.002803574657,-0.9985040086,-0.9985040006,0.9999967652,0.003283708847,1,1.568349225
expdamp,100,0.00332913045,-0.9982249143,-0.9982249035,0.9999963692,0.003478918372,1,1.568788946
expdamp,100,0.003953206499,-0.9978940499,-0.9978940355,0.9999959239,0.003686061814,1,1.569310826
expdamp,100,0.004694271329,-0.9975019342,-0.9975019152,0.9999954231,0.003905953344,1,1.569930155
expdamp,100,0.005574255561,-0.9970373998,-0.9970373744,0.9999948594,0.004139483963,1,1.570665043
expdamp,100,0.006619200912,-0.9964873129,-0.996487279,0.9999942247,0.004387633624,1,1.571536933
expdamp,100,0.007860030856,-0.9958362567,-0.9958362115,0.9999935092,0.004651486099,1,1.572571196
expdamp,100,0.009333465758,-0.9950661745,-0.9950661143,0.999992702,0.004932247332,1,1.573797833
expdamp,100,0.01108310955,-0.9941559752,-0.994155895,0.9999917903,0.005231268192,1,1.575252288
expdamp,100,0.01316074013,-0.9930811032,-0.9930809963,0.9999907592,0.005550072873,1,1.576976402
expdamp,100,0.01562784162,-0.9918130821,-0.9918129395,0.9999895912,0.005890394478,1,1.579019502
expdamp,100,0.01855742392,-0.990319047,-0.9903188569,0.9999882657,0.006254219881,1,1.581439667
expdamp,100,0.02203618331,-0.9885612907,-0.9885610369,0.9999867581,0.006643846568,1,1.584305164
expdamp,100,0.02616706806,-0.9864968622,-0.9864965234,0.999985039,0.007061955059,1,1.58769608
expdamp,100,0.03107232506,-0.9840772765,-0.9840768239,0.9999830728,0.007511701752,1,1.591706138
expdamp,100,0.03689711749,-0.981248418,-0.9812478131,0.9999808158,0.0079968387,1,1.596444708
expdamp,100,0.04381382071,-0.9779507548,-0.9779499455,0.9999782142,0.008521869226,1,1.602038969
expdamp,100,0.05202712341,-0.9741200218,-0.9741189381,0.9999752004,0.009092251692,1,1.608636178
expdamp,100,0.06178008506,-0.9696885823,-0.9696871294,0.999971689,0.009714668637,1,1.61640595
expdamp,100,0.07336132885,-0.9645877371,-0.9645857861,0.9999675702,0.01039738574,1,1.625542393
expdamp,100,0.08711358306,-0.9587513121,-0.9587486875,0.9999627008,0.01115073585,1,1.636265868
expdamp,100,0.1034438235,-0.9521209199,-0.9521173806,0.9999568913,0.01198777973,1,1.648824015
expdamp,100,0.1228353174,-0.9446533317,-0.9446485449,0.9999498861,0.01292522079,1,1.663491553
expdamp,100,0.1458619246,-0.9363304101,-0.9363239117,0.9999413347,0.01398469126,1,1.680568146
expdamp,100,0.1732050808,-0.9271719964,-0.9271631329,0.9999307459,0.01519459339,1,1.700373367
expdamp,100,0.2056739624,-0.9172519964,-0.9172398343,0.999917416,0.01659278853,1,1.7232375
expdamp,100,0.2442294337,-0.9067176201,-0.9067008043,0.9999003111,0.01823061559,1,1.749486508
expdamp,100,0.290012482,-0.8958112747,-0.895787798,0.9998778684,0.02017905496,1,1.779419165
expdamp,100,0.3443779827,-0.8848939753,-0.8848607913,0.9998476466,0.02253847151,1,1.813273934
expdamp,100,0.4089347953,-0.8744683368,-0.8744206841,0.999805687,0.02545456044,1,1.851183028
expdamp,100,0.4855933748,-0.8651983127,-0.8651284816,0.9997452773,0.02914553302,1,1.893111257
expdamp,100,0.5766223084,-0.8579219461,-0.8578169087,0.9996544169,0.03395077394,1,1.938778123
expdamp,100,0.6847154509,-0.853652587,-0.853489145,0.9995102178,0.0404232128,1,1.987563807
expdamp,100,0.8130716446,-0.8535633439,-0.8532973913,0.9992653571,0.0495179325,1,2.038403779
expdamp,100,0.9654893846,-0.8589488477,-0.8584890739,0.9988112809,0.06301446111,1,2.089684332
expdamp,100,1.146479228,-0.8711573564,-0.8702914632,0.9978619623,0.08458181887,1,2.139165091
expdamp,100,1.361397279,-0.8914842931,-0.8896287293,0.9955043387,0.1229089446,1,2.183985762
expdamp,100,1.61660369,-0.921014965,-0.9161179812,0.9879600485,0.2025115281,1,2.220926102
expdamp,100,1.919650885,-0.9603995637,-0.9434640521,0.9571207288,0.3931611346,1,2.247670359
expdamp,100,2.279507057,-1.00953961,-0.9566733691,0.8712675075,0.7410613483,1,2.26646483
expdamp,100,2.70682157,-1.067168235,-0.9573340733,0.7583033991,1.150549814,1,2.283017933
expdamp,100,3.214240109,-1.130332496,-0.9525622248,0.6495288354,1.593800355,1,2.300631518
expdamp,100,3.81677891,-1.193864071,-0.9444508274,0.5528284289,2.084816889,1,2.320976359
expdamp,100,4.532269136,-1.250096035,-0.9333560553,0.4690413939,2.640840062,1,2.345367476
expdamp,100,5.381884571,-1.289356716,-0.9190948677,0.3972270602,3.27958338,1,2.375172007
expdamp,100,6.390768215,-1.30198483,-0.9012538454,0.3360136405,4.020207905,1,2.411981141
expdamp,100,7.588776354,-1.282233234,-0.8792931806,0.2840024449,4.884330476,1,2.457729553
expdamp,100,9.011362111,-1.232783793,-0.8526019006,0.2398991779,5.896922041,1,2.514811989
expdamp,100,10.70062462,-1.166300443,-0.8205479484,0.2025525834,7.087192427,1,2.586216115
expdamp,100,12.70655489,-1.100770068,-0.7825388901,0.1709584215,8.489538426,1,2.675683195
expdamp,100,15.08851519,-1.050606663,-0.7380989559,0.1442501425,10.14461071,1,2.787906892
expdamp,100,17.9169958,-1.020499963,-0.6869611337,0.1216848963,12.10054557,1,2.928781461
expdamp,100,21.27570106,-1.006477826,-0.6291654855,0.1026285618,14.41440586,1,3.105712816
expdamp,100,25.26402644,-1.001531247,-0.5651468393,0.08654138472,17.1538782,1,3.328009048
expdamp,100,30,-1.000257145,-0.4957889155,0.07296486873,20.39927944,1,3.607371078
expdamp,1,0.001,-0.9994650113,-0.9994507394,0.9842376816,0.2324940896,1,1.566852085
expdamp,1,0.001187459175,-0.9993648942,-0.9993459183,0.9823785343,0.2462387952,1,1.567013655
expdamp,1,0.001410059293,-0.9992460795,-0.9992208532,0.9803066763,0.2608039687,1,1.567206111
expdamp,1,0.001674387845,-0.9991050909,-0.9990715616,0.9779992949,0.2762405626,1,1.567435435
expdamp,1,0.00198826721,-0.998937812,-0.9988932561,0.9754314718,0.2926031762,1,1.567708795
expdamp,1,0.002360986142,-0.9987393717,-0.9986801761,0.9725760616,0.309950427,1,1.568034783
expdamp,1,0.002803574657,-0.9985040086,-0.9984253829,0.9694035801,0.3283453816,1,1.568423708
expdamp,1,0.00332913045,-0.9982249143,-0.9981205095,0.9658821043,0.3478560565,1,1.568887953
expdamp,1,0.003953206499,-0.9978940499,-0.9977554559,0.9619771906,0.368556005,1,1.569442408
expdamp,1,0.004694271329,-0.9975019342,-0.997318017,0.9576518138,0.3905250055,1,1.570104999
expdamp,1,0.005574255561,-0.9970373998,-0.9967934277,0.9528663347,0.413849873,1,1.570897327
expdamp,1,0.006619200912,-0.9964873129,-0.9961638078,0.9475784994,0.4386254187,1,1.571845464
expdamp,1,0.007860030856,-0.9958362567,-0.9954074841,0.941743478,0.4649555859,1,1.572980909
expdamp,1,0.009333465758,-0.9950661745,-0.9944981619,0.9353139467,0.4929547986,1,1.574341784
expdamp,1,0.01108310955,-0.9941559752,-0.9934039168,0.9282402203,0.5227495644,1,1.57597428
expdamp,1,0.01316074013,-0.9930811032,-0.9920859661,0.920470441,0.5544803782,1,1.577934463
expdamp,1,0.01562784162,-0.9918130821,-0.9904971792,0.9119508297,0.5883039876,1,1.580290478
expdamp,1,0.01855742392,-0.990319047,-0.9885802755,0.9026260071,0.6243960815,1,1.583125296
expdamp,1,0.02203618331,-0.9885612907,-0.9862656573,0.8924393946,0.6629544825,1,1.586540099
expdamp,1,0.02616706806,-0.9864968622,-0.98346882,0.881333707,0.7042029254,1,1.59065848
expdamp,1,0.03107232506,-0.9840772765,-0.9800872847,0.8692515533,0.748395522,1,1.595631672
expdamp,1,0.03689711749,-0.981248418,-0.9759970093,0.8561361696,0.7958220175,1,1.601645042
expdamp,1,0.04381382071,-0.9779507548,-0.9710482558,0.8419323138,0.8468139551,1,1.608926183
expdamp,1,0.05202712341,-0.9741200218,-0.9650609374,0.8265873627,0.9017518723,1,1.617755029
expdamp,1,0.06178008506,-0.9696885823,-0.9578195422,0.8100526583,0.9610736535,1,1.628476486
expdamp,1,0.07336132885,-0.9645877371,-0.9490678555,0.7922851578,1.025284165,1,1.641516252
expdamp,1,0.08711358306,-0.9587513121,-0.9385038809,0.7732494406,1.094966292,1,1.657400658
expdamp,1,0.1034438235,-0.9521209199,-0.9257756297,0.7529201136,1.170793477,1,1.676781579
expdamp,1,0.1228353174,-0.9446533317,-0.9104788041,0.7312846298,1.253543868,1,1.700467758
expdamp,1,0.1458619246,-0.9363304101,-0.8921578513,0.7083464833,1.344116141,1,1.729464228
expdamp,1,0.1732050808,-0.9271719964,-0.8703123805,0.684128671,1.44354709,1,1.765021986
expdamp,1,0.2056739624,-0.9172519964,-0.8444114074,0.6586772147,1.55303108,1,1.808700628
expdamp,1,0.2442294337,-0.9067176201,-0.8139181452,0.6320644273,1.673941535,1,1.862447337
expdamp,1,0.290012482,-0.8958112747,-0.7783277851,0.6043915095,1.807854718,1,1.928696555
expdamp,1,0.3443779827,-0.8848939753,-0.7372195117,0.5757899993,1.956576272,1,2.010495707
expdamp,1,0.4089347953,-0.8744683368,-0.690321475,0.5464216056,2.122171176,1,2.111663763
expdamp,1,0.4855933748,-0.8651983127,-0.6375834628,0.516476064,2.306998086,1,2.236991124
expdamp,1,0.5766223084,-0.8579219461,-0.5792470296,0.4861668515,2.513749304,1,2.392491469
expdamp,1,0.6847154509,-0.853652587,-0.5158982108,0.4557248794,2.745497924,1,2.58571889
expdamp,1,0.8130716446,-0.8535633439,-0.4484859271,0.4253905798,3.005753932,1,2.826167058
expdamp,1,0.9654893846,-0.8589488477,-0.3782921125,0.3954050538,3.298531289,1,3.12577143
expdamp,1,1.146479228,-0.8711573564,-0.3068485462,0.3660010933,3.628428164,1,3.499540883
expdamp,1,1.361397279,-0.8914842931,-0.2358086673,0.3373948899,4.000722709,1,3.966352007
expdamp,1,1.61660369,-0.921014965,-0.1667957918,0.3097791137,4.421487022,1,4.549947786
expdamp,1,1.919650885,-0.9603995637,-0.1012566266,0.2833178186,4.897722272,1,5.280193233
expdamp,1,2.279507057,-1.00953961,-0.04034733661,0.2581433676,5.437518454,1,6.194654041
expdamp,1,2.70682157,-1.067168235,0.01513056394,0.2343553273,6.050242919,1,7.340581398
expdamp,1,3.214240109,-1.130332496,0.06474108494,0.2120210932,6.746762584,1,8.777407491
expdamp,1,3.81677891,-1.193864071,0.108380226,0.1911778927,7.539705816,1,10.5798832
expdamp,1,4.532269136,-1.250096035,0.14621381,0.1718357697,8.443771111,1,12.8420233
expdamp,1,5.381884571,-1.289356716,0.1786034896,0.1539811673,9.476091229,1,15.68206706
expdamp,1,6.390768215,-1.30198483,0.2060345114,0.1375807753,10.65666307,1,19.24871573
expdamp,1,7.588776354,-1.282233234,0.2290538166,0.1225853764,12.00885567,1,23.72897556
expdamp,1,9.011362111,-1.232783793,0.2482222601,0.108933498,13.56001106,1,29.35801983
expdamp,1,10.70062462,-1.166300443,0.2640811837,0.0965547425,15.34215565,1,36.43158951
expdamp,1,12.70655489,-1.100770068,0.2771315135,0.08537272388,17.39284298,1,45.32158637
expdamp,1,15.08851519,-1.050606663,0.2878226927,0.07530758284,19.75615313,1,56.49568026
expdamp,1,17.9169958,-1.020499963,0.2965487038,0.06627808316,22.48387827,1,70.54196408
expdamp,1,21.27570106,-1.006477826,0.3036487988,0.05820331279,25.63693015,1,88.19995609
expdamp,1,25.26402644,-1.001531247,0.3094110711,0.05100402608,29.28701146,1,110.3995835
expdamp,1,30,-1.000257145,0.3140775144,0.04460366923,33.51860148,1,138.3102025
lorentz,10000,0.001,-0.9990010003,-0.9990010003,0.9999999999,1.948891143e-05,1,1.001
lorentz,10000,0.001187459175,-0.9988139514,-0.9988139514,0.9999999999,2.063767245e-05,1,1.001187458
lorentz,10000,0.001410059293,-0.9985919299,-0.9985919299,0.9999999999,2.185415133e-05,1,1.001410058
lorentz,10000,0.001674387845,-0.9983284173,-0.9983284173,0.9999999998,2.314234235e-05,1,1.001674386
lorentz,10000,0.00198826721,-0.9980156886,-0.9980156886,0.9999999998,2.450647661e-05,1,1.001988264
lorentz,10000,0.002360986142,-0.9976445925,-0.9976445925,0.9999999998,2.595103659e-05,1,1.00236098
lorentz,10000,0.002803574657,-0.9972042927,-0.9972042927,0.9999999998,2.748077204e-05,1,1.002803565
lorentz,10000,0.00332913045,-0.9966819649,-0.9966819649,0.9999999997,2.910071715e-05,1,1.003329114
lorentz,10000,0.003953206499,-0.9960624417,-0.9960624417,0.9999999997,3.081620959e-05,1,1.003953179
lorentz,10000,0.004694271329,-0.995327799,-0.995327799,0.9999999997,3.263291171e-05,1,1.004694225
lorentz,10000,0.005574255561,-0.9944568737,-0.9944568737,0.9999999996,3.455683459e-05,1,1.005574179
lorentz,10000,0.006619200912,-0.9934247081,-0.9934247081,0.9999999996,3.659436606e-05,1,1.006619072
lorentz,10000,0.007860030856,-0.9922019081,-0.9922019081,0.9999999995,3.875230391e-05,1,1.007859815
lorentz,10000,0.009333465758,-0.990753913,-0.990753913,0.9999999995,4.103789658e-05,1,1.009333104
lorentz,10000,0.01108310955,-0.9890401679,-0.9890401679,0.9999999994,4.345889436e-05,1,1.011082505
lorentz,10000,0.01316074013,-0.9870132015,-0.9870132015,0.9999999994,4.60236158e-05,1,1.013159727
lorentz,10000,0.01562784162,-0.9846176139,-0.9846176139,0.9999999993,4.874103617e-05,1,1.015626145
lorentz,10000,0.01855742392,-0.9817889926,-0.9817889926,0.9999999992,5.162090839e-05,1,1.018554584
lorentz,10000,0.02203618331,-0.9784527948,-0.9784527947,0.9999999991,5.467393167e-05,1,1.022031429
lorentz,10000,0.02616706806,-0.974523258,-0.9745232579,0.999999999,5.791199085e-05,1,1.026159107
lorentz,10000,0.03107232506,-0.9699024462,-0.9699024461,0.9999999989,6.134850103e-05,1,1.031058997
lorentz,10000,0.03689711749,-0.9644795984,-0.9644795984,0.9999999987,6.499890888e-05,1,1.036874806
lorentz,10000,0.04381382071,-0.9581310384,-0.9581310383,0.9999999986,6.888142859e-05,1,1.043776472
lorentz,10000,0.05202712341,-0.9507210338,-0.9507210336,0.9999999984,7.301812966e-05,1,1.051964608
lorentz,10000,0.06178008506,-0.9421041808,-0.9421041806,0.9999999982,7.74365547e-05,1,1.061675462
lorentz,10000,0.07336132885,-0.9321301503,-0.9321301501,0.999999998,8.217213923e-05,1,1.073186271
lorentz,10000,0.08711358306,-0.9206519871,-0.9206519868,0.9999999977,8.727185221e-05,1,1.086820755
lorentz,10000,0.1034438235,-0.9075396234,-0.907539623,0.9999999974,9.279971077e-05,1,1.102954191
lorentz,10000,0.1228353174,-0.8927008511,-0.8927008506,0.9999999971,9.8845203e-05,1,1.12201707
lorentz,10000,0.1458619246,-0.8761126476,-0.876112647,0.9999999967,0.0001055362907,1,1.144495594
lorentz,10000,0.1732050808,-0.857866336,-0.8578663351,0.9999999962,0.0001130597654,1,1.170926067
lorentz,10000,0.2056739624,-0.8382302195,-0.8382302183,0.9999999956,0.00012169371,1,1.201878488
lorentz,10000,0.2442294337,-0.817732378,-0.8177323764,0.9999999948,0.0001318605373,1,1.237922066
lorentz,10000,0.290012482,-0.7972629351,-0.797262933,0.9999999938,0.0001442164196,1,1.279562171
lorentz,10000,0.3443779827,-0.7781872478,-0.7781872448,0.9999999923,0.0001598082739,1,1.327134895
lorentz,10000,0.4089347953,-0.7624464362,-0.7624464319,0.9999999902,0.0001803637062,1,1.380644037
lorentz,10000,0.4855933748,-0.7525974742,-0.7525974676,0.9999999869,0.000208861807,1,1.439530412
lorentz,10000,0.5766223084,-0.7517142195,-0.7517142088,0.9999999811,0.0002507512657,1,1.502382801
lorentz,10000,0.6847154509,-0.7630477537,-0.7630477348,0.9999999699,0.0003168372266,1,1.566643306
lorentz,10000,0.8130716446,-0.7893637799,-0.7893637424,0.9999999442,0.0004311781796,1,1.628429243
lorentz,10000,0.9654893846,-0.8319859757,-0.8319858866,0.9999998702,0.0006578204767,1,1.682663529
lorentz,10000,1.146479228,-0.8897970515,-0.8897967588,0.9999995453,0.001231077449,1,1.723703285
lorentz,10000,1.361397279,-0.958689232,-0.9586866015,0.9999950171,0.004075494471,1,1.746489118
lorentz,10000,1.61660369,-1.031972843,-0.9967997775,-0.9286871437,0.5208946402,3,0.250106155
lorentz,10000,1.919650885,-1.101846167,-0.9974496143,-0.7817481738,1.063719783,3,0.2502224189
lorentz,10000,2.279507057,-1.161375373,-0.99722316,-0.6582542068,1.554898788,3,0.2503357621
lorentz,10000,2.70682157,-1.206073837,-0.9967420034,-0.5543005133,2.076335081,3,0.2504648355
lorentz,10000,3.214240109,-1.234454591,-0.9960588963,-0.4667743053,2.658281775,3,0.2506190572
lorentz,10000,3.81677891,-1.247579586,-0.9951597534,-0.3930736033,3.323013806,3,0.2508073595
lorentz,10000,4.532269136,-1.248087219,-0.9940058534,-0.3310122283,4.092048604,3,0.2510399041
lorentz,10000,5.381884571,-1.239210493,-0.99254104,-0.2787509481,4.988669837,3,0.2513289667
lorentz,10000,6.390768215,-1.224071313,-0.9906918,-0.234741683,6.039329897,3,0.2516897106
lorentz,10000,7.588776354,-1.205302681,-0.9883648851,-0.19768114,7.274750229,3,0.2521410394
lorentz,10000,9.011362111,-1.184924676,-0.9854435873,-0.1664719885,8.730987801,3,0.2527066183
lorentz,10000,10.70062462,-1.164371732,-0.9817829748,-0.1401902554,10.45058583,3,0.2534161336
lorentz,10000,12.70655489,-1.144588687,-0.9772041971,-0.1180579088,12.4838791,3,0.2543068633
lorentz,10000,15.08851519,-1.12614408,-0.9714879582,-0.09941979147,14.89050946,3,0.2554256451
lorentz,10000,17.9169958,-1.109334538,-0.9643673567,-0.08372420567,17.74120475,3,0.2568313463
lorentz,10000,21.27570106,-1.094270225,-0.955520488,-0.07050657039,21.11987868,3,0.2585979673
lorentz,10000,25.26402644,-1.080939956,-0.9445635198,-0.05937566155,25.1261163,3,0.2608185416
lorentz,10000,30,-1.069258409,-0.9310454111,-0.05000202691,29.87812054,3,0.2636100398
lorentz,100,0.001,-0.9990010003,-0.9990009984,0.9999988605,0.001948891143,1,1.001000001
lorentz,100,0.001187459175,-0.9988139514,-0.9988139489,0.9999987223,0.002063767245,1,1.00118746
lorentz,100,0.001410059293,-0.9985919299,-0.9985919265,0.9999985672,0.002185415133,1,1.00141006
lorentz,100,0.001674387845,-0.9983284173,-0.9983284128,0.9999983933,0.002314234235,1,1.001674388
lorentz,100,0.00198826721,-0.9980156886,-0.9980156827,0.9999981983,0.002450647661,1,1.001988267
lorentz,100,0.002360986142,-0.9976445925,-0.9976445846,0.9999979796,0.002595103659,1,1.002360985
lorentz,100,0.002803574657,-0.9972042927,-0.9972042821,0.9999977344,0.002748077204,1,1.002803571
lorentz,100,0.00332913045,-0.9966819649,-0.9966819508,0.9999974595,0.002910071715,1,1.003329123
lorentz,100,0.003953206499,-0.9960624417,-0.9960624231,0.9999971511,0.003081620959,1,1.00395319
lorentz,100,0.004694271329,-0.995327799,-0.9953277742,0.9999968053,0.00326329117,1,1.00469424
lorentz,100,0.005574255561,-0.9944568737,-0.9944568408,0.9999964175,0.003455683458,1,1.005574199
lorentz,100,0.006619200912,-0.9934247081,-0.9934246642,0.9999959826,0.003659436604,1,1.006619099
lorentz,100,0.007860030856,-0.9922019081,-0.9922018498,0.9999954948,0.003875230388,1,1.00785985
lorentz,100,0.009333465758,-0.990753913,-0.9907538355,0.9999949477,0.004103789654,1,1.009333152
lorentz,100,0.01108310955,-0.9890401679,-0.989040065,0.999994334,0.004345889428,1,1.011082567
lorentz,100,0.01316074013,-0.9870132015,-0.987013065,0.9999936456,0.004602361566,1,1.013159811
lorentz,100,0.01562784162,-0.9846176139,-0.9846174328,0.999992873,0.004874103594,1,1.015626257
lorentz,100,0.01855742392,-0.9817889926,-0.9817887525,0.999992006,0.005162090802,1,1.018554732
lorentz,100,0.02203618331,-0.9784527948,-0.9784524766,0.9999910324,0.005467393103,1,1.022031626
lorentz,100,0.02616706806,-0.974523258,-0.9745228368,0.9999899388,0.005791198979,1,1.02615937
lorentz,100,0.03107232506,-0.9699024462,-0.9699018892,0.9999887093,0.006134849925,1,1.031059348
lorentz,100,0.03689711749,-0.9644795984,-0.9644788625,0.9999873257,0.006499890589,1,1.036875273
lorentz,100,0.04381382071,-0.9581310384,-0.9581300671,0.9999857664,0.006888142358,1,1.043777094
lorentz,100,0.05202712341,-0.9507210338,-0.9507197533,0.9999840055,0.007301812123,1,1.051965437
lorentz,100,0.06178008506,-0.9421041808,-0.9421024947,0.9999820113,0.007743654054,1,1.061676568
lorentz,100,0.07336132885,-0.9321301503,-0.9321279326,0.999979744,0.008217211536,1,1.073187746
lorentz,100,0.08711358306,-0.9206519871,-0.9206490726,0.9999771518,0.008727181191,1,1.086822725
lorentz,100,0.1034438235,-0.9075396234,-0.9075357951,0.9999741659,0.009279964247,1,1.102956825
lorentz,100,0.1228353174,-0.8927008511,-0.8926958206,0.9999706905,0.00988450867,1,1.122020599
lorentz,100,0.1458619246,-0.8761126476,-0.8761060273,0.9999665884,0.01055360913,1,1.144500331
lorentz,100,0.1732050808,-0.857866336,-0.8578575927,0.9999616553,0.01130594201,1,1.170932448
lorentz,100,0.2056739624,-0.8382302195,-0.8382185983,0.9999555759,0.01216931038,1,1.201887125
lorentz,100,0.2442294337,-0.817732378,-0.8177167664,0.9999478441,0.01318594524,1,1.237933834
lorentz,100,0.290012482,-0.7972629351,-0.7972416129,0.9999376136,0.01442144243,1,1.279578355
lorentz,100,0.3443779827,-0.7781872478,-0.7781574024,0.9999233981,0.01598044604,1,1.327157445
lorentz,100,0.4089347953,-0.7624464362,-0.7624031741,0.9999024321,0.01803560119,1,1.380676039
lorentz,100,0.4855933748,-0.7525974742,-0.7525316756,0.9998691818,0.02088450457,1,1.43957701
