potential,A,n,w_classical,w_quantum,sigma_over_n,x_kF_over_m,n_roots,rho_over_A
lambda-mass,100,0.8130716446,-0.7415870969,-0.7411862389,0.9988992607,0.06063294833,1,0.9441903396
lambda-mass,100,0.9654893846,-0.7073230461,-0.7068264249,0.998765967,0.06420688234,1,0.9900047749
lambda-mass,100,1.146479228,-0.6705342003,-0.6699242385,0.998616572,0.06799147745,1,1.044420375
lambda-mass,100,1.361397279,-0.6315300297,-0.6307875873,0.998449141,0.07199915083,1,1.109053756
lambda-mass,100,1.61660369,-0.5907267177,-0.5898313354,0.9982615094,0.07624305155,1,1.18582599
lambda-mass,100,1.919650885,-0.5486343738,-0.5475645399,0.9980512561,0.08073710374,1,1.277020146
lambda-mass,100,2.279507057,-0.5058343961,-0.5045677867,0.997815674,0.08549605227,1,1.385349766
lambda-mass,100,2.70682157,-0.4629487343,-0.4614623689,0.997551737,0.09053551112,1,1.514040383
lambda-mass,100,3.214240109,-0.420604316,-0.4188745789,0.9972560642,0.09587201463,1,1.6669266
lambda-mass,100,3.81677891,-0.3793968697,-0.377399363,0.9969248797,0.1015230717,1,1.848567718
lambda-mass,100,4.532269136,-0.3398584966,-0.337567713,0.9965539682,0.1075072234,1,2.064385531
lambda-mass,100,5.381884571,-0.30243259,-0.2998214193,0.9961386272,0.1138441034,1,2.320828578
lambda-mass,100,6.390768215,-0.2674582959,-0.264497396,0.995673613,0.120554503,1,2.625568048
lambda-mass,100,7.588776354,-0.2351650412,-0.2318221148,0.9951530835,0.1276604388,1,2.987731531
lambda-mass,100,9.011362111,-0.2056761545,-0.2019151739,0.9945705338,0.1351852252,1,3.41818208
lambda-mass,100,10.70062462,-0.1790195535,-0.1747999667,0.9939187284,0.1431535507,1,3.929851586
lambda-mass,100,12.70655489,-0.155142997,-0.1504189382,0.9931896262,0.1515915594,1,4.538139276
lambda-mass,100,15.08851519,-0.1339314442,-0.1286509587,0.9923743007,0.160526936,1,5.261388421
lambda-mass,100,17.9169958,-0.1152244646,-0.1093287481,0.9914628552,0.1699889973,1,6.12145704
lambda-mass,100,21.27570106,-0.0988322222,-0.09225486687,0.9904443315,0.1800087881,1,7.144401756
lambda-mass,100,25.26402644,-0.08454915081,-0.07721538641,0.9893066154,0.190619183,1,8.361297982
lambda-mass,100,30,-0.07216494845,-0.06399086721,0.9880363377,0.2018549946,1,9.809224661
lambda-mass,1,0.001,-0.9995716122,-0.9994891802,0.8959832271,0.649629515,1,0.7003355077
lambda-mass,1,0.001187459175,-0.9994913478,-0.999382655,0.8857400005,0.6879211217,1,0.7004031763
lambda-mass,1,0.001410059293,-0.9993960538,-0.9992528629,0.8747191919,0.7284697797,1,0.7004850242
lambda-mass,1,0.001674387845,-0.9992829198,-0.9990944613,0.8629029417,0.7714085281,1,0.7005841671
lambda-mass,1,0.00198826721,-0.999148611,-0.9989008253,0.8502798823,0.8168782478,1,0.7007044412
lambda-mass,1,0.002360986142,-0.9989891716,-0.9986637308,0.8368459656,0.8650281239,1,0.7008505774
lambda-mass,1,0.002803574657,-0.99879991,-0.9983729582,0.8226051663,0.9160161346,1,0.7010284196
lambda-mass,1,0.00332913045,-0.9985752626,-0.9980157983,0.8075700168,0.9700095705,1,0.7012451969
lambda-mass,1,0.003953206499,-0.9983086342,-0.9975764358,0.79176194,1.027185583,1,0.7015098655
lambda-mass,1,0.004694271329,-0.9979922088,-0.9970351813,0.7752113501,1.087731764,1,0.7018335358
lambda-mass,1,0.005574255561,-0.9976167269,-0.9963675161,0.7579575045,1.151846765,1,0.7022300081
lambda-mass,1,0.006619200912,-0.9971712243,-0.9955429076,0.7400481025,1.219740945,1,0.7027164436
lambda-mass,1,0.007860030856,-0.9966427246,-0.9945233425,0.7215386394,1.291637063,1,0.703314207
lambda-mass,1,0.009333465758,-0.99601588,-0.9932615188,0.7024915396,1.367771009,1,0.7040499214
lambda-mass,1,0.01108310955,-0.9952725508,-0.9916986267,0.6829751023,1.448392576,1,0.7049567937
lambda-mass,1,0.01316074013,-0.9943913175,-0.9897616401,0.6630623026,1.533766282,1,0.7060762766
lambda-mass,1,0.01562784162,-0.9933469136,-0.9873600381,0.6428294986,1.624172235,1,0.7074601549
lambda-mass,1,0.01855742392,-0.9921095723,-0.984381873,0.622355095,1.719907054,1,0.7091731654
lambda-mass,1,0.02203618331,-0.9906442776,-0.9806891201,0.6017182141,1.821284844,1,0.7112962858
lambda-mass,1,0.02616706806,-0.9889099116,-0.976112272,0.5809974199,1.928638223,1,0.7139308647
lambda-mass,1,0.03107232506,-0.9868582936,-0.9704442103,0.5602695356,2.042319413,1,0.7172038095
lambda-mass,1,0.03689711749,-0.9844331097,-0.9634334986,0.5396085847,2.162701399,1,0.721274103
lambda-mass,1,0.04381382071,-0.9815687385,-0.9547774251,0.5190848795,2.290179153,1,0.7263409893
lambda-mass,1,0.05202712341,-0.9781889889,-0.9441154065,0.498764269,2.425170925,1,0.7326542594
lambda-mass,1,0.06178008506,-0.9742057789,-0.9310237688,0.4787075523,2.56811962,1,0.7405271747
lambda-mass,1,0.07336132885,-0.969517808,-0.9150134643,0.4589700548,2.719494249,1,0.7503527068
lambda-mass,1,0.08711358306,-0.9640092983,-0.8955329551,0.4396013581,2.879791467,1,0.7626239462
lambda-mass,1,0.1034438235,-0.9575489194,-0.8719792118,0.420645172,3.049537206,1,0.7779597513
lambda-mass,1,0.1228353174,-0.9499890542,-0.8437203497,0.4021393326,3.229288398,1,0.7971369854
lambda-mass,1,0.1458619246,-0.9411656165,-0.8101335193,0.3841159071,3.419634801,1,0.8211310364
lambda-mass,1,0.1732050808,-0.9308986929,-0.7706607519,0.3666013892,3.621200936,1,0.8511667483
lambda-mass,1,0.2056739624,-0.9189943398,-0.7248829388,0.349616965,3.834648138,1,0.8887824434
lambda-mass,1,0.2442294337,-0.9052479199,-0.672607553,0.3331788339,4.06067672,1,0.9359104038
lambda-mass,1,0.290012482,-0.8894493893,-0.6139593161,0.3172985664,4.300028278,1,0.9949780444
lambda-mass,1,0.3443779827,-0.8713909223,-0.5494561813,0.3019834883,4.553488116,1,1.069035103
lambda-mass,1,0.4089347953,-0.8508771659,-0.4800485774,0.2872370752,4.82188783,1,1.161913542
lambda-mass,1,0.4855933748,-0.827738205,-0.4071013938,0.2730593502,5.106108032,1,1.278428577
lambda-mass,1,0.5766223084,-0.8018449834,-0.3323080594,0.2594472752,5.407081243,1,1.424631419
lambda-mass,1,0.6847154509,-0.773126447,-0.2575431123,0.2463951288,5.725794946,1,1.608127038
lambda-mass,1,0.8130716446,-0.7415870969,-0.1846782505,0.2338948677,6.063294833,1,1.838473678
lambda-mass,1,0.9654893846,-0.7073230461,-0.1153989685,0.2219364653,6.420688234,1,2.127685169
lambda-mass,1,1.146479228,-0.6705342003,-0.05105868621,0.2105082277,6.799147745,1,2.490862494
lambda-mass,1,1.361397279,-0.6315300297,0.007405142527,0.199597084,7.199915083,1,2.946987874
lambda-mass,1,1.61660369,-0.5907267177,0.05948711132,0.189188851,7.624305155,1,3.51992321
lambda-mass,1,1.919650885,-0.5486343738,0.1050731966,0.1792684728,8.073710374,1,4.239665477
lambda-mass,1,2.279507057,-0.5058343961,0.1443640278,0.1698202349,8.549605227,1,5.143925215
lambda-mass,1,2.70682157,-0.4629487343,0.1777840849,0.1608279542,9.053551112,1,6.280111286
lambda-mass,1,3.214240109,-0.420604316,0.2058942654,0.1522751475,9.587201463,1,7.707826476
lambda-mass,1,3.81677891,-0.3793968697,0.2293184107,0.1441451769,10.15230717,1,9.50200544
lambda-mass,1,4.532269136,-0.3398584966,0.2486880162,0.1364213775,10.75072234,1,11.75686036
lambda-mass,1,5.381884571,-0.30243259,0.264604843,0.1290871655,11.38441034,1,14.59084219
lambda-mass,1,6.390768215,-0.2674582959,0.2776186828,0.122126131,12.0554503,1,18.15287906
lambda-mass,1,7.588776354,-0.2351650412,0.2882166502,0.115522115,12.76604388,1,22.63022041
lambda-mass,1,9.011362111,-0.2056761545,0.2968204927,0.1092592738,13.51852252,1,28.25830046
lambda-mass,1,10.70062462,-0.1790195535,0.3037889892,0.1033221314,14.31535507,1,35.33314067
lambda-mass,1,12.70655489,-0.155142997,0.3094232303,0.0976956211,15.15915594,1,44.22694494
lambda-mass,1,15.08851519,-0.1339314442,0.3139732372,0.09236511818,16.0526936,1,55.40770945
lambda-mass,1,17.9169958,-0.1152244646,0.3176449181,0.08731646433,16.99889973,1,69.46388068
lambda-mass,1,21.27570106,-0.0988322222,0.3206067616,0.08253598518,18.00087881,1,87.13536123
lambda-mass,1,25.26402644,-0.08454915081,0.3229959446,0.07801050168,19.0619183,1,109.3524975
lambda-mass,1,30,-0.07216494845,0.3249237149,0.07372733632,20.18549946,1,137.2851046
power,10000,0.001,-0.7601195517,-0.7601195517,1,4.126489041e-07,1,0.1968844674
power,10000,0.001187459175,-0.7595783815,-0.7595783815,1,4.967916603e-07,1,0.205177991
power,10000,0.001410059293,-0.7589622394,-0.7589622394,1,5.978495077e-07,1,0.2138420997
power,10000,0.001674387845,-0.7582608882,-0.7582608882,1,7.191344548e-07,1,0.2228972622
power,10000,0.00198826721,-0.7574627366,-0.7574627366,1,8.64575126e-07,1,0.2323657566
power,10000,0.002360986142,-0.7565546742,-0.7565546742,1,1.038820206e-06,1,0.2422719256
power,10000,0.002803574657,-0.7555218887,-0.7555218887,1,1.247355231e-06,1,0.2526424761
power,10000,0.00332913045,-0.7543476671,-0.7543476671,1,1.496632994e-06,1,0.2635068315
power,10000,0.003953206499,-0.7530131803,-0.7530131803,1,1.794217258e-06,1,0.2748975459
power,10000,0.004694271329,-0.7514972516,-0.7514972516,1,2.148938581e-06,1,0.2868507927
power,10000,0.005574255561,-0.7497761104,-0.7497761104,1,2.571059955e-06,1,0.2994069399
power,10000,0.006619200912,-0.7478231355,-0.7478231355,1,3.072448454e-06,1,0.3126112296
power,10000,0.007860030856,-0.7456085898,-0.7456085898,1,3.666747312e-06,1,0.3265145802
power,10000,0.009333465758,-0.743099355,-0.743099355,1,4.369540662e-06,1,0.3411745346
power,10000,0.01108310955,-0.7402586732,-0.7402586732,1,5.19850084e-06,1,0.3566563805
power,10000,0.01316074013,-0.7370459084,-0.7370459084,1,6.173505632e-06,1,0.3730344774
power,10000,0.01562784162,-0.7334163426,-0.7334163426,1,7.316710575e-06,1,0.3903938252
power,10000,0.01855742392,-0.7293210254,-0.7293210253,1,8.6525596e-06,1,0.4088319226
power,10000,0.02203618331,-0.7247067031,-0.7247067031,1,1.020771657e-05,1,0.4284609685
power,10000,0.02616706806,-0.719515856,-0.719515856,1,1.201090103e-05,1,0.4494104686
power,10000,0.03107232506,-0.7136868789,-0.7136868789,0.9999999999,1.40926144e-05,1,0.4718303267
power,10000,0.03689711749,-0.7071544464,-0.7071544464,0.9999999999,1.64847484e-05,1,0.4958945071
power,10000,0.04381382071,-0.6998501073,-0.6998501072,0.9999999999,1.922007576e-05,1,0.5218053782
power,10000,0.05202712341,-0.6917031566,-0.6917031565,0.9999999999,2.233163427e-05,1,0.5497988628
power,10000,0.06178008506,-0.6826418332,-0.6826418331,0.9999999998,2.585202817e-05,1,0.5801505471
power,10000,0.07336132885,-0.6725948862,-0.672594886,0.9999999997,2.981268395e-05,1,0.6131829272
power,10000,0.08711358306,-0.6614935437,-0.6614935435,0.9999999996,3.424310994e-05,1,0.6492740057
power,10000,0.1034438235,-0.6492738995,-0.6492738993,0.9999999995,3.917021705e-05,1,0.6888674927
power,10000,0.1228353174,-0.6358797053,-0.6358797049,0.9999999994,4.461776089e-05,1,0.7324849096
power,10000,0.1458619246,-0.6212655211,-0.6212655206,0.9999999992,5.060596073e-05,1,0.7807399538
power,10000,0.1732050808,-0.6054001294,-0.6054001287,0.999999999,5.715133903e-05,1,0.8343555466
power,10000,0.2056739624,-0.5882700658,-0.588270065,0.9999999988,6.426680644e-05,1,0.8941840674
power,10000,0.2442294337,-0.569883065,-0.569883064,0.9999999984,7.196199498e-05,1,0.9612313708
power,10000,0.290012482,-0.5502711691,-0.5502711678,0.9999999981,8.024381865e-05,1,1.036685296
power,10000,0.3443779827,-0.5294932093,-0.5294932077,0.9999999976,8.911722008e-05,1,1.121949511
power,10000,0.4089347953,-0.5076363608,-0.5076363588,0.9999999971,9.858604722e-05,1,1.218683683
power,10000,0.4855933748,-0.4848164887,-0.4848164862,0.9999999965,0.0001086539965,1,1.328851182
power,10000,0.5766223084,-0.4611770662,-0.4611770631,0.9999999957,0.00011932556,1,1.454775697
power,10000,0.6847154509,-0.4368865453,-0.4368865415,0.9999999949,0.0001306069206,1,1.599208465
power,10000,0.8130716446,-0.4121341944,-0.4121341899,0.9999999939,0.0001425067538,1,1.765408087
power,10000,0.9654893846,-0.3871245685,-0.3871245632,0.9999999928,0.0001550369061,1,1.957235286
power,10000,1.146479228,-0.362070926,-0.3620709197,0.9999999915,0.0001682129397,1,2.179265428
power,10000,1.361397279,-0.3371880277,-0.3371880203,0.9999999901,0.0001820545421,1,2.436922101
power,10000,1.61660369,-0.3126848281,-0.3126848194,0.9999999884,0.000196585811,1,2.73663574
power,10000,1.919650885,-0.2887575815,-0.2887575714,0.9999999865,0.000211835435,1,3.086031956
power,10000,2.279507057,-0.265583836,-0.2655838244,0.9999999844,0.0002278367878,1,3.49415516
power,10000,2.70682157,-0.2433176831,-0.2433176697,0.999999982,0.0002446279619,1,3.971734089
power,10000,3.214240109,-0.2220864916,-0.2220864762,0.9999999794,0.0002622517609,1,4.531497084
power,10000,3.81677891,-0.2019892005,-0.2019891829,0.9999999764,0.0002807556709,1,5.188546456
power,10000,4.532269136,-0.1830961033,-0.1830960833,0.999999973,0.0003001918262,1,5.960803011
power,10000,5.381884571,-0.1654499398,-0.1654499171,0.9999999692,0.0003206169827,1,6.869533881
power,10000,6.390768215,-0.1490680348,-0.1490680092,0.9999999649,0.0003420925083,1,7.93997928
power,10000,7.588776354,-0.1339451871,-0.1339451582,0.9999999601,0.0003646843969,1,9.202096733
power,10000,9.011362111,-0.1200570098,-0.1200569772,0.9999999547,0.0003884633117,1,10.69144479
power,10000,10.70062462,-0.1073634542,-0.1073634174,0.9999999487,0.0004135046587,1,12.45023238
power,10000,12.70655489,-0.09581229212,-0.09581225079,0.9999999419,0.0004398886934,1,14.52856485
power,10000,15.08851519,-0.08534238877,-0.08534234231,0.9999999344,0.0004677006606,1,16.98592354
power,10000,17.9169958,-0.0758866493,-0.07588659711,0.9999999259,0.0004970309663,1,19.89292275
power,10000,21.27570106,-0.06737457477,-0.06737451619,0.9999999164,0.0005279753828,1,23.33339595
power,10000,25.26402644,-0.05973440109,-0.05973433536,0.9999999057,0.0005606352846,1,27.40687312
power,10000,30,-0.05289482681,-0.05289475307,0.9999998938,0.0005951179156,1,32.23152238
power,100,0.001,-0.7601195517,-0.7601195514,0.9999999995,4.126489039e-05,1,0.1968844674
power,100,0.001187459175,-0.7595783815,-0.7595783811,0.9999999993,4.9679166e-05,1,0.2051779911
power,100,0.001410059293,-0.7589622394,-0.7589622389,0.9999999989,5.978495072e-05,1,0.2138420998
power,100,0.001674387845,-0.7582608882,-0.7582608874,0.9999999984,7.19134454e-05,1,0.2228972623
power,100,0.00198826721,-0.7574627366,-0.7574627355,0.9999999978,8.645751246e-05,1,0.2323657567
power,100,0.002360986142,-0.7565546742,-0.7565546725,0.9999999968,0.0001038820204,1,0.2422719258
power,100,0.002803574657,-0.7555218887,-0.7555218862,0.9999999953,0.0001247355227,1,0.2526424764
power,100,0.00332913045,-0.7543476671,-0.7543476635,0.9999999933,0.0001496632987,1,0.2635068319
power,100,0.003953206499,-0.7530131803,-0.7530131752,0.9999999903,0.0001794217245,1,0.2748975466
power,100,0.004694271329,-0.7514972516,-0.7514972442,0.9999999861,0.000214893856,1,0.2868507937
power,100,0.005574255561,-0.7497761104,-0.7497760999,0.9999999802,0.0002571059919,1,0.2994069414
power,100,0.006619200912,-0.7478231355,-0.7478231204,0.9999999717,0.0003072448394,1,0.3126112318
power,100,0.007860030856,-0.7456085898,-0.7456085682,0.9999999597,0.000366674721,1,0.3265145836
power,100,0.009333465758,-0.743099355,-0.7430993242,0.9999999427,0.0004369540491,1,0.3411745396
power,100,0.01108310955,-0.7402586732,-0.7402586294,0.9999999189,0.0005198500556,1,0.356656388
power,100,0.01316074013,-0.7370459084,-0.7370458463,0.9999998857,0.0006173505166,1,0.3730344886
power,100,0.01562784162,-0.7334163426,-0.7334162549,0.9999998394,0.0007316709813,1,0.3903938419
power,100,0.01855742392,-0.7293210254,-0.7293209018,0.9999997754,0.0008652558364,1,0.4088319475
power,100,0.02203618331,-0.7247067031,-0.7247065299,0.9999996874,0.001020771459,1,0.4284610053
power,100,0.02616706806,-0.719515856,-0.7195156143,0.9999995672,0.001201089788,1,0.4494105232
power,100,0.03107232506,-0.7136868789,-0.7136865431,0.9999994042,0.001409260946,1,0.4718304072
power,100,0.03689711749,-0.7071544464,-0.7071539824,0.9999991848,0.001648474074,1,0.4958946255
power,100,0.04381382071,-0.6998501073,-0.6998494697,0.9999988918,0.001922006404,1,0.5218055517
power,100,0.05202712341,-0.6917031566,-0.6917022858,0.9999985039,0.002233161658,1,0.5497991163
power,100,0.06178008506,-0.6826418332,-0.6826406516,0.999997995,0.002585200186,1,0.5801509162
power,100,0.07336132885,-0.6725948862,-0.6725932938,0.9999973336,0.002981264541,1,0.6131834624
power,100,0.08711358306,-0.6614935437,-0.661491413,0.9999964823,0.003424305439,1,0.6492747788
power,100,0.1034438235,-0.6492738995,-0.6492710699,0.9999953971,0.003917013829,1,0.6888686046
power,100,0.1228353174,-0.6358797053,-0.6358759766,0.9999940279,0.004461765108,1,0.7324865023
power,100,0.1458619246,-0.6212655211,-0.6212606471,0.9999923173,0.005060581023,1,0.7807422253
power,100,0.1732050808,-0.6054001294,-0.6053938109,0.9999902014,0.005715113629,1,0.8343587724
power,100,0.2056739624,-0.5882700658,-0.5882619436,0.9999876097,0.006426653796,1,0.8941886286
power,100,0.2442294337,-0.569883065,-0.5698727131,0.999984465,0.007196164545,1,0.9612377932
power,100,0.290012482,-0.5502711691,-0.5502580888,0.9999806837,0.008024337111,1,1.036694302
power,100,0.3443779827,-0.5294932093,-0.5294768236,0.9999761757,0.008911665625,1,1.121962086
power,100,0.4089347953,-0.5076363608,-0.5076160102,0.9999708443,0.009858534789,1,1.218701177
power,100,0.4855933748,-0.4848164887,-0.4847914277,0.9999645857,0.0108653142,1,1.328875426
power,100,0.5766223084,-0.4611770662,-0.4611464607,0.9999572882,0.01193245306,1,1.454809176
power,100,0.6847154509,-0.4368865453,-0.4368494711,0.9999488311,0.01306056971,1,1.599254544
power,100,0.8130716446,-0.4121341944,-0.4120896357,0.9999390833,0.01425053176,1,1.765471307
power,100,0.9654893846,-0.3871245685,-0.387071416,0.9999279015,0.01550352398,1,1.957321772
power,100,1.146479228,-0.362070926,-0.3620079742,0.999915128,0.01682110275,1,2.17938342
power,100,1.361397279,-0.3371880277,-0.3371139702,0.9999005885,0.01820523693,1,2.437082678
power,100,1.61660369,-0.3126848281,-0.3125982505,0.9998840889,0.01965833646,1,2.736853773
power,100,1.919650885,-0.2887575815,-0.2886569511,0.9998654131,0.02118327033,1,3.086327386
power,100,2.279507057,-0.265583836,-0.2654674879,0.9998443186,0.02278337606,1,3.494554706
power,100,2.70682157,-0.2433176831,-0.2431838017,0.9998205339,0.02446246301,1,3.972273518
power,100,3.214240109,-0.2220864916,-0.2219330883,0.9997937538,0.02622481164,1,4.532224246
power,100,3.81677891,-0.2019892005,-0.2018140868,0.9997636352,0.02807517065,1,5.189525326
power,100,4.532269136,-0.1830961033,-0.1828968596,0.9997297928,0.03001875351,1,5.962119079
power,100,5.381884571,-0.1654499398,-0.1652238794,0.9996917928,0.03206123587,1,6.871301333
power,100,6.390768215,-0.1490680348,-0.1488121642,0.9996491483,0.03420875451,1,7.942350573
power,100,7.588776354,-0.1339451871,-0.133656161,0.9996013115,0.03646790887,1,9.205275349
power,100,9.011362111,-0.1200570098,-0.1197310821,0.9995476676,0.03884576522,1,10.69570223
power,100,10.70062462,-0.1073634542,-0.1069964237,0.9994875259,0.04134986415,1,12.45593081
power,100,12.70655489,-0.09581229212,-0.09539944297,0.9994201116,0.04398823118,1,14.53618725
power,100,15.08851519,-0.08534238877,-0.08487842459,0.9993445551,0.04676939072,1,16.99611389
power,100,17.9169958,-0.0758866493,-0.07536562069,0.9992598811,0.04970238333,1,19.90653952
power,100,21.27570106,-0.06737457477,-0.0667897991,0.9991649963,0.05279678618,1,23.35158338
power,100,25.26402644,-0.05973440109,-0.05907837365,0.9990586753,0.05606273666,1,27.4311561
power,100,30,-0.05289482681,-0.05215912214,0.9989395449,0.05951095907,1,32.26393286
power,1,0.001,-0.7601195517,-0.7601168869,0.9999948917,0.004126473277,1,0.1968847086
power,1,0.001187459175,-0.7595783815,-0.7595745154,0.9999925961,0.004967889178,1,0.2051783563
power,1,0.001410059293,-0.7589622394,-0.7589566343,0.9999892777,0.005978447441,1,0.2138426524
power,1,0.001674387845,-0.7582608882,-0.7582527679,0.9999844862,0.007191261961,1,0.2228980982
power,1,0.00198826721,-0.7574627366,-0.7574509829,0.9999775769,0.008645608373,1,0.2323670204
power,1,0.002360986142,-0.7565546742,-0.7565376781,0.999967629,0.01038795543,1,0.242273835
power,1,0.002803574657,-0.7555218887,-0.7554973392,0.9999533302,0.01247312774,1,0.252645359
power,1,0.00332913045,-0.7543476671,-0.7543122524,0.9999328173,0.01496560125,1,0.263511181
power,1,0.003953206499,-0.7530131803,-0.7529621643,0.9999034536,0.01794092617,1,0.2749041025
power,1,0.004694271329,-0.7514972516,-0.7514238797,0.9998615235,0.02148726199,1,0.2868606669
power,1,0.005574255561,-0.7497761104,-0.7496707775,0.9998018153,0.02570699615,1,0.2994217943
power,1,0.006619200912,-0.7478231355,-0.7476722278,0.999717057,0.03071840023,1,0.3126335491
power,1,0.007860030856,-0.7456085898,-0.7453928851,0.9995971636,0.03665725518,1,0.3265480709
power,1,0.009333465758,-0.743099355,-0.7427918264,0.9994282447,0.04367835015,1,0.3412247112
power,1,0.01108310955,-0.7402586732,-0.7398215016,0.9991913187,0.05195672813,1,0.3567314289
power,1,0.01316074013,-0.7370459084,-0.7364264585,0.9988606797,0.06168851771,1,0.3731465127
power,1,0.01562784162,-0.7334163426,-0.7325418023,0.9984018758,0.07309115763,1,0.3905607226
power,1,0.01855742392,-0.7293210254,-0.7280913622,0.9977692811,0.08640279434,1,0.4090799632
power,1,0.02203618331,-0.7247067031,-0.7229855486,0.9969033009,0.1018806229,1,0.4288286422
power,1,0.02616706806,-0.719515856,-0.717118925,0.9957273318,0.1197979585,1,0.4499539058
power,1,0.03107232506,-0.7136868789,-0.7103675742,0.9941447229,0.1404398873,1,0.4726309984
power,1,0.03689711749,-0.7071544464,-0.7025864269,0.992036148,0.1640974604,1,0.4970700582
power,1,0.04381382071,-0.6998501073,-0.6936068474,0.9892579783,0.1910605812,1,0.523524741
power,1,0.05202712341,-0.6917031566,-0.6832349182,0.9856424097,0.2216099795,1,0.5523031543
power,1,0.06178008506,-0.6826418332,-0.6712510374,0.9810001696,0.2560089436,1,0.5837816956
power,1,0.07336132885,-0.6725948862,-0.6574115912,0.9751265299,0.2944957335,1,0.6184225151
power,1,0.08711358306,-0.6614935437,-0.6414535539,0.9678109954,0.3372777386,1,0.6567954786
power,1,0.1034438235,-0.6492738995,-0.6231028391,0.9588504129,0.3845283883,1,0.6996056963
power,1,0.1228353174,-0.6358797053,-0.6020870317,0.9480644341,0.4363875152,1,0.7477279267
power,1,0.1458619246,-0.6212655211,-0.5781527364,0.9353114827,0.4929653497,1,0.8022494877
power,1,0.1732050808,-0.6054001294,-0.5510871869,0.920502903,0.5543496959,1,0.8645237271
power,1,0.2056739624,-0.5882700658,-0.520742997,0.903613031,0.6206152931,1,0.9362366617
power,1,0.2442294337,-0.569883065,-0.4870640776,0.8846835792,0.691834064,1,1.019490105
power,1,0.290012482,-0.5502711691,-0.45010989,0.8638217897,0.7680849689,1,1.116905507
power,1,0.3443779827,-0.5294932093,-0.4100745465,0.8411929441,0.8494624738,1,1.231753855
power,1,0.4089347953,-0.5076363608,-0.3672970305,0.8170087042,0.9360830849,1,1.368118401
power,1,0.4855933748,-0.4848164887,-0.3222592522,0.7915131816,1.028089836,1,1.531098695
power,1,0.5766223084,-0.4611770662,-0.2755699446,0.7649686057,1.125654948,1,1.727066634
power,1,0.6847154509,-0.4368865453,-0.2279344793,0.7376420877,1.228981074,1,1.963987893
power,1,0.8130716446,-0.4121341944,-0.1801131727,0.7097944622,1.338301574,1,2.251825607
power,1,0.9654893846,-0.3871245685,-0.1328729417,0.6816716698,1.453880246,1,2.603047396
power,1,1.146479228,-0.362070926,-0.08693857173,0.6534987288,1.576010847,1,3.033262302
power,1,1.361397279,-0.3371880277,-0.042949924,0.6254760639,1.705016631,1,3.562020977
power,1,1.61660369,-0.3126848281,-0.001430104571,0.5977778102,1.841250061,1,4.213821054
power,1,1.919650885,-0.2887575815,0.03723264416,0.5705516554,1.985092771,1,5.019370372
power,1,2.279507057,-0.265583836,0.07278910616,0.5439198021,2.136955813,1,6.017174328
power,1,2.70682157,-0.2433176831,0.1051212393,0.5179806806,2.297280201,1,7.255530619
power,1,3.214240109,-0.2220864916,0.1342255825,0.4928111117,2.46653772,1,8.795036077
power,1,3.81677891,-0.2019892005,0.16019163,0.4684686862,2.645232,1,10.71173726
power,1,4.532269136,-0.1830961033,0.1831785682,0.4449941924,2.833899815,1,13.10109032
power,1,5.381884571,-0.1654499398,0.2033930028,0.4224139722,3.033112591,1,16.08293819
power,1,6.390768215,-0.1490680348,0.2210693863,0.4007421317,3.243478112,1,19.80776686
power,1,7.588776354,-0.1339451871,0.2364540021,0.3799825606,3.46564239,1,24.46456965
power,1,9.011362111,-0.1200570098,0.2497926983,0.3601307414,3.70029171,1,30.29073317
power,1,10.70062462,-0.1073634542,0.2613221194,0.3411753426,3.948154828,1,37.58446505
power,1,12.70655489,-0.09581229212,0.2712639393,0.3230996035,4.210005329,1,46.72041748
power,1,15.08851519,-0.08534238877,0.2798215083,0.3058825223,4.486664134,1,58.16932883
power,1,17.9169958,-0.0758866493,0.2871783324,0.2894998669,4.779002179,1,72.52271732
power,1,21.27570106,-0.06737457477,0.2934978698,0.273925024,5.087943243,1,90.52392671
power,1,25.26402644,-0.05973440109,0.2989242179,0.2591297084,5.41446696,1,113.1071589
power,1,30,-0.05289482681,0.3035833566,0.2450845489,5.759612002,1,141.446549
expdamp,10000,0.001,-0.9994650113,-0.9994650113,0.9999999998,2.324974068e-05,1,1.56683862
expdamp,10000,0.001187459175,-0.9993648942,-0.9993648942,0.9999999998,2.462434594e-05,1,1.566995743
expdamp,10000,0.001410059293,-0.9992460795,-0.9992460795,0.9999999998,2.608105249e-05,1,1.567182285
expdamp,10000,0.001674387845,-0.9991050909,-0.9991050909,0.9999999998,2.762497753e-05,1,1.567403747
expdamp,10000,0.00198826721,-0.998937812,-0.998937812,0.9999999997,2.926161173e-05,1,1.567666656
expdamp,10000,0.002360986142,-0.9987393717,-0.9987393717,0.9999999997,3.099685987e-05,1,1.567978752
expdamp,10000,0.002803574657,-0.9985040086,-0.9985040086,0.9999999997,3.283708874e-05,1,1.568349217
expdamp,10000,0.00332913045,-0.9982249143,-0.9982249143,0.9999999996,3.47891841e-05,1,1.568788936
expdamp,10000,0.003953206499,-0.9978940499,-0.9978940499,0.9999999996,3.686061868e-05,1,1.569310813
expdamp,10000,0.004694271329,-0.9975019342,-0.9975019342,0.9999999995,3.90595342e-05,1,1.569930137
expdamp,10000,0.005574255561,-0.9970373998,-0.9970373998,0.9999999995,4.13948407e-05,1,1.570665019
