a,z,N,t,s,H,K_Psi,U_Psi,rho_Psi,P_Psi,w_Psi,Omega_Psi,Omega_m,Omega_r,q_dec
4.550195440462157e-2,2.097707797576342e1,-3.090000000000000e0,7.980109869368939e-3,1.061475218958673e4,8.339540803092977e1,1.119823550725114e4,1.125231867421211e4,1.125231867421211e4,-5.408316696096335e1,-4.806401998275311e-3,5.393075406563350e-1,4.578748887463904e-1,2.817570597274559e-3,4.975205920369941e-1
4.595925664904420e-2,2.075840239619708e1,-3.080000000000000e0,8.100922875894090e-3,1.030103885292192e4,8.215587890833454e1,1.086807083817944e4,1.092134881168633e4,1.092134881168633e4,-5.327797350689434e1,-4.878332743102676e-3,5.393587530096028e-1,4.578518520367485e-1,2.789394953648705e-3,4.974479402791958e-1
4.642115485743127e-2,2.054190267500242e1,-3.070000000000000e0,8.223558607225857e-3,9.996597146515798e3,8.093483234950696e1,1.054765220042269e4,1.060013696824426e4,1.060013696824426e4,-5.248476782156467e1,-4.951329211952404e-3,5.394103550867906e-1,4.578281478802260e-1,2.761497032983485e-3,4.973745511439354e-1
4.688769521998849e-2,2.032755716202690e1,-3.060000000000000e0,8.348044471737651e-3,9.701153052280844e3,7.973199247993450e1,1.023669173104064e4,1.028839510247099e4,1.028839510247099e4,-5.170337143034703e1,-5.025406870108329e-3,5.394623563382482e-1,4.578037695637305e-1,2.733874098021321e-3,4.973004103014500e-1
4.735892439114093e-2,2.011534442254061e1,-3.050000000000000e0,8.474408287612404e-3,9.414440650587192e3,7.854708754964867e1,9.934910072110320e3,9.985843680626063e3,9.985843680626063e3,-5.093360851574289e1,-5.100581397499915e-3,5.395147663152636e-1,4.577787102466107e-1,2.706523438125811e-3,4.972255032479467e-1
4.783488949419837e-2,1.990524323509275e1,-3.040000000000000e0,8.602678288899024e-3,9.136201880917120e3,7.737984987139096e1,9.642036119403821e3,9.692211425281663e3,9.692211425281663e3,-5.017530587784131e1,-5.176868691386671e-3,5.395675946717785e-1,4.577529629591925e-1,2.679442369028968e-3,4.971498153028997e-1
4.831563812606779e-2,1.969723258938950e1,-3.030000000000000e0,8.732883131659196e-3,8.866186309593066e3,7.623001575970909e1,9.357806778493046e3,9.407235071388382e3,9.407235071388382e3,-4.942829289533620e1,-5.254284869065318e-3,5.396208511661281e-1,4.577265206012910e-1,2.652628232580732e-3,4.970733316063185e-1
4.880121836201296e-2,1.949129168419294e1,-3.020000000000000e0,8.865051900203799e-3,8.604150904370488e3,7.509732547097109e1,9.081966728062200e3,9.130659129549338e3,9.130659129549338e3,-4.869240148713834e1,-5.332846270600156e-3,5.396745456627901e-1,4.576993759407091e-1,2.626078396500761e-3,4.969960371159872e-1
4.929167876046217e-2,1.928739992524093e1,-3.010000000000000e0,8.999214113419422e-3,8.349859815766169e3,7.398152314445719e1,8.814268190292461e3,8.862235656367233e3,8.862235656367233e3,-4.796746607477144e1,-5.412569461556660e-3,5.397286881363436e-1,4.576715216095363e-1,2.599790254120139e-3,4.969179166046611e-1
4.978706836786394e-2,1.908553692318767e1,-3.000000000000000e0,9.135399731182025e-3,8.103084164604916e3,7.288235674376230e1,8.554470707775045e3,8.601724031319669e3,8.601724031319669e3,-4.725332354462444e1,-5.493471235832548e-3,5.397832886683194e-1,4.576429501075148e-1,2.573761224165885e-3,4.968389546572591e-1
5.028743672359186e-2,1.888568249156473e1,-2.990000000000000e0,9.273639160867153e-3,7.863601836129226e3,7.179957799974531e1,8.302340927315907e3,8.348890740527480e3,8.348890740527480e3,-4.654981321157356e1,-5.575568618428561e-3,5.398383574522282e-1,4.576136537972710e-1,2.547988750500860e-3,4.967591356679988e-1
5.079283386489848e-2,1.868781664476241e1,-2.980000000000000e0,9.413963263952644e-3,7.631197280077419e3,7.073294235406803e1,8.057652390006821e3,8.103509166789643e3,8.103509166789643e3,-4.585677678282173e1,-5.658878868275430e-3,5.398939047953452e-1,4.575836249027700e-1,2.522470301884813e-3,4.966784438375065e-1
5.130331033191914e-2,1.849191959603111e1,-2.970000000000000e0,9.556403362716162e-3,7.405661316660307e3,6.968220890355767e1,7.820185327489668e3,7.865359385811910e3,7.865359385811910e3,-4.517405832224267e1,-5.743419481089584e-3,5.399499411201710e-1,4.575528555080895e-1,2.497203371739472e-3,4.965968631699058e-1
5.181891717272583e-2,1.829797175550276e1,-2.960000000000000e0,9.700991247028903e-3,7.186790948285341e3,6.864714034543822e1,7.589726464255423e3,7.634227968470722e3,7.634227968470722e3,-4.450150421529906e1,-5.829208192248081e-3,5.400064769663004e-1,4.575213375557861e-1,2.472185477913595e-3,4.965143774698584e-1
5.233970594843238e-2,1.810595372823165e1,-2.950000000000000e0,9.847759181246942e-3,6.974389176844931e3,6.762750292338502e1,7.366068825785362e3,7.409907788919830e3,7.409907788919830e3,-4.383896313446803e1,-5.916262979685283e-3,5.400635229923042e-1,4.574890628452457e-1,2.447414162450129e-3,4.964309703395879e-1
5.286572873835034e-2,1.791584631225505e1,-2.940000000000000e0,9.996739911201466e-3,6.768264826404937e3,6.662306637439139e1,7.149011552362255e3,7.192197838367454e3,7.192197838367454e3,-4.318628600519878e1,-6.004602066814302e-3,5.401210899776416e-1,4.574560230310027e-1,2.422886991355561e-3,4.963466251758630e-1
5.339703814519711e-2,1.772763049667291e1,-2.930000000000000e0,1.014796667128361e-2,6.568232371133370e3,6.563360387643459e1,6.938359718383649e3,6.980903044356022e3,6.980903044356022e3,-4.254332597237317e1,-6.094243925471643e-3,5.401791888245782e-1,4.574222096210504e-1,2.398601554371314e-3,4.962613251669450e-1
5.393368730035602e-2,1.754128745974687e1,-2.920000000000000e0,1.030147319164481e-2,6.374111768354331e3,6.465889199703678e1,6.733924157056620e3,6.775834095424005e3,6.775834095424005e3,-4.190993836738471e1,-6.185207278862959e-3,5.402378305616704e-1,4.573876139735901e-1,2.374555464739379e-3,4.961750532895093e-1
5.447572986918986e-2,1.735679856701793e1,-2.910000000000000e0,1.045729370549996e-2,6.185728296425520e3,6.369871064230257e1,6.535521290156811e3,6.576807270832177e3,6.576807270832177e3,-4.128598067536586e1,-6.277511104585187e-3,5.402970263430961e-1,4.573522272979123e-1,2.350746358991736e-3,4.960877923055307e-1
5.502322005640721e-2,1.717414536944307e1,-2.900000000000000e0,1.061546295651273e-2,6.002912397484531e3,6.275284300692555e1,6.342972962899803e3,6.383644275402930e3,6.383644275402930e3,-4.067131250312741e1,-6.371174637634480e-3,5.403567874507659e-1,4.573160406525071e-1,2.327171896727104e-3,4.959995247591436e-1
5.557621261148309e-2,1.699330960155031e1,-2.890000000000000e0,1.077601620629856e-2,5.825499524881534e3,6.182107552505826e1,6.156106283733216e3,6.196172079280956e3,6.196172079280956e3,-4.006579554773998e1,-6.466217373418903e-3,5.404171252981357e-1,4.572790449414829e-1,2.303829760381337e-3,4.959102329734468e-1
5.613476283413373e-2,1.681427317961220e1,-2.880000000000000e0,1.093898924204123e-2,5.653329995054847e3,6.090319782173935e1,5.974753468793539e3,6.014222762358864e3,6.014222762358864e3,-3.946929356532564e1,-6.562659070819876e-3,5.404780514314270e-1,4.572412309135595e-1,2.280717655013359e-3,4.958198990472982e-1
5.669892657984690e-2,1.663701819983732e1,-2.870000000000000e0,1.110441838421696e-2,5.486248843804843e3,5.999900266510661e1,5.798751690981184e3,5.837633363321602e3,5.837633363321602e3,-3.888167234041794e1,-6.660519755268490e-3,5.405395775316768e-1,4.572025891602342e-1,2.257833308088905e-3,4.957285048520632e-1
5.726876026546733e-2,1.646152693658000e1,-2.860000000000000e0,1.127234049442366e-2,5.324105686815765e3,5.910828591932936e1,5.627942933495769e3,5.666245733151521e3,5.666245733151521e3,-3.830279965575210e1,-6.759819721840477e-3,5.406017154167987e-1,4.571631101139351e-1,2.235174469266244e-3,4.956360320283306e-1
5.784432087483848e-2,1.628778184056763e1,-2.850000000000000e0,1.144279298332177e-2,5.166754584299649e3,5.823084649824746e1,5.462173847699537e3,5.499906392962064e3,5.499906392962064e3,-3.773254526252731e1,-6.860579538373934e-3,5.406644770436762e-1,4.571227840461399e-1,2.212738910183922e-3,4.955424619825946e-1
5.842566596450083e-2,1.611576553714588e1,-2.840000000000000e0,1.161581381868981e-2,5.014053909640723e3,5.736648631970793e1,5.301295615181230e3,5.338466396032314e3,5.338466396032314e3,-3.717078085108460e1,-6.962820048602492e-3,5.407278745102654e-1,4.570816010654842e-1,2.190524424250421e-3,4.954477758839078e-1
5.901285366944784e-2,1.594546082454102e1,-2.830000000000000e0,1.179144153359571e-2,4.865866221940359e3,5.651501026064467e1,5.145163813915532e3,5.181781193937652e3,5.181781193937652e3,-3.661738002211951e1,-7.066562375300456e-3,5.407919200586674e-1,4.570395511149012e-1,2.168528826431344e-3,4.953519546604859e-1
5.960594270893934e-2,1.577685067213988e1,-2.820000000000000e0,1.196971523468221e-2,4.722058142298131e3,5.567622611274056e1,4.993638288345300e3,5.029710506603493e3,5.029710506603493e3,-3.607221825819306e1,-7.171827923462826e-3,5.408566260767448e-1,4.569966239702095e-1,2.146749953045674e-3,4.952549789962921e-1
6.020499239237357e-2,1.560991821878669e1,-2.810000000000000e0,1.215067461056831e-2,4.582500233711119e3,5.484994453862997e1,4.846583023262742e3,4.882118196158257e3,4.882118196158257e3,-3.553517289551473e1,-7.278638383535485e-3,5.409220050976214e-1,4.569528092408048e-1,2.125185661573687e-3,4.951568293275832e-1
6.081006262521797e-2,1.544464677109705e1,-2.800000000000000e0,1.233435994037356e-2,4.447066884640984e3,5.403597902913291e1,4.703866021542180e3,4.738872144638792e3,4.738872144638792e3,-3.500612309661210e1,-7.387015734580560e-3,5.409880698053471e-1,4.569080963642150e-1,2.103833830437891e-3,4.950574858394103e-1
6.142121391500013e-2,1.528101980178843e1,-2.790000000000000e0,1.252081210236065e-2,4.315636195931090e3,5.323414586084648e1,4.565359185390002e3,4.599844135213046e3,4.599844135213046e3,-3.448494982304419e1,-7.496982247518491e-3,5.410548330359303e-1,4.568624746052619e-1,2.082692358807851e-3,4.949569284620967e-1
6.203850737735829e-2,1.511902094802755e1,-2.780000000000000e0,1.271007258270076e-2,4.188089871089076e3,5.244426405444581e1,4.430938201128394e3,4.464909736937017e3,4.464909736937017e3,-3.397153580862232e1,-7.608560488375549e-3,5.411223077795804e-1,4.568159330540184e-1,2.061759166401334e-3,4.948551368676750e-1
6.266200474215318e-2,1.495863400979402e1,-2.770000000000000e0,1.290218348436262e-2,4.064313109811995e3,5.166615533361175e1,4.300482427383777e3,4.333948192916795e3,4.333948192916795e3,-3.346576553301838e1,-7.721773321543890e-3,5.411905071829567e-1,4.567684606237560e-1,2.041032193287230e-3,4.947520904662865e-1
6.329176835964073e-2,1.479984294826039e1,-2.760000000000000e0,1.309718753612694e-2,3.944194504658331e3,5.089964408457508e1,4.173874786579441e3,4.206842311775224e3,4.206842311775224e3,-3.296752519578240e1,-7.836643913061381e-3,5.412594445514530e-1,4.567200460488566e-1,2.020509399690373e-3,4.946477684025488e-1
6.392786120670757e-2,1.464263188418817e1,-2.750000000000000e0,1.329512810172409e-2,3.827625940773712e3,5.014455731626797e1,4.051001659634584e3,4.083478362325307e3,4.083478362325307e3,-3.247670269072296e1,-7.953195733901075e-3,5.413291333514926e-1,4.566706778827093e-1,2.000188765798131e-3,4.945421495518880e-1
6.457034689316847e-2,1.448698509633994e1,-2.740000000000000e0,1.349604918911394e-2,3.714502498586298e3,4.940072462109590e1,3.931752783781516e3,3.963745971362240e3,3.963745971362240e3,-3.199318758072468e1,-8.071452563275461e-3,5.413995872132491e-1,4.566203444951837e-1,1.980068291567106e-3,4.944352125168305e-1
