x4,phi,phidot,KE,PE,rho,P,w,w_avg,rho_drift
4.995000000000000e1,-7.779299800208829e-2,7.070938308134279e-1,2.499908427872043e-1,9.155921144008517e-6,2.499999987083483e-1,2.499816868660603e-1,9.999267526304695e-1,3.318650238644270e-1,-5.166606698026044e-9
5.000000000000000e1,-4.243793017857250e-2,7.071056325929306e-1,2.499991878223243e-1,8.108803651380814e-7,2.499999987026894e-1,2.499983769419591e-1,9.999935129570453e-1,3.325331189733564e-1,-5.189242369141311e-9
5.005000000000000e1,-7.082604973327139e-3,7.071067784619923e-1,2.499999980734486e-1,6.290889963729188e-10,2.499999987025376e-1,2.499999974443596e-1,9.999999949672880e-1,3.331999158115070e-1,-5.189849772158084e-9
5.010000000000000e1,2.827273218837760e-2,7.071065534448749e-1,2.499998389623449e-1,1.597390606347446e-7,2.499999987014055e-1,2.499996792232843e-1,9.999987220875082e-1,3.338653843172115e-1,-5.194377816764018e-9
5.015000000000000e1,6.362796867258455e-2,7.071009844056406e-1,2.499959010737130e-1,4.097625303520353e-6,2.499999986990165e-1,2.499918034484095e-1,9.999672189974013e-1,3.345295095278050e-1,-5.203933950426176e-9
5.020000000000000e1,9.898246174686590e-2,7.070728403963747e-1,2.499760008130986e-1,2.399788742202732e-5,2.499999987005206e-1,2.499520029256766e-1,9.998080168996260e-1,3.351922168071085e-1,-5.197917429811127e-9
5.025000000000000e1,1.343343757332257e-1,7.069916359480769e-1,2.499185866502691e-1,8.141204321527730e-5,2.499999986934843e-1,2.498371746070538e-1,9.993487036508741e-1,3.358532975468778e-1,-5.226062693708400e-9
5.030000000000000e1,1.696800195629641e-1,7.068136442049973e-1,2.497927638171742e-1,2.072348690431869e-4,2.499999986862174e-1,2.495855289481310e-1,9.983421210389420e-1,3.365123354343510e-1,-5.255130330894531e-9
5.035000000000000e1,2.050131854452848e-1,7.064819317199142e-1,2.495583599233508e-1,4.416387614692246e-4,2.499999986848200e-1,2.491167211618816e-1,9.964668898896596e-1,3.371686335177969e-1,-5.260719970756611e-9
5.040000000000000e1,2.403244901808471e-1,7.059264321647956e-1,2.491660638144589e-1,8.339348578538536e-4,2.499999986723127e-1,2.483321289566050e-1,9.933285211017386e-1,3.378211425177750e-1,-5.310749173759177e-9
5.045000000000000e1,2.756007215819929e-1,7.050640813262663e-1,2.485576793882259e-1,1.442319283332047e-3,2.499999986715580e-1,2.471153601048939e-1,9.884614456720304e-1,3.384683911212132e-1,-5.313768092207738e-9
5.050000000000000e1,3.108241937290403e-1,7.037990402259787e-1,2.476665445115044e-1,2.333454149475114e-3,2.499999986609795e-1,2.453330903620293e-1,9.813323667042138e-1,3.391084193539527e-1,-5.356081911322974e-9
5.055000000000000e1,3.459721162402361e-1,7.020230385757834e-1,2.464181733455879e-1,3.581825309876386e-3,2.499999986554643e-1,2.428363480357116e-1,9.713453973668804e-1,3.397387165475051e-1,-5.378142708956091e-9
5.060000000000000e1,3.810159844654972e-1,6.996158739870120e-1,2.447311855673053e-1,5.268813078184685e-3,2.499999986454900e-1,2.394623724891206e-1,9.578494951461494e-1,3.403561658851624e-1,-5.418040016635928e-9
5.065000000000000e1,4.159209993363177e-1,6.964461064500230e-1,2.425185895946984e-1,7.481409043722517e-3,2.499999986384209e-1,2.350371805509759e-1,9.401487273242509e-1,3.409569980128524e-1,-5.446316286850106e-9
5.070000000000000e1,4.506455276914960e-1,6.923719892068981e-1,2.396894857191585e-1,1.031051290642650e-2,2.499999986255850e-1,2.293789728127320e-1,9.175158962951183e-1,3.415367567049598e-1,-5.497659882891526e-9
5.075000000000000e1,4.851406159242113e-1,6.872426782999236e-1,2.361512494384261e-1,1.384874917887207e-2,2.499999986172982e-1,2.223025002595541e-1,8.892100059562653e-1,3.420902800492166e-1,-5.530807145603944e-9
5.080000000000000e1,5.193495719362987e-1,6.808997614088205e-1,2.318122425432943e-1,1.818775605956026e-2,2.499999986028546e-1,2.136244864837341e-1,8.544979507103677e-1,3.426117010120946e-1,-5.588581597493203e-9
5.085000000000000e1,5.532076322968688e-1,6.731791433191432e-1,2.265850794999478e-1,2.341491909214197e-2,2.499999985920897e-1,2.031701604078058e-1,8.126806462079489e-1,3.430944715110593e-1,-5.631641042391777e-9
5.090000000000000e1,5.866417332463629e-1,6.639133182500656e-1,2.203904470749065e-1,2.960955150282727e-2,2.499999985777337e-1,1.907808955720792e-1,7.631235866297765e-1,3.435314141877860e-1,-5.689065107894464e-9
5.095000000000000e1,6.195704054361625e-1,6.529340496802620e-1,2.131614366159335e-1,3.683856195003193e-2,2.499999985659654e-1,1.763228746659015e-1,7.052915027092558e-1,3.439148058761881e-1,-5.736138453116268e-9
5.100000000000000e1,6.519038130228579e-1,6.400754641195253e-1,2.048482998839129e-1,4.515169866935878e-2,2.499999985532717e-1,1.596966012145541e-1,6.387864085548179e-1,3.442364962190860e-1,-5.786913392924475e-9
5.105000000000000e1,6.835439576072144e-1,6.251775478942148e-1,1.954234831955116e-1,5.457651534834041e-2,2.499999985438520e-1,1.408469678471712e-1,5.633878746701892e-1,3.444880639422921e-1,-5.824592030911901e-9
5.110000000000000e1,7.143850664609727e-1,6.080900142106068e-1,1.848867326913280e-1,6.511326584453503e-2,2.499999985358630e-1,1.197734668467930e-1,4.790938701930081e-1,3.446610118958041e-1,-5.856547913296595e-9
5.115000000000000e1,7.443141822172817e-1,5.886764829813835e-1,1.732700008076656e-1,7.672999771563264e-2,2.499999985232982e-1,9.654000309203294e-2,3.861600146491044e-1,3.447470000976861e-1,-5.906807043487561e-9
5.120000000000000e1,7.732119676597387e-1,5.668188882716052e-1,1.606418260507292e-1,8.935817246310154e-2,2.499999985138308e-1,7.128365358762770e-2,2.851346160455440e-1,3.447381136867971e-1,-5.944676861879827e-9
5.125000000000000e1,8.009537342579629e-1,5.424219992827212e-1,1.471108126529322e-1,1.028891858589775e-1,2.499999985119097e-1,4.422162679395469e-2,1.768865082287112e-1,3.446271599779682e-1,-5.952361270544770e-9
5.130000000000000e1,8.274106966796441e-1,5.154179125806179e-1,1.328278123044807e-1,1.171721862113147e-1,2.499999985157954e-1,1.565562609316598e-2,6.262250474444235e-2,3.444079858517582e-1,-5.936818259222321e-9
5.135000000000000e1,8.524514477468048e-1,4.857703474938312e-1,1.179864152521388e-1,1.320135832786394e-1,2.499999985307781e-1,-1.402716802650063e-2,-5.610867243574686e-2,3.440758037001541e-1,-5.876887421152333e-9
5.140000000000000e1,8.759436393383546e-1,4.534785560510112e-1,1.028214003990550e-1,1.471785981587023e-1,2.499999985577573e-1,-4.435719775964722e-2,-1.774287920621704e-1,3.436275113500091e-1,-5.768970745556601e-9
5.145000000000000e1,8.977558449814792e-1,4.185806463064995e-1,8.760487873118342e-2,1.623951198475357e-1,2.499999985787192e-1,-7.479024111635232e-2,-2.991609661661763e-1,3.430619891046600e-1,-5.685123372067835e-9
5.150000000000000e1,9.177595696921376e-1,3.811561158786478e-1,7.263999233584859e-2,1.773600062572034e-1,2.499999985930519e-1,-1.047200139213548e-1,-4.188800580427890e-1,3.423803556083405e-1,-5.627792232232309e-9
