a,z,N,t,phi,phidot,H,KE,PE,rho_phi,P_phi,w_phi,w_cpl,Omega_phi_test,Omega_DE_cpl
4.005847942090420e-3,2.486350371896937e2,-5.520000000000000e0,2.817768554371781e-4,2.766744831129540e-7,1.968830559818284e-3,2.234550052199093e3,1.938146886637188e-6,9.999994466511868e0,9.999996404658756e0,-9.999992528364981e0,-9.999996123704832e-1,-1.458596491234746e0,6.675724649005175e-7,4.071840533625094e-10
4.046107383222199e-3,2.461511270676237e2,-5.510000000000000e0,2.862864978856071e-4,2.856223764970827e-7,1.999499557889201e-3,2.200566340121984e3,1.998999240999554e-6,9.999994287554102e0,9.999996286553344e0,-9.999992288554861e0,-9.999996002000032e-1,-1.458572335570067e0,6.883505323198160e-7,4.256737059929718e-10
4.086771438464067e-3,2.436919322642204e2,-5.500000000000000e0,2.908657764214413e-4,2.948499413601574e-7,2.030634239330480e-3,2.167106021829801e3,2.061737706970638e-6,9.999994103002912e0,9.999996164740619e0,-9.999992041265205e0,-9.999995876523005e-1,-1.458547937136922e0,7.097710163378199e-7,4.449999297364152e-10
4.127844174255436e-3,2.412572068579541e2,-5.490000000000000e0,2.955157523943925e-4,3.043658389201807e-7,2.062241752618722e-3,2.134160881913046e3,2.126420523121970e-6,9.999993912685074e0,9.999996039105596e0,-9.999991786264552e0,-9.999995747157271e-1,-1.458523293495447e0,7.318536830721919e-7,4.652004591136346e-10
4.169329697904112e-3,2.388467073742554e2,-5.480000000000000e0,3.002375031772564e-4,3.141789937435018e-7,2.094329351440009e-3,2.101722837468868e3,2.193107716151565e-6,9.999993716422100e0,9.999995909529817e0,-9.999991523314383e0,-9.999995613782773e-1,-1.458498402181257e0,7.546189047543772e-7,4.863147261636533e-10
4.211232157997035e-3,2.364601927611667e2,-5.470000000000000e0,3.050321224262254e-4,3.242986030373202e-7,2.126904396466177e-3,2.069783935884825e3,2.261861155853575e-6,9.999993514030042e0,9.999995775891197e0,-9.999991252168886e0,-9.999995476275778e-1,-1.458473260705202e0,7.780876782729102e-7,5.083839366265308e-10
4.253555744815125e-3,2.340974243652386e2,-5.460000000000000e0,3.099007204427982e-4,3.347341524294022e-7,2.159974357753755e-3,2.038336352661416e3,2.332744613076874e-6,9.999993305319192e0,9.999995638063805e0,-9.999990972574579e0,-9.999995334508740e-1,-1.458447866553111e0,8.022816442831318e-7,5.314511495376367e-10
4.296304690752340e-3,2.317581659076621e2,-5.450000000000000e0,3.148444242975072e-4,3.454954160565368e-7,2.193546815681916e-3,2.007372389272585e3,2.405823816294136e-6,9.999993090094065e0,9.999995495917881e0,-9.999990684270250e0,-9.999995188350201e-1,-1.458422217185549e0,8.272231069006725e-7,5.555613603858679e-10
4.339483270738899e-3,2.294421834606420e2,-5.440000000000000e0,3.198643781654105e-4,3.565924716708235e-7,2.227629463196743e-3,1.976884471063616e3,2.481166512651105e-6,9.999992868153111e0,9.999995349319624e0,-9.999990386986598e0,-9.999995037664666e-1,-1.458396310037557e0,8.529350539964226e-7,5.807615879950009e-10
4.383095802668776e-3,2.271492454240039e2,-5.430000000000000e0,3.249617435213682e-4,3.680357050392646e-7,2.262230107182844e-3,1.946865145185646e3,2.558842528922250e-6,9.999992639288608e0,9.999995198131137e0,-9.999990080446080e0,-9.999994882312486e-1,-1.458370142518399e0,8.794411781114041e-7,6.071009652945363e-10
4.427146647831511e-3,2.248791225020333e2,-5.420000000000000e0,3.301376994235283e-4,3.798358210451380e-7,2.297356670390656e-3,1.917307078566155e3,2.638923835494220e-6,9.999992403286464e0,9.999995042210299e0,-9.999989764362629e0,-9.999994722149713e-1,-1.458343712011301e0,9.067658980104595e-7,6.346308341538079e-10
4.471640211348332e-3,2.226315876805461e2,-5.410000000000000e0,3.353934428516092e-4,3.920038586239008e-7,2.333017193711728e-3,1.888203055914790e3,2.721484613077273e-6,9.999992159925901e0,9.999994881410514e0,-9.999989438441288e0,-9.999994557027988e-1,-1.458317015873191e0,9.349343808941946e-7,6.634048444608049e-10
4.516580942612666e-3,2.204064162041872e2,-5.400000000000000e0,3.407301887943500e-4,4.045511881214784e-7,2.369219836861232e-3,1.859545977763858e3,2.806601317688382e-6,9.999991908979510e0,9.999994715580828e0,-9.999989102378192e0,-9.999994386794399e-1,-1.458290051434432e0,9.639725652893461e-7,6.934790576353257e-10
4.561973335735096e-3,2.182033855539544e2,-5.390000000000000e0,3.461491707754108e-4,4.174895391255104e-7,2.405972881845086e-3,1.831328858542870e3,2.894352754086975e-6,9.999991650212705e0,9.999994544565459e0,-9.999988755859951e0,-9.999994211291334e-1,-1.458262815998559e0,9.939071846381713e-7,7.249120547744872e-10
4.607821929992752e-3,2.160222754249475e2,-5.380000000000000e0,3.516516409153785e-4,4.308309961261637e-7,2.443284733480939e-3,1.803544824686511e3,2.984820144430512e-6,9.999991383383790e0,9.999994368203934e0,-9.999988398563646e0,-9.999994030356351e-1,-1.458235306842004e0,1.024765791608281e-6,7.577650496374282e-10
4.654131310283272e-3,2.138628677043354e2,-5.370000000000000e0,3.572388702992051e-4,4.445880155556229e-7,2.481163921858045e-3,1.776187112775406e3,3.078087203564996e-6,9.999991108243641e0,9.999994186330845e0,-9.999988030156437e0,-9.999993843822014e-1,-1.458207521213830e0,1.056576783144862e-6,7.921020066853286e-10
4.700906107583276e-3,2.117249464495468e2,-5.360000000000000e0,3.629121493552101e-4,4.587734438378748e-7,2.519619104869765e-3,1.749249067709131e3,3.174240216812358e-6,9.999990824535333e0,9.999993998775549e0,-9.999987650295116e0,-9.999993651515757e-1,-1.458179456335450e0,1.089369426287875e-6,8.279897644023722e-10
4.748150999411478e-3,2.096082978666743e2,-5.350000000000000e0,3.686727879340267e-4,4.734005134392132e-7,2.558659068845192e-3,1.722724140910846e3,3.273368115291873e-6,9.999990531994213e0,9.999993805362328e0,-9.999987258626097e0,-9.999993453259715e-1,-1.458151109400353e0,1.123173884777720e-6,8.654981641334706e-10
4.795870710296421e-3,2.075127102890962e2,-5.340000000000000e0,3.745221158426002e-4,4.884828733246081e-7,2.598292732064571e-3,1.696605888562989e3,3.375562560749786e-6,9.999990230347306e0,9.999993605909866e0,-9.999986854784746e0,-9.999993248870563e-1,-1.458122477573822e0,1.158021246473216e-6,9.047001846849482e-10
4.844070012248967e-3,2.054379741563082e2,-5.330000000000000e0,3.804614829479964e-4,5.040345858085442e-7,2.638529145546768e-3,1.670887969873460e3,3.480918025949878e-6,9.999989919313364e0,9.999993400231391e0,-9.999986438395338e0,-9.999993038159352e-1,-1.458093557992651e0,1.193943551606904e-6,9.456720829454693e-10
4.892753725239476e-3,2.033838819929681e2,-5.320000000000000e0,3.864922595724046e-4,5.200701468218498e-7,2.679377495687610e-3,1.645564145371755e3,3.589531882198604e-6,9.999989598602474e0,9.999993188134356e0,-9.999986009070591e0,-9.999992820931345e-1,-1.458064347764856e0,1.230973821903020e-6,9.884935407958110e-10
4.941926717679818e-3,2.013502283881477e2,-5.310000000000000e0,3.926158368520811e-4,5.366045033476653e-7,2.720847106671189e-3,1.620628275234498e3,3.701504488940490e-6,9.999989267915693e0,9.999992969420182e0,-9.999985566411203e0,-9.999992596985816e-1,-1.458034843969392e0,1.269146090584559e-6,1.033247818588174e-9
4.991593906910217e-3,1.993368099747917e2,-5.300000000000000e0,3.988336268767770e-4,5.536530524879748e-7,2.762947441472374e-3,1.596074317639845e3,3.816939282169369e-6,9.999988926945081e0,9.999992743884363e0,-9.999985110005799e0,-9.999992366115897e-1,-1.458005043655854e0,1.308495433296576e-6,1.080021915488134e-9
5.041760259690979e-3,1.973434254093812e2,-5.290000000000000e0,4.051470632578320e-4,5.712316765111765e-7,2.805688105620531e-3,1.571896327150232e3,3.935942873010263e-6,9.999988575372996e0,9.999992511315869e0,-9.999984639430123e0,-9.999992128108359e-1,-1.457974943844185e0,1.349057999973532e-6,1.128906736985417e-9
5.092430792699190e-3,1.953698753517984e2,-5.280000000000000e0,4.115576011988099e-4,5.893567360474345e-7,2.849078847748686e-3,1.548088453122951e3,4.058625140344491e-6,9.999988212872227e0,9.999992271497367e0,-9.999984154247086e0,-9.999991882743445e-1,-1.457944541524380e0,1.390871047679710e-6,1.179997269893329e-9
5.143610573030383e-3,1.934159624453927e2,-5.270000000000000e0,4.180667179721454e-4,6.080450976069753e-7,2.893129562771510e-3,1.524644938148069e3,4.185099333491234e-6,9.999987839105442e0,9.999992024204776e0,-9.999983654006108e0,-9.999991629794657e-1,-1.457913833656182e0,1.433972974452151e-6,1.233392765170858e-9
5.195304718705231e-3,1.914814912972456e2,-5.260000000000000e0,4.246759132883032e-4,6.273141520610480e-7,2.937850294367228e-3,1.501560116513190e3,4.315482176056803e-6,9.999987453724829e0,9.999991769207005e0,-9.999983138242653e0,-9.999991369028544e-1,-1.457882817168777e0,1.478403354176797e-6,1.289196928916336e-9
5.247518399181385e-3,1.895662684586300e2,-5.250000000000000e0,4.313867094345131e-4,6.471818132258930e-7,2.983251235964772e-3,1.478828412694555e3,4.449893968442670e-6,9.999987056372113e0,9.999991506266081e0,-9.999982606478145e0,-9.999991100204505e-1,-1.457851488960491e0,1.524202972529463e-6,1.347518121897178e-9
5.300256835870402e-3,1.876701024056660e2,-5.240000000000000e0,4.382006519151719e-4,6.676665605276368e-7,3.029342734984241e-3,1.456444339874035e3,4.588458703000902e-6,9.999986646677705e0,9.999991235136408e0,-9.999982058219002e0,-9.999990823074552e-1,-1.457819845898478e0,1.571413864013840e-6,1.408469567996227e-9
5.353525302659903e-3,1.857928035201681e2,-5.230000000000000e0,4.451193094907279e-4,6.887874279213631e-7,3.076135293177376e-3,1.434402498481548e3,4.731304170965731e-6,9.999986224260930e0,9.999990955565101e0,-9.999981492956758e0,-9.999990537383099e-1,-1.457787884818404e0,1.620079350130330e-6,1.472169571972387e-9
5.407329126440960e-3,1.839341840706834e2,-5.220000000000000e0,4.521442747299286e-4,7.105640394352044e-7,3.123639570296887e-3,1.412697574762417e3,4.878562082562261e-6,9.999985788729310e0,9.999990667291392e0,-9.999980910167228e0,-9.999990242866730e-1,-1.457755602524135e0,1.670244078709908e-6,1.538741746950751e-9
5.461673687640779e-3,1.820940581937182e2,-5.210000000000000e0,4.592771643705238e-4,7.330166273271349e-7,3.171866386523913e-3,1.391324339369258e3,5.030368186980134e-6,9.999985339678201e0,9.999990370046389e0,-9.999980309310013e0,-9.999989939253936e-1,-1.457722995787416e0,1.721954064448692e-6,1.608315252075952e-9
5.516564420760772e-3,1.802722418751512e2,-5.200000000000000e0,4.665196195009892e-4,7.561660331190235e-7,3.220826723732840e-3,1.370277645977924e3,5.186862392155810e-6,9.999984876690773e0,9.999990063553165e0,-9.999979689828381e0,-9.999989626264908e-1,-1.457690061347543e0,1.775256730679933e-6,1.681025040781843e-9
5.572006814919998e-3,1.784685529318323e2,-5.190000000000000e0,4.738733062297310e-4,7.800337556624904e-7,3.270531729927833e-3,1.349552429927096e3,5.348188898232371e-6,9.999984399337055e0,9.999989747525953e0,-9.999979051148157e0,-9.999989303611238e-1,-1.457656795911048e0,1.830200952420859e-6,1.757012120150557e-9
5.628006414404065e-3,1.766828109933644e2,-5.180000000000000e0,4.813399157284174e-4,8.046419380306384e-7,3.320992719600922e-3,1.329143706881100e3,5.514496321821165e-6,9.999983907174189e0,9.999989421670511e0,-9.999978392677866e0,-9.999988970995688e-1,-1.457623196151357e0,1.886837100733657e-6,1.836423821855200e-9
5.684568819219595e-3,1.749148374840653e2,-5.170000000000000e0,4.889211648437038e-4,8.300134106204255e-7,3.372221177799114e-3,1.309046571515504e3,5.685937835998422e-6,9.999983399745565e0,9.999989085683401e0,-9.999977713807729e0,-9.999988628111917e-1,-1.457589258708468e0,1.945217088440318e-6,1.919414085202421e-9
5.741699685654202e-3,1.731644556051108e2,-5.160000000000000e0,4.966187964622365e-4,8.561717097943486e-7,3.424228762581037e-3,1.289256196225134e3,5.862671309243632e-6,9.999982876580464e0,9.999988739251773e0,-9.999977013909156e0,-9.999988274644179e-1,-1.457554980188607e0,2.005394417232826e-6,2.006143752813840e-9
5.799404726842141e-3,1.714314903168543e2,-5.150000000000000e0,5.044345797262466e-4,8.831410812367990e-7,3.477027306494645e-3,1.269767829854062e3,6.044859445054703e-6,9.999982337193975e0,9.999988382053420e0,-9.999976292334530e0,-9.999987910267064e-1,-1.457520357163895e0,2.067424226221293e-6,2.096780879509528e-9
5.857689713335622e-3,1.697157683213228e2,-5.140000000000000e0,5.123703107468881e-4,9.109465346904415e-7,3.530628821315594e-3,1.250576796447212e3,6.232669936952169e-6,9.999981781085904e0,9.999988013755841e0,-9.999975548415966e0,-9.999987534645184e-1,-1.457485386171999e0,2.131363341963589e-6,2.191501054981584e-9
5.916560473681857e-3,1.680171180448872e2,-5.130000000000000e0,5.204278126485213e-4,9.396138287966810e-7,3.585045498400470e-3,1.231678494023182e3,6.426275612800737e-6,9.999981207741081e0,9.999987634016694e0,-9.999974781465468e0,-9.999987147432881e-1,-1.457450063715791e0,2.197270330022149e-6,2.290487740872026e-9
5.976022895005943e-3,1.663353696211041e2,-5.120000000000000e0,5.286089362408088e-4,9.691695223739495e-7,3.640289713156454e-3,1.213068393367887e3,6.625854597856348e-6,9.999980616628338e0,9.999987242482936e0,-9.999973990773741e0,-9.999986748273899e-1,-1.457414386262996e0,2.265205548093998e-6,2.393932622896617e-9
6.036082923599565e-3,1.646703548737297e2,-5.110000000000000e0,5.369155603897160e-4,9.996409936638077e-7,3.696374027536499e-3,1.194742036848690e3,6.831590475723200e-6,9.999980007200111e0,9.999986838790587e0,-9.999973175609636e0,-9.999986336801067e-1,-1.457378350245840e0,2.335231200762318e-6,2.502035978684508e-9
6.096746565515638e-3,1.630219072999017e2,-5.100000000000000e0,5.453495922749036e-4,1.031056447011787e-6,3.753311191789013e-3,1.176695037248630e3,7.043672451204331e-6,9.999979378892320e0,9.999986422564771e0,-9.999972335219869e0,-9.999985912635971e-1,-1.457341952060691e0,2.407411395918987e-6,2.615007062033577e-9
6.158019887168897e-3,1.613898620534891e2,-5.090000000000000e0,5.539129681388061e-4,1.063444974351251e-6,3.811114149435396e-3,1.158923076620401e3,7.262295530013340e-6,9.999978731123132e0,9.999985993418662e0,-9.999971468827603e0,-9.999985475388598e-1,-1.457305188067699e0,2.481812202908686e-6,2.733064504312256e-9
6.219909015942573e-3,1.597740559286073e2,-5.080000000000000e0,5.626076533440002e-4,1.096836538534349e-6,3.869796037704548e-3,1.141421905159715e3,7.487660686716911e-6,9.999978063293289e0,9.999985550953976e0,-9.999970575632602e0,-9.999985024656988e-1,-1.457268054590434e0,2.558501712447765e-6,2.856436733771270e-9
6.282420140801118e-3,1.581743273432971e2,-5.070000000000000e0,5.714356431041843e-4,1.131262033829894e-6,3.929370192394017e-3,1.124187340097733e3,7.719975054437297e-6,9.999977374784919e0,9.999985094759973e0,-9.999969654809865e0,-9.999984560026879e-1,-1.457230547915519e0,2.637550098371177e-6,2.985362413562350e-9
6.345559512909110e-3,1.565905163233670e2,-5.060000000000000e0,5.803989628598201e-4,1.166753305410588e-6,3.989850150395256e-3,1.107215264612204e3,7.959452111304523e-6,9.999976664961117e0,9.999984624413228e0,-9.999968705509007e0,-9.999984081071303e-1,-1.457192664292255e0,2.719029681263803e-6,3.120090899296604e-9
6.409333446256383e-3,1.550224644863950e2,-5.050000000000000e0,5.894996685851558e-4,1.203343160616799e-6,4.051249651766929e-3,1.090501626756987e3,8.206311870470833e-6,9.999975933165748e0,9.999984139477618e0,-9.999967726853878e0,-9.999983587350229e-1,-1.457154399932246e0,2.803014994033529e-6,3.260882717012108e-9
6.473748318289405e-3,1.534700150258909e2,-5.040000000000000e0,5.987398475746933e-4,1.241065437872464e-6,4.113582644965917e-3,1.074042438409640e3,8.460781088482393e-6,9.999975178722046e0,9.999983639503135e0,-9.999966717940957e0,-9.999983078410137e-1,-1.457115751009026e0,2.889582849484840e-6,3.408010062458760e-9
6.538810570549064e-3,1.519330126956148e2,-5.030000000000000e0,6.081216185122521e-4,1.279954988271059e-6,4.176863287350938e-3,1.057833774236735e3,8.723093460610041e-6,9.999974400933000e0,9.999983124026461e0,-9.999965677839540e0,-9.999982553783637e-1,-1.457076713657671e0,2.978812409954839e-6,3.561757322649063e-9
6.604526709314811e-3,1.504113037940527e2,-5.020000000000000e0,6.176471322695264e-4,1.320047747168251e-6,4.241105950495375e-3,1.041871770676609e3,8.993489841663640e-6,9.999973599079906e0,9.999982592569747e0,-9.999964605590066e0,-9.999982012989007e-1,-1.457037283974411e0,3.070785259073467e-6,3.722421620665127e-9
6.670903306255274e-3,1.489047361490467e2,-5.010000000000000e0,6.273185722828802e-4,1.361380753270461e-6,4.306325222718919e-3,1.026152624939245e3,9.272218461912575e-6,9.999972772422002e0,9.999982044640463e0,-9.999963500203540e0,-9.999981455529779e-1,-1.456997458016247e0,3.165585475713539e-6,3.890313384756440e-9
6.737946999085467e-3,1.474131591025766e2,-5.000000000000000e0,6.371381549171959e-4,1.403992165992151e-6,4.372535911533614e-3,1.010672594022941e3,9.559535148825545e-6,9.999971920196103e0,9.999981479731252e0,-9.999962360660954e0,-9.999980880894292e-1,-1.456957231800549e0,3.263299710197167e-6,4.065756942808986e-9
6.805664492230543e-3,1.459364234956948e2,-4.990000000000000e0,6.471081302893751e-4,1.447921342370605e-6,4.439753049123672e-3,9.954279937475312e2,9.855703568601469e-6,9.999971041615082e0,9.999980897318650e0,-9.999961185911513e0,-9.999980288555208e-1,-1.456916601304662e0,3.364017262826844e-6,4.249091143313653e-9
6.874062557496249e-3,1.444743816536100e2,-4.980000000000000e0,6.572307823528620e-4,1.493208817005655e-6,4.507991892946807e-3,9.804151978038235e2,1.016099545343707e-5,9.999970135868253e0,9.999980296863706e0,-9.999959974872800e0,-9.999979677969053e-1,-1.456875562465502e0,3.467830164813123e-6,4.440670004012499e-9
6.943148034746108e-3,1.430268873709197e2,-4.970000000000001e0,6.675084297684638e-4,1.539896386638684e-6,4.577267931527906e-3,9.656306368189850e2,1.047569085849688e-5,9.999969202119694e0,9.999979677810552e0,-9.999958726428835e0,-9.999979048575705e-1,-1.456834111179152e0,3.574833261670670e-6,4.640863389453370e-9
7.012927832585425e-3,1.415937958969891e2,-4.960000000000000e0,6.779434262789477e-4,1.588027128019040e-6,4.647596886975156e-3,9.510707974375925e2,1.080007841191058e-5,9.999968239507876e0,9.999979039586288e0,-9.999957439429464e0,-9.999978399797901e-1,-1.456792243300449e0,3.685124299159069e-6,4.850057718738025e-9
7.083408929052118e-3,1.401749639214769e2,-4.950000000000000e0,6.885381611397372e-4,1.637645423416118e-6,4.718994717866796e-3,9.367322214180832e2,1.113445557362736e-5,9.999967247145170e0,9.999978381600744e0,-9.999956112689595e0,-9.999977731040709e-1,-1.456749954642569e0,3.798804011845393e-6,5.068656704805741e-9
7.154598372314585e-3,1.387702495600029e2,-4.940000000000000e0,6.992950599773686e-4,1.688797045895635e-6,4.791477624965523e-3,9.226115047443081e2,1.147912891527263e-5,9.999966224116122e0,9.999977703245037e0,-9.999954744987207e0,-9.999977041690981e-1,-1.456707240976611e0,3.915976214368283e-6,5.297082126654328e-9
7.226503281376463e-3,1.373795123399606e2,-4.930000000000000e0,7.102165848933803e-4,1.741529137852494e-6,4.865062051943662e-3,9.087052967519667e2,1.183441438463114e-5,9.999965169477901e0,9.999977003892287e0,-9.999953335063516e0,-9.999976331116800e-1,-1.456664098031174e0,4.036747895486816e-6,5.535774635961672e-9
7.299130846788583e-3,1.360026131864690e2,-4.920000000000000e0,7.213052354138379e-4,1.795890310976439e-6,4.939764691701245e-3,8.950102992696158e2,1.220063760468915e-5,9.999964082258284e0,9.999976282895888e0,-9.999951881620680e0,-9.999975598666919e-1,-1.456620521491927e0,4.161229314997684e-6,5.785194599637047e-9
7.372488331368012e-3,1.346394144084652e2,-4.910000000000000e0,7.325635488573006e-4,1.851930661699483e-6,5.015602488836956e-3,8.815232657740348e2,1.257813416301373e-5,9.999962961455358e0,9.999975539589521e0,-9.999950383321195e0,-9.999974843670141e-1,-1.456576507001179e0,4.289534103609442e-6,6.045822979897907e-9
7.446583070924338e-3,1.332897796849355e2,-4.900000000000000e0,7.439941008430299e-4,1.909701807368021e-6,5.092592643047057e-3,8.682410005596776e2,1.296724991400851e-5,9.999961806036792e0,9.999974773286706e0,-9.999948838786878e0,-9.999974065434748e-1,-1.456532050157445e0,4.421779365863269e-6,6.318162253539412e-9
7.521422474993263e-3,1.319535740512829e2,-4.890000000000001e0,7.555995061828402e-4,1.969256980286275e-6,5.170752615063742e-3,8.551603579219687e2,1.336834130309426e-5,9.999960614937955e0,9.999973983279258e0,-9.999947246596651e0,-9.999973263247833e-1,-1.456487146515004e0,4.558085786192794e-6,6.602737372137517e-9
7.597014027577567e-3,1.306306638858302e2,-4.880000000000000e0,7.673824190081525e-4,2.030651005170364e-6,5.250100127530227e-3,8.422782413542056e2,1.378177567454645e-5,9.999959387062367e0,9.999973168838041e0,-9.999945605286692e0,-9.999972436374694e-1,-1.456441791583453e0,4.698577738220140e-6,6.900096765003431e-9
7.673365287895489e-3,1.293209168964588e2,-4.870000000000000e0,7.793455338052174e-4,2.093940417062789e-6,5.330653171889407e-3,8.295916027578299e2,1.420793161948730e-5,9.999958121279350e0,9.999972329210969e0,-9.999943913347732e0,-9.999971584058134e-1,-1.456395980827263e0,4.843383397384568e-6,7.210813386787844e-9
7.750483891136699e-3,1.280242021073781e2,-4.859999999999999e0,7.914915857712795e-4,2.159183472910834e-6,5.412430010775389e-3,8.170974416658255e2,1.464719931077104e-5,9.999956816423783e0,9.999971463623094e0,-9.999942169224472e0,-9.999970705517782e-1,-1.456349709665318e0,4.992634857007633e-6,7.535485811717599e-9
7.828377549225773e-3,1.267403898460288e2,-4.850000000000000e0,8.038233514127412e-4,2.226440201730542e-6,5.495449182007978e-3,8.047928044790356e2,1.509998085601608e-5,9.999955471295106e0,9.999970571275963e0,-9.999940371314249e0,-9.999969799949412e-1,-1.456302973470464e0,5.146468247898080e-6,7.874739376534579e-9
7.907054051593441e-3,1.254693517301148e2,-4.840000000000000e0,8.163436494673518e-4,2.295772507515134e-6,5.579729504733896e-3,7.926747837151479e2,1.556669067299899e-5,9.999954084655261e0,9.999969651345934e0,-9.999938517964589e0,-9.999968866524169e-1,-1.456255767569044e0,5.305023861604469e-6,8.229227374299156e-9
7.986521265955502e-3,1.242109606547652e2,-4.830000000000000e0,8.290553410596782e-4,2.367244146058767e-6,5.665290080487843e-3,7.807405172701535e2,1.604775584803698e-5,9.999952655229155e0,9.999968702985003e0,-9.999936607473307e0,-9.999967904387855e-1,-1.456208087240427e0,5.468446277428270e-6,8.599632301315177e-9
8.066787139099614e-3,1.229650907798240e2,-4.820000000000000e0,8.419613308292268e-4,2.440920864188343e-6,5.752150300699087e-3,7.689871876920461e2,1.654361654091630e-5,9.999951181701878e0,9.999967725318418e0,-9.999934638085337e0,-9.999966912660130e-1,-1.456159927716540e0,5.636884493309265e-6,8.986667159534210e-9
8.147859697679982e-3,1.217316175172652e2,-4.810000000000000e0,8.550645672686907e-4,2.516870405353532e-6,5.840329848963126e-3,7.574120214665552e2,1.705472637234483e-5,9.999949662718585e0,9.999966717444957e0,-9.999932607992212e0,-9.999965890433730e-1,-1.456111284181392e0,5.810492060704305e-6,9.391076816900573e-9
8.229747049020030e-3,1.205104175187349e2,-4.800000000000000e0,8.683680434263120e-4,2.595162577886818e-6,5.929848705726872e-3,7.460122883147066e2,1.758155283640533e-5,9.999948096883140e0,9.999965678435975e0,-9.999930515330304e0,-9.999964836773643e-1,-1.456062151770588e0,5.989427223579110e-6,9.813639428207630e-9
8.312457381923119e-3,1.193013686632155e2,-4.790000000000000e0,8.818747978546386e-4,2.675869366670556e-6,6.020727154607376e-3,7.347853005020060e2,1.812457773511332e-5,9.999946482755872e0,9.999964607333608e0,-9.999928358178137e0,-9.999963750716233e-1,-1.456012525570846e0,6.173853061638496e-6,1.025516791914950e-8
8.395998967491478e-3,1.181043500448138e2,-4.779999999999999e0,8.955879148001532e-4,2.759064910160744e-6,6.112985783677472e-3,7.237284121590341e2,1.868429759572144e-5,9.999944818854045e0,9.999963503151641e0,-9.999926134556450e0,-9.999962631268425e-1,-1.455962400619505e0,6.363937637926620e-6,1.071651153637149e-8
8.480380159953269e-3,1.169192419606706e2,-4.770000000000000e0,9.095105254323670e-4,2.844825664585461e-6,6.206645493643799e-3,7.128390186132790e2,1.926122414188444e-5,9.999943103648569e0,9.999962364872712e0,-9.999923842424426e0,-9.999961477406735e-1,-1.455911771904028e0,6.559854150926136e-6,1.119855746644520e-8
8.565609397498061e-3,1.157459258989899e2,-4.760000000000000e0,9.236458081568708e-4,2.933230400960083e-6,6.301727499950341e-3,7.021145557319844e2,1.985588474181519e-5,9.999941335564058e0,9.999961191448801e0,-9.999921479679315e0,-9.999960288076398e-1,-1.455860634361501e0,6.761781091298176e-6,1.170223252682549e-8
8.651695203120634e-3,1.145842845271877e2,-4.750000000000000e0,9.379969894381236e-4,3.024360296655942e-6,6.398253338262429e-3,6.915524992758463e2,2.046882289029316e-5,9.999939512977003e0,9.999959981799893e0,-9.999919044154112e0,-9.999959062190392e-1,-1.455808982878128e0,6.969902403401008e-6,1.222850493197971e-8
8.738646185473290e-3,1.134342016801587e2,-4.740000000000000e0,9.525673447698431e-4,3.118299055269780e-6,6.496244870929726e-3,6.811503642633603e2,2.110059871154039e-5,9.999937634213369e0,9.999958734812081e0,-9.999916533614657e0,-9.999957798628432e-1,-1.455756812288716e0,7.184407651733927e-6,1.277838613802178e-8
8.826471039726723e-3,1.122955623486599e2,-4.730000000000000e0,9.673601989056489e-4,3.215132885008778e-6,6.595724288542766e-3,6.709057043456378e2,2.175178944523649e-5,9.999935697549041e0,9.999957449338487e0,-9.999913945759596e0,-9.999956496235998e-1,-1.455704117376164e0,7.405492192458840e-6,1.335293276933061e-8
8.915178548439545e-3,1.111682526678093e2,-4.720000000000001e0,9.823789271977046e-4,3.314950692265077e-6,6.696714118838753e-3,6.608161111915130e2,2.242298999472715e-5,9.999933701205933e0,9.999956124195927e0,-9.999911278215938e0,-9.999955153823245e-1,-1.455650892870936e0,7.633357350149303e-6,1.395324863078590e-8
9.004777582436559e-3,1.100521599056992e2,-4.710000000000000e0,9.976269558760827e-4,3.417844066598928e-6,6.799237228580990e-3,6.508792138827619e2,2.311481344526085e-5,9.999931643352301e0,9.999954758165746e0,-9.999908528538857e0,-9.999953770163958e-1,-1.455597133450538e0,7.868210599932343e-6,1.458048680941497e-8
9.095277101695816e-3,1.089471724521235e2,-4.700000000000000e0,1.013107763010520e-3,3.523907402182742e-6,6.903316829964883e-3,6.410926783192660e2,2.382789162743820e-5,9.999929522100313e0,9.999953349991941e0,-9.999905694208685e0,-9.999952343994429e-1,-1.455542833738983e0,8.110265755182329e-6,1.523585186941145e-8
9.186686156244673e-3,1.078531798074159e2,-4.690000000000000e0,1.028824879496167e-3,3.633238024847568e-6,7.008976487183169e-3,6.314542066339345e2,2.456287569894326e-5,9.999927335503511e0,9.999951898379210e0,-9.999902772627811e0,-9.999950874012297e-1,-1.455487988306253e0,8.359743160938274e-6,1.592060214466271e-8
9.279013887064744e-3,1.067700725714004e2,-4.680000000000000e0,1.044781889333233e-3,3.745936173398064e-6,7.116240118306963e-3,6.219615366172432e2,2.532043671070075e-5,9.999925081557171e0,9.999950401993882e0,-9.999899761120460e0,-9.999949358875408e-1,-1.455432591667761e0,8.616869893220843e-6,1.663605213310301e-8
9.372269527006058e-3,1.056977424324508e2,-4.670000000000000e0,1.060982431084480e-3,3.862105227718478e-6,7.225132004980528e-3,6.126124411511961e2,2.610126624469697e-5,9.999922758193762e0,9.999948859460007e0,-9.999896656927517e0,-9.999947797200541e-1,-1.455376638283796e0,8.881879964423270e-6,1.738357499740344e-8
