a,z,N,t,phi,phidot,H,KE,PE,rho_phi,P_phi,w_phi,w_cpl,Omega_phi_test,Omega_DE_cpl
3.725384939621581e-2,2.584286365589857e1,-3.290000000000000e0,8.659918683135615e-3,2.520421472955317e-4,5.804898192440120e-2,7.645949511350013e1,1.684842151229729e-3,9.994960427345516e0,9.996645269496746e0,-9.993275585194286e0,-9.996629184879910e-1,-1.438647690362270e0,5.699938566797696e-4,7.156824864733389e-6
3.762825680717622e-2,2.557577269987395e1,-3.280000000000000e0,8.791695166644967e-3,2.597495911412805e-4,5.892853337117717e-2,7.531837793389448e1,1.736286022638971e-3,9.994806357340536e0,9.996542643363176e0,-9.993070071317897e0,-9.996526226947489e-1,-1.438423045915694e0,5.873901389835054e-4,7.472999131898584e-6
3.800642707517431e-2,2.531133934326589e1,-3.270000000000000e0,8.925468115314522e-3,2.676923542937743e-4,5.982136656960118e-2,7.419431903422722e1,1.789297949127299e-3,9.994647585842321e0,9.996436883791448e0,-9.992858287893194e0,-9.996420128551947e-1,-1.438196143754895e0,6.053167159263828e-4,7.803082667234889e-6
3.838839801755208e-2,2.504953714251834e1,-3.260000000000000e0,9.061267725977925e-3,2.758776123613715e-4,6.072768114188144e-2,7.308706276109982e1,1.843925628435011e-3,9.994483969641996e0,9.996327895270431e0,-9.992640044013561e0,-9.996310794028059e-1,-1.437966961189469e0,6.237897311164070e-4,8.147684270038508e-6
3.877420783172201e-2,2.479033991719306e1,-3.250000000000000e0,9.199124651576372e-3,2.843127588898418e-4,6.164767967147147e-2,7.199635730937031e1,1.900218204438178e-3,9.994315361190717e0,9.996215579395155e0,-9.992415142986278e0,-9.996198124801640e-1,-1.437735475300967e0,6.428258186560586e-4,8.507439220198748e-6
3.916389509898707e-2,2.453372174735153e1,-3.240000000000000e0,9.339070008830309e-3,2.930054134493154e-4,6.258156774935933e-2,7.092195466383856e1,1.958226310983826e-3,9.994141608439106e0,9.996099834750090e0,-9.992183382128122e0,-9.996082019300814e-1,-1.437501662940608e0,6.624421179907485e-4,8.883010421036634e-6
3.955749878839872e-2,2.427965697096289e1,-3.230000000000000e0,9.481135384172170e-3,3.019634264852831e-4,6.352955401136380e-2,6.986361054182592e1,2.018002116441395e-3,9.993962554741454e0,9.995980556857896e0,-9.991944552625013e0,-9.995962372865848e-1,-1.437265500726961e0,6.826562892080370e-4,9.275089590977681e-6
3.995505826065390e-2,2.402812018133782e1,-3.220000000000000e0,9.625352842061877e-3,3.111948886571819e-4,6.449185018763581e-2,6.882108433663444e1,2.079599370312231e-3,9.993778038670269e0,9.995857638040581e0,-9.991698439299958e0,-9.995839077654732e-1,-1.437026965043608e0,7.034865287910485e-4,9.684398506119233e-6
4.035661327203115e-2,2.377908622458770e1,-3.210000000000000e0,9.771754930981036e-3,3.207081357798742e-4,6.546867114033464e-2,6.779413906187160e1,2.143073450440643e-3,9.993587893918827e0,9.995730967369267e0,-9.991444820468386e0,-9.995712022547553e-1,-1.436786032036781e0,7.249515858512564e-4,1.011169029583795e-5
4.076220397836621e-2,2.353253019710935e1,-3.200000000000000e0,9.920374691899879e-3,3.305117585251476e-4,6.646023491376110e-2,6.678254129662838e1,2.208481412396155e-3,9.993391949108634e0,9.995600430521030e0,-9.991183467696239e0,-9.995581093046392e-1,-1.436542677612980e0,7.470707788424052e-4,1.055775079367139e-5
4.117187093906774e-2,2.328842744309455e1,-3.190000000000000e0,1.007124566466548e-2,3.406146080979756e-4,6.746676277405936e-2,6.578606113149580e1,2.275882039605601e-3,9.993190027677453e0,9.995465909717058e0,-9.990914145637849e0,-9.995446171173687e-1,-1.436296877436559e0,7.698640127820434e-4,1.102339994580109e-5
4.158565512117316e-2,2.304675355206450e1,-3.180000000000000e0,1.022440189643220e-2,3.510258059337854e-4,6.848847925905742e-2,6.480447211540832e1,2.345335895609169e-3,9.992981947687046e0,9.995327283582656e0,-9.990636611791436e0,-9.995307135366218e-1,-1.436048606927296e0,7.933517969841274e-4,1.150949327955991e-5
4.200359790344555e-2,2.280748435642867e1,-3.170000000000000e0,1.037987794862982e-2,3.617547505189647e-4,6.952561222083979e-2,6.383755120330002e1,2.416905377341294e-3,9.992767521688505e0,9.995184427065846e0,-9.990350616311163e0,-9.995163860367006e-1,-1.435797841257933e0,8.175552633279229e-4,1.201692343448709e-5
4.242574108051139e-2,2.257059592906813e1,-3.160000000000000e0,1.053770890515970e-2,3.728111266640030e-4,7.057839287436135e-2,6.288507870456220e1,2.490654770363851e-3,9.992546556538688e0,9.995037211309052e0,-9.990055901768324e0,-9.995016217113137e-1,-1.435544555351693e0,8.424961850709753e-4,1.254662175855807e-5
4.285212686704019e-2,2.233606458094271e1,-3.150000000000000e0,1.069793038018111e-2,3.842049140186995e-4,7.164705584392776e-2,6.194683823228859e1,2.566650305551452e-3,9.992318853231906e0,9.994885503537457e0,-9.989752202926354e0,-9.994864072620656e-1,-1.435288723879776e0,8.681969962270744e-4,1.309955997232534e-5
4.328279790196590e-2,2.210386685872218e1,-3.140000000000000e0,1.086057852582511e-2,3.959463953610548e-4,7.273183920947675e-2,6.102261665329718e1,2.644960217396589e-3,9.992084206736250e0,9.994729166953647e0,-9.989439246518852e0,-9.994707289866057e-1,-1.435030321258820e0,8.946808115251592e-4,1.367675190381806e-5
4.371779725275094e-2,2.187397954244081e1,-3.130000000000000e0,1.102569004106874e-2,4.080461674659462e-4,7.383298455806857e-2,6.011220403891556e1,2.725654804375996e-3,9.991842405778490e0,9.994568060582866e0,-9.989116750974114e0,-9.994545727663559e-1,-1.434769321648349e0,9.219714469612863e-4,1.427925529716672e-5
4.415716841969286e-2,2.164637964317540e1,-3.120000000000000e0,1.119330217880047e-2,4.205151479896588e-4,7.495073702718318e-2,5.921539361651907e1,2.808806490458983e-3,9.991593232708730e0,9.994402039199189e0,-9.988784426218272e0,-9.994379240539970e-1,-1.434505698948184e0,9.500934409726407e-4,1.490817369803976e-5
4.460095534027454e-2,2.142104440074634e1,-3.110000000000000e0,1.136345275562498e-2,4.333645884410998e-4,7.608534536032267e-2,5.833198172180864e1,2.894489889299788e-3,9.991336463243570e0,9.994230953132870e0,-9.988441973354270e0,-9.994207678604039e-1,-1.434239426795835e0,9.790720762337258e-4,1.556465841910712e-5
4.504920239355780e-2,2.119795128144164e1,-3.100000000000000e0,1.153618015889230e-2,4.466060809577579e-4,7.723706195019912e-2,5.746176775181853e1,2.982781869349449e-3,9.991071866333225e0,9.994054648202574e0,-9.988089084463876e0,-9.994030887413877e-1,-1.433970478563865e0,1.008933402115481e-3,1.624991058887617e-5
4.550195440462157e-2,2.097707797576342e1,-3.090000000000000e0,1.171152335673450e-2,4.602515719002665e-4,7.840614289516194e-2,5.660455411864096e1,3.073761621848277e-3,9.990799203892539e0,9.993872965514388e0,-9.987725442270690e0,-9.993848707838382e-1,-1.433698827357227e0,1.039704257802205e-3,1.696518328738420e-5
4.595925664904420e-2,2.075840239619708e1,-3.080000000000000e0,1.188952190551386e-2,4.743133695393377e-4,7.959284804430689e-2,5.576014620385811e1,3.167510729902063e-3,9.990518230650231e0,9.993685741380133e0,-9.987350719920329e0,-9.993660975916450e-1,-1.433424446010573e0,1.071412296110099e-3,1.771178377237229e-5
4.642115485743127e-2,2.054190267500242e1,-3.070000000000000e0,1.207021595986750e-2,4.888041577686274e-4,8.079744105372993e-2,5.492835231366908e1,3.264113240415482e-3,9.990228693877905e0,9.993492807118320e0,-9.986964580637489e0,-9.993467522710197e-1,-1.433147307085541e0,1.104086008004143e-3,1.849107579971589e-5
4.688769521998849e-2,2.032755716202690e1,-3.060000000000000e0,1.225364628077990e-2,5.037370052316238e-4,8.202018943433158e-2,5.410898363470250e1,3.363655737421819e-3,9.989930333210889e0,9.993293988948311e0,-9.986566677473467e0,-9.993268174155305e-1,-1.432867382868007e0,1.137754747855293e-3,1.930448204203908e-5
4.735892439114093e-2,2.011534442254061e1,-3.050000000000000e0,1.243985424541722e-2,5.191253786125758e-4,8.326136460702585e-2,5.330185419050262e1,3.466227418112049e-3,9.989622880386078e0,9.993089107804190e0,-9.986156652967965e0,-9.993062750905712e-1,-1.432584645365315e0,1.172448759441194e-3,2.015348660960233e-5
4.783488949419837e-2,1.990524323509275e1,-3.040000000000000e0,1.262888185608893e-2,5.349831539194339e-4,8.452124195415740e-2,5.250678079868015e1,3.571920170736609e-3,9.989306059020111e0,9.992877979190848e0,-9.985734138849374e0,-9.992851068174403e-1,-1.432299066303481e0,1.208199202725139e-3,2.103963767771746e-5
4.831563812606779e-2,1.969723258938950e1,-3.030000000000000e0,1.282077174958969e-2,5.513246286087908e-4,8.580010087264553e-2,5.172358302871585e1,3.680828654878074e-3,9.988979584370963e0,9.992660413025840e0,-9.985298755716085e0,-9.992632935569232e-1,-1.432010617124359e0,1.245038181429810e-3,2.196455022511951e-5
4.880121836201296e-2,1.949129168419294e1,-3.020000000000000e0,1.301556720738447e-2,5.681645359723116e-4,8.709822483006756e-2,5.095208316040846e1,3.793050384274499e-3,9.988643163054583e0,9.992436213438857e0,-9.984850112670308e0,-9.992408156923387e-1,-1.431719268982792e0,1.282998771424928e-3,2.292990888790228e-5
4.929167876046217e-2,1.928739992524093e1,-3.010000000000000e0,1.321331216419059e-2,5.855180553376492e-4,8.841590141489634e-2,5.019210614295546e1,3.908685811504335e-3,9.988296492845439e0,9.992205178656944e0,-9.984387807033935e0,-9.992176530121993e-1,-1.431424992743723e0,1.322115049968396e-3,2.393747093381420e-5
4.978706836786394e-2,1.908553692318767e1,-3.000000000000000e0,1.341405121935375e-2,6.034008296018878e-4,8.975342239683090e-2,4.944347955465822e1,4.027838415971974e-3,9.987939262330819e0,9.991967100746791e0,-9.983911423914847e0,-9.991937846921712e-1,-1.431127758979282e0,1.362422125796450e-3,2.498906936190308e-5
5.028743672359186e-2,1.888568249156473e1,-2.990000000000000e0,1.361782964518665e-2,6.218289747669027e-4,9.111108377621831e-2,4.870603356324088e1,4.150614793438536e-3,9.987571150725223e0,9.991721765518662e0,-9.983420535931785e0,-9.991691892767146e-1,-1.430827537965845e0,1.403956170126699e-3,2.608661613270252e-5
5.079283386489848e-2,1.868781664476241e1,-2.980000000000000e0,1.382469339882936e-2,6.408190988851821e-4,9.248918584579034e-2,4.797960088677417e1,4.277124749208572e-3,9.987191827497080e0,9.991468952246288e0,-9.982914702747872e0,-9.991438446599493e-1,-1.430524299681061e0,1.446754448554320e-3,2.723210553436099e-5
5.130331033191914e-2,1.849191959603111e1,-2.970000000000000e0,1.403468913094580e-2,6.603883124967195e-4,9.388803324146738e-2,4.726401675519443e1,4.407481392975443e-3,9.986800952165748e0,9.991208433558723e0,-9.982393470772772e0,-9.991177280661723e-1,-1.430218013800848e0,1.490855353915523e-3,2.842761769033394e-5
5.181891717272583e-2,1.829797175550276e1,-2.960000000000000e0,1.424786419766683e-2,6.805542479424284e-4,9.530793500401928e-2,4.655911887240908e1,4.541801237365182e-3,9.986398173921582e0,9.990939975158948e0,-9.981856372684216e0,-9.990908160295912e-1,-1.429908649696364e0,1.536298440097504e-3,2.967532221448477e-5
5.233970594843238e-2,1.810595372823165e1,-2.950000000000000e0,1.446426666995602e-2,7.013350716033502e-4,9.674920463217122e-2,4.586474737897862e1,4.680204298478871e-3,9.985983131387648e0,9.990663335686127e0,-9.981302927089169e0,-9.990630843736348e-1,-1.429596176430941e0,1.583124456867563e-3,3.097748201967834e-5
5.286572873835034e-2,1.791584631225505e1,-2.940000000000000e0,1.468394534537823e-2,7.227495028453353e-4,9.821216014340305e-2,4.518074481536762e1,4.822814200016723e-3,9.985555452247917e0,9.990378266447934e0,-9.980732638047900e0,-9.990345081895019e-1,-1.429280562756990e0,1.631375385709800e-3,3.233645728619142e-5
5.339703814519711e-2,1.772763049667291e1,-2.930000000000000e0,1.490694975842778e-2,7.448168289888713e-4,9.969712413001261e-2,4.450695608575464e1,4.969758279897572e-3,9.985114752955266e0,9.990084511235164e0,-9.980144994675367e0,-9.990050618141800e-1,-1.428961777112882e0,1.681094476730194e-3,3.375470959652275e-5
5.393368730035602e-2,1.754128745974687e1,-2.920000000000000e0,1.513333019180997e-2,7.675569229237298e-4,1.012044238182785e-1,4.384322842239352e1,5.121167700194871e-3,9.984660638387087e0,9.989781806087281e0,-9.979539470686893e0,-9.989747188077575e-1,-1.428639787619786e0,1.732326286640054e-3,3.523480624344576e-5
5.447572986918986e-2,1.735679856701793e1,-2.910000000000000e0,1.536313768810400e-2,7.909902620432204e-4,1.027343911281522e-1,4.318941135051634e1,5.277177560236081e-3,9.984192701475031e0,9.989469879035267e0,-9.978915523914795e0,-9.989434519300546e-1,-1.428314562078486e0,1.785116717851803e-3,3.677942471842519e-5
