x4,phi,phidot,KE,PE,rho,P,w,w_avg,rho_drift
2.750000000000000e0,-9.243023780058294e-1,-3.816609917056780e-1,7.283255629488081e-2,4.271674429936155e-1,4.999999992884964e-1,-3.543348866987347e-1,-7.086697744059116e-1,1.281731413433895e-1,-1.423007267575827e-9
2.800000000000000e0,-9.422223400365451e-1,-3.349881498321025e-1,5.610853026396758e-2,4.438914690319715e-1,4.999999992959390e-1,-3.877829387680039e-1,-7.755658786280991e-1,1.126322312030254e-1,-1.408121952373165e-9
2.850000000000000e0,-9.577872369117773e-1,-2.874780120475025e-1,4.132180370539199e-2,4.586781955955485e-1,4.999999993009404e-1,-4.173563918901565e-1,-8.347127849473409e-1,9.653097571195959e-2,-1.398119175988199e-9
2.900000000000000e0,-9.709581645032149e-1,-2.392493289402085e-1,2.862012069917004e-2,4.713798786077261e-1,4.999999993068961e-1,-4.427597579085560e-1,-8.855195170446262e-1,8.003705973423650e-2,-1.386207815201601e-9
2.950000000000000e0,-9.817022023454119e-1,-1.904226471098709e-1,1.813039226616521e-2,4.818696070449160e-1,4.999999993110812e-1,-4.637392147787509e-1,-9.274784308354163e-1,6.331611001094391e-2,-1.377837510752045e-9
3.000000000000000e0,-9.899924959390007e-1,-1.411200078315953e-1,9.957428305194764e-3,4.900425710077662e-1,4.999999993129610e-1,-4.800851427025715e-1,-9.601702867244919e-1,4.653043553109568e-2,-1.374078073546059e-9
3.050000000000000e0,-9.958083238753120e-1,-9.146464202174576e-2,4.182890370083050e-3,4.958171089496792e-1,4.999999993197622e-1,-4.916342185795961e-1,-9.832684384969048e-1,2.983781588942698e-2,-1.360475510026049e-9
3.100000000000000e0,-9.991351496077806e-1,-4.158066225535077e-2,8.644757367967762e-4,4.991355235908811e-1,4.999999993276779e-1,-4.982710478540843e-1,-9.965420970481633e-1,1.339034679810494e-2,-1.344644284806407e-9
3.150000000000000e0,-9.999646578033731e-1,8.407247515532797e-3,3.534090539371619e-5,4.999646584279085e-1,4.999999993333022e-1,-4.999293175225148e-1,-9.998586363782367e-1,-2.666648654455398e-3,-1.333395616143207e-9
3.200000000000000e0,-9.982947751183553e-1,5.837414354546185e-2,1.703770317333093e-3,4.982962290143038e-1,4.999999993316369e-1,-4.965924586969707e-1,-9.931849187215577e-1,-1.819563504344676e-2,-1.336726285217082e-9
3.250000000000000e0,-9.941296754002857e-1,1.081951346137763e-1,5.853093577046588e-3,4.941469057557387e-1,4.999999993327853e-1,-4.882938121786921e-1,-9.765876256605714e-1,-3.306779869187159e-2,-1.334429344801435e-9
3.300000000000000e0,-9.874797692250379e-1,1.577456941931986e-1,1.244185201824707e-2,4.875581473143670e-1,4.999999993326141e-1,-4.751162952961200e-1,-9.502325918605837e-1,-4.716389429897315e-2,-1.334771848604532e-9
3.350000000000000e0,-9.783616778960613e-1,2.069019716897569e-1,2.140421294455447e-2,4.785957863877982e-1,4.999999993323527e-1,-4.571915734432437e-1,-9.143831481074584e-1,-6.037499841367543e-2,-1.335294652626828e-9
3.400000000000000e0,-9.667981918955662e-1,2.555411020089512e-1,3.265062740797460e-2,4.673493719262680e-1,4.999999993342426e-1,-4.346987445182934e-1,-8.693974901942024e-1,-7.260316489510413e-2,-1.331514898339492e-9
3.450000000000000e0,-9.528182139133385e-1,3.035415126572624e-1,4.606872495312950e-2,4.539312743825023e-1,4.999999993356318e-1,-4.078625494293728e-1,-8.157250999426291e-1,-8.376197837587682e-2,-1.328736343175763e-9
3.500000000000000e0,-9.364566866127979e-1,3.507832276073634e-1,6.152443638531965e-2,4.384755629509100e-1,4.999999993362296e-1,-3.769511265655904e-1,-7.539022541320167e-1,-9.377700264246888e-2,-1.327540744000544e-9
3.550000000000000e0,-9.177545052927659e-1,3.971481671697287e-1,7.886333334313737e-2,4.211366659925848e-1,4.999999993357221e-1,-3.422733326494474e-1,-6.845466662083531e-1,-1.025861217625775e-1,-1.328555709889656e-9
3.600000000000000e0,-8.967584156663490e-1,4.425204431452203e-1,9.791217130072108e-2,4.020878280342101e-1,4.999999993349312e-1,-3.041756567334890e-1,-6.083513142761690e-1,-1.101397727136843e-1,-1.330137555655142e-9
