state,z,sigma,m,n
ground state,3.26874051593,0.339432124704,0.996605678753,1.79927313149
ground state,3.29871016692,0.332574829757,0.996674251702,1.76392503207
ground state,3.32867981791,0.325923427891,0.996740765721,1.72961130139
ground state,3.35864946889,0.31946983123,0.996805301688,1.69629222215
ground state,3.38861911988,0.313206339163,0.996867936608,1.66392994237
ground state,3.41858877086,0.307125616779,0.996928743832,1.63248837312
ground state,3.44855842185,0.30122067465,0.996987793254,1.60193309255
ground state,3.47852807284,0.295484849869,0.997045151501,1.57223125587
ground state,3.50849772382,0.28991178827,0.997100882117,1.54335151081
ground state,3.53846737481,0.284495427723,0.997155045723,1.51526391819
ground state,3.5684370258,0.279229982463,0.997207700175,1.48793987726
ground state,3.59840667678,0.274109928362,0.997258900716,1.46135205558
ground state,3.62837632777,0.269129989085,0.997308700109,1.43547432299
ground state,3.65834597876,0.264285123083,0.997357148769,1.41028168952
ground state,3.68831562974,0.259570511352,0.997404294886,1.38575024693
ground state,3.71828528073,0.254981545915,0.997450184541,1.36185711365
ground state,3.74825493171,0.250513818984,0.99749486181,1.33858038292
ground state,3.7782245827,0.246163112754,0.997538368872,1.31589907394
ground state,3.80819423369,0.241925389779,0.997580746102,1.29379308573
ground state,3.83816388467,0.237796783914,0.997622032161,1.27224315367
ground state,3.86813353566,0.233773591768,0.997662264082,1.25123080851
ground state,3.89810318665,0.229852264639,0.997701477354,1.23073833758
ground state,3.92807283763,0.226029400915,0.997739705991,1.21074874828
ground state,3.95804248862,0.222301738886,0.997776982611,1.19124573348
ground state,3.98801213961,0.21866614997,0.9978133385,1.17221363886
ground state,4.06,0.210291827933,0.997897081721,1.12833330306
ground state,4.16,0.199439943514,0.998005600565,1.07138321551
ground state,4.26,0.18941293659,0.998105870634,1.01867127088
ground state,4.36,0.180129319461,0.998198706805,0.969786945302
ground state,4.46,0.171517390497,0.998284826095,0.924368138375
ground state,4.56,0.163513864258,0.998364861357,0.882094503305
ground state,4.66,0.156062718632,0.998439372814,0.842681818839
ground state,4.76,0.149114220954,0.99850885779,0.805877222435
ground state,4.86,0.142624102296,0.998573758977,0.771455158342
ground state,4.96,0.136552854898,0.998634471451,0.739213921338
ground state,5.06,0.130865132336,0.998691348677,0.708972698653
ground state,5.16,0.125529235702,0.998744707643,0.680569030024
ground state,5.26,0.120516672048,0.99879483328,0.653856619957
ground state,5.36,0.115801773782,0.998841982262,0.628703447654
ground state,5.46,0.111361369594,0.998886386304,0.60499012934
ground state,5.56,0.107174499155,0.998928255008,0.582608495308
ground state,5.66,0.103222165043,0.99896777835,0.561460350162
ground state,5.76,0.0994871164918,0.999005128835,0.541456389853
ground state,5.86,0.095953660377,0.999040463396,0.5225152533
ground state,5.96,0.0926074956032,0.999073925044,0.504562689828
ground state,6.06,0.0894355676441,0.999105644324,0.487530826572
ground state,6.16,0.0864259404869,0.999135740595,0.471357522386
ground state,6.26,0.0835676836455,0.999164323164,0.455985796771
ground state,6.36,0.0808507722522,0.999191492277,0.441363324061
ground state,6.46,0.07826599853,0.999217340015,0.427441984477
ground state,6.56,0.0758048931872,0.999241951068,0.414177464873
ground state,6.66,0.0734596554887,0.999265403445,0.401528902981
ground state,6.76,0.0712230909237,0.999287769091,0.389458569841
ground state,6.86,0.0690885555462,0.999309114445,0.377931585788
ground state,6.96,0.0670499061817,0.999329500938,0.366915666022
ground state,7.06,0.0651014558072,0.999348985442,0.356380892288
ground state,7.16,0.0632379334981,0.999367620665,0.34629950764
ground state,7.26,0.0614544484175,0.999385455516,0.336645731682
ground state,7.36,0.0597464573871,0.999402535426,0.327395593964
ground state,7.46,0.0581097356401,0.999418902644,0.318526783537
ground state,7.56,0.0565403504029,0.999434596496,0.310018512893
ground state,7.66,0.0550346369995,0.99944965363,0.301851394749
ground state,7.76,0.0535891772046,0.999464108228,0.294007330292
ground state,7.86,0.052200779609,0.999477992204,0.286469407708
ground state,7.96,0.0508664617859,0.999491335382,0.2792218099
ground state,8.06,0.049583434071,0.999504165659,0.272249730476
ground state,8.16,0.0483490847925,0.999516509152,0.265539297166
ground state,8.26,0.0471609668054,0.999528390332,0.25907750192
ground state,8.36,0.0460167851983,0.999539832148,0.252852137039
ground state,8.46,0.0449143860598,0.999550856139,0.246851736745
ground state,8.56,0.0438517461992,0.999561482538,0.24106552367
ground state,8.66,0.0428269637319,0.999571730363,0.235483359791
ground state,8.76,0.041838249446,0.999581617506,0.230095701404
ground state,8.86,0.0408839188777,0.999591160811,0.224893557752
ground state,8.96,0.0399623850295,0.99960037615,0.219868452978
ground state,9.06,0.0390721516721,0.999609278483,0.215012391093
ground state,9.16,0.0382118071779,0.999617881928,0.2103178237
ground state,9.26,0.0373800188371,0.999626199812,0.205777620223
ground state,9.36,0.0365755276154,0.999634244724,0.201385040421
ground state,9.46,0.0357971433128,0.999642028567,0.197133708984
ground state,9.56,0.0350437400901,0.999649562599,0.193017592049
ground state,9.66,0.0343142523314,0.999656857477,0.189030975452
ground state,9.76,0.0336076708128,0.999663923292,0.185168444586
ground state,9.86,0.0329230391535,0.999670769608,0.181424865717
ground state,9.96,0.0322594505244,0.999677405495,0.177795368656
ground state,10.06,0.0316160445937,0.999683839554,0.174275330659
ground state,10.16,0.03099200469,0.999690079953,0.170860361467
ground state,10.26,0.0303865551653,0.999696134448,0.16754628939
ground state,10.36,0.0297989589426,0.999702010411,0.164329148353
ground state,10.46,0.0292285152317,0.999707714848,0.161205165834
ground state,10.56,0.0286745574033,0.999713254426,0.158170751614
ground state,10.66,0.028136451005,0.99971863549,0.155222487285
ground state,10.76,0.0276135919123,0.999723864081,0.15235711646
ground state,10.86,0.0271054046014,0.999728945954,0.149571535626
ground state,10.96,0.0266113405361,0.999733886595,0.14686278559
ground state,11.06,0.0261308766602,0.999738691233,0.144228043487
ground state,11.16,0.0256635139868,0.99974336486,0.141664615291
ground state,11.26,0.0252087762787,0.999747912237,0.139169928814
ground state,11.36,0.0247662088118,0.999752337912,0.136741527131
ground state,11.46,0.0243353772165,0.999756646228,0.134377062426
ground state,11.56,0.0239158663921,0.999760841336,0.132074290217
ground state,11.66,0.0235072794869,0.999764927205,0.129831063931
ground state,11.76,0.023109236942,0.999768907631,0.127645329813
ground state,11.86,0.0227213755923,0.999772786244,0.125515122138
ground state,11.96,0.0223433478223,0.999776566522,0.123438558712
ground state,12.06,0.0219748207718,0.999780251792,0.12141383664
ground state,12.16,0.021615475589,0.999783845244,0.119439228339
ground state,12.26,0.0212650067266,0.999787349933,0.117513077785
ground state,12.36,0.0209231212804,0.999790768787,0.115633796979
ground state,12.46,0.0205895383643,0.999794104616,0.113799862611
ground state,12.56,0.0202639885224,0.999797360115,0.11200981292
ground state,12.66,0.0199462131738,0.999800537868,0.110262244724
ground state,12.76,0.0196359640892,0.999803640359,0.108555810618
ground state,12.86,0.0193330028959,0.999806669971,0.106889216333
ground state,12.96,0.0190371006113,0.999809628994,0.105261218234
ground state,13.06,0.0187480372009,0.999812519628,0.103670620953
ground state,13.16,0.0184656011618,0.999815343988,0.102116275162
ground state,13.26,0.0181895891272,0.999818104109,0.100597075449
ground state,13.36,0.0179198054935,0.999820801945,0.0991119583215
ground state,13.46,0.0176560620664,0.999823439379,0.0976599003084
ground state,13.56,0.0173981777262,0.999826018223,0.0962399161634
ground state,13.66,0.0171459781103,0.999828540219,0.094851057162
ground state,13.76,0.0168992953127,0.999831007047,0.0934924094872
ground state,13.86,0.0166579675984,0.999833420324,0.0921630926973
ground state,13.96,0.0164218391334,0.999835781609,0.0908622582724
ground state,14.06,0.0161907597273,0.999838092403,0.0895890882344
ground state,14.16,0.0159645845902,0.999840354154,0.0883427938361
ground state,14.26,0.0157431741004,0.999842568259,0.087122614316
ground state,14.36,0.015526393585,0.999844736064,0.0859278157146
ground state,14.46,0.0153141131105,0.999846858869,0.084757689749
ground state,14.56,0.0151062072841,0.999848937927,0.0836115527427
ground state,14.66,0.0149025550645,0.999850974449,0.0824887446065
ground state,14.76,0.0147030395819,0.999852969604,0.0813886278695
ground state,14.86,0.0145075479667,0.99985492452,0.0803105867556
ground state,14.96,0.0143159711865,0.999856840288,0.0792540263043
ground state,15.06,0.0141282038904,0.999858717961,0.0782183715327
ground state,15.16,0.0139441442615,0.999860558557,0.0772030666371
ground state,15.26,0.013763693875,0.999862363061,0.076207574231
ground state,15.36,0.0135867575643,0.999864132424,0.0752313746194
ground state,15.46,0.0134132432922,0.999865867567,0.0742739651052
ground state,15.56,0.0132430620286,0.99986756938,0.0733348593279
ground state,15.66,0.0130761276336,0.999869238724,0.0724135866323
ground state,15.76,0.0129123567456,0.999870876433,0.0715096914651
ground state,15.86,0.0127516686752,0.999872483313,0.0706227327986
ground state,15.96,0.0125939853027,0.999874060147,0.0697522835805
ground state,16.06,0.0124392309815,0.99987560769,0.068897930207
ground state,16.16,0.0122873324443,0.999877126676,0.06805927202
ground state,16.26,0.0121382187147,0.999878617813,0.0672359208249
ground state,16.36,0.0119918210217,0.99988008179,0.0664275004307
ground state,16.46,0.0118480727184,0.999881519273,0.0656336462087
ground state,16.56,0.0117069092041,0.999882930908,0.0648540046706
ground state,16.66,0.0115682678497,0.999884317322,0.0640882330641
ground state,16.76,0.011432087926,0.999885679121,0.0633359989861
ground state,16.86,0.0112983105355,0.999887016895,0.0625969800113
ground state,16.96,0.0111668785467,0.999888331215,0.0618708633372
ground state,17.06,0.0110377365312,0.999889622635,0.0611573454427
ground state,17.16,0.0109108307036,0.999890891693,0.0604561317616
ground state,17.26,0.0107861088632,0.999892138911,0.0597669363691
ground state,17.36,0.0106635203392,0.999893364797,0.0590894816806
ground state,17.46,0.0105430159373,0.999894569841,0.0584234981639
ground state,17.56,0.0104245478883,0.999895754521,0.057768724061
ground state,17.66,0.0103080697995,0.999896919302,0.0571249051231
ground state,17.76,0.0101935366075,0.999898064634,0.0564917943543
ground state,17.86,0.0100809045329,0.999899190955,0.0558691517665
ground state,17.96,0.00997013103703,0.99990029869,0.0552567441435
ground state,18.06,0.00986117478026,0.999901388252,0.0546543448142
ground state,18.16,0.00975399558172,0.999902460044,0.0540617334349
ground state,18.26,0.00964855438088,0.999903514456,0.0534786957796
ground state,18.36,0.00954481320043,0.999904551868,0.0529050235382
ground state,18.46,0.00944273511065,0.999905572649,0.0523405141233
ground state,18.56,0.00934228419512,0.999906577158,0.0517849704829
ground state,18.66,0.00924342551766,0.999907565745,0.0512382009216
ground state,18.76,0.00914612509065,0.999908538749,0.050700018927
ground state,18.86,0.00905034984435,0.999909496502,0.0501702430039
ground state,18.96,0.00895606759756,0.999910439324,0.0496486965138
ground state,19.06,0.00886324702917,0.99991136753,0.0491352075205
ground state,19.16,0.00877185765093,0.999912281423,0.0486296086416
ground state,19.26,0.00868186978105,0.999913181302,0.0481317369047
ground state,19.36,0.00859325451891,0.999914067455,0.0476414336099
ground state,19.46,0.00850598372058,0.999914940163,0.0471585441963
ground state,19.56,0.00842002997525,0.9999157997,0.0466829181134
ground state,19.66,0.00833536658253,0.999916646334,0.0462144086977
ground state,19.76,0.00825196753053,0.999917480325,0.045752873053
ground state,19.86,0.00816980747468,0.999918301925,0.0452981719353
ground state,19.96,0.00808886171743,0.999919111383,0.0448501696415
ground state,20.06,0.00800910618846,0.999919908938,0.0444087339022
ground state,20.16,0.00793051742576,0.999920694826,0.0439737357779
ground state,20.26,0.00785307255729,0.999921469274,0.0435450495595
ground state,20.36,0.00777674928324,0.999922232507,0.043122552671
ground state,20.46,0.00770152585897,0.999922984741,0.042706125577
ground state,20.56,0.00762738107849,0.999923726189,0.0422956516918
ground state,20.66,0.00755429425853,0.999924457057,0.0418910172932
ground state,20.76,0.00748224522309,0.999925177548,0.041492111438
ground state,20.86,0.0074112142886,0.999925887857,0.0410988258804
ground state,20.96,0.00734118224951,0.999926588178,0.0407110549942
ground state,21.06,0.00727213036439,0.999927278696,0.0403286956962
ground state,21.16,0.00720404034246,0.999927959597,0.0399516473731
ground state,21.26,0.00713689433063,0.999928631057,0.0395798118104
ground state,21.36,0.00707067490091,0.999929293251,0.0392130931238
ground state,21.46,0.00700536503824,0.99992994635,0.0388513976925
ground state,21.56,0.00694094812875,0.999930590519,0.0384946340955
ground state,21.66,0.00687740794836,0.999931225921,0.0381427130488
ground state,21.76,0.00681472865178,0.999931852713,0.0377955473456
ground state,21.86,0.00675289476186,0.999932471052,0.0374530517979
ground state,21.96,0.00669189115927,0.999933081088,0.0371151431803
ground state,22.06,0.00663170307252,0.999933682969,0.0367817401752
ground state,22.16,0.00657231606828,0.999934276839,0.0364527633199
ground state,22.26,0.00651371604206,0.99993486284,0.0361281349559
ground state,22.36,0.0064558892091,0.999935441108,0.0358077791789
ground state,22.46,0.00639882209562,0.999936011779,0.0354916217907
ground state,22.56,0.00634250153032,0.999936574985,0.0351795902532
ground state,22.66,0.00628691463613,0.999937130854,0.0348716136429
ground state,22.76,0.00623204882223,0.999937679512,0.0345676226073
ground state,22.86,0.00617789177634,0.999938221082,0.0342675493229
ground state,22.96,0.00612443145719,0.999938755685,0.0339713274537
ground state,23.06,0.00607165608728,0.999939283439,0.033678892112
ground state,23.16,0.00601955414585,0.999939804459,0.0333901798193
ground state,23.26,0.00596811436203,0.999940318856,0.0331051284692
ground state,23.36,0.00591732570821,0.999940826743,0.0328236772916
ground state,23.46,0.00586717739367,0.999941328226,0.0325457668166
ground state,23.56,0.00581765885832,0.999941823411,0.0322713388412
ground state,23.66,0.00576875976666,0.999942312402,0.0320003363962
ground state,23.76,0.00572047000197,0.9999427953,0.0317327037137
ground state,23.86,0.00567277966056,0.999943272203,0.0314683861964
ground state,23.96,0.00562567904631,0.99994374321,0.031207330387
ground state,24.06,0.00557915866533,0.999944208413,0.0309494839395
ground state,24.16,0.00553320922071,0.999944667908,0.0306947955904
ground state,24.26,0.00548782160756,0.999945121784,0.0304432151308
ground state,24.36,0.00544298690808,0.999945570131,0.0301946933805
ground state,24.46,0.00539869638679,0.999946013036,0.0299491821611
ground state,24.56,0.00535494148599,0.999946450585,0.0297066342712
ground state,24.66,0.00531171382125,0.999946882862,0.0294670034619
ground state,24.76,0.00526900517705,0.999947309948,0.0292302444129
ground state,24.86,0.00522680750259,0.999947731925,0.0289963127095
ground state,24.96,0.0051851129077,0.999948148871,0.0287651648198
ground state,25.06,0.00514391365884,0.999948560863,0.0285367580735
ground state,25.16,0.00510320217525,0.999948967978,0.0283110506402
ground state,25.26,0.00506297102519,0.99994937029,0.028088001509
ground state,25.36,0.0050232129223,0.999949767871,0.0278675704685
ground state,25.46,0.00498392072205,0.999950160793,0.0276497180875
ground state,25.56,0.00494508741829,0.999950549126,0.0274344056957
ground state,25.66,0.00490670613995,0.999950932939,0.0272215953661
ground state,25.76,0.0048687701477,0.999951312299,0.0270112498962
ground state,25.86,0.00483127283089,0.999951687272,0.0268033327917
ground state,25.96,0.00479420770439,0.999952057923,0.0265978082487
ground state,26.06,0.00475756840568,0.999952424316,0.0263946411379
ground state,26.16,0.00472134869187,0.999952786513,0.0261937969886
ground state,26.26,0.00468554243695,0.999953144576,0.0259952419729
ground state,26.36,0.00465014362898,0.999953498564,0.025798942891
ground state,26.46,0.00461514636747,0.999953848536,0.0256048671565
ground state,26.56,0.00458054486074,0.999954194551,0.0254129827818
ground state,26.66,0.00454633342344,0.999954536666,0.0252232583646
ground state,26.76,0.00451250647406,0.999954874935,0.0250356630743
ground state,26.86,0.00447905853254,0.999955209415,0.024850166639
ground state,26.96,0.00444598421797,0.999955540158,0.0246667393325
ground state,27.06,0.0044132782463,0.999955867218,0.0244853519619
ground state,27.16,0.00438093542815,0.999956190646,0.0243059758559
ground state,27.26,0.00434895066666,0.999956510493,0.0241285828525
ground state,27.36,0.00431731895543,0.99995682681,0.0239531452878
ground state,27.46,0.00428603537646,0.999957139646,0.0237796359851
ground state,27.56,0.00425509509818,0.999957449049,0.0236080282436
ground state,27.66,0.00422449337355,0.999957755066,0.0234382958281
ground state,27.76,0.00419422553815,0.999958057745,0.0232704129588
ground state,27.86,0.0041642870084,0.99995835713,0.0231043543008
ground state,27.96,0.00413467327975,0.999958653267,0.0229400949552
ground state,28.06,0.00410537992497,0.999958946201,0.0227776104487
ground state,28.16,0.00407640259245,0.999959235974,0.022616876725
ground state,28.26,0.00404773700459,0.99995952263,0.0224578701355
ground state,28.36,0.00401937895616,0.99995980621,0.0223005674306
ground state,28.46,0.0039913243128,0.999960086757,0.0221449457512
ground state,28.56,0.00396356900944,0.99996036431,0.02199098262
ground state,28.66,0.00393610904889,0.99996063891,0.0218386559342
ground state,28.76,0.00390894050035,0.999960910595,0.0216879439567
ground state,28.86,0.00388205949802,0.999961179405,0.0215388253091
ground state,28.96,0.00385546223976,0.999961445378,0.0213912789636
ground state,29.06,0.00382914498573,0.99996170855,0.021245284236
ground state,29.16,0.00380310405709,0.999961968959,0.0211008207789
ground state,29.26,0.00377733583476,0.999962226642,0.0209578685739
ground state,29.36,0.00375183675818,0.999962481632,0.0208164079256
ground state,29.46,0.00372660332408,0.999962733967,0.0206764194546
ground state,29.56,0.00370163208535,0.999962983679,0.0205378840912
ground state,29.66,0.00367691964985,0.999963230804,0.020400783069
ground state,29.76,0.00365246267936,0.999963475373,0.0202650979188
ground state,29.86,0.0036282578884,0.999963717421,0.0201308104628
ground state,29.96,0.00360430204328,0.99996395698,0.0199979028084
Delta-SCF x=0.10,0,0,1,0
Delta-SCF x=0.10,1.08240864579e-14,9.36693154005e-18,1,4.90467905878e-05
Delta-SCF x=0.10,1.19503415584e-14,1.09285989688e-17,1,5.15353378052e-05
Delta-SCF x=0.10,1.31937844287e-14,1.27521410876e-17,1,5.41501494974e-05
Delta-SCF x=0.10,1.45666085525e-14,1.48679223267e-17,1,5.68976321001e-05
Delta-SCF x=0.10,1.60822761558e-14,1.73277618442e-17,1,5.97845170999e-05
Delta-SCF x=0.10,1.77556502201e-14,2.01653322636e-17,1,6.28178775276e-05
Delta-SCF x=0.10,1.96031402324e-14,2.34135142283e-17,1,6.60051452867e-05
Delta-SCF x=0.10,2.16428631003e-14,2.71488960018e-17,1,6.93541293623e-05
Delta-SCF x=0.10,2.38948208107e-14,3.14824063292e-17,1,7.28730349537e-05
Delta-SCF x=0.10,2.63810965734e-14,3.6512017547e-17,1,7.65704835775e-05
Delta-SCF x=0.10,2.91260713746e-14,4.23452553594e-17,1,8.04555341906e-05
Delta-SCF x=0.10,3.21566630621e-14,4.91269302493e-17,1,8.45377053854e-05
Delta-SCF x=0.10,3.55025903078e-14,5.69801719265e-17,1,8.88269987108e-05
Delta-SCF x=0.10,3.91966640359e-14,6.61068633248e-17,1,9.33339231767e-05
Delta-SCF x=0.10,4.32751091745e-14,7.66638522066e-17,1,9.80695210013e-05
Delta-SCF x=0.10,4.77779198849e-14,8.88887100684e-17,1,0.000103045394666
Delta-SCF x=0.10,5.2749251754e-14,1.03045524403e-16,1,0.00010827373534
Delta-SCF x=0.10,5.82378547939e-14,1.19471905308e-16,1,0.000113767352752
Delta-SCF x=0.10,6.42975514953e-14,1.38543978299e-16,1,0.000119539706574
Delta-SCF x=0.10,7.09877646236e-14,1.60645267619e-16,1,0.000125604939398
Delta-SCF x=0.10,7.83740999316e-14,1.86241547759e-16,1,0.000131977911384
Delta-SCF x=0.10,8.65289895049e-14,2.15918084504e-16,1,0.000138674236673
Delta-SCF x=0.10,9.55324020471e-14,2.5025937123e-16,1,0.000145710321637
Delta-SCF x=0.10,1.05472627071e-13,2.90076370024e-16,1,0.000153103405081
Delta-SCF x=0.10,1.16447140686e-13,3.36201780279e-16,1,0.000160871600474
Delta-SCF x=0.10,1.28563561471e-13,3.89640609167e-16,1,0.000169033940332
Delta-SCF x=0.10,1.41940705807e-13,4.51627762803e-16,1,0.000177610422846
Delta-SCF x=0.10,1.56709753015e-13,5.23458333853e-16,1,0.000186622060881
Delta-SCF x=0.10,1.73015531736e-13,6.0669082635e-16,1,0.000196090933457
Delta-SCF x=0.10,1.91017940146e-13,7.03155689061e-16,1,0.000206040239843
Delta-SCF x=0.10,2.10893513962e-13,8.14975590922e-16,1,0.0002164943564
Delta-SCF x=0.10,2.32837157584e-13,9.44546337026e-16,1,0.0002274788963
Delta-SCF x=0.10,2.57064055377e-13,1.09467193337e-15,1,0.000239020772285
Delta-SCF x=0.10,2.83811781815e-13,1.26865585489e-15,1,0.000251148262599
Delta-SCF x=0.10,3.13342631195e-13,1.47026434893e-15,1,0.000263891080275
Delta-SCF x=0.10,3.45946189746e-13,1.70395565272e-15,1,0.000277280445932
Delta-SCF x=0.10,3.81942175386e-13,1.97474444826e-15,1,0.00029134916427
Delta-SCF x=0.10,4.21683572944e-13,2.28847918212e-15,1,0.00030613170444
Delta-SCF x=0.10,4.65560095612e-13,2.65207290956e-15,1,0.000321664284495
Delta-SCF x=0.10,5.14002006559e-13,3.07345973719e-15,1,0.00033798496013
Delta-SCF x=0.10,5.67484338192e-13,3.56177502982e-15,1,0.000355133717918
Delta-SCF x=0.10,6.26531550429e-13,4.12760500277e-15,1,0.000373152573279
Delta-SCF x=0.10,6.91722673675e-13,4.78325604321e-15,1,0.000392085673422
Delta-SCF x=0.10,7.63696986925e-13,5.54314230751e-15,1,0.000411979405507
Delta-SCF x=0.10,8.4316028668e-13,6.42357383738e-15,1,0.000432882510296
Delta-SCF x=0.10,9.30891808145e-13,7.44384995191e-15,1,0.00045484620157
Delta-SCF x=0.10,1.02775186659e-12,8.62604832818e-15,1,0.000477924291608
Delta-SCF x=0.10,1.1346902938e-12,9.99583213179e-15,1,0.000502173323028
Delta-SCF x=0.10,1.25275575234e-12,1.15830866179e-14,1,0.00052765270732
Delta-SCF x=0.10,1.38310601897e-12,1.34222995737e-14,1,0.000554424870408
Delta-SCF x=0.10,1.52701933807e-12,1.55532411033e-14,1,0.000582555405597
Delta-SCF x=0.10,1.68590695642e-12,1.80224470438e-14,1,0.000612113234279
Delta-SCF x=0.10,1.86132696217e-12,2.08835399512e-14,1,0.000643170774795
Delta-SCF x=0.10,2.05499956382e-12,2.41985411728e-14,1,0.000675804119868
Delta-SCF x=0.10,2.26882395901e-12,2.80394936464e-14,1,0.000710093223025
Delta-SCF x=0.10,2.50489695842e-12,3.24896707456e-14,1,0.000746122094498
Delta-SCF x=0.10,2.76553354763e-12,3.76459441744e-14,1,0.000783979007047
Delta-SCF x=0.10,3.05328958836e-12,4.3619824099e-14,1,0.000823756712237
Delta-SCF x=0.10,3.37098688186e-12,5.0541552945e-14,1,0.00086555266768
Delta-SCF x=0.10,3.7217408401e-12,5.85610089901e-14,1,0.000909469275818
Delta-SCF x=0.10,4.10899103625e-12,6.78520538365e-14,1,0.00095561413481
Delta-SCF x=0.10,4.53653493389e-12,7.8616457034e-14,1,0.00100410030215
Delta-SCF x=0.10,5.00856512579e-12,9.10873055565e-14,1,0.00105504657168
Delta-SCF x=0.10,5.52971044749e-12,1.05535443195e-13,1,0.00110857776463
Delta-SCF x=0.10,6.10508136864e-12,1.22273775171e-13,1,0.00116482503541
Delta-SCF x=0.10,6.74032010747e-12,1.41665398189e-13,1,0.00122392619302
Delta-SCF x=0.10,7.44165595966e-12,1.6413065045e-13,1,0.0012860260386
Delta-SCF x=0.10,8.21596638423e-12,1.90156194536e-13,1,0.00135127672028
Delta-SCF x=0.10,9.07084444548e-12,2.20306008928e-13,1,0.00141983810588
Delta-SCF x=0.10,1.00146732723e-11,2.5523317721e-13,1,0.00149187817467
Delta-SCF x=0.10,1.1056708265e-11,2.95693922347e-13,1,0.00156757342885
Delta-SCF x=0.10,1.22071678559e-11,3.42564280013e-13,1,0.00164710932605
Delta-SCF x=0.10,1.34773337136e-11,3.96858914378e-13,1,0.0017306807337
Delta-SCF x=0.10,1.48796613738e-11,4.59753245081e-13,1,0.00181849240643
Delta-SCF x=0.10,1.64279023807e-11,5.32608773865e-13,1,0.0019107594878
Delta-SCF x=0.10,1.81372391381e-11,6.17000580278e-13,1,0.00200770803732
Delta-SCF x=0.10,2.00244337912e-11,7.14755240435e-13,1,0.00210957558441
Delta-SCF x=0.10,2.21079926005e-11,8.27985914959e-13,1,0.00221661171026
Delta-SCF x=0.10,2.4408347418e-11,9.59142543398e-13,1,0.00232907865942
Delta-SCF x=0.10,2.69480560467e-11,1.11105943445e-12,1,0.00244725198223
Delta-SCF x=0.10,2.97520234475e-11,1.28702157245e-12,1,0.00257142120997
Delta-SCF x=0.10,3.28477459631e-11,1.49082850706e-12,1,0.00270189056423
Delta-SCF x=0.10,3.62655809532e-11,1.72688614296e-12,1,0.00283897970226
Delta-SCF x=0.10,4.00390444857e-11,2.00029174252e-12,1,0.00298302450016
Delta-SCF x=0.10,4.42051400031e-11,2.31695025207e-12,1,0.00313437787577
Delta-SCF x=0.10,4.88047211863e-11,2.68369835853e-12,1,0.00329341065339
Delta-SCF x=0.10,5.38828925755e-11,3.10845143725e-12,1,0.00346051247225
Delta-SCF x=0.10,5.94894518755e-11,3.60037617882e-12,1,0.0036360927412
Delta-SCF x=0.10,6.56793782829e-11,4.17008627211e-12,1,0.00382058164178
Delta-SCF x=0.10,7.25133716251e-11,4.8298706062e-12,1,0.00401443118215
Delta-SCF x=0.10,8.00584475968e-11,5.59395784353e-12,1,0.00421811630459
Delta-SCF x=0.10,8.83885949303e-11,6.47882203464e-12,1,0.0044321360491
Delta-SCF x=0.10,9.75855009468e-11,7.50353368449e-12,1,0.00465701477609
Delta-SCF x=0.10,1.077393526e-10,8.69017628692e-12,1,0.00489330345107
Delta-SCF x=0.10,1.18949720871e-10,1.00643145168e-11,1,0.00514158099458
Delta-SCF x=0.10,1.31326537184e-10,1.16555449766e-11,1,0.00540245570057
Delta-SCF x=0.10,1.44991171415e-10,1.34981329302e-11,1,0.00567656672671
Delta-SCF x=0.10,1.60077622079e-10,1.56317409512e-11,1,0.00596458566044
Delta-SCF x=0.10,1.76733830347e-10,1.81022904366e-11,1,0.00626721816432
Delta-SCF x=0.10,1.95123130787e-10,2.09629370614e-11,1,0.00658520570501
Delta-SCF x=0.10,2.15425853065e-10,2.42752114459e-11,1,0.00691932736986
Delta-SCF x=0.10,2.378410903e-10,2.81103443082e-11,1,0.00727040177571
Delta-SCF x=0.10,2.62588651408e-10,3.25507821635e-11,1,0.0076392890746
Delta-SCF x=0.10,2.89911216609e-10,3.7691961601e-11,1,0.00802689306114
Delta-SCF x=0.10,3.20076717196e-10,4.36443453915e-11,1,0.00843416338689
Delta-SCF x=0.10,3.53380962936e-10,5.05357922517e-11,0.999999999999,0.00886209788702
Delta-SCF x=0.10,3.90150542842e-10,5.85142885081e-11,0.999999999999,0.00931174502511
Delta-SCF x=0.10,4.30746027787e-10,6.77511106922e-11,0.999999999999,0.00978420646192
Delta-SCF x=0.10,4.75565506337e-10,7.84444875122e-11,0.999999999999,0.0102806397545
Delta-SCF x=0.10,5.25048488502e-10,9.08238433417e-11,0.999999999999,0.0108022611924
Delta-SCF x=0.10,5.79680215668e-10,1.05154691707e-10,0.999999999999,0.0113503487773
Delta-SCF x=0.10,6.39996418989e-10,1.21744308705e-10,0.999999999999,0.0119262453547
Delta-SCF x=0.10,7.06588572886e-10,1.40948281536e-10,0.999999999999,0.0125313619035
Delta-SCF x=0.10,7.80109695179e-10,1.63178117259e-10,0.999999999998,0.0131671809933
Delta-SCF x=0.10,8.61280750729e-10,1.88909992462e-10,0.999999999998,0.0138352604165
Delta-SCF x=0.10,9.50897721386e-10,2.18694939114e-10,0.999999999998,0.0145372370053
Delta-SCF x=0.10,1.04983941156e-09,2.53170551223e-10,0.999999999997,0.0152748306417
Delta-SCF x=0.10,1.159076066e-09,2.93074601211e-10,0.999999999997,0.0160498484716
Delta-SCF x=0.10,1.2796788842e-09,3.39260742353e-10,0.999999999997,0.0168641893321
