a,z,N,t,phi,phidot,H,KE,PE,rho_phi,P_phi,w_phi,Omega_phi,Omega_m,Omega_r,q_dec
4.025242240336359e-1,1.484322533384817e0,-9.100000000000001e-1,3.031374285454597e-1,3.021536517096940e-1,1.410073720409631e-2,2.302964841414070e0,9.941539484949298e-5,2.101644306201869e0,2.101743721596718e0,-2.101544890807019e0,-9.999053972243827e-1,1.320942424151378e-1,8.673024530571930e-1,6.033045276691754e-4,3.021790333640910e-1
4.065696597405989e-1,1.459603111156951e0,-9.000000000000004e-1,3.075080141785583e-1,3.022157111480607e-1,1.429790488547237e-2,2.273229639412299e0,1.022150420570073e-4,2.101635458000288e0,2.101737673042345e0,-2.101533242958231e0,-9.999027328259200e-1,1.355721970891014e-1,8.638328908124852e-1,5.949120984133855e-4,2.969589405022963e-1
4.106557527523456e-1,1.435129651289874e0,-8.899999999999997e-1,3.119356530265294e-1,3.022794588232545e-1,1.449738865434267e-2,2.243996795418561e0,1.050871388975317e-4,2.101626367204273e0,2.101731454343171e0,-2.101521280065376e0,-9.998999994612249e-1,1.391270268733386e-1,8.602863986296481e-1,5.865744970132421e-4,2.916236161049672e-1
4.147829116815814e-1,1.410899706417209e0,-8.799999999999999e-1,3.164208505248017e-1,3.023449351513263e-1,1.469919798074160e-2,2.215259351561335e0,1.080332106385190e-4,2.101617027896066e0,2.101725061106705e0,-2.101508994685428e0,-9.998971956773625e-1,1.427596553937789e-1,8.566620532442746e-1,5.782913619463080e-4,2.861716770548137e-1
4.189515492476389e-1,1.386910853524277e0,-8.700000000000001e-1,3.209641072299481e-1,3.024121812246535e-1,1.490334163476304e-2,2.187010448493494e0,1.110547959412307e-4,2.101607434052251e0,2.101718488848192e0,-2.101496379256310e0,-9.998943200085736e-1,1.464709755856549e-1,8.529589620531872e-1,5.700623611579553e-4,2.806017863792625e-1
4.231620823177487e-1,1.363160693705796e0,-8.600000000000003e-1,3.255659183552796e-1,3.024812388031080e-1,1.510982765482283e-2,2.159243323492545e0,1.141534458792243e-4,2.101597579544568e0,2.101711732990447e0,-2.101483426098689e0,-9.998913709772018e-1,1.502618471243788e-1,8.491762656831560e-1,5.618871924652852e-4,2.749126571060903e-1
4.274149319487268e-1,1.339646851925990e0,-8.499999999999996e-1,3.302267733842624e-1,3.025521503114819e-1,1.531866331946933e-2,2.131951308580274e0,1.173307229476276e-4,2.101587458139824e0,2.101704788862772e0,-2.101470127416877e0,-9.998883470946354e-1,1.541330937960252e-1,8.453131406200386e-1,5.537655839361366e-4,2.691030562095331e-1
4.317105234290797e-1,1.316366976781091e0,-8.399999999999999e-1,3.349471556379904e-1,3.026249588332038e-1,1.552985511710535e-2,2.105127828662007e0,1.205881999791417e-4,2.101577063500314e0,2.101697651700293e0,-2.101456475300335e0,-9.998852468623337e-1,1.580855008117891e-1,8.413688018939706e-1,5.456972942402984e-4,2.631718086402925e-1
4.360492863215356e-1,1.293318740264183e0,-8.300000000000001e-1,3.397275418159758e-1,3.026997080998952e-1,1.574340871541246e-2,2.078766399685545e0,1.239274589902625e-4,2.101566389184820e0,2.101690316643810e0,-2.101442461725829e0,-9.998820687729215e-1,1.621198120712446e-1,8.373425058157854e-1,5.376821129699912e-4,2.571178014321753e-1
4.404316545059991e-1,1.270499837532407e0,-8.200000000000003e-1,3.445684015986786e-1,3.027764424885754e-1,1.595932893236978e-2,2.052860626819856e0,1.273500899857876e-4,2.101555428648504e0,2.101682778738490e0,-2.101428078558518e0,-9.998788113113223e-1,1.662367273796331e-1,8.332335527594403e-1,5.297198609267206e-4,2.509399878775154e-1
4.448580662229413e-1,1.247907986676470e0,-8.099999999999996e-1,3.494701971461470e-1,3.028552070055776e-1,1.617761970479267e-2,2.027404202653890e0,1.308576896564481e-4,2.101544175244682e0,2.101675032934339e0,-2.101413317555025e0,-9.998754729559937e-1,1.704368996252512e-1,8.290412899843775e-1,5.218103903713249e-4,2.446373917622588e-1
4.493289641172217e-1,1.225540928492467e0,-7.999999999999998e-1,3.544333826836368e-1,3.029360472811892e-1,1.639828405913675e-2,2.002390905415507e0,1.344518600420692e-4,2.101532622225051e0,2.101667074085093e0,-2.101398170365009e0,-9.998720521801956e-1,1.747209319231492e-1,8.247651144916165e-1,5.139535852342832e-4,2.382091116513640e-1
4.538447952823558e-1,1.203396426255936e0,-7.900000000000000e-1,3.594584040174646e-1,3.030190095551083e-1,1.662132408075874e-2,1.977814597210970e0,1.381342070988052e-4,2.101520762741204e0,2.101658896948303e0,-2.101382628534105e0,-9.998685474533479e-1,1.790893747323094e-1,8.204044759064076e-1,5.061493612830350e-4,2.316543252137580e-1
4.584060113052234e-1,1.181472265498202e0,-7.800000000000002e-1,3.645456980652844e-1,3.031041406618536e-1,1.684674088445830e-2,1.953669222285263e0,1.419063392140394e-4,2.101508589846151e0,2.101650496185365e0,-2.101366683506937e0,-9.998649572424420e-1,1.835427229537585e-1,8.159588793799982e-1,4.983976662432485e-4,2.249722935756402e-1
4.630130683112283e-1,1.159766253784914e0,-7.699999999999996e-1,3.696956924108938e-1,3.031914880222773e-1,1.707453458413931e-2,1.929948805303449e0,1.457698656324847e-4,2.101496096494936e0,2.101641866360568e0,-2.101350326629304e0,-9.998612800135307e-1,1.880814130176538e-1,8.114278885024754e-1,4.906984798709264e-4,2.181623656900580e-1
4.676664270099093e-1,1.138276220496818e0,-7.599999999999998e-1,3.749088047907835e-1,3.032810996196602e-1,1.730470426406283e-2,1.906647449653758e0,1.497263948333371e-4,2.101483275547452e0,2.101633001942285e0,-2.101333549152619e0,-9.998575142332703e-1,1.927058199682094e-1,8.068111282178186e-1,4.830518139721038e-4,2.112239827094391e-1
