lam,z,sigma,m,n
-10,0.595861807137,-0.000393686925739,1.00393686926,0.0302362125854
-10,0.61085801063,-0.000381968888315,1.00381968888,0.0293330954571
-10,0.625854214123,-0.000370591432976,1.00370591433,0.0284567479529
-10,0.640850417616,-0.000359546308105,1.00359546308,0.0276064285958
-10,0.655846621109,-0.000348825135145,1.00348825135,0.0267814056861
-10,0.670842824601,-0.000338419483786,1.00338419484,0.0259809594454
-10,0.685839028094,-0.000328320931334,1.00328320931,0.0252043836277
-10,0.700835231587,-0.000318521109296,1.00318521109,0.0244509867032
-10,0.71583143508,-0.000309011739673,1.0030901174,0.023720092701
-10,0.730827638573,-0.000299784662942,1.00299784663,0.0230110417773
-10,0.745823842065,-0.000290831859357,1.00290831859,0.022323190568
-10,0.760820045558,-0.000282145464875,1.00282145465,0.0216559123669
-10,0.775816249051,-0.000273717782769,1.00273717783,0.0210085971687
-10,0.790812452544,-0.000265541291789,1.00265541292,0.0203806516042
-10,0.805808656036,-0.00025760865156,1.00257608652,0.0197714987919
-10,0.820804859529,-0.000249912705785,1.00249912706,0.0191805781252
-10,0.835801063022,-0.000242446483691,1.00242446484,0.0186073450097
-10,0.850797266515,-0.000235203200114,1.002352032,0.0180512705634
-10,0.865793470008,-0.000228176254481,1.00228176254,0.0175118412897
-10,0.8807896735,-0.000221359228961,1.00221359229,0.0169885587307
-10,0.895785876993,-0.000214745885953,1.00214745886,0.0164809391075
-10,0.910782080486,-0.000208330165085,1.00208330165,0.0159885129515
-10,0.925778283979,-0.000202106179832,1.0020210618,0.0155108247325
-10,0.940774487472,-0.000196068213861,1.00196068214,0.0150474324853
-10,0.955770690964,-0.000190210717186,1.00190210717,0.0145979074368
-10,0.970766894457,-0.000184528302191,1.00184528302,0.014161833638
-10,0.98576309795,-0.000179015739571,1.0017901574,0.0137388075991
-10,1.00075930144,-0.000173667954239,1.00173667954,0.0133284379319
-10,1.01575550494,-0.000168480021222,1.00168480021,0.0129303449975
-10,1.03075170843,-0.000163447161583,1.00163447162,0.0125441605632
-10,1.04574791192,-0.000158564738372,1.00158564738,0.0121695274654
-10,1.06074411541,-0.000153828252635,1.00153828253,0.0118060992815
-10,1.07574031891,-0.000149233339492,1.00149233339,0.0114535400107
-10,1.0907365224,-0.000144775764279,1.00144775764,0.0111115237617
-10,1.10573272589,-0.000140451418782,1.00140451419,0.0107797344503
-10,1.12072892938,-0.000136256317544,1.00136256318,0.0104578655047
-10,1.13572513288,-0.00013218659427,1.00132186594,0.0101456195788
-10,1.15072133637,-0.000128238498316,1.00128238498,0.00984270827484
-10,1.16571753986,-0.00012440839127,1.00124408391,0.0095488518729
-10,1.18071374336,-0.000120692743625,1.00120692744,0.00926377906904
-10,1.19570994685,-0.000117088131541,1.00117088132,0.00898722672098
-10,1.21070615034,-0.000113591233698,1.00113591234,0.0087189396014
-10,1.22570235383,-0.00011019882824,1.00110198828,0.00845867015861
-10,1.24069855733,-0.000106907789799,1.0010690779,0.00820617828439
-10,1.25569476082,-0.000103715086615,1.00103715087,0.00796123108889
-10,1.27069096431,-0.00010061777773,1.00100617778,0.0077236026823
-10,1.28568716781,-9.76130102703e-05,1.0009761301,0.00749307396318
-10,1.3006833713,-9.46980168076e-05,1.00094698017,0.00726943241314
-10,1.31567957479,-9.18701127957e-05,1.00091870113,0.00705247189787
-10,1.33067577828,-8.91266940858e-05,1.00089126694,0.00684199247416
-10,1.34567198178,-8.6465234515e-05,1.00086465235,0.00663780020277
-10,1.36066818527,-8.38832835665e-05,1.00083883284,0.0064397069671
-10,1.37566438876,-8.13784640999e-05,1.00081378464,0.00624753029726
-10,1.39066059226,-7.89484701497e-05,1.0007894847,0.00606109319964
-10,1.40565679575,-7.65910647892e-05,1.00076591065,0.00588022399154
-10,1.42065299924,-7.4304078059e-05,1.00074304078,0.00570475614092
-10,1.43564920273,-7.20854049581e-05,1.00072085405,0.00553452811102
-10,1.45064540623,-6.99330034939e-05,1.00069933003,0.00536938320969
-10,1.46564160972,-6.78448927927e-05,1.00067844893,0.00520916944334
-10,1.48063781321,-6.58191512657e-05,1.00065819151,0.00505373937528
-10,1.4956340167,-6.38539148307e-05,1.00063853915,0.00490294998846
-10,1.5106302202,-6.19473751872e-05,1.00061947375,0.00475666255229
-10,1.52562642369,-6.00977781435e-05,1.00060097778,0.00461474249353
-10,1.54062262718,-5.83034219938e-05,1.00058303422,0.00447705927118
-10,1.55561883068,-5.65626559451e-05,1.00056562656,0.00434348625508
-10,1.57061503417,-5.48738785896e-05,1.00054873879,0.0042139006082
-10,1.58561123766,-5.32355364255e-05,1.00053235536,0.00408818317258
-10,1.60060744115,-5.16461224199e-05,1.00051646122,0.00396621835863
-10,1.61560364465,-5.01041746167e-05,1.00050104175,0.00384789403787
-10,1.63059984814,-4.86082747857e-05,1.00048608275,0.00373310143885
-10,1.64559605163,-4.71570471118e-05,1.00047157047,0.00362173504629
-10,1.66059225513,-4.57491569247e-05,1.00045749157,0.00351369250321
-10,1.67558845862,-4.4383309466e-05,1.00044383309,0.00340887451607
-10,1.69058466211,-4.30582486938e-05,1.00043058249,0.00330718476274
-10,1.7055808656,-4.17727561227e-05,1.00041772756,0.0032085298033
-10,1.7205770691,-4.05256496991e-05,1.0004052565,0.00311281899351
-10,1.73557327259,-3.93157827104e-05,1.00039315783,0.00301996440086
-10,1.75056947608,-3.81420427265e-05,1.00038142043,0.00292988072322
-10,1.76556567957,-3.70033505733e-05,1.00037003351,0.00284248520991
-10,1.78056188307,-3.58986593373e-05,1.00035898659,0.00275769758517
-10,1.79555808656,-3.48269533995e-05,1.00034826953,0.00267543997389
-10,1.81055429005,-3.37872474989e-05,1.00033787247,0.00259563682967
-10,1.82555049355,-3.27785858238e-05,1.00032778586,0.00251821486494
-10,1.84054669704,-3.18000411304e-05,1.00031800041,0.0024431029833
-10,1.85554290053,-3.08507138877e-05,1.00030850714,0.00237023221381
-10,1.87053910402,-2.99297314485e-05,1.00029929731,0.00229953564727
-10,1.88553530752,-2.90362472447e-05,1.00029036247,0.0022309483745
-10,1.90053151101,-2.81694400073e-05,1.0002816944,0.00216440742636
-10,1.9155277145,-2.73285130091e-05,1.00027328513,0.00209985171566
-10,1.930523918,-2.65126933311e-05,1.00026512693,0.0020372219808
-10,1.94552012149,-2.57212311497e-05,1.00025721231,0.00197646073106
-10,1.96051632498,-2.49533990463e-05,1.00024953399,0.00191751219363
-10,1.97551252847,-2.42084913369e-05,1.00024208491,0.0018603222621
-10,1.99050873197,-2.34858234223e-05,1.00023485823,0.00180483844663
-10,2.00550493546,-2.27847311572e-05,1.00022784731,0.00175100982556
-10,2.02050113895,-2.21045702389e-05,1.0002210457,0.00169878699842
-10,2.03549734244,-2.14447156137e-05,1.00021444716,0.00164812204048
-10,2.05049354594,-2.08045609012e-05,1.00020804561,0.00159896845851
-10,2.06548974943,-2.01835178365e-05,1.00020183518,0.00155128114803
-10,2.08048595292,-1.95810157279e-05,1.00019581016,0.00150501635168
-10,2.09548215642,-1.8996500932e-05,1.00018996501,0.00146013161901
-10,2.11047835991,-1.84294363439e-05,1.00018429436,0.00141658576729
-10,2.1254745634,-1.78793009027e-05,1.00017879301,0.00137433884368
-10,2.14047076689,-1.73455891118e-05,1.00017345589,0.0013333520884
-10,2.15546697039,-1.68278105742e-05,1.00016827811,0.00129358789906
-10,2.17046317388,-1.63254895403e-05,1.0001632549,0.00125500979608
-10,2.18545937737,-1.5838164471e-05,1.00015838164,0.00121758238905
-10,2.20045558087,-1.53653876123e-05,1.00015365388,0.00118127134427
-10,2.21545178436,-1.49067245838e-05,1.00014906725,0.00114604335306
-10,2.23044798785,-1.44617539784e-05,1.00014461754,0.00111186610119
-10,2.24544419134,-1.40300669753e-05,1.00014030067,0.00107870823912
-10,2.26044039484,-1.36112669636e-05,1.00013611267,0.00104653935319
-10,2.27543659833,-1.32049691772e-05,1.00013204969,0.00101532993761
-10,2.29043280182,-1.2810800341e-05,1.000128108,0.000985051367397
-10,2.30542900532,-1.24283983279e-05,1.00012428398,0.000955675871988
-10,2.32042520881,-1.20574118251e-05,1.00012057412,0.000927176509749
-10,2.3354214123,-1.16975000115e-05,1.000116975,0.000899527143196
-10,2.35041761579,-1.13483322438e-05,1.00011348332,0.000872702414971
-10,2.36541381929,-1.10095877528e-05,1.00011009588,0.000846677724534
-10,2.38041002278,-1.06809553482e-05,1.00010680955,0.000821429205562
-10,2.39540622627,-1.03621331322e-05,1.00010362133,0.000796933704006
-10,2.41040242976,-1.00528282226e-05,1.00010052828,0.000773168756826
-10,2.42539863326,-9.75275648262e-06,1.00009752756,0.000750112571344
-10,2.44039483675,-9.4616422602e-06,1.00009461642,0.000727744005227
-10,2.45539104024,-9.17921813437e-06,1.00009179218,0.000706042547063
-10,2.47038724374,-8.90522466936e-06,1.00008905225,0.000684988297517
-10,2.48538344723,-8.6394101761e-06,1.0000863941,0.000664561951056
-10,2.50037965072,-8.38153048082e-06,1.0000838153,0.000644744778216
-10,2.51537585421,-8.13134870056e-06,1.00008131349,0.000625518608399
-10,2.53037205771,-7.88863502542e-06,1.00007888635,0.000606865813189
-10,2.5453682612,-7.65316650727e-06,1.00007653167,0.000588769290162
-10,2.56036446469,-7.42472685483e-06,1.00007424727,0.000571212447179
-10,2.57536066819,-7.20310623482e-06,1.00007203106,0.000554179187156
-10,2.59035687168,-6.9881010791e-06,1.00006988101,0.000537653893284
-10,2.60535307517,-6.77951389755e-06,1.00006779514,0.000521621414686
-10,2.62034927866,-6.57715309654e-06,1.00006577153,0.000506067052514
-10,2.63534548216,-6.38083280284e-06,1.00006380833,0.000490976546452
-10,2.65034168565,-6.19037269274e-06,1.00006190373,0.000476336061628
-10,2.66533788914,-6.00559782639e-06,1.00006005598,0.000462132175911
-10,2.68033409263,-5.82633848696e-06,1.00005826338,0.000448351867596
-10,2.69533029613,-5.65243002466e-06,1.0000565243,0.000434982503448
-10,2.71032649962,-5.48371270546e-06,1.00005483713,0.000422011827112
-10,2.72532270311,-5.32003156428e-06,1.00005320032,0.000409427947859
-10,2.74031890661,-5.16123626256e-06,1.00005161236,0.000397219329681
-10,2.7553151101,-5.00718095011e-06,1.00005007181,0.000385374780698
-10,2.77031131359,-4.8577241311e-06,1.00004857724,0.000373883442891
-10,2.78530751708,-4.71272853402e-06,1.00004712729,0.00036273478214
-10,2.80030372058,-4.57206098552e-06,1.00004572061,0.000351918578554
-10,2.81529992407,-4.43559228808e-06,1.00004435592,0.000341424917099
-10,2.83029612756,-4.30319710126e-06,1.00004303197,0.000331244178497
-10,2.84529233106,-4.17475382654e-06,1.00004174754,0.000321367030404
-10,2.86028853455,-4.05014449557e-06,1.00004050144,0.000311784418844
-10,2.87528473804,-3.92925466182e-06,1.00003929255,0.000302487559907
-10,2.89028094153,-3.81197329537e-06,1.00003811973,0.000293467931687
-10,2.90527714503,-3.69819268093e-06,1.00003698193,0.000284717266469
-10,2.92027334852,-3.58780831886e-06,1.00003587808,0.000276227543138
-10,2.93526955201,-3.48071882917e-06,1.00003480719,0.000267990979829
-10,2.9502657555,-3.37682585836e-06,1.00003376826,0.000260000026784
-10,2.965261959,-3.27603398904e-06,1.00003276034,0.000252247359427
-10,2.98025816249,-3.17825065231e-06,1.00003178251,0.000244725871649
-10,2.99525436598,-3.08338604268e-06,1.00003083386,0.000237428669285
-10,3.01025056948,-2.99135303558e-06,1.00002991353,0.000230349063797
-10,3.02524677297,-2.90206710731e-06,1.00002902067,0.000223480566134
-10,3.04024297646,-2.81544625739e-06,1.00002815446,0.000216816880785
-10,3.05523917995,-2.73141093321e-06,1.00002731411,0.000210351900002
-10,3.07023538345,-2.64988395699e-06,1.00002649884,0.000204079698199
-10,3.08523158694,-2.57079045484e-06,1.0000257079,0.000197994526522
-10,3.10022779043,-2.49405778798e-06,1.00002494058,0.00019209080757
-10,3.11522399393,-2.41961548603e-06,1.00002419615,0.000186363130286
-10,3.13022019742,-2.34739518226e-06,1.00002347395,0.000180806244992
-10,3.14521640091,-2.27733055077e-06,1.00002277331,0.000175415058576
-10,3.1602126044,-2.20935724561e-06,1.00002209357,0.000170184629822
-10,3.1752088079,-2.14341284161e-06,1.00002143413,0.000165110164877
-10,3.19020501139,-2.0794367771e-06,1.00002079437,0.00016018701286
-10,3.20520121488,-2.01737029819e-06,1.0000201737,0.00015541066159
-10,3.22019741838,-1.95715640491e-06,1.00001957156,0.000150776733456
-10,3.23519362187,-1.89873979876e-06,1.0000189874,0.000146280981399
-10,3.25018982536,-1.84206683196e-06,1.00001842067,0.000141919285019
-10,3.26518602885,-1.78708545814e-06,1.00001787085,0.000137687646797
-10,3.28018223235,-1.73374518457e-06,1.00001733745,0.000133582188428
-10,3.29517843584,-1.68199702576e-06,1.00001681997,0.000129599147269
-10,3.31017463933,-1.63179345844e-06,1.00001631793,0.000125734872888
-10,3.32517084282,-1.58308837797e-06,1.00001583088,0.000121985823713
-10,3.34016704632,-1.53583705591e-06,1.00001535837,0.00011834856379
-10,3.35516324981,-1.48999609901e-06,1.00001489996,0.000114819759632
-10,3.3701594533,-1.44552340931e-06,1.00001445523,0.000111396177161
-10,3.3851556568,-1.40237814549e-06,1.00001402378,0.000108074678743
-10,3.40015186029,-1.36052068533e-06,1.00001360521,0.000104852220316
-10,3.41514806378,-1.31991258936e-06,1.00001319913,0.000101725848592
-10,3.43014426727,-1.28051656551e-06,1.00001280517,9.86926983553e-05
-10,3.44514047077,-1.24229643489e-06,1.00001242296,9.57499898344e-05
-10,3.46013667426,-1.20521709855e-06,1.00001205217,9.28950261522e-05
-10,3.47513287775,-1.16924450522e-06,1.00001169245,9.01251908553e-05
-10,3.49012908125,-1.13434562007e-06,1.00001134346,8.74379455146e-05
-10,3.50512528474,-1.10048839435e-06,1.00001100488,8.48308273987e-05
-10,3.52012148823,-1.06764173594e-06,1.00001067642,8.23014472162e-05
-10,3.53511769172,-1.03577548082e-06,1.00001035775,7.98474869256e-05
-10,3.55011389522,-1.00486036537e-06,1.0000100486,7.74666976099e-05
-10,3.56511009871,-9.74867999438e-07,1.00000974868,7.51568974158e-05
-10,3.5801063022,-9.45770840338e-07,1.00000945771,7.2915969553e-05
-10,3.59510250569,-9.175421675e-07,1.00000917542,7.07418603544e-05
-10,3.61009870919,-8.90156057953e-07,1.00000890156,6.86325773929e-05
-10,3.62509491268,-8.6358736251e-07,1.00000863587,6.65861876558e-05
-10,3.64009111617,-8.37811682668e-07,1.00000837812,6.46008157725e-05
-10,3.65508731967,-8.12805348204e-07,1.00000812805,6.26746422955e-05
-10,3.67008352316,-7.8854539543e-07,1.00000788545,6.08059020327e-05
-10,3.68507972665,-7.65009546109e-07,1.0000076501,5.89928824294e-05
-10,3.70007593014,-7.42176186987e-07,1.00000742176,5.72339219986e-05
-10,3.71507213364,-7.2002434995e-07,1.00000720024,5.5527408798e-05
-10,3.73006833713,-6.98533692761e-07,1.00000698534,5.38717789524e-05
-10,3.74506454062,-6.77684480378e-07,1.00000677684,5.22655152205e-05
-10,3.76006074412,-6.57457566832e-07,1.00000657458,5.07071456041e-05
-10,3.77505694761,-6.37834377642e-07,1.00000637834,4.91952419988e-05
-10,3.7900531511,-6.18796892753e-07,1.00000618797,4.7728418885e-05
-10,3.80504935459,-6.00327629991e-07,1.00000600328,4.63053320583e-05
-10,3.82004555809,-5.82409629003e-07,1.0000058241,4.4924677397e-05
-10,3.83504176158,-5.65026435685e-07,1.00000565026,4.35851896672e-05
-10,3.85003796507,-5.48162087067e-07,1.00000548162,4.22856413627e-05
-10,3.86503416856,-5.31801096652e-07,1.00000531801,4.10248415804e-05
-10,3.88003037206,-5.15928440199e-07,1.00000515928,3.98016349285e-05
-10,3.89502657555,-5.00529541919e-07,1.0000050053,3.86149004674e-05
-10,3.91002277904,-4.85590261091e-07,1.0000048559,3.74635506828e-05
-10,3.92501898254,-4.71096879076e-07,1.00000471097,3.63465304883e-05
-10,3.94001518603,-4.57036086716e-07,1.00000457036,3.52628162591e-05
-10,3.95501138952,-4.43394972114e-07,1.00000443395,3.42114148932e-05
-10,3.97000759301,-4.30161008774e-07,1.00000430161,3.31913629015e-05
-10,3.98500379651,-4.17322044098e-07,1.00000417322,3.22017255247e-05
-10,4,-4.04866288223e-07,1.00000404866,3.12415958765e-05
-10,4.1,-3.3079441051e-07,1.00000330794,2.55312261202e-05
-10,4.2,-2.70274439723e-07,1.00000270274,2.08646202066e-05
-10,4.3,-2.20826937904e-07,1.00000220827,1.7050991388e-05
-10,4.4,-1.80426108518e-07,1.00000180426,1.39344270815e-05
-10,4.5,-1.47416796026e-07,1.00000147417,1.13875139863e-05
-10,4.6,-1.20446672001e-07,1.00000120447,9.30612855785e-06
-10,4.7,-9.84108290125e-08,1.00000098411,7.60517979307e-06
-10,4.8,-8.04065119731e-08,1.00000080407,6.21513023154e-06
-10,4.9,-6.56961320946e-08,1.00000065696,5.07915290937e-06
-10,5,-5.36770479682e-08,1.00000053677,4.15080800948e-06
-10,5.1,-4.38568756061e-08,1.00000043857,3.39214420698e-06
-10,5.2,-3.5833315824e-08,1.00000035833,2.772147075e-06
-10,5.3,-2.92776724438e-08,1.00000029278,2.26547110912e-06
-10,5.4,-2.39213860257e-08,1.00000023921,1.85140352586e-06
-10,5.5,-1.95450313961e-08,1.00000019545,1.51301746797e-06
-10,5.6,-1.59693281869e-08,1.00000015969,1.23647999442e-06
-10,5.7,-1.30477960803e-08,1.00000013048,1.01048656136e-06
-10,5.8,-1.06607538418e-08,1.00000010661,8.25798872674e-07
-10,5.9,-8.71041627841e-09,1.0000000871,6.74867205234e-07
-10,6,-7.11688824691e-09,1.00000007117,5.5152176762e-07
-10,6.1,-5.81489158699e-09,1.00000005815,4.50720473888e-07
-10,6.2,-4.75109088379e-09,1.00000004751,3.68342820317e-07
-10,6.3,-3.88190849883e-09,1.00000003882,3.01021438154e-07
-10,6.4,-3.17173935364e-09,1.00000003172,2.46004435651e-07
-10,6.5,-2.59149232803e-09,1.00000002591,2.01042901587e-07
-10,6.6,-2.11739851653e-09,1.00000002117,1.64298971095e-07
-10,6.7,-1.73003751954e-09,1.0000000173,1.34270695348e-07
-10,6.8,-1.41354187815e-09,1.00000001414,1.09730643613e-07
-10,6.9,-1.15494706047e-09,1.00000001155,8.96757276362e-08
-10,7,-9.43660369685e-10,1.00000000944,7.3286197101e-08
-10,7.1,-7.71027016888e-10,1.00000000771,5.98921298615e-08
-10,7.2,-6.29975581627e-10,1.0000000063,4.89460470358e-08
-10,7.3,-5.14728336079e-10,1.00000000515,4.00005334562e-08
-10,7.4,-4.20564565722e-10,1.00000000421,3.26899485944e-08
-10,7.5,-3.43627190639e-10,1.00000000344,2.67154803037e-08
-10,7.6,-2.80764765517e-10,1.00000000281,2.18329303827e-08
-10,7.7,-2.2940238569e-10,1.00000000229,1.78427326407e-08
-10,7.8,-1.87436210847e-10,1.00000000187,1.45817954115e-08
-10,7.9,-1.531472855e-10,1.00000000153,1.19168350491e-08
-10,8,-1.25131125869e-10,1.00000000125,9.73892788675e-09
-10,8.1,-1.02240188689e-10,1.00000000102,7.95905795278e-09
-10,8.2,-8.35368652262e-11,1.00000000084,6.50447844403e-09
-10,8.3,-6.82550748792e-11,1.00000000068,5.31573822088e-09
-10,8.4,-5.57688851179e-11,1.00000000056,4.3442517752e-09
-10,8.5,-4.55668722744e-11,1.00000000046,3.55031333835e-09
-10,8.6,-3.72311729214e-11,1.00000000037,2.9014739519e-09
-10,8.7,-3.04203676998e-11,1.0000000003,2.37121516144e-09
-10,8.8,-2.48554964628e-11,1.00000000025,1.93786511879e-09
-10,8.9,-2.03086318686e-11,1.0000000002,1.58371278715e-09
-10,9,-1.65935433669e-11,1.00000000017,1.29428404165e-09
-10,9.1,-1.35580691457e-11,1.00000000014,1.05775007543e-09
-10,9.2,-1.1077883579e-11,1.00000000011,8.64443929914e-10
-10,9.3,-9.05140487243e-12,1.00000000009,7.06465387145e-10
-10,9.4,-7.39563431522e-12,1.00000000007,5.77358074611e-10
-10,9.5,-6.04275670619e-12,1.00000000006,4.71845584158e-10
-10,9.6,-4.93736270202e-12,1.00000000005,3.85615819198e-10
-10,9.7,-4.03417931105e-12,1.00000000004,3.15144755609e-10
-10,9.8,-3.2962155713e-12,1.00000000003,2.57552412814e-10
-10,9.9,-2.69324745781e-12,1.00000000003,2.10485148075e-10
-10,10,-2.20057996012e-12,1.00000000002,1.72019463043e-10
-10,10.1,-1.79803562399e-12,1.00000000002,1.40583390844e-10
-10,10.2,-1.4691281277e-12,1.00000000001,1.14892250611e-10
-10,10.3,-1.20038704275e-12,1.00000000001,9.38961435913e-11
-10,10.4,-9.8080612114e-13,1.00000000001,7.67370449162e-11
-10,10.5,-8.01392511443e-13,1.00000000001,6.27137372747e-11
-10,10.6,-6.54798439717e-13,1.00000000001,5.1253153302e-11
-10,10.7,-5.35020269373e-13,1.00000000001,4.18869554046e-11
-10,10.8,-4.37152613725e-13,1,3.42323958212e-11
-10,10.9,-3.5718743005e-13,1,2.79766746607e-11
-10,11,-2.91849866335e-13,1,2.28641566236e-11
-10,11.1,-2.38464137307e-13,1,1.86859239553e-11
-10,11.2,-1.94843936286e-13,1,1.52712386636e-11
-10,11.3,-1.59202894381e-13,1,1.24805650637e-11
-10,11.4,-1.30081419656e-13,1,1.01998674905e-11
-10,11.5,-1.06286919794e-13,1,8.33595012893e-12
-10,11.6,-8.68449599607e-14,1,6.81264851084e-12
-10,11.7,-7.09593554343e-14,1,5.56771702787e-12
-10,11.8,-5.79795645452e-14,1,4.55028526126e-12
-10,11.9,-4.7374046446e-14,1,3.71877917327e-12
-10,12,-3.87084925534e-14,1,3.03922220471e-12
-10,12.1,-3.1628040109e-14,1,2.48384684915e-12
-10,12.2,-2.58427394025e-14,1,2.02995996288e-12
-10,12.3,-2.11156794601e-14,1,1.65901543971e-12
-10,12.4,-1.72532858822e-14,1,1.3558563541e-12
-10,12.5,-1.40973934787e-14,1,1.10809560193e-12
-10,12.6,-1.15187690377e-14,1,9.05609728184e-13
-10,12.7,-9.41181895528e-15,1,7.40125256681e-13
-10,12.8,-7.69026498049e-15,1,6.04880616882e-13
-10,12.9,-6.28361098025e-15,1,4.94349852547e-13
-10,13,-5.13425602356e-15,1,4.04016821598e-13
-10,13.1,-4.19513555559e-15,1,3.30190659988e-13
-10,13.2,-3.42779405957e-15,1,2.69854968653e-13
-10,13.3,-2.80081027572e-15,1,2.20544560736e-13
-10,13.4,-2.28851048531e-15,1,1.80244732528e-13
-10,13.5,-1.86991716513e-15,1,1.47308941979e-13
-10,13.6,-1.5278899573e-15,1,1.20391530882e-13
-10,13.7,-1.24842377496e-15,1,9.83927415706e-14
-10,13.8,-1.02007529995e-15,1,8.04137813581e-14
-10,13.9,-8.3349438648e-16,1,6.57200985587e-14
-10,14,-6.81041180888e-16,1,5.37113694765e-14
-10,14.1,-5.56473278184e-16,1,4.38969699743e-14
-10,14.2,-4.54690103955e-16,1,3.58759293585e-14
-10,14.3,-3.71524053869e-16,1,2.93205474707e-14
-10,14.4,-3.03569837806e-16,1,2.39630055675e-14
-10,14.5,-2.48045040146e-16,1,1.95844238996e-14
-10,14.6,-2.02676186157e-16,1,1.600591888e-14
-10,14.7,-1.6560564887e-16,1,1.30812944364e-14
-10,14.8,-1.3531558432e-16,1,1.06910689183e-14
-10,14.9,-1.10565780314e-16,1,8.73759350133e-15
-10,15,-9.03428736993e-17,1,7.1410626304e-15
-10,15.1,-7.38188565965e-17,1,5.83625349262e-15
-10,15.2,-6.03171724991e-17,1,4.76986129946e-15
-10,15.3,-4.92850139062e-17,1,3.89832150185e-15
-10,15.4,-4.0270687125e-17,1,3.18602995823e-15
-10,15.5,-3.29051173739e-17,1,2.6038883353e-15
-10,15.6,-2.68867368558e-17,1,2.12811531033e-15
-10,15.7,-2.19691370043e-17,1,1.73927500382e-15
-10,15.8,-1.79509792922e-17,1,1.42148294725e-15
-10,15.9,-1.46677514777e-17,1,1.16175714449e-15
-10,16,-1.19850317323e-17,1,9.49487713335e-16
-10,16.1,-9.79298483568e-18,1,7.76003438912e-16
-10,16.2,-8.00186507743e-18,1,6.34217530119e-16
-10,16.3,-6.53834172568e-18,1,5.18338106172e-16
-10,16.4,-5.34249660392e-18,1,4.23631585176e-16
-10,16.5,-4.36537084015e-18,1,3.46229307915e-16
-10,16.6,-3.56696033788e-18,1,2.82969496529e-16
-10,16.7,-2.91457789286e-18,1,2.31268091384e-16
-10,16.8,-2.38151489212e-18,1,1.8901318928e-16
-10,16.9,-1.94594779861e-18,1,1.54478770375e-16
-10,17,-1.59004464767e-18,1,1.26254189263e-16
-10,17.1,-1.2992349715e-18,1,1.03186549679e-16
-10,17.2,-1.06161325897e-18,1,8.43336086538e-17
-10,17.3,-8.67451526179e-19,1,6.89252861287e-17
-10,17.4,-7.0880104051e-19,1,5.63322075954e-17
-10,17.5,-5.79166891286e-19,1,4.60399946586e-17
-10,17.6,-4.73242082937e-19,1,3.76282532406e-17
-10,17.7,-3.86690263592e-19,1,3.07534010605e-17
-10,17.8,-3.15968193378e-19,1,2.51346328656e-17
-10,17.9,-2.5818068381e-19,1,2.05424500798e-17
-10,18,-2.10962069158e-19,1,1.67892862942e-17
-10,18.1,-1.72379356943e-19,1,1.37218456474e-17
-10,18.2,-1.40853092381e-19,1,1.12148411141e-17
-10,18.3,-1.15092696809e-19,1,9.16587691304e-18
-10,18.4,-9.40436327653e-20,1,7.49126598036e-18
-10,18.5,-7.68442325893e-20,1,6.12261165572e-18
-10,18.6,-6.27904230657e-20,1,5.00401394494e-18
-10,18.7,-5.13069019049e-20,1,4.08978623861e-18
-10,18.8,-4.19235860146e-20,1,3.34258921761e-18
-10,18.9,-3.42563673449e-20,1,2.73190571877e-18
-10,19,-2.799138845e-20,1,2.23279426177e-18
-10,19.1,-2.28721940095e-20,1,1.82487032183e-18
-10,19.2,-1.86892322987e-20,1,1.49147373554e-18
-10,19.3,-1.52712768032e-20,1,1.21898823072e-18
-10,19.4,-1.24784167868e-20,1,9.96285285354e-19
-10,19.5,-1.01963298534e-20,1,8.14269598873e-19
-10,19.6,-8.33160203e-21,1,6.65507610051e-19
-10,19.7,-6.80790378105e-21,1,5.4392388793e-19
-10,19.8,-5.56286540788e-21,1,4.44552994584e-19
-10,19.9,-4.54552391792e-21,1,3.63336684427e-19
-10,20,-3.71423684432e-21,1,2.9695815663e-19
-10,20.1,-3.03497761298e-21,1,2.42706590688e-19
-10,20.2,-2.47994267376e-21,1,1.98366432133e-19
-10,20.3,-2.02641337617e-21,1,1.62126906334e-19
-10,20.4,-1.65582599807e-21,1,1.32508064555e-19
-10,20.5,-1.35301185776e-21,1,1.08300341709e-19
-10,20.6,-1.10557640227e-21,1,8.85151571245e-20
-10,20.7,-9.0339185417e-22,1,7.23445407034e-20
-10,20.8,-7.38182647949e-22,1,5.91281354832e-20
-10,20.9,-6.03186685572e-22,1,4.83262288905e-20
-10,21,-4.92878544475e-22,1,3.9497711222e-20
-10,21.1,-4.02743307547e-22,1,3.22820611289e-20
-10,21.2,-3.29091756796e-22,1,2.63846223564e-20
-10,21.3,-2.68909365728e-22,1,2.1564570418e-20
-10,21.4,-2.19732909001e-22,1,1.76250777478e-20
-10,21.5,-1.79549638472e-22,1,1.44052756641e-20
-10,21.6,-1.4671489851e-22,1,1.17736848669e-20
-10,21.7,-1.19884808253e-22,1,9.62284616506e-21
-10,21.8,-9.79612552517e-23,1,7.86493215377e-21
-10,21.9,-8.00469489182e-23,1,6.42816062127e-21
-10,22,-6.54086939724e-23,1,5.25386321108e-21
-10,22.1,-5.34473805618e-23,1,4.29408962525e-21
-10,22.2,-4.36734626773e-23,1,3.5096495267e-21
-10,22.3,-3.56869211352e-23,1,2.86851217412e-21
