lam,z,sigma,m,n
-0.01,1.15072133637,-0.000128412384287,1.00000128412,0.00989201039964
-0.01,1.16571753986,-0.000124579580531,1.0000012458,0.00959705491984
-0.01,1.18071374336,-0.000120861174661,1.00000120861,0.0093108943104
-0.01,1.19570994685,-0.000117253752892,1.00000117254,0.00903326634865
-0.01,1.21070615034,-0.000113754003179,1.00000113754,0.00876391662575
-0.01,1.22570235383,-0.000110358712211,1.00000110359,0.00850259831474
-0.01,1.24069855733,-0.000107064762487,1.00000107065,0.0082490719453
-0.01,1.25569476082,-0.000103869129476,1.00000103869,0.00800310518502
-0.01,1.27069096431,-0.00010076887886,1.00000100769,0.00776447262712
-0.01,1.28568716781,-9.77611638493e-05,1.00000097761,0.00753295558433
-0.01,1.3006833713,-9.48432225854e-05,1.00000094843,0.00730834188896
-0.01,1.31567957479,-9.20123756112e-05,1.00000092012,0.00709042569868
-0.01,1.33067577828,-8.92660234191e-05,1.00000089266,0.00687900730821
-0.01,1.34567198178,-8.66016440707e-05,1.00000086602,0.00667389296647
-0.01,1.36066818527,-8.40167908849e-05,1.00000084017,0.0064748946992
-0.01,1.37566438876,-8.15090901959e-05,1.00000081509,0.00628183013679
-0.01,1.39066059226,-7.90762391765e-05,1.00000079076,0.0060945223473
-0.01,1.40565679575,-7.67160037261e-05,1.00000076716,0.00591279967436
-0.01,1.42065299924,-7.44262164207e-05,1.00000074426,0.00573649557995
-0.01,1.43564920273,-7.22047745252e-05,1.00000072205,0.00556544849177
-0.01,1.45064540623,-7.00496380628e-05,1.0000007005,0.00539950165529
-0.01,1.46564160972,-6.79588279431e-05,1.00000067959,0.00523850299004
-0.01,1.48063781321,-6.5930424146e-05,1.0000006593,0.00508230495033
-0.01,1.4956340167,-6.39625639582e-05,1.00000063963,0.00493076439
-0.01,1.5106302202,-6.20534402641e-05,1.00000062053,0.00478374243127
-0.01,1.52562642369,-6.02012998862e-05,1.00000060201,0.00464110433747
-0.01,1.54062262718,-5.84044419756e-05,1.00000058404,0.00450271938956
-0.01,1.55561883068,-5.66612164502e-05,1.00000056661,0.00436846076635
-0.01,1.57061503417,-5.497002248e-05,1.0000005497,0.00423820542827
-0.01,1.58561123766,-5.33293070166e-05,1.00000053329,0.0041118340046
-0.01,1.60060744115,-5.17375633674e-05,1.00000051738,0.00398923068408
-0.01,1.61560364465,-5.0193329812e-05,1.00000050193,0.00387028310881
-0.01,1.63059984814,-4.86951882602e-05,1.00000048695,0.0037548822712
-0.01,1.64559605163,-4.72417629491e-05,1.00000047242,0.00364292241414
-0.01,1.66059225513,-4.58317191806e-05,1.00000045832,0.00353430093403
-0.01,1.67558845862,-4.44637620948e-05,1.00000044464,0.00342891828678
-0.01,1.69058466211,-4.31366354817e-05,1.00000043137,0.00332667789655
-0.01,1.7055808656,-4.18491206271e-05,1.00000041849,0.00322748606727
-0.01,1.7205770691,-4.06000351936e-05,1.000000406,0.00313125189672
-0.01,1.73557327259,-3.93882321348e-05,1.00000039388,0.0030378871933
-0.01,1.75056947608,-3.82125986416e-05,1.00000038213,0.00294730639511
-0.01,1.76556567957,-3.70720551211e-05,1.00000037072,0.0028594264916
-0.01,1.78056188307,-3.5965554204e-05,1.00000035966,0.00277416694748
-0.01,1.79555808656,-3.48920797838e-05,1.00000034892,0.00269144962889
-0.01,1.81055429005,-3.38506460831e-05,1.00000033851,0.0026111987318
-0.01,1.82555049355,-3.28402967483e-05,1.0000003284,0.00253334071255
-0.01,1.84054669704,-3.18601039716e-05,1.0000003186,0.00245780422044
-0.01,1.85554290053,-3.09091676388e-05,1.00000030909,0.00238452003233
-0.01,1.87053910402,-2.99866145026e-05,1.00000029987,0.0023134209892
-0.01,1.88553530752,-2.90915973808e-05,1.00000029092,0.00224444193463
-0.01,1.90053151101,-2.82232943784e-05,1.00000028223,0.00217751965503
-0.01,1.9155277145,-2.73809081324e-05,1.00000027381,0.00211259282175
-0.01,1.930523918,-2.65636650798e-05,1.00000026564,0.00204960193487
-0.01,1.94552012149,-2.57708147475e-05,1.00000025771,0.00198848926865
-0.01,1.96051632498,-2.50016290624e-05,1.00000025002,0.00192919881863
-0.01,1.97551252847,-2.42554016835e-05,1.00000024255,0.00187167625033
-0.01,1.99050873197,-2.35314473527e-05,1.00000023531,0.00181586884939
-0.01,2.00550493546,-2.28291012658e-05,1.00000022829,0.00176172547336
-0.01,2.02050113895,-2.21477184619e-05,1.00000022148,0.00170919650472
-0.01,2.03549734244,-2.1486673231e-05,1.00000021487,0.00165823380548
-0.01,2.05049354594,-2.08453585395e-05,1.00000020845,0.00160879067305
-0.01,2.06548974943,-2.02231854728e-05,1.00000020223,0.0015608217974
-0.01,2.08048595292,-1.96195826943e-05,1.0000001962,0.00151428321958
-0.01,2.09548215642,-1.90339959207e-05,1.00000019034,0.00146913229143
-0.01,2.11047835991,-1.84658874134e-05,1.00000018466,0.00142532763646
-0.01,2.1254745634,-1.7914735484e-05,1.00000017915,0.00138282911195
-0.01,2.14047076689,-1.73800340157e-05,1.0000001738,0.00134159777219
-0.01,2.15546697039,-1.68612919984e-05,1.00000016861,0.00130159583271
-0.01,2.17046317388,-1.63580330778e-05,1.00000016358,0.00126278663575
-0.01,2.18545937737,-1.58697951178e-05,1.0000001587,0.00122513461659
-0.01,2.20045558087,-1.53961297763e-05,1.00000015396,0.00118860527098
-0.01,2.21545178436,-1.49366020933e-05,1.00000014937,0.00115316512353
-0.01,2.23044798785,-1.44907900917e-05,1.00000014491,0.00111878169702
-0.01,2.24544419134,-1.40582843895e-05,1.00000014058,0.00108542348263
-0.01,2.26044039484,-1.3638687824e-05,1.00000013639,0.00105305991108
-0.01,2.27543659833,-1.32316150871e-05,1.00000013232,0.00102166132459
-0.01,2.29043280182,-1.28366923714e-05,1.00000012837,0.000991198949741
-0.01,2.30542900532,-1.24535570269e-05,1.00000012454,0.00096164487105
-0.01,2.32042520881,-1.2081857228e-05,1.00000012082,0.000932972005436
-0.01,2.3354214123,-1.17212516504e-05,1.00000011721,0.000905154077372
-0.01,2.35041761579,-1.13714091578e-05,1.00000011371,0.000878165594818
-0.01,2.36541381929,-1.10320084975e-05,1.00000011032,0.000851981825848
-0.01,2.38041002278,-1.07027380056e-05,1.00000010703,0.000826578775995
-0.01,2.39540622627,-1.03832953208e-05,1.00000010383,0.000801933166253
-0.01,2.41040242976,-1.00733871067e-05,1.00000010073,0.000778022411747
-0.01,2.42539863326,-9.77272878232e-06,1.00000009773,0.000754824601035
-0.01,2.44039483675,-9.48104426084e-06,1.00000009481,0.000732318476028
-0.01,2.45539104024,-9.19806569612e-06,1.00000009198,0.000710483412505
-0.01,2.47038724374,-8.92353323668e-06,1.00000008924,0.000689299401215
-0.01,2.48538344723,-8.65719478705e-06,1.00000008657,0.000668747029539
-0.01,2.50037965072,-8.39880577628e-06,1.00000008399,0.000648807463698
-0.01,2.51537585421,-8.14812893338e-06,1.00000008148,0.000629462431496
-0.01,2.53037205771,-7.90493406938e-06,1.00000007905,0.000610694205572
-0.01,2.5453682612,-7.66899786596e-06,1.00000007669,0.000592485587153
-0.01,2.56036446469,-7.44010367041e-06,1.0000000744,0.000574819890297
-0.01,2.57536066819,-7.2180412966e-06,1.00000007218,0.000557680926597
-0.01,2.59035687168,-7.00260683203e-06,1.00000007003,0.000541052990347
-0.01,2.60535307517,-6.79360245055e-06,1.00000006794,0.000524920844149
-0.01,2.62034927866,-6.59083623068e-06,1.00000006591,0.000509269704948
-0.01,2.63534548216,-6.39412197938e-06,1.00000006394,0.000494085230486
-0.01,2.65034168565,-6.20327906107e-06,1.00000006203,0.000479353506155
-0.01,2.66533788914,-6.01813223174e-06,1.00000006018,0.00046506103225
-0.01,2.68033409263,-5.83851147801e-06,1.00000005839,0.000451194711593
-0.01,2.69533029613,-5.66425186105e-06,1.00000005664,0.000437741837533
-0.01,2.71032649962,-5.49519336506e-06,1.00000005495,0.000424690082301
-0.01,2.72532270311,-5.33118075037e-06,1.00000005331,0.000412027485709
-0.01,2.74031890661,-5.17206341084e-06,1.00000005172,0.000399742444197
-0.01,2.7553151101,-5.0176952356e-06,1.00000005018,0.000387823700191
-0.01,2.77031131359,-4.86793447485e-06,1.00000004868,0.00037626033179
-0.01,2.78530751708,-4.72264360969e-06,1.00000004723,0.000365041742759
-0.01,2.80030372058,-4.58168922585e-06,1.00000004582,0.000354157652815
-0.01,2.81529992407,-4.44494189115e-06,1.00000004445,0.000343598088205
-0.01,2.83029612756,-4.31227603668e-06,1.00000004312,0.000333353372571
-0.01,2.84529233106,-4.18356984144e-06,1.00000004184,0.000323414118077
-0.01,2.86028853455,-4.05870512053e-06,1.00000004059,0.00031377121681
-0.01,2.87528473804,-3.93756721657e-06,1.00000003938,0.000304415832428
-0.01,2.89028094153,-3.82004489443e-06,1.0000000382,0.00029533939207
-0.01,2.90527714503,-3.70603023909e-06,1.00000003706,0.000286533578493
-0.01,2.92027334852,-3.59541855652e-06,1.00000003595,0.000277990322451
-0.01,2.93526955201,-3.48810827757e-06,1.00000003488,0.000269701795303
-0.01,2.9502657555,-3.38400086467e-06,1.00000003384,0.000261660401839
-0.01,2.965261959,-3.28300072137e-06,1.00000003283,0.000253858773314
-0.01,2.98025816249,-3.18501510452e-06,1.00000003185,0.000246289760702
-0.01,2.99525436598,-3.08995403914e-06,1.0000000309,0.00023894642814
-0.01,3.01025056948,-2.99773023577e-06,1.00000002998,0.000231822046574
-0.01,3.02524677297,-2.90825901032e-06,1.00000002908,0.000224910087594
-0.01,3.04024297646,-2.82145820633e-06,1.00000002821,0.000218204217445
-0.01,3.05523917995,-2.73724811949e-06,1.00000002737,0.00021169829123
-0.01,3.07023538345,-2.65555142444e-06,1.00000002656,0.000205386347276
-0.01,3.08523158694,-2.57629310383e-06,1.00000002576,0.000199262601668
-0.01,3.10022779043,-2.49940037935e-06,1.00000002499,0.000193321442954
-0.01,3.11522399393,-2.42480264495e-06,1.00000002425,0.000187557426998
-0.01,3.13022019742,-2.352431402e-06,1.00000002352,0.000181965271992
-0.01,3.14521640091,-2.28222019636e-06,1.00000002282,0.000176539853618
-0.01,3.1602126044,-2.21410455737e-06,1.00000002214,0.000171276200349
-0.01,3.1752088079,-2.14802193868e-06,1.00000002148,0.000166169488896
-0.01,3.19020501139,-2.08391166074e-06,1.00000002084,0.000161215039786
-0.01,3.20520121488,-2.02171485517e-06,1.00000002022,0.000156408313074
-0.01,3.22019741838,-1.96137441063e-06,1.00000001961,0.000151744904182
-0.01,3.23519362187,-1.9028349204e-06,1.00000001903,0.000147220539866
-0.01,3.25018982536,-1.84604263152e-06,1.00000001846,0.000142831074294
-0.01,3.26518602885,-1.79094539539e-06,1.00000001791,0.000138572485254
-0.01,3.28018223235,-1.73749261993e-06,1.00000001737,0.000134440870463
-0.01,3.29517843584,-1.68563522308e-06,1.00000001686,0.00013043244399
-0.01,3.31017463933,-1.63532558775e-06,1.00000001635,0.000126543532793
-0.01,3.32517084282,-1.58651751808e-06,1.00000001587,0.000122770573347
-0.01,3.34016704632,-1.53916619705e-06,1.00000001539,0.000119110108379
-0.01,3.35516324981,-1.4932281453e-06,1.00000001493,0.000115558783704
-0.01,3.3701594533,-1.44866118119e-06,1.00000001449,0.000112113345148
-0.01,3.3851556568,-1.40542438211e-06,1.00000001405,0.000108770635564
-0.01,3.40015186029,-1.36347804686e-06,1.00000001363,0.000105527591944
-0.01,3.41514806378,-1.32278365922e-06,1.00000001323,0.000102381242609
-0.01,3.43014426727,-1.28330385256e-06,1.00000001283,9.93287044843e-05
-0.01,3.44514047077,-1.24500237554e-06,1.00000001245,9.63671804614e-05
-0.01,3.46013667426,-1.20784405884e-06,1.00000001208,9.34939568318e-05
-0.01,3.47513287775,-1.17179478281e-06,1.00000001172,9.07064008015e-05
-0.01,3.49012908125,-1.1368214462e-06,1.00000001137,8.80019580778e-05
-0.01,3.50512528474,-1.10289193572e-06,1.00000001103,8.53781505289e-05
-0.01,3.52012148823,-1.0699750966e-06,1.0000000107,8.28325739129e-05
-0.01,3.53511769172,-1.03804070391e-06,1.00000001038,8.03628956745e-05
-0.01,3.55011389522,-1.00705943487e-06,1.00000001007,7.7966852808e-05
-0.01,3.56511009871,-9.77002841895e-07,1.00000000977,7.56422497827e-05
-0.01,3.5801063022,-9.47843326476e-07,1.00000000948,7.33869565316e-05
-0.01,3.59510250569,-9.19554113839e-07,1.0000000092,7.11989064993e-05
-0.01,3.61009870919,-8.92109228358e-07,1.00000000892,6.90760947482e-05
-0.01,3.62509491268,-8.65483469702e-07,1.00000000865,6.70165761214e-05
-0.01,3.64009111617,-8.39652389695e-07,1.0000000084,6.501846346e-05
-0.01,3.65508731967,-8.14592269866e-07,1.00000000815,6.30799258738e-05
-0.01,3.67008352316,-7.90280099671e-07,1.0000000079,6.11991870636e-05
-0.01,3.68507972665,-7.66693555359e-07,1.00000000767,5.93745236935e-05
-0.01,3.70007593014,-7.43810979476e-07,1.00000000744,5.76042638115e-05
-0.01,3.71507213364,-7.21611360979e-07,1.00000000722,5.58867853178e-05
-0.01,3.73006833713,-7.00074315938e-07,1.000000007,5.42205144777e-05
-0.01,3.74506454062,-6.79180068824e-07,1.00000000679,5.26039244801e-05
-0.01,3.76006074412,-6.58909434345e-07,1.00000000659,5.1035534038e-05
-0.01,3.77505694761,-6.39243799831e-07,1.00000000639,4.95139060314e-05
-0.01,3.7900531511,-6.20165108143e-07,1.0000000062,4.80376461899e-05
-0.01,3.80504935459,-6.01655841091e-07,1.00000000602,4.66054018157e-05
-0.01,3.82004555809,-5.8369900335e-07,1.00000000584,4.52158605436e-05
-0.01,3.83504176158,-5.6627810685e-07,1.00000000566,4.38677491385e-05
-0.01,3.85003796507,-5.49377155639e-07,1.00000000549,4.25598323285e-05
-0.01,3.86503416856,-5.32980631195e-07,1.00000000533,4.12909116733e-05
-0.01,3.88003037206,-5.17073478173e-07,1.00000000517,4.00598244658e-05
-0.01,3.89502657555,-5.01641090584e-07,1.00000000502,3.88654426667e-05
-0.01,3.91002277904,-4.86669298379e-07,1.00000000487,3.77066718706e-05
-0.01,3.92501898254,-4.72144354443e-07,1.00000000472,3.65824503033e-05
-0.01,3.94001518603,-4.58052921964e-07,1.00000000458,3.54917478492e-05
-0.01,3.95501138952,-4.44382062194e-07,1.00000000444,3.44335651066e-05
-0.01,3.97000759301,-4.31119222564e-07,1.00000000431,3.34069324725e-05
-0.01,3.98500379651,-4.18252225157e-07,1.00000000418,3.24109092539e-05
-0.01,4,-4.05769255531e-07,1.00000000406,3.14445828058e-05
-0.01,4.1,-3.31535153403e-07,1.00000000332,2.56973278386e-05
-0.01,4.2,-2.70882074317e-07,1.00000000271,2.10005361675e-05
-0.01,4.3,-2.21325362623e-07,1.00000000221,1.71622052032e-05
-0.01,4.4,-1.80834936699e-07,1.00000000181,1.40254268569e-05
-0.01,4.5,-1.47752122585e-07,1.00000000148,1.14619728339e-05
-0.01,4.6,-1.20721703451e-07,1.00000000121,9.36705244618e-06
-0.01,4.7,-9.86364010111e-08,1.00000000099,7.65502862276e-06
-0.01,4.8,-8.05915143826e-08,1.00000000081,6.25591696955e-06
-0.01,4.9,-6.58478579964e-08,1.00000000066,5.11252474724e-06
-0.01,5,-5.38014801906e-08,1.00000000054,4.17811279844e-06
-0.01,5.1,-4.39589219169e-08,1.00000000044,3.41448483612e-06
-0.01,5.2,-3.59170019612e-08,1.00000000036,2.7904259776e-06
-0.01,5.3,-2.93463005267e-08,1.00000000029,2.28042668713e-06
-0.01,5.4,-2.39776645439e-08,1.00000000024,1.86363995867e-06
-0.01,5.5,-1.95911818677e-08,1.0000000002,1.52302910621e-06
-0.01,5.6,-1.60071726681e-08,1.00000000016,1.24467132171e-06
-0.01,5.7,-1.30788289603e-08,1.00000000013,1.01718852888e-06
-0.01,5.8,-1.06862007419e-08,1.00000000011,8.31282265389e-07
-0.01,5.9,-8.73128236965e-09,1.00000000009,6.79353578877e-07
-0.01,6,-7.13399788646e-09,1.00000000007,5.55192397905e-07
-0.01,6.1,-5.82892083095e-09,1.00000000006,4.53723679068e-07
-0.01,6.2,-4.7625941566e-09,1.00000000005,3.7079995273e-07
-0.01,6.3,-3.89134046871e-09,1.00000000004,3.03031786624e-07
-0.01,6.4,-3.17947287523e-09,1.00000000003,2.47649236718e-07
-0.01,6.5,-2.59783315911e-09,1.00000000003,2.02388621528e-07
-0.01,6.6,-2.12259738843e-09,1.00000000002,1.65399991298e-07
-0.01,6.7,-1.73430003691e-09,1.00000000002,1.35171509489e-07
-0.01,6.8,-1.41703663835e-09,1.00000000001,1.1046765538e-07
-0.01,6.9,-1.15781231249e-09,1.00000000001,9.02787216187e-08
-0.01,7,-9.46009475363e-10,1.00000000001,7.37795422638e-08
-0.01,7.1,-7.72952929657e-10,1.00000000001,6.02957642113e-08
-0.01,7.2,-6.3155451953e-10,1.00000000001,4.92762832649e-08
-0.01,7.3,-5.16022793933e-10,1.00000000001,4.02707181086e-08
-0.01,7.4,-4.21625785295e-10,1,3.29110013845e-08
-0.01,7.5,-3.44497186337e-10,1,2.68963353775e-08
-0.01,7.6,-2.81477985526e-10,1,2.19808973488e-08
-0.01,7.7,-2.29987074165e-10,1,1.7963791958e-08
-0.01,7.8,-1.87915524934e-10,1,1.46808400691e-08
-0.01,7.9,-1.53540211292e-10,1,1.19978683027e-08
-0.01,8,-1.25453229488e-10,1,9.80522504112e-09
-0.01,8.1,-1.02504232162e-10,1,8.01329872853e-09
-0.01,8.2,-8.37533114785e-11,1,6.54885527574e-09
-0.01,8.3,-6.84325018123e-11,1,5.35204486359e-09
-0.01,8.4,-5.5914325129e-11,1,4.37395579954e-09
-0.01,8.5,-4.56860906413e-11,1,3.57461544356e-09
-0.01,8.6,-3.73288960562e-11,1,2.92135649387e-09
-0.01,8.7,-3.05004702977e-11,1,2.38748185661e-09
-0.01,8.8,-2.49211549446e-11,1,1.95117352844e-09
-0.01,8.9,-2.03624501881e-11,1,1.59460089482e-09
-0.01,9,-1.66376561566e-11,1,1.30319199777e-09
-0.01,9.1,-1.35942262835e-11,1,1.06503798795e-09
-0.01,9.2,-1.11075195206e-11,1,8.70406419769e-10
-0.01,9.3,-9.07569549326e-12,1,7.1134349703e-10
-0.01,9.4,-7.41554351162e-12,1,5.81349012148e-10
-0.01,9.5,-6.05907460038e-12,1,4.75110693354e-10
-0.01,9.6,-4.95073696296e-12,1,3.88287102317e-10
-0.01,9.7,-4.04514083161e-12,1,3.17330209066e-10
-0.01,9.8,-3.3051995182e-12,1,2.59340392739e-10
-0.01,9.9,-2.70061052808e-12,1,2.11947942013e-10
-0.01,10,-2.2066145275e-12,1,1.73216212128e-10
-0.01,10.1,-1.80298133566e-12,1,1.41562480581e-10
-0.01,10.2,-1.47318141078e-12,1,1.15693266876e-10
-0.01,10.3,-1.20370889718e-12,1,9.45514729391e-11
-0.01,10.4,-9.8352850781e-13,1,7.72731838517e-11
-0.01,10.5,-8.03623588661e-13,1,6.31523634325e-11
-0.01,10.6,-6.56626855677e-13,1,5.16120018221e-11
-0.01,10.7,-5.36518680691e-13,1,4.21805359313e-11
-0.01,10.8,-4.38380569581e-13,1,3.44725791101e-11
-0.01,10.9,-3.58193736281e-13,1,2.81731725039e-11
-0.01,11,-2.92674523232e-13,1,2.30249144954e-11
-0.01,11.1,-2.39139927965e-13,1,1.88174422507e-11
-0.01,11.2,-1.95397728512e-13,1,1.5378835514e-11
-0.01,11.3,-1.59656707804e-13,1,1.25685913567e-11
-0.01,11.4,-1.3045330037e-13,1,1.02718827841e-11
-0.01,11.5,-1.06591657253e-13,1,8.39486657329e-12
-0.01,11.6,-8.70946745522e-14,1,6.86084859485e-12
-0.01,11.7,-7.11639800692e-14,1,5.6071499114e-12
-0.01,11.8,-5.81472393699e-14,1,4.58254558741e-12
-0.01,11.9,-4.75114423471e-14,1,3.74517154686e-12
-0.01,12,-3.88210762984e-14,1,3.06081394399e-12
-0.01,12.1,-3.17202916499e-14,1,2.50151114328e-12
-0.01,12.2,-2.59183299721e-14,1,2.04441118021e-12
-0.01,12.3,-2.11776175319e-14,1,1.67083801434e-12
-0.01,12.4,-1.73040367935e-14,1,1.36552841861e-12
-0.01,12.5,-1.41389774664e-14,1,1.11600832189e-12
-0.01,12.6,-1.15528415827e-14,1,9.12083120081e-13
-0.01,12.7,-9.4397366264e-15,1,7.45421128911e-13
-0.01,12.8,-7.71313939564e-15,1,6.0921315701e-13
-0.01,12.9,-6.30235302774e-15,1,4.97894288945e-13
-0.01,13,-5.14961210177e-15,1,4.06916509671e-13
-0.01,13.1,-4.20771727126e-15,1,3.3256287953e-13
-0.01,13.2,-3.43810256517e-15,1,2.71795666751e-13
-0.01,13.3,-2.8092562134e-15,1,2.22132232013e-13
-0.01,13.4,-2.29543033042e-15,1,1.81543593609e-13
-0.01,13.5,-1.87558661915e-15,1,1.48371528566e-13
-0.01,13.6,-1.53253492272e-15,1,1.2126082245e-13
-0.01,13.7,-1.25222934869e-15,1,9.9103899602e-14
-0.01,13.8,-1.02319314283e-15,1,8.09955714041e-14
-0.01,13.9,-8.3604876211e-16,1,6.61960536444e-14
-0.01,14,-6.83133904005e-16,1,5.41007418875e-14
-0.01,14.1,-5.58187769446e-16,1,4.42155099205e-14
-0.01,14.2,-4.56094712469e-16,1,3.61365220021e-14
-0.01,14.3,-3.7267477968e-16,1,2.95337340818e-14
-0.01,14.4,-3.0451256269e-16,1,2.4137409883e-14
-0.01,14.5,-2.48817355496e-16,1,1.97271009285e-14
-0.01,14.6,-2.03308890713e-16,1,1.61226402611e-14
-0.01,14.7,-1.66123975925e-16,1,1.31767818896e-14
-0.01,14.8,-1.35740207242e-16,1,1.07691852314e-14
-0.01,14.9,-1.10913636438e-16,1,8.80149877522e-15
-0.01,15,-9.06278393751e-17,1,7.19334210344e-15
-0.01,15.1,-7.40523002932e-17,1,5.87902211307e-15
-0.01,15.2,-6.05084079799e-17,1,4.80484927575e-15
-0.01,15.3,-4.9441671529e-17,1,3.92694429082e-15
-0.01,15.4,-4.03990180579e-17,1,3.20944552199e-15
-0.01,15.5,-3.30102428435e-17,1,2.62304398274e-15
-0.01,15.6,-2.69728523591e-17,1,2.14378601768e-15
-0.01,15.7,-2.20396796194e-17,1,1.75209476443e-15
-0.01,15.8,-1.80087647557e-17,1,1.43197041849e-15
-0.01,15.9,-1.47150864908e-17,1,1.17033662919e-15
-0.01,16,-1.20238059704e-17,1,9.56506324456e-16
-0.01,16.1,-9.82474633054e-18,1,7.81745141776e-16
-0.01,16.2,-8.02788197483e-18,1,6.38914630117e-16
-0.01,16.3,-6.55965288128e-18,1,5.22180646721e-16
-0.01,16.4,-5.35995303426e-18,1,4.26775036029e-16
-0.01,16.5,-4.37966968129e-18,1,3.48800854842e-16
-0.01,16.6,-3.57867266575e-18,1,2.85073186803e-16
-0.01,16.7,-2.92417151475e-18,1,2.32989043203e-16
-0.01,16.8,-2.38937301812e-18,1,1.90421035417e-16
-0.01,16.9,-1.95238433767e-18,1,1.55630475358e-16
-0.01,17,-1.59531673842e-18,1,1.27196354054e-16
-0.01,17.1,-1.30355324764e-18,1,1.03957297081e-16
-0.01,17.2,-1.06515025868e-18,1,8.49641257172e-17
-0.01,17.3,-8.70348581152e-19,1,6.94410859607e-17
-0.01,17.4,-7.11173919342e-19,1,5.67541616142e-17
-0.01,17.5,-5.81110422491e-19,1,4.63851770551e-17
-0.01,17.6,-4.74833942023e-19,1,3.79106318102e-17
-0.01,17.7,-3.87994075328e-19,1,3.09844023543e-17
-0.01,17.8,-3.17036073075e-19,1,2.53236045248e-17
-0.01,17.9,-2.59055319042e-19,1,2.06970390583e-17
-0.01,18,-2.11678425013e-19,1,1.69157482714e-17
-0.01,18.1,-1.72966072884e-19,1,1.38252981494e-17
-0.01,18.2,-1.4133362647e-19,1,1.12994705841e-17
-0.01,18.3,-1.1548626299e-19,1,9.23510810953e-18
-0.01,18.4,-9.43659686173e-20,1,7.54790055577e-18
-0.01,18.5,-7.71082282208e-20,1,6.16894152315e-18
-0.01,18.6,-6.30066362482e-20,1,5.04191401951e-18
-0.01,18.7,-5.14839800297e-20,1,4.12079030594e-18
-0.01,18.8,-4.20686117211e-20,1,3.3679519991e-18
-0.01,18.9,-3.43751416262e-20,1,2.75265364483e-18
-0.01,19,-2.80886625435e-20,1,2.24976700762e-18
-0.01,19.1,-2.29518593373e-20,1,1.83875478622e-18
-0.01,19.2,-1.87544760452e-20,1,1.50283183745e-18
-0.01,19.3,-1.53247093455e-20,1,1.22827964878e-18
-0.01,19.4,-1.25221760702e-20,1,1.00388605993e-18
-0.01,19.5,-1.02321668822e-20,1,8.20487349722e-19
-0.01,19.6,-8.36095088988e-21,1,6.70593985246e-19
-0.01,19.7,-6.83193899166e-21,1,5.48084747758e-19
-0.01,19.8,-5.58254889776e-21,1,4.47956742552e-19
-0.01,19.9,-4.56164349918e-21,1,3.66121082493e-19
-0.01,20,-3.72743772513e-21,1,2.99235900422e-19
-0.01,20.1,-3.04578820744e-21,1,2.44569870341e-19
-0.01,20.2,-2.4887957411e-21,1,1.99890663288e-19
-0.01,20.3,-2.03366333429e-21,1,1.63373782294e-19
-0.01,20.4,-1.66176310376e-21,1,1.33528053102e-19
-0.01,20.5,-1.35787382051e-21,1,1.09134727628e-19
-0.01,20.6,-1.10955789614e-21,1,8.91977130885e-20
-0.01,20.7,-9.06652308087e-22,1,7.29028941433e-20
-0.01,20.8,-7.40852625957e-22,1,5.95848867476e-20
-0.01,20.9,-6.0537311225e-22,1,4.86998659571e-20
-0.01,21,-4.94668984507e-22,1,3.98033579734e-20
-0.01,21.1,-4.04209470635e-22,1,3.25320894766e-20
-0.01,21.2,-3.30292368124e-22,1,2.6589152986e-20
-0.01,21.3,-2.698925168e-22,1,2.17318824211e-20
-0.01,21.4,-2.20537982914e-22,1,1.77619437188e-20
-0.01,21.5,-1.80208886654e-22,1,1.45172358238e-20
-0.01,21.6,-1.47254732007e-22,1,1.1865271307e-20
-0.01,21.7,-1.20326855235e-22,1,9.69776629004e-21
-0.01,21.8,-9.83232270667e-23,1,7.92621874324e-21
-0.01,21.9,-8.03433493404e-23,1,6.47829458732e-21
-0.01,22,-6.56514000371e-23,1,5.29487401854e-21
-0.01,22.1,-5.36461182342e-23,1,4.3276374394e-21
-0.01,22.2,-4.38361963931e-23,1,3.53709241314e-21
-0.01,22.3,-3.58201728067e-23,1,2.89096107084e-21
-0.01,22.4,-2.92700012262e-23,1,2.36286211967e-21
-0.01,22.5,-2.39176251937e-23,1,1.93123363148e-21
-0.01,22.6,-1.95440075872e-23,1,1.57845262361e-21
-0.01,22.7,-1.59701663791e-23,1,1.29011548016e-21
-0.01,22.8,-1.3049849718e-23,1,1.05444982992e-21
-0.01,22.9,-1.06635505408e-23,1,8.6183386536e-22
-0.01,23,-8.71361574987e-24,1,7.04403474669e-22
-0.01,23.1,-7.12024978564e-24,1,5.75731144393e-22
-0.01,23.2,-5.81824903279e-24,1,4.70563521249e-22
-0.01,23.3,-4.75433341001e-24,1,3.84606916868e-22
-0.01,23.4,-3.88496593413e-24,1,3.1435199702e-22
-0.01,23.5,-3.17457102134e-24,1,2.56930496899e-22
-0.01,23.6,-2.59407860744e-24,1,2.09998111826e-22
-0.01,23.7,-2.11973450403e-24,1,1.71638781533e-22
-0.01,23.8,-1.73212830361e-24,1,1.40286459807e-22
-0.01,23.9,-1.41539905012e-24,1,1.14661175196e-22
-0.01,24,-1.15658616704e-24,1,9.37167720834e-23
-0.01,24.1,-9.45099079597e-25,1,7.65981983259e-23
-0.01,24.2,-7.72283825601e-25,1,6.2606595496e-23
-0.01,24.3,-6.31068918721e-25,1,5.11707663358e-23
-0.01,24.4,-5.15675971341e-25,1,4.18238544413e-23
