x4,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi,phi
8.699999999999999e0,-7.868573796670792e-1,-7.868510915732049e-1,-7.868241529833420e-1,-7.867729235400793e-1,-7.867100177646693e-1,-7.865995382709964e-1,-7.864642999096852e-1,-7.862935395753479e-1,-7.860508819276921e-1,-7.857825670279509e-1,-7.854532239863090e-1,-7.850484991839038e-1,-7.845882316911292e-1,-7.840426633874477e-1,-7.833952537820595e-1,-7.826306074195550e-1,-7.817430165275842e-1,-7.806955836444366e-1,-7.794833440505868e-1,-7.780979324157754e-1,-7.765253487692259e-1,-7.747797980065008e-1,-7.728934695177614e-1,-7.708890750778309e-1,-7.688024095007020e-1,-7.666224732771699e-1,-7.643601198608355e-1,-7.620388241332395e-1,-7.596916039153145e-1,-7.573496674416981e-1,-7.549930420262080e-1,-7.525355183017920e-1,-7.498280951048623e-1,-7.467378884681374e-1,-7.433660400812118e-1,-7.397705710983450e-1,-7.361615313240328e-1,-7.325429540148145e-1,-7.288688495801550e-1,-7.253839689810070e-1,-7.224298243214738e-1,-7.200333498356369e-1,-7.184666499878154e-1,-7.174842528215544e-1,-7.170722967007335e-1,-7.171858807432826e-1,-7.175189194680632e-1,-7.178939997156074e-1,-7.181636450581874e-1,-7.176814631374390e-1,-7.166376202571892e-1,-7.150400978365939e-1,-7.138248455533285e-1,-7.121390506858502e-1,-7.105204153599212e-1,-7.095034828716295e-1,-7.080577345527120e-1,-7.058228202543977e-1,-7.052102099378510e-1,-7.044676972013194e-1,-7.037697964737381e-1
8.800000000000001e0,-7.724630855188013e-1,-7.724796981654538e-1,-7.725397807941818e-1,-7.726292435989882e-1,-7.727684568663197e-1,-7.729678525239336e-1,-7.732178057062544e-1,-7.735598560656112e-1,-7.739686601901643e-1,-7.744736465072725e-1,-7.750442414547709e-1,-7.757213176480109e-1,-7.764853435608239e-1,-7.773331154118214e-1,-7.783001761861141e-1,-7.793798911138218e-1,-7.805621327387068e-1,-7.818786207743949e-1,-7.833019767971456e-1,-7.848357132772961e-1,-7.864666743200245e-1,-7.881552842241724e-1,-7.898963443691036e-1,-7.916160547650412e-1,-7.932816234437210e-1,-7.948587086913362e-1,-7.963985371556260e-1,-7.979789978710310e-1,-7.996654295007833e-1,-8.014985768767190e-1,-8.034977418992538e-1,-8.056419047117221e-1,-8.078454106555017e-1,-8.100132784382832e-1,-8.120364976402598e-1,-8.139357695489154e-1,-8.155925178978779e-1,-8.166711771782060e-1,-8.172570201096785e-1,-8.175236992704678e-1,-8.176057355348174e-1,-8.174599311784687e-1,-8.172423239673106e-1,-8.167770717499735e-1,-8.162029837205803e-1,-8.157389978539332e-1,-8.152799755472100e-1,-8.150052410052633e-1,-8.153286055679765e-1,-8.157367241350673e-1,-8.161908866506976e-1,-8.162332407130122e-1,-8.145938501729497e-1,-8.112730601683887e-1,-8.064001345332348e-1,-8.020917863584068e-1,-7.979851728195891e-1,-7.960372490446188e-1,-7.951725083879403e-1,-7.954690718424945e-1,-7.969825327597337e-1
8.900000000000000e0,-8.245210976599407e-1,-8.245377045489555e-1,-8.245426041574102e-1,-8.245611322215068e-1,-8.245882053091979e-1,-8.246283256907966e-1,-8.246767170448926e-1,-8.247473000018741e-1,-8.248353907291961e-1,-8.249625937923876e-1,-8.251236562783616e-1,-8.253394385296183e-1,-8.255797576514056e-1,-8.258913109941791e-1,-8.262092587353403e-1,-8.265625465160080e-1,-8.269497337444124e-1,-8.273624073187356e-1,-8.278233902766772e-1,-8.283537558894296e-1,-8.289445052875547e-1,-8.296119850444045e-1,-8.303230379855229e-1,-8.310513559787084e-1,-8.317556973908478e-1,-8.324088081552048e-1,-8.329752289298388e-1,-8.334468287497061e-1,-8.338338050270515e-1,-8.341284890518985e-1,-8.342278897959481e-1,-8.340344637591773e-1,-8.335376481842702e-1,-8.326969423464987e-1,-8.315788073893837e-1,-8.303532863850210e-1,-8.291582098755775e-1,-8.282823555331832e-1,-8.277476086401269e-1,-8.275694871840747e-1,-8.278178373137903e-1,-8.284717080727988e-1,-8.296001351530045e-1,-8.314549680340075e-1,-8.343119395626961e-1,-8.379512006744930e-1,-8.422949547693162e-1,-8.476552971579723e-1,-8.534864222709504e-1,-8.597623451439580e-1,-8.656740480242900e-1,-8.710307639275436e-1,-8.770642088340422e-1,-8.848086741885950e-1,-8.923148058487430e-1,-8.988030632710893e-1,-9.052611327585199e-1,-9.119441643090267e-1,-9.174286202793326e-1,-9.203665071024610e-1,-9.210960852390123e-1
9.000000000000000e0,-8.784320095376109e-1,-8.784416025730831e-1,-8.784567103642089e-1,-8.784685203517809e-1,-8.785004733410082e-1,-8.785439645210567e-1,-8.785934128484022e-1,-8.786630994432250e-1,-8.787605268956075e-1,-8.788824484646295e-1,-8.790305615366458e-1,-8.792277796673655e-1,-8.794702941642291e-1,-8.797554397420616e-1,-8.801091160459994e-1,-8.805121053909044e-1,-8.809903638310430e-1,-8.815433983738733e-1,-8.822061799786083e-1,-8.829506526822550e-1,-8.837978980699266e-1,-8.847109773213032e-1,-8.856628733815368e-1,-8.866297668669730e-1,-8.875634339821508e-1,-8.884108684423986e-1,-8.890965226755653e-1,-8.895634597837416e-1,-8.897922313752625e-1,-8.898013613939952e-1,-8.896152375342404e-1,-8.892558417429088e-1,-8.889122200442062e-1,-8.888227619120569e-1,-8.890158391550089e-1,-8.895020694274816e-1,-8.901913289603993e-1,-8.911381921892888e-1,-8.924982862979564e-1,-8.943018144859862e-1,-8.966648085063793e-1,-8.997265375583668e-1,-9.030610487038959e-1,-9.064927431084888e-1,-9.098782002581112e-1,-9.129738699389492e-1,-9.156914743274208e-1,-9.180049473051822e-1,-9.200159090644593e-1,-9.215368929736533e-1,-9.228702800910409e-1,-9.236739009987915e-1,-9.242598074948043e-1,-9.229563882332752e-1,-9.205939294393227e-1,-9.169703969393788e-1,-9.124949854205684e-1,-9.081579988974459e-1,-9.034683013545496e-1,-9.008081801661150e-1,-8.997350845748607e-1
9.100000000000000e0,-9.611351342244573e-1,-9.611313088256710e-1,-9.611354669159120e-1,-9.611230902420330e-1,-9.611090703857075e-1,-9.611046902185404e-1,-9.610779783921493e-1,-9.610445795050121e-1,-9.609972555464829e-1,-9.609407132220759e-1,-9.608915185807775e-1,-9.608172796867692e-1,-9.607570820126181e-1,-9.606873467802970e-1,-9.606210919330194e-1,-9.605611556065751e-1,-9.604804748037671e-1,-9.604141668198365e-1,-9.602999107512249e-1,-9.601548432459236e-1,-9.599614670248959e-1,-9.597675155975345e-1,-9.596133691708485e-1,-9.595535966187656e-1,-9.595931603476883e-1,-9.597435306045465e-1,-9.599494582463112e-1,-9.601352448710827e-1,-9.601949188267477e-1,-9.600483918643189e-1,-9.596671369303819e-1,-9.590723658089110e-1,-9.582704501171438e-1,-9.572446104241864e-1,-9.560139006779496e-1,-9.546337695553925e-1,-9.530617905006598e-1,-9.511634054150749e-1,-9.491147663317588e-1,-9.468840491706770e-1,-9.445277023406119e-1,-9.418843176994650e-1,-9.387533757093006e-1,-9.354662682895086e-1,-9.318363092633541e-1,-9.279012308204579e-1,-9.238648155814043e-1,-9.204716918912793e-1,-9.179565160505876e-1,-9.153373885102362e-1,-9.126051114877866e-1,-9.088229086038339e-1,-9.038781657486370e-1,-8.989282905247740e-1,-8.953007701586393e-1,-8.946079125274254e-1,-8.971765942949880e-1,-9.003096528753751e-1,-9.044579396101045e-1,-9.086394594799427e-1,-9.101725777566382e-1
9.199999999999999e0,-1.002343893424661e0,-1.002335494844087e0,-1.002284852274616e0,-1.002220155742994e0,-1.002128111005664e0,-1.001984867767717e0,-1.001797512030566e0,-1.001568121170790e0,-1.001294401918009e0,-1.000945601125653e0,-1.000563279276227e0,-1.000117949361632e0,-9.996137763479807e-1,-9.990321641295622e-1,-9.983698168137795e-1,-9.976094624891092e-1,-9.967667495550421e-1,-9.958225780069386e-1,-9.948446556678500e-1,-9.938101958436634e-1,-9.927318539769526e-1,-9.916018005181109e-1,-9.903814151808074e-1,-9.890719560079343e-1,-9.876757400585321e-1,-9.861841772434184e-1,-9.845923456435427e-1,-9.828939197282921e-1,-9.810678955548274e-1,-9.790900042519896e-1,-9.770273595751491e-1,-9.749390309638324e-1,-9.728280392445687e-1,-9.707098466438715e-1,-9.687674686515807e-1,-9.671432200058692e-1,-9.657854615872556e-1,-9.646290308775315e-1,-9.637322555766382e-1,-9.629267466344229e-1,-9.620372219086480e-1,-9.607577611940945e-1,-9.590930073125028e-1,-9.569903460816300e-1,-9.547310990842506e-1,-9.528310567272985e-1,-9.512577353281592e-1,-9.492619315013275e-1,-9.466253520819699e-1,-9.441501819256964e-1,-9.423049189968644e-1,-9.398550153633427e-1,-9.366755647294294e-1,-9.326516626146296e-1,-9.285939486966009e-1,-9.248816377487009e-1,-9.231677791059966e-1,-9.234943549955451e-1,-9.242558513661902e-1,-9.264764938988019e-1,-9.294668258255950e-1
9.300000000000001e0,-9.639992417886041e-1,-9.639783488427147e-1,-9.639528138065211e-1,-9.639067945623980e-1,-9.638400542316314e-1,-9.637622978043698e-1,-9.636556424691017e-1,-9.635340055233573e-1,-9.633921389777450e-1,-9.632332240221331e-1,-9.630873426632423e-1,-9.629398928992592e-1,-9.628102934324471e-1,-9.627250513115834e-1,-9.626710196468630e-1,-9.626565230458561e-1,-9.626709740213429e-1,-9.627240034100466e-1,-9.628275943896007e-1,-9.630092860302155e-1,-9.632758494225171e-1,-9.636212280881102e-1,-9.640221836561745e-1,-9.644546048994014e-1,-9.649350411976922e-1,-9.654912960991749e-1,-9.661323731941317e-1,-9.668708126843438e-1,-9.677196939316777e-1,-9.686243443829141e-1,-9.694898271552559e-1,-9.703239522114387e-1,-9.712005351553545e-1,-9.721622096328414e-1,-9.732262325072383e-1,-9.745649760734761e-1,-9.763251704248562e-1,-9.783433799108775e-1,-9.806464043288808e-1,-9.832475891530689e-1,-9.861067566273913e-1,-9.893042767883513e-1,-9.924601041770672e-1,-9.954507447434403e-1,-9.981913388278232e-1,-1.000392069850011e0,-1.001899029890216e0,-1.002744327865423e0,-1.002381665248872e0,-1.001010548534641e0,-9.983013536739287e-1,-9.951993791683649e-1,-9.920328330104987e-1,-9.901112636288787e-1,-9.884612327228429e-1,-9.876258816476345e-1,-9.851362098873159e-1,-9.814460363896215e-1,-9.793162790724258e-1,-9.769924934529691e-1,-9.748485422983054e-1
9.400000000000000e0,-9.567868912275636e-1,-9.567935331898847e-1,-9.568152516714965e-1,-9.568402169766163e-1,-9.568803007519308e-1,-9.569300791826855e-1,-9.570048391099045e-1,-9.570871596691852e-1,-9.571967549542585e-1,-9.573396266511762e-1,-9.574979210478259e-1,-9.576988328560455e-1,-9.579406269879089e-1,-9.581967576131812e-1,-9.584899965787125e-1,-9.588025718706842e-1,-9.591154774889643e-1,-9.594533471154526e-1,-9.597939145305416e-1,-9.601525330981664e-1,-9.605196432703531e-1,-9.608753426575282e-1,-9.611990145241059e-1,-9.614828842991706e-1,-9.617301846650850e-1,-9.619179062130754e-1,-9.620193224144098e-1,-9.620653513866327e-1,-9.621367670071228e-1,-9.622984913256166e-1,-9.626104684882696e-1,-9.631388225510029e-1,-9.639076653751228e-1,-9.648186382375511e-1,-9.658122107356544e-1,-9.667653253311901e-1,-9.675493555250695e-1,-9.682449991929368e-1,-9.689336643360686e-1,-9.695149420670605e-1,-9.700759280517445e-1,-9.707404667712711e-1,-9.713304824392893e-1,-9.717154192464993e-1,-9.722006010317151e-1,-9.729273210042021e-1,-9.741537034167356e-1,-9.757019550922328e-1,-9.782921336553121e-1,-9.818733293601388e-1,-9.865774527236884e-1,-9.926929757961148e-1,-9.999431739121567e-1,-1.008182727593010e0,-1.017259895583272e0,-1.027890861436835e0,-1.037687493152234e0,-1.047099921122208e0,-1.054849310124755e0,-1.060196130412548e0,-1.064854247008339e0
9.500000000000000e0,-9.628023920080264e-1,-9.628183658417151e-1,-9.628332733931947e-1,-9.628745023717329e-1,-9.629172712346560e-1,-9.629752149786537e-1,-9.630621992796110e-1,-9.631513932278082e-1,-9.632578310260221e-1,-9.633894574455545e-1,-9.635139107611962e-1,-9.636614181853732e-1,-9.638121065842361e-1,-9.639843100606680e-1,-9.641561651742261e-1,-9.643273169008014e-1,-9.645177282653850e-1,-9.646842495263380e-1,-9.648407167101082e-1,-9.649633443311826e-1,-9.650587705120331e-1,-9.651567084961071e-1,-9.653152907006192e-1,-9.656073185295224e-1,-9.660785943243556e-1,-9.667654350609143e-1,-9.676820709174409e-1,-9.688502731620784e-1,-9.702868722617256e-1,-9.720011370584718e-1,-9.740093303226360e-1,-9.762875960374754e-1,-9.786890644001683e-1,-9.810881560575794e-1,-9.833435955035826e-1,-9.854306243365140e-1,-9.873756788295242e-1,-9.891728154699102e-1,-9.908433488551803e-1,-9.922116033342039e-1,-9.934671311407458e-1,-9.943928510648931e-1,-9.950337891515670e-1,-9.959095528313126e-1,-9.971115133245649e-1,-9.988763382466725e-1,-1.000944256234746e0,-1.003014452901345e0,-1.005633487780532e0,-1.008632504018946e0,-1.010660079742522e0,-1.010945533079221e0,-1.010756882160656e0,-1.009608806559484e0,-1.006856699336246e0,-1.001940688300948e0,-9.957763868394782e-1,-9.886868576491489e-1,-9.806738500944965e-1,-9.731048113817516e-1,-9.693028487137432e-1
9.600000000000000e0,-1.008790297297567e0,-1.008768732603414e0,-1.008754066880557e0,-1.008728507281640e0,-1.008679367836647e0,-1.008617447149478e0,-1.008544369134126e0,-1.008456318633094e0,-1.008355496665353e0,-1.008246869850067e0,-1.008114089850110e0,-1.007966322895665e0,-1.007759159744551e0,-1.007515803656313e0,-1.007201254572009e0,-1.006834856371927e0,-1.006423344415049e0,-1.005984325585478e0,-1.005495373145831e0,-1.004950473512265e0,-1.004336649447105e0,-1.003621785136242e0,-1.002827717271505e0,-1.001947274159371e0,-1.001004900544654e0,-1.000002626215384e0,-9.989124255601198e-1,-9.976842737756491e-1,-9.962733215490357e-1,-9.946781243471037e-1,-9.929193870690789e-1,-9.910730160417535e-1,-9.892682999805180e-1,-9.875572350134108e-1,-9.857988302872832e-1,-9.837938882123632e-1,-9.813781689462173e-1,-9.783746504596935e-1,-9.749745241288531e-1,-9.713655486641387e-1,-9.675109567683925e-1,-9.635276143905620e-1,-9.597363950891022e-1,-9.563589541465504e-1,-9.532378585899424e-1,-9.501589927283856e-1,-9.471242689306237e-1,-9.441966703605096e-1,-9.415024373505883e-1,-9.393570619162458e-1,-9.384161335263030e-1,-9.393223315690336e-1,-9.415783750222543e-1,-9.449424130401581e-1,-9.477604397091577e-1,-9.492872168387474e-1,-9.477519389262232e-1,-9.453191754172153e-1,-9.422965675308665e-1,-9.408749990093512e-1,-9.392454381943486e-1
9.699999999999999e0,-9.712377310991525e-1,-9.712481052830102e-1,-9.712777477993738e-1,-9.713285776488169e-1,-9.714035207481340e-1,-9.714740365754300e-1,-9.715844641346684e-1,-9.717018711207167e-1,-9.718431509658498e-1,-9.719962316143982e-1,-9.721644257869556e-1,-9.723497281104873e-1,-9.725583672537107e-1,-9.727543214792054e-1,-9.729509731108407e-1,-9.731319665625325e-1,-9.732757563120120e-1,-9.733973001984494e-1,-9.734861183159955e-1,-9.735616497395735e-1,-9.736092436884529e-1,-9.736288805707300e-1,-9.736286117799879e-1,-9.736193349699994e-1,-9.736484139464925e-1,-9.737248391453672e-1,-9.738687364914250e-1,-9.740551854059015e-1,-9.742302857468591e-1,-9.743075154415595e-1,-9.742267421495084e-1,-9.740122264963756e-1,-9.737589477976478e-1,-9.735519754562916e-1,-9.732704496732042e-1,-9.728911069093858e-1,-9.723078810061691e-1,-9.714720507371375e-1,-9.700278933671213e-1,-9.680484736070708e-1,-9.657810223331077e-1,-9.632507865765384e-1,-9.606366287034410e-1,-9.577132055575110e-1,-9.543931840083033e-1,-9.505437462550324e-1,-9.463898280118077e-1,-9.417507433844207e-1,-9.361218028472864e-1,-9.308475283267360e-1,-9.259345941352845e-1,-9.215904464247404e-1,-9.191322858906837e-1,-9.181054976515705e-1,-9.173715143943331e-1,-9.168851129546622e-1,-9.161989647074144e-1,-9.136970678129493e-1,-9.106994018523794e-1,-9.069274677718904e-1,-9.027015183522874e-1
9.800000000000001e0,-9.106402322977266e-1,-9.106375139632775e-1,-9.106274233673136e-1,-9.106309055193126e-1,-9.106073388054170e-1,-9.105943767784401e-1,-9.105797799353328e-1,-9.105474375591538e-1,-9.104991805706049e-1,-9.104287045104349e-1,-9.103403867601525e-1,-9.101761912908328e-1,-9.099684570698932e-1,-9.096880699878404e-1,-9.093337357985578e-1,-9.089013965363397e-1,-9.084064987813337e-1,-9.077968408829702e-1,-9.070800621941255e-1,-9.062487364498855e-1,-9.053176497395713e-1,-9.043335856788397e-1,-9.033389923202760e-1,-9.023683818003835e-1,-9.014750883110072e-1,-9.007159569146338e-1,-9.001284390531582e-1,-8.997263502735001e-1,-8.995292713323682e-1,-8.995588455118889e-1,-8.997996923704263e-1,-9.003223074599502e-1,-9.012081743848456e-1,-9.024278103954784e-1,-9.038608413369992e-1,-9.054873710914927e-1,-9.072989175207528e-1,-9.092851548486051e-1,-9.114969247563943e-1,-9.138143834013647e-1,-9.161232692474827e-1,-9.183611255020053e-1,-9.205325818029028e-1,-9.223128342737246e-1,-9.241324416218762e-1,-9.260052121052621e-1,-9.281875029019228e-1,-9.297680246280544e-1,-9.311964577450706e-1,-9.328043146269486e-1,-9.350628045577979e-1,-9.369781964694479e-1,-9.372491110423755e-1,-9.369026861658569e-1,-9.353088373736463e-1,-9.330734902094351e-1,-9.312537657788513e-1,-9.299884382100937e-1,-9.274054863135262e-1,-9.245095323035185e-1,-9.227565459867711e-1
9.900000000000000e0,-8.511035052314858e-1,-8.510747591263839e-1,-8.510302032576869e-1,-8.509488038280925e-1,-8.508356583602231e-1,-8.506744898815196e-1,-8.504747949714032e-1,-8.502207808688961e-1,-8.499445472983346e-1,-8.496050792526099e-1,-8.492442940293566e-1,-8.488603997412129e-1,-8.484599771681243e-1,-8.480546412908471e-1,-8.476773912467103e-1,-8.473212478384077e-1,-8.469875031832600e-1,-8.466819421530454e-1,-8.463907092672963e-1,-8.460877871312802e-1,-8.457970225169220e-1,-8.455151260068866e-1,-8.452955351609354e-1,-8.451992301929524e-1,-8.452709880821515e-1,-8.455110514928394e-1,-8.459224518197743e-1,-8.465137483192163e-1,-8.472682337824582e-1,-8.481445409566768e-1,-8.491635715203728e-1,-8.503623806983530e-1,-8.516969591770456e-1,-8.531498092360940e-1,-8.546710747626077e-1,-8.562347025398614e-1,-8.578922841748848e-1,-8.596129144388983e-1,-8.612153335525224e-1,-8.627997856530562e-1,-8.646422189773132e-1,-8.666020238913635e-1,-8.686177975128903e-1,-8.707210216408309e-1,-8.726790049807646e-1,-8.745122300366208e-1,-8.761753411812560e-1,-8.775458152221109e-1,-8.795247761291878e-1,-8.824546831096979e-1,-8.858505753364366e-1,-8.902580081914810e-1,-8.951794287165833e-1,-9.007133939374619e-1,-9.068194678400506e-1,-9.140467542185022e-1,-9.215029488426543e-1,-9.297882769515197e-1,-9.394304418603824e-1,-9.470344852792210e-1,-9.514585287328567e-1
1.000000000000000e1,-8.063979102829770e-1,-8.063936439417043e-1,-8.063834713095837e-1,-8.063629510713088e-1,-8.063417182512918e-1,-8.063215731681639e-1,-8.063154037789573e-1,-8.063044785558450e-1,-8.063419669984929e-1,-8.063936380908006e-1,-8.064916640301262e-1,-8.066273350327994e-1,-8.067895277830238e-1,-8.069988612575651e-1,-8.072209421601826e-1,-8.075026634670434e-1,-8.078341836516773e-1,-8.082738038390647e-1,-8.088185419973865e-1,-8.095142191490268e-1,-8.103284342363238e-1,-8.112758540275836e-1,-8.123088962463129e-1,-8.134529297765049e-1,-8.146839964517741e-1,-8.160047560349556e-1,-8.173404600969884e-1,-8.186297934905412e-1,-8.198642832255277e-1,-8.210888973821311e-1,-8.223563154882552e-1,-8.237420126585923e-1,-8.252284998477163e-1,-8.268721131980774e-1,-8.286958575745281e-1,-8.305438102730610e-1,-8.325253471642923e-1,-8.347491128994282e-1,-8.372831788683828e-1,-8.401519076990976e-1,-8.431367025674135e-1,-8.460101152139874e-1,-8.485072886638724e-1,-8.503566206063080e-1,-8.513771304678704e-1,-8.518389084411967e-1,-8.518207021495220e-1,-8.508178225847596e-1,-8.489689773691612e-1,-8.468337745459570e-1,-8.437864318755807e-1,-8.407814494259404e-1,-8.384596107616670e-1,-8.361093515478489e-1,-8.340893355354843e-1,-8.323929882070715e-1,-8.299137767391079e-1,-8.286968498842822e-1,-8.287333617112200e-1,-8.268155735428280e-1,-8.256238006006055e-1
1.010000000000000e1,-8.173319259193647e-1,-8.173219409558860e-1,-8.172903231098524e-1,-8.172493877189563e-1,-8.171665117554995e-1,-8.170850736857509e-1,-8.169689987077492e-1,-8.168077513716009e-1,-8.166280119475636e-1,-8.163951036994869e-1,-8.161048807810559e-1,-8.157578653463432e-1,-8.153420971566272e-1,-8.148496111289526e-1,-8.143082118068495e-1,-8.136853834088350e-1,-8.130019401473704e-1,-8.122003924276703e-1,-8.113083536447100e-1,-8.102651856759377e-1,-8.090983678388624e-1,-8.077695515206997e-1,-8.062471701031231e-1,-8.045189165285433e-1,-8.025804314521541e-1,-8.004398308647108e-1,-7.981005871859095e-1,-7.955641027682336e-1,-7.927976471899028e-1,-7.897427497575454e-1,-7.864209642204699e-1,-7.829299958723589e-1,-7.793613105752442e-1,-7.757514123283330e-1,-7.720636566011889e-1,-7.683657515734673e-1,-7.648793728364535e-1,-7.617575382199236e-1,-7.590169696903741e-1,-7.565980379322429e-1,-7.543398320914372e-1,-7.521048194316701e-1,-7.497428268904600e-1,-7.477738996761232e-1,-7.462700490937563e-1,-7.450395457217694e-1,-7.440098582953227e-1,-7.434944926710539e-1,-7.435857105180206e-1,-7.446440516026810e-1,-7.455628443170682e-1,-7.458822803244478e-1,-7.452236824224610e-1,-7.447893695707378e-1,-7.435225151695068e-1,-7.430529133573329e-1,-7.433950196155353e-1,-7.437525014078652e-1,-7.423705455902184e-1,-7.390014056641306e-1,-7.375546006602474e-1
1.020000000000000e1,-7.149836453191570e-1,-7.149994977359314e-1,-7.150421710616288e-1,-7.150966257200787e-1,-7.151908557981487e-1,-7.153018140611276e-1,-7.154614464092857e-1,-7.156272150676437e-1,-7.158270383500830e-1,-7.160551625529297e-1,-7.163219372729585e-1,-7.166146619651274e-1,-7.169520029465463e-1,-7.173471870566802e-1,-7.178094107082960e-1,-7.183596633654747e-1,-7.189923846774874e-1,-7.197405231696976e-1,-7.205842117897551e-1,-7.215509575422631e-1,-7.226256193842389e-1,-7.238165177838934e-1,-7.250997504682419e-1,-7.264566868048165e-1,-7.278952297923290e-1,-7.294257591468334e-1,-7.310293604165993e-1,-7.326216790525645e-1,-7.340960933173573e-1,-7.353364333072571e-1,-7.363000968046374e-1,-7.370173661165275e-1,-7.374258049278291e-1,-7.374888283717632e-1,-7.372546320759715e-1,-7.367105159203473e-1,-7.356686738760263e-1,-7.342583116177305e-1,-7.324089766091388e-1,-7.300793292922662e-1,-7.273536559413868e-1,-7.244362472931176e-1,-7.214163493344339e-1,-7.179464578643922e-1,-7.141448430249494e-1,-7.099967746999977e-1,-7.062699843234830e-1,-7.024780352373269e-1,-6.992696461822305e-1,-6.965744539836901e-1,-6.940934055910243e-1,-6.902078482801145e-1,-6.853040418999589e-1,-6.793856244871522e-1,-6.736321443758373e-1,-6.690357516283071e-1,-6.637976251070123e-1,-6.595636541493243e-1,-6.562255131593199e-1,-6.561692315825607e-1,-6.563467915817849e-1
1.030000000000000e1,-6.217343778728256e-1,-6.217296716707714e-1,-6.217395997572879e-1,-6.217684227160866e-1,-6.217935379237460e-1,-6.218192221669037e-1,-6.218450107373306e-1,-6.218835358637201e-1,-6.219229722447166e-1,-6.219543131082733e-1,-6.219918332886845e-1,-6.220476461501504e-1,-6.221194523887477e-1,-6.222049048607273e-1,-6.223197976193797e-1,-6.224761649459237e-1,-6.226589140627010e-1,-6.228640227067830e-1,-6.230868867537668e-1,-6.233378746593158e-1,-6.236338480050085e-1,-6.240079786914873e-1,-6.244517248561106e-1,-6.249424955102173e-1,-6.254611427486250e-1,-6.259825215713376e-1,-6.264436948539958e-1,-6.267235200573471e-1,-6.266845833358986e-1,-6.262663458553182e-1,-6.255450980808865e-1,-6.246201496810821e-1,-6.235929685467951e-1,-6.225649329251428e-1,-6.215405659789457e-1,-6.206137754932030e-1,-6.198945207957773e-1,-6.192426870358150e-1,-6.185340323782438e-1,-6.178950033043563e-1,-6.173474561524557e-1,-6.171141670169751e-1,-6.172996000543931e-1,-6.183503214351761e-1,-6.200543574295306e-1,-6.223105030970407e-1,-6.253614914886074e-1,-6.288616435368486e-1,-6.324100776908866e-1,-6.358949395229203e-1,-6.393715111688560e-1,-6.427743353918285e-1,-6.462201675613103e-1,-6.497291021546870e-1,-6.518331776993511e-1,-6.531621459706746e-1,-6.540576409912706e-1,-6.536714703276224e-1,-6.539373289041217e-1,-6.556447700626166e-1,-6.579809292714449e-1
1.040000000000000e1,-5.172419632419850e-1,-5.172574004033448e-1,-5.172831383527865e-1,-5.173495271869296e-1,-5.174330239624769e-1,-5.175464141355359e-1,-5.177120049047007e-1,-5.179291008608490e-1,-5.181899446413173e-1,-5.185254234757308e-1,-5.189280821815584e-1,-5.193703905111748e-1,-5.198532430576784e-1,-5.203674634034329e-1,-5.208747164311938e-1,-5.213668139175291e-1,-5.218690543806526e-1,-5.223682626147309e-1,-5.228860496953724e-1,-5.234043173243471e-1,-5.239275914495024e-1,-5.244217260189410e-1,-5.248813069597407e-1,-5.252860177056830e-1,-5.256553762011896e-1,-5.260154048187468e-1,-5.263823284172441e-1,-5.267101209534690e-1,-5.269284295820093e-1,-5.270021206060987e-1,-5.270215399823074e-1,-5.270642856377524e-1,-5.271635505643800e-1,-5.274863349173174e-1,-5.281161056482028e-1,-5.290453270624458e-1,-5.302037701886538e-1,-5.316381506461063e-1,-5.334554949033107e-1,-5.358184225503164e-1,-5.385407180315945e-1,-5.416285288003395e-1,-5.448565499955967e-1,-5.484535061347408e-1,-5.526589354392056e-1,-5.576820189723007e-1,-5.632423433451480e-1,-5.686794972713927e-1,-5.738097741034489e-1,-5.785638511207510e-1,-5.821110942729215e-1,-5.847486302342565e-1,-5.864312596552766e-1,-5.886950796750887e-1,-5.922011928249654e-1,-5.952372777003181e-1,-5.980228918898962e-1,-6.001760803965189e-1,-6.012978513138201e-1,-6.017027638481772e-1,-6.013818862838350e-1
