a,z,N,t,phi,phidot,H,KE,PE,rho_phi,P_phi,w_phi,Omega_phi,Omega_m,Omega_r,q_dec
9.118819655545162e-4,1.095633158428459e3,-7.000000000000000e0,2.198720398221124e-5,0.000000000000000e0,0.000000000000000e0,2.274049944706590e4,0.000000000000000e0,4.069669251002284e0,4.069669251002284e0,-4.069669251002284e0,-1.000000000000000e0,2.623239012265561e-9,7.650774065854616e-1,2.349225907912993e-1,6.174612914607909e-1
9.210465316693785e-4,1.084721476185921e3,-6.990000000000000e0,2.243052338034408e-5,5.939859258974717e-13,2.666164078664560e-6,2.237573972488314e4,3.554215447180622e-12,4.069669250998659e0,4.069669251002213e0,-4.069669250995104e0,-9.999999999982532e-1,2.709461951960221e-9,7.668699795449567e-1,2.331300177455813e-1,6.165650048085980e-1
9.303032032049490e-4,1.073918366995772e3,-6.980000000000000e0,2.288106714214303e-5,2.390748105736500e-12,5.296976134622778e-6,2.201702759220168e4,1.402897808538163e-11,4.069669250987690e0,4.069669251001718e0,-4.069669250973661e0,-9.999999999931057e-1,2.798468911919526e-9,7.686530103680058e-1,2.313469868335252e-1,6.156734892190594e-1
9.396529058360961e-4,1.063222750538091e3,-6.970000000000000e0,2.333894936972721e-5,5.413617254893439e-12,7.894168409282009e-6,2.166425870232659e4,3.115894743705302e-11,4.069669250969237e0,4.069669251000396e0,-4.069669250938078e0,-9.999999999846871e-1,2.890348389574413e-9,7.704264866044176e-1,2.295735105052341e-1,6.147867509170948e-1
9.490965745408727e-4,1.052633557242320e3,-6.960000000000000e0,2.380428544298909e-5,9.686741161199255e-12,1.045943113780954e-5,2.131733058745505e4,5.469984986328991e-11,4.069669250943151e0,4.069669250997851e0,-4.069669250888451e0,-9.999999999731181e-1,2.985191659654682e-9,7.721903968873812e-1,2.278096001274270e-1,6.139047955859258e-1
9.586351536940199e-4,1.042149728180303e3,-6.950000000000000e0,2.427719251175300e-5,1.523525972131489e-11,1.299441283360184e-5,2.097614262348616e4,8.442738244503809e-11,4.069669250909280e0,4.069669250993708e0,-4.069669250824853e0,-9.999999999585089e-1,3.083092860505076e-9,7.739447309237846e-1,2.260552659931225e-1,6.130276283719218e-1
9.682695971614017e-4,1.031770214960399e3,-6.940000000000000e0,2.475778955035853e-5,2.208533320872562e-11,1.550072275101924e-5,2.064059599551021e4,1.201362029019828e-10,4.069669250867464e0,4.069669250987600e0,-4.069669250747328e0,-9.999999999409603e-1,3.184149083065676e-9,7.756894794843658e-1,2.243105173314851e-1,6.121552538895194e-1
9.780008683953946e-4,1.021493979622635e3,-6.930000000000000e0,2.524619735111988e-5,3.026414152621398e-11,1.797993440549443e-5,2.031059366396392e4,1.616390206129412e-10,4.069669250817537e0,4.069669250979175e0,-4.069669250655898e0,-9.999999999205642e-1,3.288460462598443e-9,7.774246343937243e-1,2.225753623178152e-1,6.112876762262167e-1
9.878299405312295e-4,1.011319994534915e3,-6.920000000000000e0,2.574253857035978e-5,3.979993951222757e-11,2.043358670704467e-5,1.998604033143827e4,2.087657328571563e-10,4.069669250759326e0,4.069669250968091e0,-4.069669250550560e0,-9.999999998974042e-1,3.396130273244418e-9,7.791501885201753e-1,2.208498080836946e-1,6.104248989476524e-1
9.977577964843120e-4,1.001247242290252e3,-6.910000000000000e0,2.624693777952278e-5,5.072211376809327e-11,2.286318504835557e-5,1.966684241012649e4,2.613626152776747e-10,4.069669250692651e0,4.069669250954013e0,-4.069669250431288e0,-9.999999998715559e-1,3.507265025498427e-9,7.808661357654735e-1,2.191338607272615e-1,6.095669251027331e-1
1.007785429048510e-3,9.912747156050261e2,-6.900000000000000e0,2.675952129715964e-5,6.306099256670270e-11,2.527019891415891e-5,1.935290798989932e4,3.192914765805790e-10,4.069669250617328e0,4.069669250936619e0,-4.069669250298037e0,-9.999999998430874e-1,3.621974566690994e-9,7.825724710543953e-1,2.174275253236300e-1,6.087137572288532e-1
1.017913840995439e-3,9.814014172182584e2,-6.890000000000000e0,2.728041747355521e-5,7.684816726965987e-11,2.765606775317654e-5,1.904414680699551e4,3.824290417841457e-10,4.069669250533164e0,4.069669250915593e0,-4.069669250150735e0,-9.999999998120588e-1,3.740372184569747e-9,7.842691903241974e-1,2.157308059354304e-1,6.078653973571566e-1
1.028144045174730e-3,9.716263597918843e2,-6.880000000000000e0,2.780975660557355e-5,9.211639708601300e-11,3.002219962347550e-5,1.874047021331549e4,4.506662351159061e-10,4.069669250439960e0,4.069669250890626e0,-4.069669249989293e0,-9.999999997785244e-1,3.862574714075490e-9,7.859562905139524e-1,2.140437056234729e-1,6.070218470178741e-1
1.038477064615328e-3,9.619485658120136e2,-6.870000000000000e0,2.834767103296044e-5,1.088997196015059e-10,3.236997403962884e-5,1.844179114630567e4,5.239076096631225e-10,4.069669250337506e0,4.069669250861414e0,-4.069669249813598e0,-9.999999997425304e-1,3.988702647411346e-9,7.876337695537634e-1,2.123662264575340e-1,6.061831072457129e-1
1.048913932627788e-3,9.523670674911842e2,-6.860000000000000e0,2.889429510380867e-5,1.272334145950598e-10,3.470074176744531e-5,1.814802409942310e4,6.020707396054619e-10,4.069669250225587e0,4.069669250827658e0,-4.069669249623517e0,-9.999999997041182e-1,4.118880247505583e-9,7.893016263538754e-1,2.106983695272445e-1,6.053491785853014e-1
1.059455692907610e-3,9.428809066715780e2,-6.850000000000000e0,2.944976521743526e-5,1.471540551289378e-10,3.701582580143108e-5,1.785908509316762e4,6.850856798809454e-10,4.069669250103981e0,4.069669250789067e0,-4.069669249418896e0,-9.999999996633212e-1,4.253235664972875e-9,7.909598607936722e-1,2.090401349530922e-1,6.045200610966930e-1
1.070103399639604e-3,9.334891347292100e2,-6.840000000000000e0,3.001421984512470e-5,1.686995338166965e-10,3.931652230128018e-5,1.757489164667181e4,7.728944629335307e-10,4.069669249972457e0,4.069669250745352e0,-4.069669249199563e0,-9.999999996201683e-1,4.391901058680861e-9,7.926084737105830e-1,2.073915218975160e-1,6.036957543609063e-1
