a,z,N,t,s,H,K_Psi,U_Psi,rho_Psi,P_Psi,w_Psi,Omega_Psi,Omega_m,Omega_r,q_dec
1.564263188418817e1,-9.360721387932924e-1,2.750000000000000e0,8.087880259064811e0,2.612585811740360e-4,2.238511854994317e-1,3.563148627381400e-2,1.500929228381028e-1,1.500929228381028e-1,-1.144614365642888e-1,-7.626038216855315e-1,9.984358415135970e-1,1.564130488778177e-3,2.799762470282146e-8,-6.421164686703060e-1
1.579984294826039e1,-9.367082316403592e-1,2.760000000000000e0,8.132632821128777e0,2.535372233418142e-4,2.230515890150878e-1,3.537393494284000e-2,1.490278465626375e-1,1.490278465626375e-1,-1.136539116197975e-1,-7.626354016464161e-1,9.984711671777562e-1,1.528805729214715e-3,2.709302906249783e-8,-6.422041758729464e-1
1.595863400979402e1,-9.373379952578468e-1,2.770000000000000e0,8.177545792848649e0,2.460440661506227e-4,2.222550414244607e-1,3.511838302747448e-2,1.479704667915019e-1,1.479704667915019e-1,-1.128520837640274e-1,-7.626662685537234e-1,9.985056976201162e-1,1.494276162268555e-3,2.621761519052442e-8,-6.422899086915422e-1
1.611902094802754e1,-9.379614926226416e-1,2.779999999999999e0,8.222619710547077e0,2.387723651997750e-4,2.214615261315194e-1,3.486481102958017e-2,1.469207238279656e-1,1.469207238279656e-1,-1.120559127983854e-1,-7.626964384520420e-1,9.985394506262969e-1,1.460524003258980e-3,2.537044416227753e-8,-6.423737112845809e-1
1.628101980178841e1,-9.385787860849998e-1,2.789999999999999e0,8.267855113065396e0,2.317155754724470e-4,2.206710267559768e-1,3.461319974981367e-2,1.458785585637196e-1,1.458785585637196e-1,-1.112653588139060e-1,-7.627259270272084e-1,9.985724435893795e-1,1.427531860013258e-3,2.455060712841868e-8,-6.424556268354978e-1
1.644464677109706e1,-9.391899373747821e-1,2.800000000000001e0,8.313252541760985e0,2.248673453958178e-4,2.198835271238082e-1,3.436353027924680e-2,1.448439124635611e-1,1.448439124635611e-1,-1.104803821843143e-1,-7.627547496144047e-1,9.986046935182749e-1,1.395282724500736e-3,2.375722435989684e-8,-6.425356975738392e-1
1.660991821878671e1,-9.397950076076265e-1,2.810000000000000e0,8.358812540504866e0,2.182215111356635e-4,2.190990112642254e-1,3.411578399322255e-2,1.438167275587503e-1,1.438167275587503e-1,-1.097009435655278e-1,-7.627829212058383e-1,9.986362170460044e-1,1.363759964551401e-3,2.298944432143538e-8,-6.426139647957259e-1
1.677685067213988e1,-9.403940572910606e-1,2.820000000000000e0,8.404535655679432e0,2.117720909330688e-4,2.183174633915071e-1,3.386994254056436e-2,1.427969464205356e-1,1.427969464205356e-1,-1.089270038799713e-1,-7.628104564587977e-1,9.986670304376266e-1,1.332947315930581e-3,2.224644277726995e-8,-6.426904688844957e-1
1.694546082454102e1,-9.409871463305521e-1,2.830000000000000e0,8.450422436176616e0,2.055132798902559e-4,2.175388679204573e-1,3.362598784360598e-2,1.417845121780017e-1,1.417845121780017e-1,-1.081585243343957e-1,-7.628373697023365e-1,9.986971495984204e-1,1.302828874157706e-3,2.152742191796006e-8,-6.427652493296088e-1
1.711576553714588e1,-9.415743340354992e-1,2.840000000000000e0,8.496473433396023e0,1.994394446703933e-4,2.167632094537077e-1,3.338390208938985e-2,1.407793684987880e-1,1.407793684987880e-1,-1.073954664093982e-1,-7.628636749448322e-1,9.987265900815435e-1,1.273389086846933e-3,2.083160952066870e-8,-6.428383447462862e-1
