x4,phi_mid,KE_mid,PE_mid,G0_mid,rho_mid,P_mid,w_mid,E_sheet,P_sheet,w_sheet,KE_frac,PE_frac,G0_frac,E_drift
1.000000000000000e0,8.204475604720521e-1,4.161771679468269e-2,3.365670997422708e-1,6.286464326089229e0,6.664649142626183e0,-6.581413709036817e0,-9.875109054043065e-1,5.983443748296500e0,-1.107752881414223e0,-1.851363408788799e-1,4.074318295605600e-1,8.161364395916131e-3,5.844068060435238e-1,1.068067856380139e-10
1.100000000000000e0,4.174694363791978e-1,5.181663492950507e0,8.714036515538254e-2,4.165095447059176e-4,5.269220367650594e0,5.094106618250419e0,9.667666680871322e-1,5.983443748119162e0,1.786087861575827e0,2.985049975839192e-1,6.492524987919596e-1,4.264691140255980e-3,3.464828100677844e-1,7.716893790643553e-11
1.200000000000000e0,9.365065851443519e-2,5.131670947245049e0,4.385222920093676e-3,4.188053840705507e-1,5.554861554235694e0,4.708480340254405e0,8.476323476800415e-1,5.983443747894317e0,-1.927334226462974e0,-3.221111967738040e-1,3.389444016130980e-1,4.943290885013141e-3,6.561123075018889e-1,3.959099714734293e-11
1.300000000000000e0,4.372764906421535e-2,5.916049045852862e0,9.560536463415867e-4,2.957312087493928e1,3.549012597443849e1,-2.365802788273276e1,-6.666087322364618e-1,5.983443747680577e0,-9.129118887674617e-1,-1.525729876079044e-1,4.237135061960478e-1,3.038879774399865e-3,5.732476140295524e-1,3.869127240818671e-12
1.400000000000000e0,1.419547720548345e-1,4.828870471981877e-2,1.007557865457002e-2,1.575727032633649e1,1.581563460971088e1,-1.571905720027124e1,-9.938935482626579e-1,5.983443748376604e0,2.782537484878089e-1,4.650394658816727e-2,5.232519732940837e-1,1.466392314476902e-3,4.752816343914394e-1,1.201945210027588e-10
1.500000000000000e0,3.239440526152015e-1,1.129582370451525e1,5.246987461238022e-2,3.344624384499542e-1,1.168275601757759e1,1.090889139145292e1,9.337600969360027e-1,5.983443748750217e0,-1.182719802000924e0,-1.976654000044645e-1,4.011672999977678e-1,2.710464441924212e-3,5.961222355603080e-1,1.826356843537269e-10
1.600000000000000e0,3.518688979328759e-3,7.999032649958544e0,6.190586066624833e-6,8.782797970128288e-1,8.877318637557440e0,7.120746662359648e0,8.021280921734374e-1,5.983443748953873e0,4.800089662281168e0,8.022285933782534e-1,9.011142966891267e-1,7.381859487280794e-5,9.881188471600043e-2,2.166722357088702e-10
1.700000000000000e0,-3.671220333183940e-1,5.954511265597634e0,6.738929367391601e-2,4.444555868525604e-2,6.066346117956805e0,5.842676413238462e0,9.631294191974531e-1,5.983443749157535e0,-9.012400039470436e-1,-1.506222907291370e-1,4.246888546354315e-1,2.688007640660299e-3,5.726231377239082e-1,2.507098972870381e-10
1.800000000000000e0,-2.720130525654642e-1,1.019131756038882e1,3.699555038299098e-2,5.671098708508563e1,6.693930019585744e1,-4.655666507507981e1,-6.955057035084000e-1,5.983443749330185e0,-1.185527876605878e0,-1.981347074147043e-1,4.009326462926478e-1,2.498610694284284e-3,5.965687430130678e-1,2.795643716524410e-10
1.900000000000000e0,-2.004659256728424e-1,1.555033409667830e1,2.009329367793479e-2,3.764018492244730e1,5.321061231280353e1,-2.210994411944694e1,-4.155175661101507e-1,5.983443749226665e0,8.040237130333061e-2,1.343747424946082e-2,5.067187371247304e-1,3.168199642058678e-3,4.901130632332109e-1,2.622633221704973e-10
2.000000000000000e0,-1.123425030429673e-1,7.119642255557198e-4,6.310418994979554e-3,1.495811091276552e0,1.502833474497087e0,-1.501409546045976e0,-9.990525041694405e-1,5.983443749360616e0,-2.283563381017527e0,-3.816470040788044e-1,3.091764979605979e-1,6.012650900801123e-3,6.848108511386011e-1,2.846503033282488e-10
2.100000000000000e0,-4.180388955272311e-1,6.047839742904216e0,8.737825908681360e-2,1.652050341666820e0,7.787268343657850e0,4.308411142150582e0,5.532634746893579e-1,5.983443750103298e0,3.007157635058283e0,5.025797451520067e-1,7.512898725760033e-1,5.000046699141834e-3,2.437100807248548e-1,4.087732374813413e-10
2.200000000000000e0,-7.959792597977094e-1,1.249042261285613e0,3.167914910140547e-1,1.531662429259326e0,3.097496181558994e0,-5.994116589877680e-1,-1.935148984384153e-1,5.983443750824971e0,-5.341775390311851e-1,-8.927593561108267e-2,4.553620321944586e-1,8.931745403343917e-3,5.357062224021973e-1,5.293847582521494e-10
2.300000000000000e0,-6.477937197509714e-1,5.384201663073679e0,2.098183516744001e-1,1.017279225838132e1,1.576681227312939e1,-4.998408946982037e0,-3.170208955617859e-1,5.983443750863594e0,1.924385186972627e0,3.216183300285692e-1,6.608091650142845e-1,9.455634901704771e-3,3.297352000840106e-1,5.358398169619250e-10
2.400000000000000e0,-4.389716111084521e-1,7.729336712472202e0,9.634803767957503e-2,2.170964170526114e1,2.953532645541291e1,-1.407665303046851e1,-4.766039424591731e-1,5.983443751580775e0,4.233382795592551e-1,7.075161013211041e-2,5.353758050660552e-1,1.150363835637827e-2,4.531205565775665e-1,6.557006049234815e-10
2.500000000000000e0,-4.629149807517079e-1,5.818243525175470e0,1.071451397021770e-1,8.444361111648322e-3,5.933833025989295e0,5.702654024361645e0,9.610405280001778e-1,5.983443751470705e0,-4.017211539157681e0,-6.713878672579261e-1,1.643060663710369e-1,1.495651805910463e-2,8.207374155698585e-1,6.373048755392574e-10
2.600000000000000e0,-7.305385078530731e-1,9.260764232367961e0,2.668432557280973e-1,1.270142174015690e0,1.079774966211175e1,7.723778802624173e0,7.153137500238739e-1,5.983443751328153e0,1.506487473343951e0,2.517759898736500e-1,6.258879949368250e-1,1.430523535046551e-2,3.598067697127096e-1,6.134803776092213e-10
2.700000000000000e0,-1.067520006803250e0,2.532258580799143e-2,5.697994824626053e-1,2.006903816052550e1,2.066416022879610e1,-2.061351505718012e1,-9.975491299401846e-1,5.983443750917205e0,-1.255195024317875e0,-2.097780269306394e-1,3.951109865346803e-1,1.804260006845640e-2,5.868464133968633e-1,5.447997608598598e-10
2.800000000000000e0,-1.050472354859723e0,1.012540673340822e0,5.517460841622661e-1,7.125871840223580e-2,1.635545475905324e0,3.895358707763205e-1,2.381687800889184e-1,5.983443751280875e0,2.622434340996964e0,4.382817738422927e-1,7.191408869211464e-1,1.763177372432583e-2,2.632273393545278e-1,6.055791423875689e-10
2.900000000000000e0,-6.395015595757014e-1,5.622413143779681e-1,2.044811223498772e-1,4.320123105699393e-1,1.198734747297785e0,-7.425211854184838e-2,-6.194207576716135e-2,5.983443751874857e0,1.154145784798186e0,1.928898862693486e-1,5.964449431346742e-1,1.902485499011376e-2,3.845302018752119e-1,7.048499561790322e-10
3.000000000000000e0,-6.232436222454326e-1,3.896078403465811e-1,1.942163063348037e-1,2.232687067166973e0,2.816511213848357e0,-2.037295533155195e0,-7.233401106795254e-1,5.983443751891009e0,-2.135039222463778e0,-3.568244828555494e-1,3.215877585722253e-1,2.103938010011763e-2,6.573728613276570e-1,7.075493524411058e-10
3.100000000000000e0,-8.904572103295006e-1,1.017219478978959e1,3.964570217138983e-1,8.626885052744584e0,1.919553686424807e1,1.148852715331104e0,5.984999135246158e-2,5.983443752245085e0,1.097847255077145e0,1.834808348729300e-1,5.917404174364651e-1,1.933340110730745e-2,3.889261814562276e-1,7.667253498766513e-10
3.200000000000000e0,-1.049243804058704e0,6.292806776075683e0,5.504562801777905e-1,5.361046797983622e1,6.045373103608969e1,-4.786811748393832e1,-7.918141140926768e-1,5.983443753195917e0,-3.945894535095645e0,-6.594688105805353e-1,1.702655947097323e-1,2.178174950903831e-2,8.079526557812293e-1,9.256357902387435e-10
3.300000000000000e0,-1.062498356089357e0,2.504799238788906e1,5.644513783462927e-1,1.584383875319339e0,2.719682764155469e1,2.289915713422343e1,8.419789776964741e-1,5.983443754081044e0,9.063834475330030e-1,1.514819031957639e-1,5.757409515978820e-1,1.936655837552150e-2,4.048924900265966e-1,1.073565236708873e-9
3.400000000000000e0,-6.850897467309627e-1,4.923113801311107e0,2.346739805379473e-1,4.800573918634234e0,9.958361700483289e0,-1.121340978610750e-1,-1.126029574278598e-2,5.983443754280545e0,1.606920884311485e0,2.685612082777409e-1,6.342806041388704e-1,1.898339639819788e-2,3.467359994629316e-1,1.106907454584416e-9
3.500000000000000e0,-5.670896585454959e-1,4.717084489626362e0,1.607953404146235e-1,1.558634790821123e0,6.436514620862109e0,2.997654358390614e0,4.657263340433627e-1,5.983443754332471e0,6.008629702688193e-1,1.004209273018984e-1,5.502104636509492e-1,1.872350650910852e-2,4.310660298399422e-1,1.115585845923306e-9
3.600000000000000e0,-8.636708122105862e-1,1.338205595229857e1,3.729636359322468e-1,1.315160802106112e1,2.690662760929194e1,-1.425157046948016e-1,-5.296676594490243e-3,5.983443754682287e0,2.065766645563248e0,3.452471068933676e-1,6.726235534466838e-1,1.553037247804213e-2,3.118460740752740e-1,1.174049524266252e-9
3.700000000000000e0,-8.660697166594841e-1,2.730758274887345e0,3.750383770573195e-1,4.924110104244765e1,5.234689769439232e1,-4.688538114461763e1,-8.956668534273090e-1,5.983443755034653e0,-4.289187341432005e0,-7.168425938361919e-1,1.415787030819040e-1,1.657401927759435e-2,8.418472776405016e-1,1.232939750295259e-9
3.800000000000000e0,-7.688641455118589e-1,1.291391046839216e1,2.955760371268404e-1,1.890038886278125e1,3.210987536830024e1,-6.282054431515927e0,-1.956424420668336e-1,5.983443752599862e0,4.571872900266261e-2,7.640872195514062e-3,5.038204360977571e-1,1.276020234403443e-2,4.834193615582085e-1,8.260183648189923e-10
3.900000000000000e0,-4.283594704640751e-1,5.215984103569697e0,9.174591796813143e-2,2.049633161484828e-1,5.512693337686311e0,4.919274869453083e0,8.923541666690484e-1,5.983443752644247e0,-5.905206301857508e-1,-9.869243442370185e-2,4.506537827881490e-1,1.168547328758413e-2,5.376607439242668e-1,8.334364309803277e-10
4.000000000000000e0,-3.259660743173224e-1,2.184471631377959e-1,5.312694080292307e-2,6.779771232769449e0,7.051345336710169e0,-6.614451010434577e0,-9.380409970844760e-1,5.983443752479959e0,-6.311167407323630e-1,-1.054771744901561e-1,4.472614127549219e-1,1.019645495861812e-2,5.425421322864599e-1,8.059792833137180e-10
4.100000000000000e0,-6.264569270482023e-1,1.117762315999154e0,1.962241407233384e-1,6.248879649666893e-1,1.938874421689182e0,2.966502103091264e-1,1.530012501019429e-1,5.983443752669456e0,3.991144365812485e0,6.670313168786578e-1,8.335156584393290e-1,6.427889680539371e-3,1.600564518801318e-1,8.376495053141753e-10
4.200000000000000e0,-7.176399085705323e-1,1.413455836160389e1,2.575035191865609e-1,7.645703271818508e0,2.203776515260896e1,6.231351570598818e0,2.827578716556527e-1,5.983443755636907e0,-7.253023639883591e-1,-1.212182137260108e-1,4.393908931369946e-1,7.243832220463620e-3,5.533652746425417e-1,1.333593235841590e-9
4.300000000000000e0,-4.086133539059529e-1,5.107245144151786e0,8.348243649513577e-2,1.842928822923172e0,7.033656403570094e0,3.180833884733478e0,4.522304904059534e-1,5.983443756294474e0,6.454278486349145e-1,1.078689589011238e-1,5.539344794505618e-1,3.781665938005556e-3,4.422838546114325e-1,1.443490882380161e-9
4.400000000000000e0,-8.998854568460543e-2,2.175392365044067e0,4.048969177215160e-3,1.159529237585996e-1,2.295394257979882e0,2.055390472108253e0,8.954411491458334e-1,5.983443757036962e0,-3.092315074889944e0,-5.168119231091890e-1,2.415940384454055e-1,3.849804400250857e-3,7.545561571543437e-1,1.567581398020934e-9
4.500000000000000e0,5.565335046671255e-2,3.631619572382863e0,1.548647709085367e-3,1.994320113444304e1,2.357636935453499e1,-1.631313020976927e1,-6.919271565717722e-1,5.983443757740613e0,-1.667617640420330e0,-2.787053255515237e-1,3.606473372242382e-1,2.996657928765426e-3,6.363560048469965e-1,1.685181105770539e-9
4.600000000000000e0,-1.414058636499054e-1,2.134177866868551e0,9.997809137287823e-3,1.449686621800247e1,1.664104189400831e1,-1.237268616027121e1,-7.435042973316507e-1,5.983443757666448e0,3.470721679001734e0,5.800541994824935e-1,7.900270997412467e-1,6.070714899390010e-4,2.093658287688142e-1,1.672786131834414e-9
4.700000000000000e0,-3.618908112442184e-1,2.836370038322178e0,6.548247963149925e-2,6.674922982735586e0,9.576775500689264e0,-3.904035424044907e0,-4.076565670526498e-1,5.983443758462871e0,-1.431324960195386e0,-2.392142414927769e-1,3.803928792536116e-1,2.685078818681322e-3,6.169220419277072e-1,1.805890326167514e-9
4.800000000000000e0,-1.046370896998662e-2,3.857813880196068e0,5.474460270428925e-5,1.523280260138778e-1,4.010196650812650e0,3.705431109579485e0,9.240023450791609e-1,5.983443758971272e0,3.093452463684501e0,5.170020122686597e-1,7.585010061343298e-1,5.229191573056533e-4,2.409760747083644e-1,1.890858358777336e-9
4.900000000000000e0,3.869800018522094e-1,1.151473211250260e1,7.487676091676798e-2,2.003790710913278e-2,1.160964678052850e1,1.141981744447670e1,9.836489998670606e-1,5.983443759035980e0,-2.388535918958690e-2,-3.991908364395686e-3,4.980040458178022e-1,2.636961231728145e-3,4.993589929504698e-1,1.901673041260210e-9
5.000000000000000e0,4.096371487420454e-1,4.178362714479888e0,8.390129681475633e-2,4.224413966098400e1,4.650640367227865e1,-3.814967824331887e1,-8.203102203333555e-1,5.983443758831912e0,-2.136078316941275e0,-3.569981440517928e-1,3.215009279741036e-1,3.617027274046356e-3,6.748820447518500e-1,1.867567434032935e-9
5.100000000000000e0,3.637954282598002e-1,5.690158137679839e-1,6.617355681136572e-2,3.353898232928720e1,3.417417169986655e1,-3.303614007233058e1,-9.666990721082961e-1,5.983443758607556e0,-4.175971979128841e-1,-6.979211550407649e-2,4.651039422479618e-1,3.483850539914879e-3,5.314122072121235e-1,1.830071427733060e-9
5.200000000000000e0,1.583432709401972e-1,5.952300770688108e0,1.253629572602035e-2,2.387441683698514e0,8.352278750112642e0,3.552322791263574e0,4.253118098118631e-1,5.983443758831247e0,-2.300677631769974e0,-3.845072711470371e-1,3.077463644264815e-1,6.967224809336326e-3,6.852864107641823e-1,1.867456411730473e-9
5.300000000000000e0,4.170272113365777e-1,9.387326424512299e0,8.695584749758130e-2,2.590083491195926e-1,9.733290621129473e0,9.041362227895124e0,9.289111544936016e-1,5.983443759157224e0,4.671728176505237e0,7.807758148232777e-1,8.903879074116389e-1,6.017935890531874e-3,1.035941566978293e-1,1.921936165771854e-9
5.400000000000000e0,7.942575613912909e-1,2.399297100277026e0,3.154225369136201e-1,1.954403586096702e-1,2.910159995800316e0,1.888434204753736e0,6.489107841077315e-1,5.983443757026031e0,-3.749377144864035e-1,-6.266252842205369e-2,4.686687357889732e-1,9.611178618368167e-3,5.217200855926587e-1,1.565754637056216e-9
5.500000000000000e0,7.203559355177878e-1,3.833824997144491e0,2.594563369178536e-1,4.438117933280503e1,4.847446066686737e1,-4.080681067257839e1,-8.418208291788200e-1,5.983443757146889e0,-5.796548871982115e-1,-9.687646625003303e-2,4.515617668749835e-1,1.124265930097035e-2,5.371955738240461e-1,1.585953368632431e-9
5.600000000000000e0,5.923495812985442e-1,3.536754153197132e1,1.754390132322803e-1,1.187407927615016e1,4.741705982135376e1,2.331802324258888e1,4.917644267789009e-1,5.983443757250924e0,1.506247305340919e0,2.517358508660838e-1,6.258679254330419e-1,1.218423053920459e-2,3.619478440277535e-1,1.603340571421086e-9
5.700000000000000e0,4.935789890770980e-1,1.943122284466105e-3,1.218101092291850e-1,2.565536430934711e0,2.689289662448362e0,-2.685403417879430e0,-9.985549178196765e-1,5.983443757421725e0,-3.759836282517567e0,-6.283732972093126e-1,1.858133513953438e-1,1.618105892796900e-2,7.980055896766873e-1,1.631885959696433e-9
5.800000000000000e0,7.062064154576388e-1,1.726229658276992e0,2.493637506167636e-1,9.000368016252484e0,1.097596142514624e1,-7.523502108592255e0,-6.854526740004477e-1,5.983443757660931e0,8.305960094054110e-1,1.388157126641248e-1,5.694078563320624e-1,1.528437743889282e-2,4.153077662290448e-1,1.671863980590160e-9
5.900000000000000e0,1.078807053590187e0,2.781018503997434e0,5.819123294379703e-1,6.624987545145076e0,9.987918378580481e0,-4.425881370585611e0,-4.431235020980051e-1,5.983443758076097e0,-3.331904434980273e-1,-5.568539740150588e-2,4.721573012992470e-1,1.841085050178402e-2,5.094318481989689e-1,1.741249811004764e-9
6.000000000000000e0,9.853307995845916e-1,6.851915190458877e0,4.854383923050053e-1,3.622991196727808e0,1.096034477949169e1,2.743485601426063e0,2.503101550746379e-1,5.983443757120387e0,2.639158706798597e0,4.410768804600125e-1,7.205384402300062e-1,1.876048424067969e-2,2.607010755293140e-1,1.581524022853387e-9
6.100000000000000e0,6.370603648071721e-1,3.219877950491202e0,2.029229542041236e-1,9.099545441341030e0,1.252234634603636e1,-6.082590445053953e0,-4.857388764829403e-1,5.983443753621096e0,1.336888402346842e0,2.234312642343761e-1,6.117156321171880e-1,1.906188914183748e-2,3.692224787409745e-1,9.966949487960619e-10
6.200000000000000e0,6.083987462497260e-1,2.682132104112671e-1,1.850745172191192e-1,3.529669582723427e0,3.982957310353813e0,-3.446530889531279e0,-8.653195655830711e-1,5.983443753639673e0,-4.028132728402956e0,-6.732131017280275e-1,1.633934491359862e-1,2.171324533815131e-2,8.148933055258625e-1,9.997997985067286e-10
6.300000000000000e0,8.204061873938013e-1,1.342413877736420e1,3.365331561570165e-1,3.258887209095841e0,1.701955914261706e1,9.828718412111343e0,5.774954762194858e-1,5.983443753648519e0,1.639118006976577e0,2.739422437082480e-1,6.369711218541240e-1,1.938488930173680e-2,3.436439888441392e-1,1.001278171486319e-9
6.400000000000000e0,1.081533492676292e0,4.903109281056796e0,5.848573478902893e-1,3.787909571054035e1,4.336706233948744e1,-3.356084377737385e1,-7.738786527584406e-1,5.983443753634628e0,-1.887443782782196e0,-3.154443929778186e-1,3.422778035110907e-1,2.115526544168393e-2,6.365669310472254e-1,9.989566951418283e-10
6.500000000000000e0,1.142805635813824e0,4.062619991467896e-1,6.530023606239196e-1,1.974383779153752e0,3.033648138924462e0,-2.221124140630883e0,-7.321627423206541e-1,5.983443753974665e0,8.908503469664986e-3,1.488858897310979e-3,5.007444294486555e-1,1.939077128818387e-2,4.798647992631606e-1,1.055786347237131e-9
6.600000000000000e0,6.899501600026540e-1,1.238183779188053e-1,2.380156116438439e-1,2.649724510305952e0,3.011558499868601e0,-2.763921744030990e0,-9.177712284691083e-1,5.983443753993665e0,2.633855001260183e0,4.401904838667882e-1,7.200952419333941e-1,1.784943303538137e-2,2.620553250312245e-1,1.058961807132164e-9
6.700000000000000e0,5.409989695230111e-1,7.531965304128693e-2,1.463399425124799e-1,1.718480926413554e-1,3.935076881951223e-1,-2.428683821125484e-1,-6.171884041872168e-1,5.983443754005570e0,-3.292120416154019e-1,-5.502049574628547e-2,4.724897521268573e-1,1.834644309586404e-2,5.091638047772787e-1,1.060951548836897e-9
6.800000000000000e0,7.784963514419855e-1,6.584826691809218e0,3.030282846042417e-1,2.008036829642137e1,2.696822327283483e1,-1.379856988921640e1,-5.116603251766954e-1,5.983443753855688e0,1.356904099780173e0,2.267764444022380e-1,6.133882222011190e-1,1.465498391784326e-2,3.719567938810378e-1,1.035902030821489e-9
6.900000000000000e0,8.497555343510355e-1,7.406556655525030e-3,3.610422340801069e-1,6.175423613332288e1,6.212268492405851e1,-6.210787181074746e1,-9.997615506585210e-1,5.983443753823202e0,-4.206904743323814e0,-7.030908815071178e-1,1.484545592464410e-1,1.536343241017790e-2,8.361820083433811e-1,1.030472596141863e-9
7.000000000000000e0,8.581093988783446e-1,3.479370402295038e1,3.681758702216770e-1,1.391033097342545e0,3.655291299051460e1,3.303449505538616e1,9.037445268440997e-1,5.983443753831983e0,-1.978966127222970e-2,-3.307403242414669e-3,4.983462983787927e-1,1.211064460803205e-2,4.895430570131754e-1,1.031940088935812e-9
7.100000000000000e0,4.715540433859374e-1,6.111152865716070e0,1.111816079168133e-1,2.040561758192599e-1,6.426390649452143e0,5.795915081979997e0,9.018927416860513e-1,5.983443753939940e0,2.026472318840828e0,3.386799311861918e-1,6.693399655930959e-1,9.908214537180977e-3,3.207518198697231e-1,1.049982767398205e-9
7.200000000000000e0,2.666902305212335e-1,2.990229516967621e-2,3.556183952773433e-2,1.716732945072498e1,1.723279358542240e1,-1.717298899508304e1,-9.965296056009199e-1,5.983443754428856e0,-1.235888022001988e0,-2.065512893118118e-1,3.967243553440941e-1,9.450856161113899e-3,5.938247884947920e-1,1.131694293832197e-9
7.300000000000000e0,5.057511491770177e-1,4.523444921163519e0,1.278921124469370e-1,3.298285714992927e0,7.949622748603383e0,1.097267093723655e0,1.380275679014362e-1,5.983443754829459e0,3.662646856673106e0,6.121302391648369e-1,8.060651195824184e-1,5.350454794659214e-3,1.885844256229224e-1,1.198646071287612e-9
7.400000000000000e0,5.595890107136071e-1,5.453221055341226e0,1.565699304557167e-1,3.372253381301645e1,3.933232479881339e1,-2.842588268813094e1,-7.227104635571533e-1,5.983443755631834e0,-1.448791946356770e0,-2.421334611849764e-1,3.789332694075118e-1,6.248789396433164e-3,6.148179411960550e-1,1.332745469539987e-9
7.500000000000000e0,3.788670854558994e-1,1.257042449900015e1,7.177013422092388e-2,1.930138263169646e0,1.457233289639072e1,1.056851610160957e1,7.252453108744992e-1,5.983443756157788e0,-8.526032228814375e-1,-1.424937306386462e-1,4.287531346806768e-1,3.522398104144377e-3,5.677244672151787e-1,1.420646933425473e-9
7.600000000000000e0,6.163745858453708e-2,8.601358379065907e0,1.899588150380262e-3,4.895882007515642e-1,9.092846167967851e0,8.109870590163963e0,8.918957211366118e-1,5.983443756316131e0,-1.581495038803909e0,-2.643118416772082e-1,3.678440791613958e-1,2.693148996939321e-3,6.294627718416648e-1,1.447110431485044e-9
7.700000000000000e0,-1.323485362051718e-1,9.979504675109763e-1,8.758067517825834e-3,4.386229454152860e0,5.392937989181663e0,-3.397037054159710e0,-6.299047126027095e-1,5.983443756465392e0,-1.676365131319989e0,-2.801672748254043e-1,3.599163625872978e-1,2.960722835583247e-3,6.371229145771189e-1,1.472056032625346e-9
7.800000000000000e0,1.050122024443456e-1,9.080984290859215e-2,5.513781331106114e-3,2.970874964209706e-1,3.934111206606689e-1,-2.117914348434846e-1,-5.383463347142193e-1,5.983443754847213e0,4.739633632169267e0,7.921247071687888e-1,8.960623535843945e-1,1.340950495563275e-4,1.038035513660493e-1,1.201613253343226e-9
7.900000000000000e0,2.880278877641691e-1,1.406589261399274e1,4.148003206494440e-2,2.931532803189759e0,1.703890544924745e1,1.109287977873804e1,6.510324158896003e-1,5.983443755577346e0,-8.636653870902768e-1,-1.443425262057872e-1,4.278287368971064e-1,2.575897041413532e-3,5.695953660614801e-1,1.323638976202801e-9
8.000000000000000e0,-2.473533087489157e-2,1.473251795599090e-1,3.059182967451822e-4,1.919180806849864e0,2.066811904706519e0,-1.772161545586701e0,-8.574372643931246e-1,5.983443756016719e0,1.372685322602131e0,2.294139259221435e-1,6.147069629610717e-1,1.293766899536910e-3,3.839992701393914e-1,1.397070459319139e-9
8.100000000000000e0,-3.901590399530698e-1,7.016801380721478e0,7.611203822855057e-2,4.415126587349840e0,1.150804000629987e1,2.525562755143087e0,2.194607208317415e-1,5.983443755822226e0,-7.098284563440673e-1,-1.186320930406281e-1,4.406839534796860e-1,2.689563366399209e-3,5.566264831539148e-1,1.364565349604163e-9
8.199999999999999e0,-5.032957661960170e-1,2.286918480015942e0,1.266533141354179e-1,5.181615252418717e1,5.422972431833853e1,-4.965588735830665e1,-9.156581189094266e-1,5.983443755347736e0,-3.255117280467860e0,-5.440207033881752e-1,2.279896483059124e-1,4.744594908896699e-3,7.672657567851908e-1,1.285264561445842e-9
8.300000000000001e0,-4.301683282279712e-1,6.590978189154821e-2,9.252239530522377e-2,3.180358492854008e1,3.196201710573685e1,-3.183019754195375e1,-9.958757432815641e-1,5.983443755312965e0,1.252544629548017e0,2.093350720370401e-1,6.046675360185201e-1,3.942475172089707e-3,3.913899888093903e-1,1.279453654134954e-9
8.400000000000000e0,-1.055807552011574e-1,1.184975275737589e1,5.573647934423366e-3,5.270129808667802e-1,1.238233938617710e1,1.131716612857469e1,9.139764123416370e-1,5.983443755297327e0,-1.374192718638752e0,-2.296658537856459e-1,3.851670731071771e-1,7.777729685572337e-3,6.070551972072505e-1,1.276839967090382e-9
