a,z,N,t,s,H,K_Psi,U_Psi,rho_Psi,P_Psi,w_Psi,Omega_Psi,Omega_m,Omega_r,q_dec
1.818033239210271e-3,5.490449488120395e2,-6.310000000000000e0,4.550098099768185e-5,1.664157950107854e8,1.319434931823114e4,3.494312327423065e8,3.494312327423065e8,3.494312327423065e8,0.000000000000000e0,0.000000000000000e0,6.690591432597316e-1,2.867740446252444e-1,4.416681211502402e-2,5.220834060575121e-1
1.836304777028907e-3,5.435719101259290e2,-6.300000000000000e0,4.626467824227791e-5,1.614974649928780e8,1.299505465788022e4,3.391039791238656e8,3.391039791238656e8,3.391039791238656e8,0.000000000000000e0,0.000000000000000e0,6.693533020473110e-1,2.869001277839405e-1,4.374657016874865e-2,5.218732850843746e-1
1.854759946855503e-3,5.381533290846430e2,-6.290000000000000e0,4.704008688063421e-5,1.567244935940627e8,1.279879702357557e4,3.290819419751459e8,3.290819419751459e8,3.290819419751459e8,0.000000000000000e0,0.000000000000000e0,6.696447888292409e-1,2.870250656599891e-1,4.333014551076995e-2,5.216650727553847e-1
1.873400594222423e-3,5.327886638255613e2,-6.280000000000000e0,4.782738486920613e-5,1.520925848178672e8,1.260552949425513e4,3.193561007861471e8,3.193561007861471e8,3.193561007861471e8,0.000000000000000e0,0.000000000000000e0,6.699336254711238e-1,2.871488676255882e-1,4.291750690328803e-2,5.214587534516442e-1
1.892228583209940e-3,5.274773778776872e2,-6.270000000000000e0,4.862675285830066e-5,1.475975696336925e8,1.241520588884116e4,3.099177016432066e8,3.099177016432066e8,3.099177016432066e8,0.000000000000000e0,0.000000000000000e0,6.702198337053538e-1,2.872715429958723e-1,4.250862329877404e-2,5.212543116493873e-1
1.911245796632638e-3,5.222189401080007e2,-6.260000000000000e0,4.943837423281463e-5,1.432354022244043e8,1.222778075422362e4,3.007582493498885e8,3.007582493498885e8,3.007582493498885e8,0.000000000000000e0,0.000000000000000e0,6.705034351310207e-1,2.873931010288699e-1,4.210346384010945e-2,5.210517319200549e-1
1.930454136227709e-3,5.170128246683420e2,-6.250000000000000e0,5.026243515358230e-5,1.390021563448221e8,1.204320935344636e4,2.918694997807274e8,2.918694997807274e8,2.918694997807274e8,0.000000000000000e0,0.000000000000000e0,6.707844512138309e-1,2.875135509254762e-1,4.170199786069273e-2,5.208509989303465e-1
1.949855522845121e-3,5.118585109428291e2,-6.240000000000000e0,5.109912459935212e-5,1.348940217883952e8,1.186144765410913e4,2.832434524621393e8,2.832434524621393e8,2.832434524621393e8,0.000000000000000e0,0.000000000000000e0,6.710629032869668e-1,2.876329018286337e-1,4.130419488439951e-2,5.206520974421995e-1
1.969451896639701e-3,5.067554834957940e2,-6.230000000000000e0,5.194863440939528e-5,1.309073009572397e8,1.168245231693453e4,2.748723433703622e8,2.748723433703622e8,2.748723433703622e8,0.000000000000000e0,0.000000000000000e0,6.713388125503142e-1,2.877511628239616e-1,4.091002462572412e-2,5.204550123128622e-1
1.989245217265163e-3,5.017032320202389e2,-6.220000000000000e0,5.281115932675344e-5,1.270384055328618e8,1.150618068450536e4,2.667486379408154e8,2.667486379408154e8,2.667486379408154e8,0.000000000000000e0,0.000000000000000e0,6.716122000684082e-1,2.878683429415448e-1,4.051945699004700e-2,5.202597284950237e-1
