a,z,N,t,phi,phidot,H,KE,PE,rho_phi,P_phi,w_phi,Omega_phi,Omega_m,Omega_r,q_dec
6.219909015942573e-3,1.597740559286073e2,-5.080000000000000e0,5.626076754434564e-4,0.000000000000000e0,0.000000000000000e0,1.141422210127761e3,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,5.372213745325246e-7,9.569219598641618e-1,4.307750291446372e-2,5.215379456251701e-1
6.282420140801118e-3,1.581743273432971e2,-5.070000000000000e0,5.714356639036677e-4,0.000000000000000e0,0.000000000000000e0,1.124187649718286e3,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,5.538195748143714e-7,9.573322839258095e-1,4.266716225461567e-2,5.213327503979455e-1
6.345559512909110e-3,1.565905163233670e2,-5.060000000000000e0,5.803989820143402e-4,0.000000000000000e0,0.000000000000000e0,1.107215578955279e3,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,5.709282671757350e-7,9.577388713641853e-1,4.226055770754742e-2,5.211294224613725e-1
6.409333446256383e-3,1.550224644863950e2,-5.050000000000000e0,5.894996855300137e-4,0.000000000000000e0,0.000000000000000e0,1.090501945893639e3,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,5.885631017740894e-7,9.581417529045624e-1,4.185765853233565e-2,5.209279464215151e-1
6.473748318289405e-3,1.534700150258909e2,-5.040000000000000e0,5.987398628845663e-4,0.000000000000000e0,0.000000000000000e0,1.074042762411981e3,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,6.067402074956283e-7,9.585409590811762e-1,4.145843417861628e-2,5.207283069789972e-1
6.538810570549064e-3,1.519330126956148e2,-5.030000000000000e0,6.081216320962152e-4,0.000000000000000e0,0.000000000000000e0,1.057834103177943e3,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,6.254762065775193e-7,9.589365202371526e-1,4.106285428664082e-2,5.205304889290108e-1
6.604526709314811e-3,1.504113037940527e2,-5.020000000000000e0,6.176471437614987e-4,0.000000000000000e0,0.000000000000000e0,1.041872104630956e3,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,6.447882296762987e-7,9.593284665244690e-1,4.067088868730136e-2,5.203344771613063e-1
6.670903306255274e-3,1.489047361490467e2,-5.010000000000000e0,6.273185810440362e-4,0.000000000000000e0,0.000000000000000e0,1.026152963982098e3,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,6.646939313960696e-7,9.597168279039413e-1,4.028250740212731e-2,5.201402566601669e-1
6.737946999085467e-3,1.474131591025766e2,-5.000000000000000e0,6.371381616311528e-4,0.000000000000000e0,0.000000000000000e0,1.010672938230789e3,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,6.852115062904939e-7,9.601016341452420e-1,3.989768064325165e-2,5.199478125043664e-1
6.805664492230543e-3,1.459364234956948e2,-4.990000000000000e0,6.471081347326036e-4,0.000000000000000e0,0.000000000000000e0,9.954283431979966e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,7.063597053530238e-7,9.604829148269450e-1,3.951637881334959e-2,5.197571298671166e-1
6.874062557496249e-3,1.444743816536100e2,-4.980000000000000e0,6.572307841244431e-4,0.000000000000000e0,0.000000000000000e0,9.804155525756802e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,7.281578530102719e-7,9.608606993365979e-1,3.913857250554913e-2,5.195681940159951e-1
6.943148034746108e-3,1.430268873709197e2,-4.970000000000001e0,6.675084281454233e-4,0.000000000000000e0,0.000000000000000e0,9.656309969921739e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,7.506258646338540e-7,9.612350168708208e-1,3.876423250331459e-2,5.193809903128606e-1
7.012927832585425e-3,1.415937958969891e2,-4.960000000000000e0,6.779434211807738e-4,0.000000000000000e0,0.000000000000000e0,9.510711630932395e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,7.737842645865183e-7,9.616058964354318e-1,3.839332978030349e-2,5.191955042137548e-1
7.083408929052118e-3,1.401749639214769e2,-4.950000000000000e0,6.885381521910681e-4,0.000000000000000e0,0.000000000000000e0,9.367325926385166e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,7.976542048188327e-7,9.619733668455974e-1,3.802583550019766e-2,5.190117212687912e-1
7.154598372314585e-3,1.387702495600029e2,-4.940000000000000e0,6.992950466808220e-4,0.000000000000000e0,0.000000000000000e0,9.226118816130738e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,8.222574840332677e-7,9.623374567260068e-1,3.766172101650909e-2,5.188296271220283e-1
7.226503281376463e-3,1.373795123399606e2,-4.930000000000000e0,7.102165670646468e-4,0.000000000000000e0,0.000000000000000e0,9.087056793538488e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,8.476165674328850e-7,9.626981945110719e-1,3.730095787236075e-2,5.186492075113291e-1
7.299130846788583e-3,1.360026131864690e2,-4.920000000000000e0,7.213052127807713e-4,0.000000000000000e0,0.000000000000000e0,8.950106876906526e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,8.737546070725648e-7,9.630556084451493e-1,3.694351780024370e-2,5.184704482682112e-1
7.372488331368012e-3,1.346394144084652e2,-4.910000000000000e0,7.325635211821283e-4,0.000000000000000e0,0.000000000000000e0,8.815236601015380e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,9.006954628310474e-7,9.634097265827868e-1,3.658937272175046e-2,5.182933353176813e-1
7.446583070924338e-3,1.332897796849355e2,-4.900000000000000e0,7.439940680659346e-4,0.000000000000000e0,0.000000000000000e0,8.682414008822495e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,9.284637240227753e-7,9.637605767889904e-1,3.623849474728558e-2,5.181178546780569e-1
7.521422474993263e-3,1.319535740512829e2,-4.890000000000001e0,7.555994679925411e-4,0.000000000000000e0,0.000000000000000e0,8.551607643295225e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,9.570847316690151e-7,9.641081867395147e-1,3.589085617575363e-2,5.179439924607789e-1
7.597014027577567e-3,1.306306638858302e2,-4.880000000000000e0,7.673823752442081e-4,0.000000000000000e0,0.000000000000000e0,8.422786539379828e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,9.865846014483726e-7,9.644525839211731e-1,3.554642949422552e-2,5.177717348702104e-1
7.673365287895489e-3,1.293209168964588e2,-4.870000000000000e0,7.793454843796611e-4,0.000000000000000e0,0.000000000000000e0,8.295920216104195e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,1.016990247347397e-6,9.647937956321688e-1,3.520518737758375e-2,5.176010682034207e-1
7.750483891136699e-3,1.280242021073781e2,-4.859999999999999e0,7.914915302954384e-4,0.000000000000000e0,0.000000000000000e0,8.170978668811853e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,1.048329406032642e-6,9.651318489824479e-1,3.486710268814610e-2,5.174319788499642e-1
7.828377549225773e-3,1.267403898460288e2,-4.850000000000000e0,8.038232896607157e-4,0.000000000000000e0,0.000000000000000e0,8.047932361525098e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,1.080630661966154e-6,9.654667708940675e-1,3.453214847527053e-2,5.172644532916424e-1
7.907054051593441e-3,1.254693517301148e2,-4.840000000000000e0,8.163435811985467e-4,0.000000000000000e0,0.000000000000000e0,7.926752219434884e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,1.113923473287067e-6,9.657985881015877e-1,3.420029797493903e-2,5.170984781022594e-1
7.986521265955502e-3,1.242109606547652e2,-4.830000000000000e0,8.290552658497025e-4,0.000000000000000e0,0.000000000000000e0,7.807409621515394e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,1.148238198482652e-6,9.661273271524784e-1,3.387152460932309e-2,5.169340399473636e-1
8.066787139099614e-3,1.229650907798240e2,-4.820000000000000e0,8.419612483275331e-4,0.000000000000000e0,0.000000000000000e0,7.689876393261043e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,1.183606123872887e-6,9.664530144075456e-1,3.354580198633045e-2,5.167711255839795e-1
8.147859697679982e-3,1.217316175172652e2,-4.810000000000000e0,8.550644771765758e-4,0.000000000000000e0,0.000000000000000e0,7.574124799543816e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,1.220059491933355e-6,9.667756760413745e-1,3.322310389913355e-2,5.166097218603292e-1
8.229747049020030e-3,1.205104175187349e2,-4.800000000000000e0,8.683679452786470e-4,0.000000000000000e0,0.000000000000000e0,7.460127537588867e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,1.257631530482017e-6,9.670953380427890e-1,3.290340432568040e-2,5.164498157155446e-1
8.312457381923119e-3,1.193013686632155e2,-4.790000000000000e0,8.818746912682306e-4,0.000000000000000e0,0.000000000000000e0,7.347857730066374e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,1.296356482756185e-6,9.674120262153288e-1,3.258667742818836e-2,5.162913941793703e-1
8.395998967491478e-3,1.181043500448138e2,-4.779999999999999e0,8.955877994816827e-4,0.000000000000000e0,0.000000000000000e0,7.237288918297459e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,1.336269638406893e-6,9.677257661777402e-1,3.227289755262137e-2,5.161344443718527e-1
8.480380159953269e-3,1.169192419606706e2,-4.770000000000000e0,9.095104007678430e-4,0.000000000000000e0,0.000000000000000e0,7.128395055572564e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,1.377407365438496e-6,9.680365833644841e-1,3.196203922815050e-2,5.159789535030268e-1
8.565609397498061e-3,1.157459258989899e2,-4.760000000000000e0,9.236456738763723e-4,0.000000000000000e0,0.000000000000000e0,7.021150500579890e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,1.419807143122491e-6,9.683445030262575e-1,3.165407716659934e-2,5.158249088725853e-1
8.651695203120634e-3,1.145842845271877e2,-4.750000000000000e0,9.379968451626340e-4,0.000000000000000e0,0.000000000000000e0,6.915530010942399e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,1.463507595915093e-6,9.686495502305302e-1,3.134898626187383e-2,5.156722978695432e-1
8.738646185473290e-3,1.134342016801587e2,-4.740000000000000e0,9.525671897583771e-4,0.000000000000000e0,0.000000000000000e0,6.811508736861269e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,1.508548528409259e-6,9.689517498620942e-1,3.104674158937725e-2,5.155211079718962e-1
8.826471039726723e-3,1.122955623486599e2,-4.730000000000000e0,9.673600329877101e-4,0.000000000000000e0,0.000000000000000e0,6.709062214864073e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,1.554970961352664e-6,9.692511266236278e-1,3.074731840541091e-2,5.153713267462634e-1
8.915178548439545e-3,1.111682526678093e2,-4.720000000000001e0,9.823787497665710e-4,0.000000000000000e0,0.000000000000000e0,6.608166361655842e2,0.000000000000000e0,2.099748000000066e0,2.099748000000066e0,-2.099748000000066e0,-1.000000000000000e0,1.602817168764109e-6,9.695477050362704e-1,3.045069214656084e-2,5.152229418475274e-1
