a,z,N,t,phi,phidot,H,KE,PE,rho_phi,P_phi,w_phi,w_cpl,Omega_phi_test,Omega_DE_cpl
4.844070012248967e-3,2.054379741563082e2,-5.330000000000000e0,3.804614998015934e-4,6.856813756365654e-8,3.589413354108401e-4,1.670887969873460e3,6.441944113325861e-8,2.720766671766840e0,2.720766736186282e0,-2.720766607347399e0,-9.999999526461122e-1,-1.458093557992651e0,3.248444043994077e-7,9.456720829454693e-10
4.892753725239476e-3,2.033838819929681e2,-5.320000000000000e0,3.864922769026415e-4,7.074959497514547e-8,3.644982871264062e-4,1.645564145371755e3,6.642950065904205e-8,2.720766665831603e0,2.720766732261104e0,-2.720766599402102e0,-9.999999511685439e-1,-1.458064347764856e0,3.349194904344611e-7,9.884935407958110e-10
4.941926717679818e-3,2.013502283881477e2,-5.310000000000000e0,3.926158544264131e-4,7.299890530758219e-8,3.701397543818308e-4,1.620628275234498e3,6.850171888692101e-8,2.720766659711755e0,2.720766728213474e0,-2.720766591210036e0,-9.999999496452833e-1,-1.458034843969392e0,3.453052884201062e-7,1.033247818588174e-9
4.991593906910217e-3,1.993368099747917e2,-5.300000000000000e0,3.988336448409164e-4,7.531816735156720e-8,3.758670248566107e-4,1.596074317639845e3,7.063801018728000e-8,2.720766653401584e0,2.720766724039594e0,-2.720766582763574e0,-9.999999480749235e-1,-1.458005043655854e0,3.560113416730557e-7,1.080021915488134e-9
5.041760259690979e-3,1.973434254093812e2,-5.290000000000000e0,4.051470817261694e-4,7.770954131688250e-8,3.816814052654476e-4,1.571896327150232e3,7.284034756270344e-8,2.720766646895214e0,2.720766719735561e0,-2.720766574054866e0,-9.999999464560140e-1,-1.457974943844185e0,3.670474858023685e-7,1.128906736985417e-9
5.092430792699190e-3,1.953698753517984e2,-5.280000000000000e0,4.115576200893414e-4,8.017525069787296e-8,3.875842216481372e-4,1.548088453122951e3,7.511076443529617e-8,2.720766640186594e0,2.720766715297358e0,-2.720766565075829e0,-9.999999447870603e-1,-1.457944541524380e0,3.784238576447501e-7,1.179997269893329e-9
5.143610573030383e-3,1.934159624453927e2,-5.270000000000000e0,4.180667370553711e-4,8.271758829157550e-8,3.935768199876029e-4,1.524644938148069e3,7.745135661577697e-8,2.720766633269486e0,2.720766710720842e0,-2.720766555818130e0,-9.999999430665215e-1,-1.457913833656182e0,3.901509044726482e-7,1.233392765170858e-9
5.195304718705231e-3,1.914814912972456e2,-5.260000000000000e0,4.246759328918316e-4,8.533892638129828e-8,3.996605671237909e-4,1.501560116513190e3,7.986428445685509e-8,2.720766626137437e0,2.720766706001722e0,-2.720766546273153e0,-9.999999412928096e-1,-1.457882817168777e0,4.022393934834681e-7,1.289196928916336e-9
5.247518399181385e-3,1.895662684586300e2,-5.250000000000000e0,4.313867295950525e-4,8.804169857080448e-8,4.058368495252305e-4,1.478828412694555e3,8.235177421628228e-8,2.720766618783824e0,2.720766701135599e0,-2.720766536432050e0,-9.999999394642883e-1,-1.457851488960491e0,4.147004215785099e-7,1.347518121897178e-9
5.300256835870402e-3,1.876701024056660e2,-5.240000000000000e0,4.382006724291337e-4,9.082841584773922e-8,4.121070746538115e-4,1.456444339874035e3,8.491612048986109e-8,2.720766611201817e0,2.720766696117938e0,-2.720766526285697e0,-9.999999375792710e-1,-1.457819845898478e0,4.275454254404191e-7,1.408469567996227e-9
5.353525302659903e-3,1.857928035201681e2,-5.230000000000000e0,4.451193302909652e-4,9.370166926914801e-8,4.184726713001154e-4,1.434402498481548e3,8.755968831252720e-8,2.720766603384365e0,2.720766690944054e0,-2.720766515824677e0,-9.999999356360185e-1,-1.457787884818404e0,4.407861919182908e-7,1.472169571972387e-9
5.407329126440960e-3,1.839341840706834e2,-5.220000000000000e0,4.521442961268880e-4,9.666413308218829e-8,4.249350899629989e-4,1.412697574762417e3,9.028491534093099e-8,2.720766595324193e0,2.720766685609108e0,-2.720766505039277e0,-9.999999336327396e-1,-1.457755602524135e0,4.544348687298007e-7,1.538741746950751e-9
5.461673687640779e-3,1.820940581937182e2,-5.210000000000000e0,4.592771862782552e-4,9.971855472758913e-8,4.314958022838351e-4,1.391324339369258e3,9.309431369428524e-8,2.720766587013824e0,2.720766680108138e0,-2.720766493919511e0,-9.999999315675877e-1,-1.457722995787416e0,4.685039754900332e-7,1.608315252075952e-9
5.516564420760772e-3,1.802722418751512e2,-5.200000000000000e0,4.665196417073122e-4,1.028677678704722e-7,4.381563021403076e-4,1.370277645977924e3,9.599047255263426e-8,2.720766578445551e0,2.720766674436023e0,-2.720766482455078e0,-9.999999294386591e-1,-1.457690061347543e0,4.830064150769772e-7,1.681025040781843e-9
5.572006814919998e-3,1.784685529318323e2,-5.190000000000000e0,4.738733288921812e-4,1.061147019381705e-7,4.449181064511977e-4,1.349552429927096e3,9.897606072405962e-8,2.720766569611401e0,2.720766668587461e0,-2.720766470635340e0,-9.999999272439920e-1,-1.457656795911048e0,4.979554853439389e-7,1.757012120150557e-9
5.628006414404065e-3,1.766828109933644e2,-5.180000000000000e0,4.813399389989514e-4,1.094623691976696e-7,4.517827544531656e-4,1.329143706881100e3,1.020538286106447e-7,2.720766560503180e0,2.720766662557008e0,-2.720766458449351e0,-9.999999249815650e-1,-1.457623196151357e0,5.133648911894820e-7,1.836423821855200e-9
5.684568819219595e-3,1.749148374840653e2,-5.170000000000000e0,4.889211886181413e-4,1.129138720727782e-7,4.587518083641113e-4,1.309046571515504e3,1.052266108386712e-7,2.720766551112446e0,2.720766656339057e0,-2.720766445885835e0,-9.999999226492939e-1,-1.457589258708468e0,5.292487569957854e-7,1.919414085202421e-9
5.741699685654202e-3,1.731644556051108e2,-5.160000000000000e0,4.966188204491498e-4,1.164724098806191e-7,4.658268540008215e-4,1.289256196225134e3,1.084973289541513e-7,2.720766541430496e0,2.720766649927825e0,-2.720766432933167e0,-9.999999202450317e-1,-1.457554980188607e0,5.456216394466429e-7,2.006143752813840e-9
5.799404726842141e-3,1.714314903168543e2,-5.150000000000000e0,5.044346043837106e-4,1.201412912631775e-7,4.730095017525179e-4,1.269767829854062e3,1.118689943740826e-7,2.720766531448326e0,2.720766643317321e0,-2.720766419579332e0,-9.999999177665643e-1,-1.457520357163895e0,5.624985407367013e-7,2.096780879509528e-9
5.857689713335622e-3,1.697157683213228e2,-5.140000000000000e0,5.123703360025309e-4,1.239239111582260e-7,4.803013852531934e-4,1.250576796447212e3,1.153447103380683e-7,2.720766521156700e0,2.720766636501410e0,-2.720766405811990e0,-9.999999152116108e-1,-1.457485386171999e0,5.798949221838804e-7,2.191501054981584e-9
5.916560473681857e-3,1.680171180448872e2,-5.130000000000000e0,5.204278383151508e-4,1.278237721239765e-7,4.877041629386508e-4,1.231678494023182e3,1.189276752738450e-7,2.720766510546089e0,2.720766629473764e0,-2.720766391618414e0,-9.999999125778198e-1,-1.457450063715791e0,5.978267182572285e-7,2.290487740872026e-9
5.976022895005943e-3,1.663353696211041e2,-5.120000000000000e0,5.286089622964506e-4,1.318444895853987e-7,4.952195185345341e-4,1.213068393367887e3,1.226211857687879e-7,2.720766499606656e0,2.720766622227841e0,-2.720766376985470e0,-9.999999098627683e-1,-1.457414386262996e0,6.163103510329294e-7,2.393932622896617e-9
6.036082923599565e-3,1.646703548737297e2,-5.110000000000000e0,5.369155871110878e-4,1.359897923262401e-7,5.028491612650876e-4,1.194742036848690e3,1.264286394925010e-7,2.720766488328255e0,2.720766614756895e0,-2.720766361899615e0,-9.999999070639585e-1,-1.457378350245840e0,6.353627450914911e-7,2.502035978684508e-9
6.096746565515638e-3,1.630219072999017e2,-5.100000000000000e0,5.453496196351825e-4,1.402635128477336e-7,5.105948254350255e-4,1.176695037248630e3,1.303535378805121e-7,2.720766476700459e0,2.720766607053997e0,-2.720766346346922e0,-9.999999041788168e-1,-1.457341952060691e0,6.550013428695936e-7,2.615007062033577e-9
6.158019887168897e-3,1.613898620534891e2,-5.090000000000000e0,5.539129957534783e-4,1.446696033286147e-7,5.184582715952163e-4,1.158923076620401e3,1.343994896927496e-7,2.720766464712516e0,2.720766599112006e0,-2.720766330313027e0,-9.999999012046901e-1,-1.457305188067699e0,6.752441204804237e-7,2.733064504312256e-9
6.219909015942573e-3,1.597740559286073e2,-5.080000000000000e0,5.626076815769145e-4,1.492121513454166e-7,5.264412876397872e-4,1.141421905159715e3,1.385702146659186e-7,2.720766452353304e0,2.720766590923519e0,-2.720766313783089e0,-9.999998981388442e-1,-1.457268054590434e0,6.961096040168197e-7,2.856436733771270e-9
6.282420140801118e-3,1.581743273432971e2,-5.070000000000000e0,5.714356720637267e-4,1.538953557684245e-7,5.345456875806943e-4,1.124187340097733e3,1.428695460555586e-7,2.720766439611398e0,2.720766582480944e0,-2.720766296741852e0,-9.999998949784616e-1,-1.457230547915519e0,7.176168863519565e-7,2.985362413562350e-9
6.345559512909110e-3,1.565905163233670e2,-5.060000000000000e0,5.803989923548280e-4,1.587235440615099e-7,5.427733127496013e-4,1.107215264612204e3,1.473014345165882e-7,2.720766426475026e0,2.720766573776460e0,-2.720766279173591e0,-9.999998917206379e-1,-1.457192664292255e0,7.397856444526986e-7,3.120090899296604e-9
6.409333446256383e-3,1.550224644863950e2,-5.050000000000000e0,5.894996984123513e-4,1.637011791546651e-7,5.511260323770268e-4,1.090501626756987e3,1.518699517818218e-7,2.720766412932043e0,2.720766564801995e0,-2.720766261062092e0,-9.999998883623802e-1,-1.457154399932246e0,7.626361572212932e-7,3.260882717012108e-9
6.473748318289405e-3,1.534700150258909e2,-5.040000000000000e0,5.987398781336467e-4,1.688328740663958e-7,5.596057445977459e-4,1.074042438409640e3,1.565792946933988e-7,2.720766398969900e0,2.720766555549195e0,-2.720766242390605e0,-9.999998849006031e-1,-1.457115751009026e0,7.861893238814864e-7,3.408010062458760e-9
6.538810570549064e-3,1.519330126956148e2,-5.030000000000000e0,6.081216497984439e-4,1.741233633953526e-7,5.682143750660576e-4,1.057833774236735e3,1.614337880158552e-7,2.720766384575715e0,2.720766546009503e0,-2.720766223141927e0,-9.999998813321280e-1,-1.457076713657671e0,8.104666829257366e-7,3.561757322649063e-9
6.604526709314811e-3,1.504113037940527e2,-5.020000000000000e0,6.176471640168491e-4,1.795775313333355e-7,5.769538787084424e-4,1.041871770676609e3,1.664378890783581e-7,2.720766369736198e0,2.720766536174087e0,-2.720766203298309e0,-9.999998776536780e-1,-1.457037283974411e0,8.354904316405180e-7,3.722421620665127e-9
6.670903306255274e-3,1.489047361490467e2,-5.010000000000000e0,6.273186044982546e-4,1.852004212621841e-7,5.858262404207106e-4,1.026152624939245e3,1.715961919827321e-7,2.720766354437628e0,2.720766526033820e0,-2.720766182841436e0,-9.999998738618766e-1,-1.456997458016247e0,8.612834462274181e-7,3.890313384756440e-9
6.737946999085467e-3,1.474131591025766e2,-5.000000000000000e0,6.371381879742522e-4,1.909972306290625e-7,5.948334750049795e-4,1.010672594022941e3,1.769134314932498e-7,2.720766338665864e0,2.720766515579296e0,-2.720766161752433e0,-9.999998699532426e-1,-1.456957231800549e0,8.878693025382169e-7,4.065756942808986e-9
6.805664492230543e-3,1.459364234956948e2,-4.990000000000000e0,6.471081640156133e-4,1.969733040201264e-7,6.039776270115441e-4,9.954279937475312e2,1.823944869652480e-7,2.720766322406365e0,2.720766504800852e0,-2.720766140011878e0,-9.999998659241895e-1,-1.456916601304662e0,9.152722974426169e-7,4.249091143313653e-9
6.874062557496249e-3,1.444743816536100e2,-4.980000000000000e0,6.572308163665516e-4,2.031341520404753e-7,6.132607719429782e-4,9.804151978038235e2,1.880443872020488e-7,2.720766305644137e0,2.720766493688525e0,-2.720766117599750e0,-9.999998617710211e-1,-1.456875562465502e0,9.435174708479222e-7,4.440670004012499e-9
6.943148034746108e-3,1.430268873709197e2,-4.970000000000001e0,6.675084645861078e-4,2.094854768097707e-7,6.226850177359490e-4,9.656306368189850e2,1.938683156564096e-7,2.720766288363667e0,2.720766482231983e0,-2.720766094495351e0,-9.999998574899266e-1,-1.456834111179152e0,9.726306283905488e-7,4.640863389453370e-9
7.012927832585425e-3,1.415937958969891e2,-4.960000000000000e0,6.779434619130157e-4,2.160331293432534e-7,6.322525028469226e-4,9.510707974375925e2,1.998716136780989e-7,2.720766270549035e0,2.720766470420648e0,-2.720766070677421e0,-9.999998530769798e-1,-1.456792243300449e0,1.002638364819931e-6,4.850057718738025e-9
7.083408929052118e-3,1.401749639214769e2,-4.950000000000000e0,6.885381974361011e-4,2.227831442944892e-7,6.419653982092881e-4,9.367322214180832e2,2.060597862490049e-7,2.720766252183822e0,2.720766458243608e0,-2.720766046124035e0,-9.999998485281341e-1,-1.456749954642569e0,1.033568088095778e-6,5.068656704805741e-9
7.154598372314585e-3,1.387702495600029e2,-4.940000000000000e0,6.992950966295656e-4,2.297417456989609e-7,6.518259077206547e-4,9.226115047443081e2,2.124385069879277e-7,2.720766233251094e0,2.720766445689601e0,-2.720766020812587e0,-9.999998438392188e-1,-1.456707240976611e0,1.065448044220578e-6,5.297082126654328e-9
7.226503281376463e-3,1.373795123399606e2,-4.930000000000000e0,7.102166224537867e-4,2.369153631660674e-7,6.618362692389657e-4,9.087052967519667e2,2.190136236400764e-7,2.720766213733357e0,2.720766432746981e0,-2.720765994719734e0,-9.999998390059353e-1,-1.456664098031174e0,1.098307342829650e-6,5.535774635961672e-9
7.299130846788583e-3,1.360026131864690e2,-4.920000000000000e0,7.213052738165718e-4,2.443105978899154e-7,6.719987532021335e-4,8.950102992696158e2,2.257911621526110e-7,2.720766193612653e0,2.720766419403815e0,-2.720765967821491e0,-9.999998340238541e-1,-1.456620521491927e0,1.132175983562012e-6,5.785194599637047e-9
7.372488331368012e-3,1.346394144084652e2,-4.910000000000000e0,7.325635877290294e-4,2.519342588518318e-7,6.823156645740195e-4,8.815232657740348e2,2.327773330615429e-7,2.720766172870454e0,2.720766405647787e0,-2.720765940093121e0,-9.999998288884099e-1,-1.456576507001179e0,1.167084883235637e-6,6.045822979897907e-9
7.446583070924338e-3,1.332897796849355e2,-4.900000000000000e0,7.439941403867409e-4,2.597933796775604e-7,6.927893438238123e-4,8.682410005596776e2,2.399785374579142e-7,2.720766151487624e0,2.720766391466162e0,-2.720765911509087e0,-9.999998235948973e-1,-1.456532050157445e0,1.203065903851797e-6,6.318162253539412e-9
7.521422474993263e-3,1.319535740512829e2,-4.890000000000001e0,7.555995466426433e-4,2.678952027482556e-7,7.034221664554380e-4,8.551603579219687e2,2.474013721304310e-7,2.720766129444459e0,2.720766376845831e0,-2.720765882043086e0,-9.999998181384668e-1,-1.456487146515004e0,1.240151881453743e-6,6.602737372137517e-9
7.597014027577567e-3,1.306306638858302e2,-4.880000000000000e0,7.673824602836831e-4,2.762471794465404e-7,7.142165432614078e-4,8.422782413542056e2,2.550526353341372e-7,2.720766106720683e0,2.720766361773319e0,-2.720765851668048e0,-9.999998125141217e-1,-1.456441791583453e0,1.278376655865742e-6,6.900096765003431e-9
7.673365287895489e-3,1.293209168964588e2,-4.870000000000000e0,7.793455753752706e-4,2.848569918665594e-7,7.251749215392476e-4,8.295916027578299e2,2.629393334147269e-7,2.720766083295397e0,2.720766346234731e0,-2.720765820356064e0,-9.999998067167114e-1,-1.456395980827263e0,1.317775101339279e-6,7.210813386787844e-9
7.750483891136699e-3,1.280242021073781e2,-4.859999999999999e0,7.914916277026709e-4,2.937325776894442e-7,7.362997864026995e-4,8.170974416658255e2,2.710686877283304e-7,2.720766059147004e0,2.720766330215692e0,-2.720765788078316e0,-9.999998007409273e-1,-1.456349709665318e0,1.358383158134139e-6,7.535485811717599e-9
7.828377549225773e-3,1.267403898460288e2,-4.850000000000000e0,8.038233935522561e-4,3.028820985259364e-7,7.475936596763261e-4,8.047928044790356e2,2.794481399941212e-7,2.720766034253299e0,2.720766313701439e0,-2.720765754805158e0,-9.999997945812995e-1,-1.456302973470464e0,1.400237865062888e-6,7.874739376534579e-9
7.907054051593441e-3,1.254693517301148e2,-4.840000000000000e0,8.163436915388434e-4,3.123139728802101e-7,7.590591015529429e-4,7.926747837151479e2,2.880853598251804e-7,2.720766008591376e0,2.720766296676736e0,-2.720765720506016e0,-9.999997882321900e-1,-1.456255767569044e0,1.443377393028050e-6,8.229227374299156e-9
7.986521265955502e-3,1.242109606547652e2,-4.830000000000000e0,8.290553830922836e-4,3.220368810350447e-7,7.706987110308675e-4,7.807405172701535e2,2.969882515923203e-7,2.720765982137618e0,2.720766279125869e0,-2.720765685149366e0,-9.999997816877885e-1,-1.456208087240427e0,1.487841079582281e-6,8.599632301315177e-9
8.066787139099614e-3,1.229650907798240e2,-4.820000000000000e0,8.419613727505934e-4,3.320597643657192e-7,7.825151261922372e-4,7.689871876920461e2,3.061649613598265e-7,2.720765954867698e0,2.720766261032659e0,-2.720765648702737e0,-9.999997749421068e-1,-1.456159927716540e0,1.533669464542764e-6,8.986667159534210e-9
8.147859697679982e-3,1.217316175172652e2,-4.810000000000000e0,8.550646091010204e-4,3.423918409117854e-7,7.945110250448790e-4,7.574120214665552e2,3.156238844589322e-7,2.720765926756536e0,2.720766242380420e0,-2.720765611132652e0,-9.999997679889735e-1,-1.456111284181392e0,1.580904326691899e-6,9.391076816900573e-9
8.229747049020030e-3,1.205104175187349e2,-4.800000000000000e0,8.683680853040335e-4,3.530426101194207e-7,8.066891260023215e-4,7.460122883147066e2,3.253736730051947e-7,2.720765897778286e0,2.720766223151959e0,-2.720765572404613e0,-9.999997608220287e-1,-1.456062151770588e0,1.629588721597450e-6,9.813639428207630e-9
8.312457381923119e-3,1.193013686632155e2,-4.790000000000000e0,8.818748396475776e-4,3.640218582027554e-7,8.190521883904759e-4,7.347853005020060e2,3.354232436536138e-7,2.720765867906322e0,2.720766203329566e0,-2.720765532483079e0,-9.999997534347175e-1,-1.456012525570846e0,1.679767020586257e-6,1.025516791914950e-8
8.395998967491478e-3,1.181043500448138e2,-4.779999999999999e0,8.955879567759854e-4,3.753396807346825e-7,8.316030135640496e-4,7.237284121590341e2,3.457817860844044e-7,2.720765837113178e0,2.720766182894963e0,-2.720765491331392e0,-9.999997458202854e-1,-1.455962400619505e0,1.731484950906689e-6,1.071651153637149e-8
8.480380159953269e-3,1.169192419606706e2,-4.770000000000000e0,9.095105675605575e-4,3.870064715452959e-7,8.443444447835785e-4,7.128390186132790e2,3.564587707184447e-7,2.720765805370572e0,2.720766161829342e0,-2.720765448911801e0,-9.999997379717702e-1,-1.455911771904028e0,1.784789637116076e-6,1.119855746644520e-8
8.565609397498061e-3,1.157459258989899e2,-4.760000000000000e0,9.236458503200140e-4,3.990329447028429e-7,8.572793683289878e-4,7.021145557319844e2,3.674639576812742e-7,2.720765772649355e0,2.720766140113312e0,-2.720765405185397e0,-9.999997298819975e-1,-1.455860634361501e0,1.839729643730459e-6,1.170223252682549e-8
8.651695203120634e-3,1.145842845271877e2,-4.750000000000000e0,9.379970318690278e-4,4.114301522792651e-7,8.704107144560961e-4,6.915524992758463e2,3.788074059199858e-7,2.720765738919457e0,2.720766117726863e0,-2.720765360112051e0,-9.999997215435730e-1,-1.455808982878128e0,1.896355019175112e-6,1.222850493197971e-8
8.738646185473290e-3,1.134342016801587e2,-4.740000000000000e0,9.525673872879128e-4,4.242094709356873e-7,8.837414571783797e-4,6.811503642633603e2,3.904994815678830e-7,2.720765704149925e0,2.720766094649407e0,-2.720765313650443e0,-9.999997129488769e-1,-1.455756812288716e0,1.954717341075584e-6,1.277838613802178e-8
8.826471039726723e-3,1.122955623486599e2,-4.730000000000000e0,9.673602415305289e-4,4.373826338440677e-7,8.972746157326526e-4,6.709057043456378e2,4.025508680190897e-7,2.720765668308835e0,2.720766070859704e0,-2.720765265757967e0,-9.999997040900558e-1,-1.455704117376164e0,2.014869762929972e-6,1.335293276933061e-8
8.915178548439545e-3,1.111682526678093e2,-4.720000000000001e0,9.823789699461626e-4,4.509617355769656e-7,9.110132550520353e-4,6.608161111915130e2,4.149725754402523e-7,2.720765631363282e0,2.720766046335857e0,-2.720765216390706e0,-9.999996949590164e-1,-1.455650892870936e0,2.076867062204678e-6,1.395324863078590e-8
9.004777582436559e-3,1.100521599056992e2,-4.710000000000000e0,9.976269986083776e-4,4.649592317278442e-7,9.249604860665375e-4,6.508792138827619e2,4.277759503922226e-7,2.720765593279376e0,2.720766021055326e0,-2.720765165503425e0,-9.999996855474179e-1,-1.455597133450538e0,2.140765689896978e-6,1.458048680941497e-8
9.095277101695816e-3,1.089471724521235e2,-4.700000000000000e0,1.013107805872206e-3,4.793879717560889e-7,9.391194671073625e-4,6.410926783192660e2,4.409726867500083e-7,2.720765554022157e0,2.720765994994844e0,-2.720765113049470e0,-9.999996758466640e-1,-1.455542833738983e0,2.206623821609032e-6,1.523585186941145e-8
9.186686156244673e-3,1.078531798074159e2,-4.690000000000000e0,1.028824922399476e-3,4.942611891713942e-7,9.534934039413812e-4,6.314542066339345e2,4.545748356798610e-7,2.720765513555619e0,2.720765968130455e0,-2.720765058980783e0,-9.999996658478966e-1,-1.455487988306253e0,2.274501410179649e-6,1.592060214466271e-8
9.279013887064744e-3,1.067700725714004e2,-4.680000000000000e0,1.044781932261972e-3,5.095925224025602e-7,9.680855507669561e-4,6.219615366172432e2,4.685948168018803e-7,2.720765471842657e0,2.720765940437474e0,-2.720765003247840e0,-9.999996555419857e-1,-1.455432591667761e0,2.344460239920969e-6,1.663605213310301e-8
9.372269527006058e-3,1.056977424324508e2,-4.670000000000000e0,1.060982474117613e-3,5.253960381879379e-7,9.828992112776412e-4,6.126124411511961e2,4.830454297651045e-7,2.720765428844997e0,2.720765911890427e0,-2.720764945799568e0,-9.999996449195223e-1,-1.455376638283796e0,2.416563982509239e-6,1.738357499740344e-8
9.466462401710323e-3,1.046360821566595e2,-4.660000000000000e0,1.077430241203636e-3,5.416862196952391e-7,9.979377386633741e-4,6.034047276525752e2,4.979398651242844e-7,2.720765384523235e0,2.720765882463100e0,-2.720764886583369e0,-9.999996339708105e-1,-1.455320122558974e0,2.490878254580027e-6,1.816460517670506e-8
9.561601930543505e-3,1.035849855771142e2,-4.650000000000000e0,1.094128982869894e-3,5.584780006330646e-7,1.013204536998150e-3,5.943362375253017e2,5.132917168968175e-7,2.720765338836739e0,2.720765852128455e0,-2.720764825545022e0,-9.999996226858578e-1,-1.455263038841674e0,2.567470677079732e-6,1.898064111431202e-8
9.657697627537768e-3,1.025443475832811e2,-4.640000000000001e0,1.111082505328451e-3,5.757867759356313e-7,1.028703061921605e-3,5.854048456217630e2,5.291149948034430e-7,2.720765291743623e0,2.720765820858618e0,-2.720764762628628e0,-9.999996110543650e-1,-1.455205381423477e0,2.646410936427044e-6,1.983324810647706e-8
9.754759102342903e-3,1.015140641104935e2,-4.630000000000000e0,1.128294671952924e-3,5.936283988828977e-7,1.044436820909415e-3,5.766084597129450e2,5.454241364356827e-7,2.720765243200755e0,2.720765788624892e0,-2.720764697776619e0,-9.999995990657198e-1,-1.455147144538594e0,2.727770847539544e-6,2.072406127763854e-8
9.852796061187257e-3,1.004940321295456e2,-4.620000000000000e0,1.145769405057563e-3,6.120192231662840e-7,1.060409374890864e-3,5.679450199672307e2,5.622340211782167e-7,2.720765193163640e0,2.720765755397661e0,-2.720764630929619e0,-9.999995867089844e-1,-1.455088322363288e0,2.811624418782054e-6,2.165478868770355e-8
9.951818307848428e-3,9.948414963638929e1,-4.609999999999999e0,1.163510685996328e-3,6.309760935011325e-7,1.076624338336644e-3,5.594124984377017e2,5.795599829494083e-7,2.720765141586448e0,2.720765721146431e0,-2.720764562026465e0,-9.999995739728866e-1,-1.455028909015291e0,2.898047918895730e-6,2.262721457722076e-8
1.005183574463359e-2,9.848431564193376e1,-4.600000000000000e0,1.181522556239448e-3,6.505163664404023e-7,1.093085380236455e-3,5.510088985578167e2,5.974178242433374e-7,2.720765088421955e0,2.720765685839779e0,-2.720764491004131e0,-9.999995608458110e-1,-1.454968898553220e0,2.987119945967816e-6,2.364320275654002e-8
1.015285837336976e-2,9.749443016194631e1,-4.590000000000000e0,1.199809118926525e-3,6.706579467627988e-7,1.109796225507476e-3,5.427322546453056e2,6.158238310753206e-7,2.720765033621447e0,2.720765649445278e0,-2.720764417797616e0,-9.999995473157850e-1,-1.454908284975978e0,3.078921498504560e-6,2.470470014532962e-8
1.025489629640402e-2,9.651439420705401e1,-4.580000000000000e0,1.218374538675164e-3,6.914192674766869e-7,1.126760654823245e-3,5.345806314141562e2,6.347947866288534e-7,2.720764977134772e0,2.720765611929558e0,-2.720764342339985e0,-9.999995333704721e-1,-1.454847062222158e0,3.173536048671369e-6,2.581374046909774e-8
1.035795971761370e-2,9.554410977284469e1,-4.570000000000000e0,1.237223043352095e-3,7.128193338793788e-7,1.143982506218124e-3,5.265521234945469e2,6.543479872665499e-7,2.720764918910221e0,2.720765573258209e0,-2.720764264562234e0,-9.999995189971574e-1,-1.454785224169432e0,3.271049617766040e-6,2.697244811966112e-8
1.046205894342679e-2,9.458347983006632e1,-4.560000000000000e0,1.256358925014116e-3,7.348777406112953e-7,1.161465675940566e-3,5.186448549605906e2,6.745012581940381e-7,2.720764858894483e0,2.720765533395741e0,-2.720764184393225e0,-9.999995041827382e-1,-1.454722764633944e0,3.371550853993382e-6,2.818304218680813e-8
1.056720438385265e-2,9.363240831492406e1,-4.550000000000000e0,1.275786540148796e-3,7.576146644943140e-7,1.179214118675142e-3,5.108569788657633e2,6.952729688413962e-7,2.720764797032660e0,2.720765492305629e0,-2.720764101759691e0,-9.999994889137113e-1,-1.454659677369688e0,3.475131112611322e-6,2.944784066872252e-8
1.067340655352293e-2,9.269080011947398e1,-4.540000000000000e0,1.295510311620194e-3,7.810509164421708e-7,1.197231849303840e-3,5.031866767858830e2,7.166820504937463e-7,2.720764733268132e0,2.720765449950182e0,-2.720764016586081e0,-9.999994731761603e-1,-1.454595956067886e0,3.581884538520520e-6,3.076926486906742e-8
1.078067607274309e-2,9.175856108211168e1,-4.529999999999999e0,1.315534728996164e-3,8.052079366169364e-7,1.215522943205143e-3,4.956321583695081e2,7.387480127290472e-7,2.720764667542564e0,2.720765406290576e0,-2.720763928794551e0,-9.999994569557442e-1,-1.454531594356354e0,3.691908151372432e-6,3.214984398897818e-8
1.088902366855445e-2,9.083559797815674e1,-4.520000000000000e0,1.335864349526903e-3,8.301078126569653e-7,1.234091537141925e-3,4.881916608956418e2,7.614909610226596e-7,2.720764599795862e0,2.720765361286823e0,-2.720763838304901e0,-9.999994402376833e-1,-1.454466585798867e0,3.805301933272112e-6,3.359221992257180e-8
1.099846017580688e-2,8.992181851052953e1,-4.510000000000000e0,1.356503800038243e-3,8.557733313477071e-7,1.252941830978497e-3,4.808634488386027e2,7.849316159078743e-7,2.720764529966028e0,2.720765314897644e0,-2.720763745034412e0,-9.999994230067464e-1,-1.454400923894516e0,3.922168919155042e-6,3.509915226496550e-8
1.110899653824231e-2,8.901713130052181e1,-4.500000000000000e0,1.377457776669740e-3,8.822279512118964e-7,1.272078087443460e-3,4.736458134399559e2,8.090913302769057e-7,2.720764457989238e0,2.720765267080568e0,-2.720763648897907e0,-9.999994052472367e-1,-1.454334602077055e0,4.042615289919678e-6,3.667352354218568e-8
1.122064380958908e-2,8.812144587865868e1,-4.490000000000000e0,1.398731046832247e-3,9.094958571326126e-7,1.291504633905612e-3,4.665370722873762e2,8.339921096998339e-7,2.720764383799689e0,2.720765217791799e0,-2.720763549807580e0,-9.999993869429791e-1,-1.454267613714247e0,4.166750468399230e-6,3.831834467276673e-8
1.133341315466739e-2,8.723467267565152e1,-4.480000000000000e0,1.420328450393572e-3,9.376019867168899e-7,1.311225863449666e-3,4.595355689003303e2,8.596566324896611e-7,2.720764307329534e0,2.720765166986166e0,-2.720763447672901e0,-9.999993680773019e-1,-1.454199952107200e0,4.294687218259559e-6,4.003676067126682e-8
