a,z,N,t,phi,phidot,H,KE,PE,rho_phi,P_phi,w_phi,Omega_phi,Omega_m,Omega_r,q_dec
1.459005849786858e-3,6.843982114918092e2,-6.530000000000000e0,5.279963410981535e-5,9.445988317964883e-4,5.375028389218116e1,1.074543494323996e4,1.444546509245035e3,9.971702149158302e5,9.986147614250752e5,-9.957256684065851e5,-9.971068993468840e-1,2.882894359807086e-3,8.365697506019834e-1,1.605473550382096e-1,5.759618467347265e-1
1.473669102353996e-3,6.775783853394423e2,-6.520000000000000e0,5.373763242896130e-5,9.955686910706049e-4,5.492597941601444e1,1.057746154222408e4,1.508431607404221e3,9.970177496962437e5,9.985261813036479e5,-9.955093180888394e5,-9.969786839130550e-1,2.974920002996046e-3,8.378348302375551e-1,1.591902497594489e-1,5.751462271357242e-1
1.488479723059429e-3,6.708264175910939e2,-6.510000000000000e0,5.469052255928313e-5,1.048472189617922e-3,5.611037608126530e1,1.041219882519239e4,1.574187151990515e3,9.968595250713120e5,9.984337122233025e5,-9.952853379193215e5,-9.968466866999410e-1,3.069821170280623e-3,8.390881371978174e-1,1.578420416319020e-1,5.743308092224182e-1
1.503439192977572e-3,6.641416330443619e2,-6.500000000000000e0,5.565853303208343e-5,1.103366040555019e-3,5.730385960214385e1,1.024960175248778e4,1.641866162651107e3,9.966953742134685e5,9.983372403761196e5,-9.950535080508174e5,-9.967107985232875e-1,3.167685338160488e-3,8.403296151561069e-1,1.565026995057325e-1,5.735154504785636e-1
1.518549008067883e-3,6.575233632152207e2,-6.490000000000000e0,5.664189575700111e-5,1.160308748993896e-3,5.850681264191935e1,1.008962606788226e4,1.711523562758327e3,9.965251251532579e5,9.982366487160162e5,-9.948136015904995e5,-9.965709061774884e-1,3.268602535817108e-3,8.415592058596947e-1,1.551721916044881e-1,5.727000045156643e-1
1.533810679324463e-3,6.509709462711725e2,-6.480000000000000e0,5.764084606845141e-5,1.219360664271188e-3,5.971961496266169e1,9.932228284369221e3,1.783216205644283e3,9.963486006380988e5,9.981318168437431e5,-9.945653844324545e5,-9.964268923692201e-1,3.372665413707004e-3,8.427768490504520e-1,1.538504855358409e-1,5.718843209921487e-1
1.549225732927156e-3,6.444837269650616e2,-6.470000000000000e0,5.865562277255778e-5,1.280584033620426e-3,6.094264356845597e1,9.777365670223387e3,1.857002902555934e3,9.961656179877024e5,9.980226208902583e5,-9.943086150851464e5,-9.962786356467562e-1,3.479969313642536e-3,8.439824823840609e-1,1.525375483022966e-1,5.710682455313156e-1
1.564795710394167e-3,6.380610565695528e2,-6.460000000000000e0,5.968646819457355e-5,1.344043057320668e-3,6.217627284212204e1,9.624996235323593e3,1.932944452269001e3,9.959759889461022e5,9.979089333983712e5,-9.940430444938332e5,-9.961260103250377e-1,3.590612340368932e-3,8.451760413477590e-1,1.512333463118720e-1,5.702516196380829e-1
1.580522168736217e-3,6.317022928122535e2,-6.450000000000000e0,6.073362822679279e-5,1.409803945355271e-3,6.342087467546425e1,9.475078717732698e3,2.011103672300472e3,9.957795195302615e5,9.977906232025620e5,-9.937684158579611e5,-9.959688864065579e-1,3.704695434644817e-3,8.463574591766125e-1,1.499378453887428e-1,5.694342806145936e-1
1.596406680612249e-3,6.254067998114887e2,-6.440000000000000e0,6.179735237694603e-5,1.477934975614766e-3,6.467681859306451e1,9.327572570529910e3,2.091545431660088e3,9.955760098752232e5,9.976675553068833e5,-9.934844644435630e5,-9.958071294981287e-1,3.822322447831163e-3,8.475266667683043e-1,1.486510107838646e-1,5.686160614747455e-1
