a,z,N,t,s,H,K_Psi,U_Psi,rho_Psi,P_Psi,w_Psi,Omega_Psi,Omega_m,Omega_r,q_dec
9.118819655545162e-4,1.095633158428459e3,-7.000000000000000e0,1.554041233635528e-5,1.318815734483215e9,3.217417846953125e4,1.537187140440743e9,1.554142339331400e9,1.554142339331400e9,-1.695519889065719e7,-1.090968211956145e-2,5.004429831926567e-1,3.821997878631335e-1,1.173572289442098e-1,5.504891036737098e-1
9.210465316693785e-4,1.084721476185921e3,-6.990000000000000e0,1.585364231690711e-5,1.279838839249677e9,3.167925733871697e4,1.492201322516281e9,1.508704855960488e9,1.508704855960488e9,-1.650353344420719e7,-1.093887474346367e-2,5.011099773346646e-1,3.825837825131449e-1,1.163062401521904e-1,5.499307511639493e-1
9.303032032049490e-4,1.073918366995772e3,-6.980000000000000e0,1.617176496115962e-5,1.242013885152637e9,3.119212289237685e4,1.448533183879674e9,1.464597083681778e9,1.464597083681778e9,-1.606389980210400e7,-1.096813586554590e-2,5.017727172334707e-1,3.829639018176770e-1,1.152633809488523e-1,5.493764234700647e-1
9.396529058360961e-4,1.063222750538091e3,-6.970000000000000e0,1.649485490309732e-5,1.205306827358952e9,3.071264878352864e4,1.406144097152802e9,1.421780074606818e9,1.421780074606818e9,-1.563597745401645e7,-1.099746559490955e-2,5.024312250752813e-1,3.833401642173020e-1,1.142286107074169e-1,5.488261001863481e-1
9.490965745408727e-4,1.052633557242320e3,-6.960000000000000e0,1.682298789853628e-5,1.169684626956715e9,3.024071079600475e4,1.364996567863288e9,1.380216022287925e9,1.380216022287925e9,-1.521945442463684e7,-1.102686404075226e-2,5.030855231129086e-1,3.837125882719842e-1,1.132018886151072e-1,5.482797608111984e-1
9.586351536940199e-4,1.042149728180303e3,-6.950000000000000e0,1.715624084280733e-5,1.135115221686918e9,2.977618680972614e4,1.325054201718601e9,1.339868228770298e9,1.339868228770298e9,-1.481402705169678e7,-1.105633131199235e-2,5.037356337549217e-1,3.840811925847677e-1,1.121831736603107e-1,5.477373847394791e-1
9.682695971614017e-4,1.031770214960399e3,-6.940000000000000e0,1.749469178822530e-5,1.101567496711152e9,2.931895676136401e4,1.286281671884037e9,1.300701071644250e9,1.300701071644250e9,-1.441939976021242e7,-1.108586751757223e-2,5.043815794835937e-1,3.844459958573680e-1,1.111724246590382e-1,5.471989512768307e-1
9.780008683953946e-4,1.021493979622635e3,-6.930000000000000e0,1.783841996118030e-5,1.069011256930842e9,2.886890261016386e4,1.248644688016284e9,1.262679972867093e9,1.262679972867093e9,-1.403528485080814e7,-1.111547276618241e-2,5.050233829197701e-1,3.848070168324629e-1,1.101696002477670e-1,5.466644396351883e-1
9.878299405312295e-4,1.011319994534915e3,-6.920000000000000e0,1.818750577978924e-5,1.037417199627354e9,2.842590830117181e4,1.212109965632087e9,1.225771367919923e9,1.225771367919923e9,-1.366140228783560e7,-1.114514716640702e-2,5.056610667802355e-1,3.851642743191099e-1,1.091746589006547e-1,5.461338289419453e-1
9.977577964843120e-4,1.001247242290252e3,-6.910000000000000e0,1.854203087196071e-5,1.006756887808095e9,2.798985972832615e4,1.176645196257650e9,1.189942675749541e9,1.189942675749541e9,-1.329747949189067e7,-1.117489082700107e-2,5.062946538038599e-1,3.855177872430482e-1,1.081875589530918e-1,5.456070982527172e-1
1.007785429048510e-3,9.912747156050261e2,-6.900000000000000e0,1.890207809316182e-5,9.770027251313207e8,2.756064470365759e4,1.142219019369652e9,1.155162270516889e9,1.155162270516889e9,-1.294325114723706e7,-1.120470385640748e-2,5.069241668674150e-1,3.858675745493743e-1,1.072082585832107e-1,5.450842265404969e-1
1.017913840995439e-3,9.814014172182584e2,-6.890000000000000e0,1.926773154490120e-5,9.481279308929691e8,2.713815292247639e4,1.108800994375290e9,1.121399453381620e9,1.121399453381620e9,-1.259845900632954e7,-1.123458636290431e-2,5.075496289434103e-1,3.862136552279850e-1,1.062367158286047e-1,5.445651927045656e-1
1.028144045174730e-3,9.716263597918843e2,-6.880000000000000e0,1.963907659336187e-5,9.201065158394632e8,2.672227592973586e4,1.076361573515440e9,1.088624425215995e9,1.088624425215995e9,-1.226285170055532e7,-1.126453845468534e-2,5.081710630750927e-1,3.865560483260224e-1,1.052728885988849e-1,5.440499755770907e-1
1.038477064615328e-3,9.619485658120136e2,-6.870000000000000e0,2.001619988834671e-5,8.929132587677448e8,2.631290708750155e4,1.044872075647389e9,1.056808260204263e9,1.056808260204263e9,-1.193618455687356e7,-1.129456023987407e-2,5.087884923683414e-1,3.868947729473186e-1,1.043167346843399e-1,5.435385539275568e-1
1.048913932627788e-3,9.523670674911842e2,-6.860000000000000e0,2.039918938252630e-5,8.665236838851900e8,2.590994154352685e4,1.014304660876721e9,1.025922880296881e9,1.025922880296881e9,-1.161821942016006e7,-1.132465182645892e-2,5.094019400026075e-1,3.872298482369514e-1,1.033682117604411e-1,5.430309064648422e-1
1.059455692907610e-3,9.428809066715780e2,-6.850000000000000e0,2.078813435090269e-5,8.409140388007431e8,2.551327620015133e4,9.846323058904489e8,9.959410303702886e8,9.959410303702886e8,-1.130872447983968e7,-1.135481332226584e-2,5.100114292332425e-1,3.875612933725544e-1,1.024272773942031e-1,5.425270118403538e-1
1.070103399639604e-3,9.334891347292100e2,-6.840000000000000e0,2.118312541057627e-5,8.160612731158303e8,2.512280968339022e4,9.558287799559187e8,9.668362540564419e8,9.668362540564419e8,-1.100747410052323e7,-1.138504483498670e-2,5.106169833795092e-1,3.878891275670187e-1,1.014938890534720e-1,5.420268486528137e-1
1.080858117603318e-3,9.241908124790585e2,-6.830000000000000e0,2.158425454083480e-5,7.919430176615330e8,2.473844231267840e4,9.278686216402286e8,9.385828702975447e8,9.385828702975447e8,-1.071424865731609e7,-1.141534647219755e-2,5.112186258156305e-1,3.882133700689570e-1,1.005680041154127e-1,5.415303954526174e-1
